Motif	Num	Protection_Score_WT	Protection_Score_KO	Protection_Diff_WT_KO	TC_WT	TC_KO	TC_Diff_WT_KO	TF_Activity	Z_score	P_values
MA0511.2.RUNX2	4	0.3553080087677837	-0.17590371862641507	-0.5312117273941988	0.1906079422035505	0.13559244977452836	-0.05501549242902215	-0.5862272198232209	-1.14798603665722	0.25097432822747956
MA1107.1.KLF9	8	0.10363150255727027	-0.2638555779396227	-0.367487080496893	0.13891031193846853	0.13660607935881178	-0.0023042325796567564	-0.3697913130765498	-0.6552610474629017	0.5122996954328302
MA0740.1.KLF14	2	0.05466277057965905	0.32474532669492023	0.27008255611526116	0.30780693807690324	0.18060702661107866	-0.12719991146582457	0.1428826446494366	0.5118617006881755	0.6087478042734791
MA0496.2.MAFK	2	-0.039478667640864856	0.1563588610012579	0.19583752864212275	0.06247173780532461	0.1082484422316401	0.045776704426315484	0.24161423306843824	0.7366281064483357	0.46134853789055774
MA0684.1.RUNX3	6	0.31582934112691885	0.31271772200251574	-0.003111619124403109	0.2517540166836298	0.22348674897038429	-0.028267267713245503	-0.03137888683764861	0.11514836180832701	0.9083275276280414
MA0591.1.Bach1::Mafk	6	-0.05075828696682623	0.10051641064366577	0.151274697610492	0.11716249751482474	0.1059205187427876	-0.011241978772037142	0.14003271883845486	0.5053737307134699	0.6132963658492657
MA0493.1.Klf1	8	0.2309502056990595	0.4573496684286793	0.2263994627296198	0.39177383072026634	0.45549805033787505	0.06372421961760871	0.2901236823472285	0.847061805879227	0.3969606725693705
MA0508.2.PRDM1	4	0.03947866764086486	0.3127177220025159	0.273239054361651	0.30508122218804434	0.3794362935815866	0.07435507139354225	0.3475941257551933	0.9778955664729628	0.32812597812758404
MA0482.1.Gata4	4	0.0710616017535568	-0.3518074372528303	-0.4228690390063871	0.4431999898840245	0.18886504526204573	-0.25433494462197875	-0.6772039836283659	-1.355098274347483	0.17538624843595396
MA0599.1.KLF5	12	-0.2631911176057657	0.260598101668763	0.5237892192745287	0.43033814674492393	0.5181945498104517	0.08785640306552772	0.6116456223400564	1.5790193483683683	0.11433161915216523
MA0039.3.KLF4	4	0.21318480526067024	0.5628918996045285	0.3497070943438582	0.32164725004241473	0.34810420107122153	0.026456951028806797	0.376164045372665	1.0429361299654056	0.29697787480991433
MA1104.1.GATA6	4	0.35530800876778373	-0.2345382915018869	-0.5898463002696707	0.4460249471765787	0.19087424787121643	-0.25515069930536227	-0.8449969995750329	-1.7370857791563412	0.08237203109029022
MA0036.3.GATA2	6	-0.023687200584518918	-0.8912455077071697	-0.8675583071226508	0.47748409599319586	0.44932599003519347	-0.02815810595800239	-0.8957164130806532	-1.8525505504465758	0.06394680571877134
MA0742.1.Klf12	2	0.10151657393365252	0.3015492319309972	0.20003265799734468	0.3744105898843311	0.46151083166500323	0.0871002417806721	0.2871328997780168	0.8402531698666165	0.40076645240460185
MA0002.2.RUNX1	8	0.12435780306872432	0.21108446235169803	0.08672665928297371	0.28518142808993124	0.2981105126195036	0.012929084529572366	0.09965574381254608	0.413453933844339	0.6792740665235291
MA0741.1.KLF16	8	0.017765400438389145	0.21108446235169817	0.19331906191330903	0.1963544258979856	0.15738753771837147	-0.038966888179614134	0.1543521737336949	0.5379725419023356	0.5905960052488302
MA0501.1.MAF::NFE2	4	0.05075828696682626	-0.15077461596549868	-0.20153290293232495	0.06303851768460679	0.0680917620489349	0.005053244364328108	-0.19647965856799685	-0.26071014147609	0.7943160446953227
MA0035.3.Gata1	4	0.07106160175355676	-0.2814459498022643	-0.35250755155582103	0.44132994773261475	0.19256828144365448	-0.24876166628896026	-0.6012692178447813	-1.18222974614166	0.23711455274241722
MA0140.2.GATA1::TAL1	2	0.20900471103987273	0.1655564410601554	-0.04344826997971732	0.19415738184031894	0.1922445012310548	-0.0019128806092641448	-0.045361150588981464	0.08331717973070923	0.9335993403386745
