Motif	Num	Protection_Score_DKO	Protection_Score_Prdm1KO	Protection_Diff_DKO_Prdm1KO	TC_DKO	TC_Prdm1KO	TC_Diff_DKO_Prdm1KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	196	0.10923210018723126	0.10778264091868756	-0.0014494592685437013	0.4580473695651017	0.40081367871046125	-0.05723369085464047	-0.058683150123184175	-0.3471476216619829	0.728480418516287
MA0496.2.MAFK	162	0.003935957904162901	-0.11139108122379247	-0.11532703912795537	0.38430736228530454	0.42076230185798114	0.03645493957267659	-0.07887209955527878	-0.5814734706280762	0.560921393141194
MA0591.1.Bach1::Mafk	232	0.16873117075668925	0.04635427073992934	-0.12237690001675991	0.4123241529604016	0.44659598476318857	0.03427183180278698	-0.08810506821397293	-0.6886372052593819	0.491051601762615
MA0690.1.TBX21	88	0.22099509095986944	0.047524833132351875	-0.17347025782751757	0.30198805623311953	0.30007826574668073	-0.0019097904864388004	-0.17538004831395637	-1.7016063978473164	0.08882917738202149
MA0659.1.MAFG	58	-0.06678574088589415	-0.22953948140476044	-0.1627537405188663	0.43451957341809944	0.48404922634802616	0.049529652929926726	-0.11322408758893956	-0.9801845965702791	0.32699500652651203
MA0002.2.RUNX1	258	0.16125985668974074	0.1431885153289973	-0.018071341360743454	0.39668168739977283	0.3682802926535281	-0.028401394746244757	-0.04647273610698821	-0.20542575345897002	0.8372395009589935
MA0741.1.KLF16	548	0.013089932993315222	0.08038750363408953	0.06729757064077431	0.39721746140135905	0.36277471868182215	-0.0344427427195369	0.03285482792123741	0.7153006493609676	0.4744232874023876
MA0501.1.MAF::NFE2	210	0.08198038034670573	0.03745948298595314	-0.044520897360752584	0.37875523393155414	0.41993166431047896	0.04117643037892482	-0.0033444669818277623	0.2951484993610225	0.7678804418813896
MA0731.1.BCL6B	46	0.15594094087688554	0.08334064940600788	-0.07260029147087765	0.3390020453845343	0.3022333827273211	-0.036768662657213236	-0.10936895412809089	-0.9354394539798042	0.34956187218154
MA0140.2.GATA1::TAL1	42	-0.05626104533597462	-0.16205479981264978	-0.10579375447667516	0.48008546960775755	0.44201516238318994	-0.03807030722456761	-0.14386406170124277	-1.3358117167586558	0.18161082231949655
MA1421.1.TCF7L1	212	0.16364436986016923	0.20683763853828518	0.04319326867811596	0.3562651923697246	0.40825398900037646	0.05198879663065187	0.09518206530876783	1.4387103970384145	0.15023259232983155
MA0768.1.LEF1	292	0.2442566126768284	0.294976377856703	0.05071976517987459	0.38000756102122685	0.42859853194304925	0.04859097092182241	0.099310736101697	1.4866303887105254	0.13711245715528567
MA0463.1.Bcl6	90	0.19619236322288514	0.2668972964971267	0.07070493327424154	0.3668902107970211	0.353940935903335	-0.012949274893686136	0.05775565838055541	1.0043156006820413	0.3152265163631991
MA0495.2.MAFF	120	0.09444822985776703	0.0023234362864705815	-0.09212479357129645	0.36530609298011185	0.41996110877954707	0.054655015799435214	-0.03746977777186124	-0.10093166563232477	0.9196047059150866
MA0482.1.Gata4	78	0.11035820431287302	0.04468146704750997	-0.06567673726536305	0.3481123707974491	0.37344299827076877	0.025330627473319656	-0.040346109792043394	-0.13431621319407544	0.8931525331373031
MA1107.1.KLF9	566	-0.22136633915762377	-0.11719806710023581	0.10416827205738796	0.3382515054076539	0.3145049892471134	-0.02374651616054052	0.08042175589684744	1.2673928133481958	0.20501486821869386
MA1104.1.GATA6	88	0.057060207911769543	0.14257449939705494	0.08551429148528539	0.3179068726512871	0.37497430396979553	0.057067431318508444	0.14258172280379383	1.9888611129328801	0.04671653504717188
MA0036.3.GATA2	90	0.08289127346166905	0.05111559830235142	-0.03177567515931763	0.34884809215953433	0.37876087673480874	0.02991278457527441	-0.0018628905840432225	0.31234462184311096	0.754778631760314
MA0769.1.Tcf7	280	0.17886628439281227	0.2009621515310867	0.02209586713827444	0.37124316417585546	0.4186400166053239	0.04739685242946845	0.06949271956774289	1.1405434334528992	0.25405996840891376
MA0766.1.GATA5	58	0.03533637083909728	-0.18198343327527758	-0.21731980411437485	0.32886626580925626	0.3397356185183985	0.010869352709142244	-0.2064504514052326	-2.0622293518336186	0.039185905489120376
MA0035.3.Gata1	106	0.032482792212845626	0.0526061045993326	0.020123312386486972	0.3426364704907624	0.36658148678692815	0.023945016296165744	0.044068328682652716	0.845451705246195	0.3978586862740672
MA0511.2.RUNX2	146	0.1621358549665154	0.14203197847088667	-0.020103876495628725	0.4247877513327269	0.3864105296634408	-0.03837722166928609	-0.05848109816491481	-0.3448024775119132	0.7302428703896114
MA0523.1.TCF7L2	332	0.31844325220401304	0.3433474660590593	0.024904213855046264	0.38521561846277136	0.44780899936616453	0.06259338090339317	0.08749759475843943	1.3495195210288833	0.1771701544971287
MA0684.1.RUNX3	152	0.21184257640760557	0.24559129168394575	0.033748715276340185	0.38989532296677415	0.3723324255709378	-0.01756289739583633	0.016185817880503856	0.5218294664072949	0.6017890714426188
MA0037.3.GATA3	52	-0.007882728879490992	-0.15319360130574877	-0.1453108724262578	0.3416529900359669	0.35157137750439826	0.009918387468431378	-0.1353924849578264	-1.2374851832676808	0.2159070117156353
MA0508.2.PRDM1	148	0.2024890775830792	0.11931159308902685	-0.08317748449405236	0.3438953410751504	0.31971495921582854	-0.024180381859321864	-0.10735786635337423	-0.9120974840699356	0.3617174026590537
MA0089.1.MAFG::NFE2L1	318	-0.08120698053211406	-0.07890915689899886	0.0022978236331152035	0.4109859835249218	0.4121485964186172	0.0011626128936953473	0.003460436526810551	0.37413055819262875	0.708307184725339
MA0493.1.Klf1	294	0.043918060900020706	0.017544314816205997	-0.02637374608381471	0.40235107722791064	0.3716000677287443	-0.030751009499166315	-0.057124755582981024	-0.3290598987279351	0.7421104140045008
MA0742.1.Klf12	148	0.09832106426716397	0.06257130539819242	-0.035749758868971554	0.4622713070080424	0.40574044305147833	-0.05653086395656409	-0.09228062282553565	-0.7371013604919113	0.4610607118822655
MA0599.1.KLF5	572	0.2112412092655495	0.2185329933778221	0.007291784112272576	0.4403034972168766	0.3967994995077835	-0.043503997709093134	-0.03621221359682056	-0.08633557216362273	0.931199661536128
MA0039.3.KLF4	212	-0.3667848620700485	-0.2551396073067631	0.1116452547632854	0.3774699910874321	0.3428049118792036	-0.03466507920822853	0.07698017555505687	1.227447632540864	0.2196543928643656
MA0117.2.Mafb	102	0.14065261333993606	0.07827619574740256	-0.0623764175925335	0.36688750463803443	0.3418987476636364	-0.024988756974398008	-0.0873651745669315	-0.6800495267587868	0.49647310179406834
MA0657.1.KLF13	74	0.10035754032903543	0.07646284758337028	-0.02389469274566515	0.4487672127530121	0.3949944630565975	-0.0537727496964146	-0.07766744244207975	-0.567491450329652	0.5703803336622357
