"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr13",36366164,36366796,633,"*","Merged-chr13-36366469-31","Intron (uc007qck.2/69955, intron 5 of 6)",13,36117643,36537595,419953,1,"69955","uc007qcl.2",248521,"ENSMUSG00000021420","Fars2","phenylalanine-tRNA synthetase 2 (mitochondrial)"
"2","chr15",80618968,80619344,377,"*","Merged-chr15-80619195-4","Promoter (4-5kb)",15,80623483,80652854,29372,1,"17444","uc007wvq.2",-4139,"ENSMUSG00000042351","Grap2","GRB2-related adaptor protein 2"
"3","chr1",119636813,119637248,436,"*","Merged-chr1-119636990-21","Intron (uc007ciw.2/226352, intron 2 of 24)",1,119594824,119648617,53794,2,"226352","uc007cix.2",11369,"ENSMUSG00000026383","Epb41l5","erythrocyte membrane protein band 4.1 like 5"
"4","chr6",134348338,134349202,865,"*","Merged-chr6-134348726-53","Intron (uc009ekg.1/74064, intron 3 of 8)",6,134396329,134438724,42396,1,"66813","uc009ekh.1",-47127,"ENSMUSG00000030200","Bcl2l14","BCL2-like 14 (apoptosis facilitator)"
"5","chr9",20765203,20765750,548,"*","Merged-chr9-20765445-35","Distal Intergenic",9,20667986,20728214,60229,2,"244723","uc009oje.1",-36989,"ENSMUSG00000032172","Olfm2","olfactomedin 2"
"6","chr7",110824113,110824568,456,"*","Merged-chr7-110824322-44","Intron (uc009jfp.1/67150, intron 4 of 5)",7,110816535,110837529,20995,2,"67150","uc009jfp.1",12961,"ENSMUSG00000030788","Rnf141","ring finger protein 141"
"7","chr7",16874056,16874524,469,"*","Merged-chr7-16874249-24","Promoter (<=1kb)",7,16875317,16887301,11985,1,"629378","uc009fij.1",-793,"ENSMUSG00000078794","Dact3","dishevelled-binding antagonist of beta-catenin 3"
"8","chr5",113035104,113036285,1182,"*","Merged-chr5-113035514-85","Distal Intergenic",5,112960544,113015538,54995,2,"320129","uc008ytv.2",-19566,"ENSMUSG00000042249","Grk3","G protein-coupled receptor kinase 3"
"9","chr6",135375236,135375434,199,"*","Merged-chr6-135375334-1","Intron (uc009elo.1/13730, intron 1 of 4)",6,135367493,135383173,15681,1,"13730","uc033ivp.1",7743,"ENSMUSG00000030208","Emp1","epithelial membrane protein 1"
"10","chr17",8190028,8190974,947,"*","Merged-chr17-8190546-24","Intron (uc008ajb.2/75296, intron 9 of 11)",17,8165518,8196470,30953,1,"75296","uc008ajc.2",24510,"ENSMUSG00000069135","Fgfr1op","Fgfr1 oncogene partner"
"11","chr14",48246150,48246655,506,"*","Merged-chr14-48246381-22","Intron (uc007tjh.1/93834, intron 3 of 5)",14,48198716,48228413,29698,1,"624367","uc011zjq.1",47434,"ENSMUSG00000021846","Gm6498","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
