"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr10",67098452,67098777,326,"*","Merged-chr10-67098623-29","Promoter (1-2kb)",10,67009189,67096988,87800,2,"28193","uc011xfn.2",-1464,"ENSMUSG00000019873","Reep3","receptor accessory protein 3"
"2","chr1",155215304,155215707,404,"*","Merged-chr1-155215542-10","Intron (uc007dbe.1/uc007dbe.1, intron 6 of 6)",1,155191429,155208256,16828,1,"58244","uc007dbd.1",23875,"ENSMUSG00000026470","Stx6","syntaxin 6"
"3","chr18",60501909,60502840,932,"*","Merged-chr18-60502470-34","Promoter (<=1kb)",18,60474191,60501983,27793,2,"106878","uc008fag.1",0,"ENSMUSG00000038059","Smim3","small integral membrane protein 3"
"4","chr17",8190028,8190974,947,"*","Merged-chr17-8190546-24","Intron (uc008ajb.2/75296, intron 9 of 11)",17,8165518,8196470,30953,1,"75296","uc008ajc.2",24510,"ENSMUSG00000069135","Fgfr1op","Fgfr1 oncogene partner"
"5","chr2",23005989,23006668,680,"*","Merged-chr2-23006422-36","Intron (uc008inr.2/11308, intron 1 of 9)",2,22939989,23040241,100253,2,"11308","uc008inr.2",33573,"ENSMUSG00000058835","Abi1","abl-interactor 1"
"6","chr12",13461609,13462762,1154,"*","Merged-chr12-13462144-83","Intron (uc007nbj.2/71169, intron 40 of 51)",12,13487122,13561730,74609,1,"71169","uc007nbl.1",-24360,"ENSMUSG00000020576","Nbas","neuroblastoma amplified sequence"
"7","chr1",79751769,79752819,1051,"*","Merged-chr1-79752241-78","Intron (uc007bqu.2/69368, intron 1 of 11)",1,79702262,79761769,59508,2,"69368","uc007bqu.2",8950,"ENSMUSG00000073643","Wdfy1","WD repeat and FYVE domain containing 1"
"8","chr14",99449080,99450461,1382,"*","Merged-chr14-99449719-57","Distal Intergenic",14,99298691,99313412,14722,1,"12224","uc007uvg.2",150389,"ENSMUSG00000005148","Klf5","Kruppel-like factor 5"
"9","chr1",30792955,30793300,346,"*","Merged-chr1-30793129-16","Distal Intergenic",1,30802342,30863256,60915,2,"213109","uc007ane.1",69956,"ENSMUSG00000048874","Phf3","PHD finger protein 3"
"10","chr5",110594562,110594927,366,"*","Merged-chr5-110594723-25","Intron (uc008yqz.3/231605, intron 4 of 10)",5,110603505,110621383,17879,1,"231605","uc008yra.3",-8578,"ENSMUSG00000033316","Galnt9","polypeptide N-acetylgalactosaminyltransferase 9"
"11","chr10",26995544,26996347,804,"*","Merged-chr10-26995981-48","Intron (uc007esf.2/16773, intron 38 of 44)",10,26981285,27212254,230970,2,"16773","uc007esf.2",215907,"ENSMUSG00000019899","Lama2","laminin, alpha 2"
"12","chr18",68052688,68053153,466,"*","Merged-chr18-68052962-20","Intron (uc008fng.1/52662, intron 1 of 5)",18,67933257,68255549,322293,1,"52662","uc008fng.1",119431,"ENSMUSG00000024544","Ldlrad4","low density lipoprotein receptor class A domain containing 4"
"13","chr18",82009200,82009810,611,"*","Merged-chr18-82009517-13","Distal Intergenic",18,81992010,81992080,71,2,"100628596","uc029tqg.1",-17120,"ENSMUSG00000093036","Mir5127","microRNA 5127"
"14","chr2",157118634,157118832,199,"*","Merged-chr2-157118732-1","Intron (uc008non.2/56045, intron 6 of 16)",2,157097529,157135222,37694,2,"56045","uc008non.2",16390,"ENSMUSG00000027639","Samhd1","SAM domain and HD domain, 1"
"15","chr15",93583055,93583438,384,"*","Merged-chr15-93583275-25","Intron (uc007xjb.1/106042, intron 1 of 7)",15,93499114,93595891,96778,2,"106042","uc007xjb.1",12453,"ENSMUSG00000036158","Prickle1","prickle planar cell polarity protein 1"
"16","chr16",44293978,44294365,388,"*","Merged-chr16-44294172-8","Intron (uc007zhd.1/320007, intron 3 of 24)",16,44240180,44332838,92659,2,"320007","uc007zhd.1",38473,"ENSMUSG00000022696","Sidt1","SID1 transmembrane family, member 1"
"17","chr18",12869054,12869481,428,"*","Merged-chr18-12869252-13","Intron (uc008ecv.2/64291, intron 2 of 14)",18,12755312,12863380,108069,2,"64291","uc008ect.2",-5674,"ENSMUSG00000044252","Osbpl1a","oxysterol binding protein-like 1A"
"18","chr4",141183819,141184281,463,"*","Merged-chr4-141184066-30","Intron (uc008vnz.2/213499, intron 4 of 9)",4,141213956,141220114,6159,1,"76166","uc012doa.1",-29675,"ENSMUSG00000073733","Rsg1","REM2 and RAB-like small GTPase 1"
"19","chr5",20681036,20681556,521,"*","Merged-chr5-20681242-21","Intron (uc012dsm.1/50791, intron 22 of 22)",5,20758664,20774275,15612,2,"68770","uc012dsn.1",92719,"ENSMUSG00000039987","Phtf2","putative homeodomain transcription factor 2"
"20","chr1",128770720,128771143,424,"*","Merged-chr1-128770934-28","Distal Intergenic",1,128588199,128592299,4101,2,"12767","uc007clt.1",-178421,"ENSMUSG00000045382","Cxcr4","chemokine (C-X-C motif) receptor 4"
"21","chr1",165200666,165201255,590,"*","Merged-chr1-165200989-24","Distal Intergenic",1,165174341,165194433,20093,2,"108735","uc007diy.2",-6233,"ENSMUSG00000040848","Sft2d2","SFT2 domain containing 2"
"22","chr1",13752443,13752903,461,"*","Merged-chr1-13752649-29","Distal Intergenic",1,13785685,13786929,1245,2,"433273","uc011wil.1",34026,"ENSMUSG00000097711","Gm5523","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"23","chr13",16641843,16642723,881,"*","Merged-chr13-16642164-24","Distal Intergenic",13,15944764,16023423,78660,2,"100503142","uc007pnv.1",-618420,NA,"B230303A05Rik","U1 small nuclear ribonucleoprotein 1C pseudogene"
"24","chr4",47716021,47716291,271,"*","Merged-chr4-47716164-4","Distal Intergenic",4,47474661,47483233,8573,1,"66212","uc008sur.1",241360,"ENSMUSG00000053317","Sec61b","Sec61 beta subunit"
"25","chr1",165075618,165076190,573,"*","Merged-chr1-165075837-38","Intron (uc007div.2/75857, intron 1 of 4)",1,165066617,165091930,25314,2,"75857","uc007div.2",15740,"ENSMUSG00000102408","4930568G15Rik","RIKEN cDNA 4930568G15 gene"
"26","chr3",85629927,85630378,452,"*","Merged-chr3-85630133-19","Intron (uc008pqr.1/229487, intron 9 of 11)",3,85660063,85673988,13926,2,"229488","uc008pqu.2",43610,"ENSMUSG00000051000","Fam160a1","family with sequence similarity 160, member A1"
"27","chr2",59969035,59969456,422,"*","Merged-chr2-59969233-23","Exon (uc008jtr.1/407823, exon 7 of 36)",2,59855187,59882606,27420,2,"72137","uc012bvs.2",-86429,"ENSMUSG00000026988","Wdsub1","WD repeat, SAM and U-box domain containing 1"
"28","chr17",70746602,70747036,435,"*","Merged-chr17-70746811-20","Intron (uc008dlb.3/224997, intron 9 of 13)",17,70809072,70821413,12342,1,"224997","uc008dlo.2",-62036,"ENSMUSG00000003279","Dlgap1","DLG associated protein 1"
"29","chr9",116091181,116091839,659,"*","Merged-chr9-116091467-52","Intron (uc009rys.2/21813, intron 7 of 7)",9,116087695,116175363,87669,2,"21813","uc009rys.2",83524,"ENSMUSG00000032440","Tgfbr2","transforming growth factor, beta receptor II"
"30","chr7",63944000,63944293,294,"*","Merged-chr7-63944147-8","Distal Intergenic",7,63886351,63938915,52565,2,"50794","uc009hfn.2",-5085,"ENSMUSG00000052040","Klf13","Kruppel-like factor 13"
"31","chr1",6453882,6454516,635,"*","Merged-chr1-6454252-50","Distal Intergenic",1,6487231,6860940,373710,1,"240690","uc007afw.1",-32715,"ENSMUSG00000033740","St18","suppression of tumorigenicity 18"
"32","chr3",35802121,35802331,211,"*","Merged-chr3-35802225-4","Promoter (4-5kb)",3,35806768,35838280,31513,1,"76295","uc008oyu.1",-4437,"ENSMUSG00000037400","Atp11b","ATPase, class VI, type 11B"
"33","chr5",147049087,147049373,287,"*","Merged-chr5-147049236-7","Intron (uc009ant.2/140887, intron 1 of 9)",5,147016655,147076572,59918,2,"140887","uc009ant.2",27199,"ENSMUSG00000016520","Lnx2","ligand of numb-protein X 2"
"34","chr2",68862471,68862702,232,"*","Merged-chr2-68862587-3","Promoter (<=1kb)",2,68861557,69111290,249734,1,"241447","uc057ldf.1",914,"ENSMUSG00000027035","Cers6","ceramide synthase 6"
"35","chr3",60787803,60788402,600,"*","Merged-chr3-60788099-46","Distal Intergenic",3,61002785,61008982,6198,1,"18441","uc008pjj.2",-214383,"ENSMUSG00000027765","P2ry1","purinergic receptor P2Y, G-protein coupled 1"
"36","chr5",74105315,74105788,474,"*","Merged-chr5-74105575-19","Distal Intergenic",5,74093530,74093650,121,1,"100313943","uc012dxg.1",11785,"ENSMUSG00000093355","Snora26","small nucleolar RNA, H/ACA box 26"
"37","chr6",67668121,67668523,403,"*","Merged-chr6-67668321-12","Intron (uc057lql.1/uc057lql.1, intron 4 of 102)",6,67565234,67565699,466,2,"75070","uc009cfs.1",-102422,NA,"4930515G16Rik","myc induced nuclear antigen pseudogene"
"38","chr2",65421753,65422382,630,"*","Merged-chr2-65422005-11","Distal Intergenic",2,65457118,65467762,10645,2,"20269","uc033hne.1",45380,"ENSMUSG00000057182","Scn3a","sodium channel, voltage-gated, type III, alpha"
"39","chr8",126539576,126540035,460,"*","Merged-chr8-126539798-23","Distal Intergenic",8,126588296,126593436,5141,2,"270110","uc009nyw.2",53401,"ENSMUSG00000051495","Irf2bp2","interferon regulatory factor 2 binding protein 2"
"40","chr12",65194192,65194614,423,"*","Merged-chr12-65194392-14","Intron (uc007nrj.1/uc007nrj.1, intron 3 of 3)",12,65152784,65172580,19797,2,"217653","uc007nri.1",-21612,"ENSMUSG00000047534","Mis18bp1","MIS18 binding protein 1"
"41","chr16",77530354,77530552,199,"*","Merged-chr16-77530452-1","Intron (uc007zse.1/77994, intron 6 of 7)",16,77500506,77598531,98026,1,"77994","uc007zsk.1",29848,"ENSMUSG00000090386","Mir99ahg","Mir99a and Mirlet7c-1 host gene (non-protein coding)"
