"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr3",138840752,138840950,199,"*","Merged-chr3-138840850-1","Intron (uc008rnp.2/56224, intron 1 of 7)",3,138742208,138904433,162226,1,"56224","uc008rnq.2",98544,"ENSMUSG00000028152","Tspan5","tetraspanin 5"
"2","chr6",65818205,65818829,625,"*","Merged-chr6-65818480-32","Intron (uc009cej.1/70779, intron 2 of 2)",6,65778962,65936377,157416,1,"70779","uc012emx.1",39243,"ENSMUSG00000029913","Prdm5","PR domain containing 5"
"3","chr12",3835670,3835954,285,"*","Merged-chr12-3835793-19","Intron (uc007mxa.2/13435, intron 2 of 3)",12,3859293,3862244,2952,2,"100038522","uc029rqn.1",26290,"ENSMUSG00000073242","Dnmt3aos","DNA methyltransferase 3A, opposite strand"
"4","chr1",119636813,119637248,436,"*","Merged-chr1-119636990-21","Intron (uc007ciw.2/226352, intron 2 of 24)",1,119594824,119648617,53794,2,"226352","uc007cix.2",11369,"ENSMUSG00000026383","Epb41l5","erythrocyte membrane protein band 4.1 like 5"
"5","chr13",51712004,51712421,418,"*","Merged-chr13-51712212-27","Intron (uc007qmn.2/20354, intron 8 of 14)",13,51701248,51734717,33470,2,"20354","uc007qmn.2",22296,"ENSMUSG00000021451","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"
"6","chr7",110824113,110824568,456,"*","Merged-chr7-110824322-44","Intron (uc009jfp.1/67150, intron 4 of 5)",7,110816535,110837529,20995,2,"67150","uc009jfp.1",12961,"ENSMUSG00000030788","Rnf141","ring finger protein 141"
"7","chr2",23005989,23006668,680,"*","Merged-chr2-23006422-36","Intron (uc008inr.2/11308, intron 1 of 9)",2,22939989,23040241,100253,2,"11308","uc008inr.2",33573,"ENSMUSG00000058835","Abi1","abl-interactor 1"
"8","chr4",135114416,135114892,477,"*","Merged-chr4-135114591-19","Distal Intergenic",4,135120645,135177990,57346,1,"12399","uc008vgb.1",-5753,"ENSMUSG00000070691","Runx3","runt related transcription factor 3"
"9","chr15",27667928,27668464,537,"*","Merged-chr15-27668249-55","Intron (uc007vjs.2/223433, intron 1 of 6)",15,27655071,27681542,26472,2,"223433","uc007vjs.2",13078,"ENSMUSG00000056069","Otulinl","OTU deubiquitinase with linear linkage specificity like"
"10","chr19",33264654,33264870,217,"*","Merged-chr19-33264763-3","Intron (uc008hft.3/67795, intron 4 of 6)",19,33157112,33157201,90,1,"100628575","uc056zie.1",107542,"ENSMUSG00000106278","Mir3970","microRNA 3970"
"11","chr7",67353052,67353256,205,"*","Merged-chr7-67353153-2","Intron (uc009hif.3/17258, intron 1 of 11)",7,67231163,67372858,141696,2,"17258","uc009hif.3",19602,"ENSMUSG00000030557","Mef2a","myocyte enhancer factor 2A"
"12","chr16",44293978,44294365,388,"*","Merged-chr16-44294172-8","Intron (uc007zhd.1/320007, intron 3 of 24)",16,44240180,44332838,92659,2,"320007","uc007zhd.1",38473,"ENSMUSG00000022696","Sidt1","SID1 transmembrane family, member 1"
"13","chr17",63405353,63405866,514,"*","Merged-chr17-63405591-44","Intron (uc008dfj.3/50758, intron 1 of 5)",17,63045949,63451698,405750,2,"50758","uc008dfj.3",45832,"ENSMUSG00000023965","Fbxl17","F-box and leucine-rich repeat protein 17"
"14","chr2",73604942,73605566,625,"*","Merged-chr2-73605341-25","Intron (uc029tyb.1/329427, intron 1 of 3)",2,73596526,73616012,19487,1,"329427","uc029tyb.1",8416,"ENSMUSG00000086544","Chn1os3","chimerin 1, opposite strand 3"
"15","chr16",23174905,23175395,491,"*","Merged-chr16-23175130-44","Promoter (<=1kb)",16,23175280,23204376,29097,1,"105246089","uc007ytl.1",0,NA,"C730014E05Rik","RIKEN cDNA C730014E05 gene"
"16","chr3",116659148,116659826,679,"*","Merged-chr3-116659392-58","Promoter (2-3kb)",3,116631164,116662677,31514,2,"15247","uc008rco.3",2851,"ENSMUSG00000089911","Mfsd14a","major facilitator superfamily domain containing 14A"
"17","chr6",134184672,134184870,199,"*","Merged-chr6-134184770-1","Intron (uc009eke.3/14011, intron 2 of 7)",6,134035700,134270158,234459,1,"14011","uc009ekf.3",148972,"ENSMUSG00000030199","Etv6","ets variant 6"
"18","chr2",84348151,84348487,337,"*","Merged-chr2-84348325-6","Exon (uc008kii.4/54598, exon 11 of 16)",2,84330626,84425266,94641,2,"54598","uc008kii.4",76779,"ENSMUSG00000059588","Calcrl","calcitonin receptor-like"
"19","chr6",30052079,30052277,199,"*","Merged-chr6-30052177-1","Promoter (4-5kb)",6,30047988,30153458,105471,1,"18181","uc009bew.1",4091,"ENSMUSG00000058440","Nrf1","nuclear respiratory factor 1"
"20","chr3",61368721,61369000,280,"*","Merged-chr3-61368860-22","Promoter (4-5kb)",3,61364507,61368703,4197,1,"74012","uc008pjl.1",4214,"ENSMUSG00000036894","Rap2b","RAP2B, member of RAS oncogene family"
"21","chr5",132218473,132218787,315,"*","Merged-chr5-132218633-11","Intron (uc008zuv.1/319974, intron 2 of 19)",5,131437682,132542343,1104662,2,"319974","uc008zuv.1",323556,"ENSMUSG00000029673","Auts2","autism susceptibility candidate 2"
"22","chr3",60787803,60788402,600,"*","Merged-chr3-60788099-46","Distal Intergenic",3,61002785,61008982,6198,1,"18441","uc008pjj.2",-214383,"ENSMUSG00000027765","P2ry1","purinergic receptor P2Y, G-protein coupled 1"
"23","chr17",70755037,70755556,520,"*","Merged-chr17-70755266-44","Intron (uc008dlb.3/224997, intron 9 of 13)",17,70809072,70821413,12342,1,"224997","uc008dlo.2",-53516,"ENSMUSG00000003279","Dlgap1","DLG associated protein 1"
"24","chr1",179025105,179025881,777,"*","Merged-chr1-179025362-29","Intron (uc007dvj.2/69726, intron 10 of 11)",1,178955031,179518003,562973,2,"69726","uc007dvj.2",492122,"ENSMUSG00000055067","Smyd3","SET and MYND domain containing 3"
"25","chr5",74105315,74105788,474,"*","Merged-chr5-74105575-19","Distal Intergenic",5,74093530,74093650,121,1,"100313943","uc012dxg.1",11785,"ENSMUSG00000093355","Snora26","small nucleolar RNA, H/ACA box 26"
"26","chr18",61206868,61207417,550,"*","Merged-chr18-61207122-39","Promoter (4-5kb)",18,61196854,61211596,14743,2,"13521","uc008fbu.1",4179,"ENSMUSG00000034320","Slc26a2","solute carrier family 26 (sulfate transporter), member 2"
"27","chr8",91545472,91546044,573,"*","Merged-chr8-91545805-43","Intron (uc009mst.2/26383, intron 8 of 8)",8,91313525,91668433,354909,1,"26383","uc009mst.2",231947,"ENSMUSG00000055932","Fto","fat mass and obesity associated"
"28","chr3",84570448,84571136,689,"*","Merged-chr3-84570776-21","Intron (uc008pqe.2/99889, intron 1 of 8)",3,84496093,84582625,86533,2,"99889","uc008pqe.2",11489,"ENSMUSG00000074513","Arfip1","ADP-ribosylation factor interacting protein 1"
"29","chr8",56397701,56398080,380,"*","Merged-chr8-56397893-13","Distal Intergenic",8,56465622,56484968,19347,2,"75123","uc057alj.1",86888,"ENSMUSG00000110310","4930518J21Rik","RIKEN cDNA 4930518J21 gene"
"30","chr2",112556277,112557060,784,"*","Merged-chr2-112556688-44","Promoter (2-3kb)",2,112559682,112631253,71572,1,"74268","uc012cay.1",-2622,"ENSMUSG00000003604","Aven","apoptosis, caspase activation inhibitor"
"31","chr7",35139932,35140626,695,"*","Merged-chr7-35140267-30","Distal Intergenic",7,35119293,35121928,2636,1,"12606","uc009gjl.3",20639,"ENSMUSG00000034957","Cebpa","CCAAT/enhancer binding protein (C/EBP), alpha"
