gene_name,pos,start,end,peak_name
right,Icos,chr1,Icos,Merged-chr1-61003298-36,61003129,61003791
right,Icos,chr1,Icos,Merged-chr1-61004150-7,61004099,61004249
within,Icos,chr1,Icos,Merged-chr1-60977872-47,60977754,60978001
within,Icos,chr1,Icos,Merged-chr1-60985265-33,60984966,60985337
left,Icos,chr1,Icos,Merged-chr1-60971078-4,60971059,60971209
right,Icos,chr1,Icos,Merged-chr1-61016858-25,61016669,61017128
left,Pdcd1,chr1,Pdcd1,Merged-chr1-94026913-1,94026859,94027009
within,Icos,chr1,Icos,Merged-chr1-60996655-3,60996288,60996752
right,Pdcd1,chr1,Pdcd1,Merged-chr1-94056150-27,94056003,94056290
right,Icos,chr1,Icos,Merged-chr1-61001072-30,61000623,61000773
right,Icos,chr1,Icos,Merged-chr1-61001072-30,61001229,61002311
right,Pdcd1,chr1,Pdcd1,Merged-chr1-94053106-6,94053063,94053213
within,Pdcd1,chr1,Pdcd1,Merged-chr1-94040599-7,94040495,94040718
left,Icos,chr1,Icos,Merged-chr1-60973232-1,60973038,60973188
right,Icos,chr1,Icos,Merged-chr1-61002221-10,61001229,61002311
right,Icos,chr1,Icos,Merged-chr1-61017462-3,61017400,61017550
within,Icos,chr1,Icos,Merged-chr1-60990456-63,60990237,60990610
within,Icos,chr1,Icos,Merged-chr1-61000030-11,60999841,61000227
right,Pdcd1,chr1,Pdcd1,Merged-chr1-94055175-17,94055033,94055339
within,Icos,chr1,Icos,Merged-chr1-60983193-1,60983101,60983261
within,Icos,chr1,Icos,Merged-chr1-60986239-9,60986153,60986400
left,Pdcd1,chr1,Pdcd1,Merged-chr1-94035484-87,94035340,94035669
left,Pdcd1,chr1,Pdcd1,Merged-chr1-94025615-17,94025518,94025847
right,Icos,chr1,Icos,Merged-chr1-61022602-4,61022571,61022812
within,Icos,chr1,Icos,Merged-chr1-60997501-3,60997467,60997621
within,Icos,chr1,Icos,Merged-chr1-60979583-29,60979228,60979721
right,Pdcd1,chr1,Pdcd1,Merged-chr1-94053706-41,94053567,94053813
within,Pdcd1,chr1,Pdcd1,Merged-chr1-94052292-74,94052232,94052723
within,Pdcd1,chr1,Pdcd1,Merged-chr1-94048267-32,94048103,94048514
left,Icos,chr1,Icos,Merged-chr1-60961037-13,60960836,60961273
left,Icos,chr1,Icos,Merged-chr1-60974278-38,60974027,60974379
within,Pdcd1,chr1,Pdcd1,Merged-chr1-94046708-7,94046654,94046804
within,Pdcd1,chr1,Pdcd1,Merged-chr1-94042518-47,94042446,94042674
