gene_name,pos,start,end,peak_name
right,Tbx21,chr11,Tbx21,Merged-chr11-97130741-21,97130695,97130910
within,Cxcr5,chr9,Cxcr5,Merged-chr9-44515753-69,44515573,44515902
right,Tbx21,chr11,Tbx21,Merged-chr11-97146058-3,97145950,97146494
within,Tbx21,chr11,Tbx21,Merged-chr11-97112765-38,97112595,97112860
left,Cxcr5,chr9,Cxcr5,Merged-chr9-44498422-28,44498199,44498538
left,Tcf7,chr11,Tcf7,Merged-chr11-52224357-50,52224252,52224553
within,Selplg,chr5,Selplg,Merged-chr5-113826814-9,113826740,113826939
left,Cd200,chr16,Cd200,Merged-chr16-45361455-26,45361275,45361537
within,Tcf7,chr11,Tcf7,Merged-chr11-52283114-54,52282980,52283637
right,Gata3,chr2,Gata3,Merged-chr2-9884359-5,9884214,9884445
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44579570-13,44579461,44579732
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44582588-15,44582480,44582703
within,Cd200,chr16,Cd200,Merged-chr16-45389886-49,45389616,45390097
within,Cxcr5,chr9,Cxcr5,Merged-chr9-44526635-59,44526486,44526814
right,Selplg,chr5,Selplg,Merged-chr5-113832727-52,113832613,113832811
right,Selplg,chr5,Selplg,Merged-chr5-113842401-77,113842276,113842585
right,Tbx21,chr11,Tbx21,Merged-chr11-97118364-8,97118296,97118504
right,Tbx21,chr11,Tbx21,Merged-chr11-97129027-2,97128968,97129118
within,Tbx21,chr11,Tbx21,Merged-chr11-97101954-12,97101850,97102070
right,Tcf7,chr11,Tcf7,Merged-chr11-52309619-10,52309483,52309829
within,Gata3,chr2,Gata3,Merged-chr2-9876074-34,9875963,9876197
within,Cxcr5,chr9,Cxcr5,Merged-chr9-44528508-5,44528336,44528486
within,Gata3,chr2,Gata3,Merged-chr2-9876651-15,9876800,9876950
right,Tcf7,chr11,Tcf7,Merged-chr11-52305439-4,52305311,52305554
right,Cd200,chr16,Cd200,Merged-chr16-45413665-6,45413542,45413825
within,Cd200,chr16,Cd200,Merged-chr16-45382071-4,45382222,45382372
within,Cd200,chr16,Cd200,Merged-chr16-45407797-5,45407706,45407917
within,Cxcr5,chr9,Cxcr5,Merged-chr9-44538011-43,44537847,44538275
within,Il21,chr3,Il21,Merged-chr3-37231395-8,37231183,37231505
right,Tbx21,chr11,Tbx21,Merged-chr11-97127179-61,97127064,97127319
left,Cxcr5,chr9,Cxcr5,Merged-chr9-44479958-61,44479746,44480064
left,Selplg,chr5,Selplg,Merged-chr5-113815307-2,113815284,113815434
right,Tbx21,chr11,Tbx21,Merged-chr11-97133895-5,97133352,97134005
within,Gata3,chr2,Gata3,Merged-chr2-9878722-80,9878472,9878725
within,Gata3,chr2,Gata3,Merged-chr2-9878722-80,9878930,9879125
right,Gata3,chr2,Gata3,Merged-chr2-9883727-5,9883657,9883870
left,Cxcr5,chr9,Cxcr5,Merged-chr9-44478148-15,44477978,44478447
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44603451-46,44602848,44602998
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44603451-46,44603189,44603641
right,Gata3,chr2,Gata3,Merged-chr2-9889976-1,9889809,9889959
within,Tcf7,chr11,Tcf7,Merged-chr11-52254227-14,52253920,52254363
left,Cxcr5,chr9,Cxcr5,Merged-chr9-44483811-8,44483684,44484144
left,Tcf7,chr11,Tcf7,Merged-chr11-52241119-15,52241057,52241317
left,Tcf7,chr11,Tcf7,Merged-chr11-52248814-1,52248738,52248888
within,Tcf7,chr11,Tcf7,Merged-chr11-52282100-1,52281852,52282002
right,Tbx21,chr11,Tbx21,Merged-chr11-97140987-36,97140900,97141162
right,Tcf7,chr11,Tcf7,Merged-chr11-52294354-37,52294186,52294554
right,Tbx21,chr11,Tbx21,Merged-chr11-97142385-19,97142236,97142511
left,Selplg,chr5,Selplg,Merged-chr5-113814580-52,113814286,113814640
left,Selplg,chr5,Selplg,Merged-chr5-113814580-52,113814909,113815059
right,Tcf7,chr11,Tcf7,Merged-chr11-52299835-51,52299558,52299914
right,Gata3,chr2,Gata3,Merged-chr2-9889480-69,9889438,9889647
right,Gata3,chr2,Gata3,Merged-chr2-9896321-5,9896549,9896699
within,Il21,chr3,Il21,Merged-chr3-37229433-26,37229006,37229553
within,Il21,chr3,Il21,Merged-chr3-37229433-26,37229818,37229968
within,Selplg,chr5,Selplg,Merged-chr5-113828538-48,113828352,113828592
within,Tcf7,chr11,Tcf7,Merged-chr11-52261104-14,52260935,52261196
left,Il21,chr3,Il21,Merged-chr3-37219348-24,37219172,37219575
right,Tbx21,chr11,Tbx21,Merged-chr11-97146811-8,97146697,97146891
right,Il21,chr3,Il21,Merged-chr3-37244105-8,37243932,37244257
right,Tbx21,chr11,Tbx21,Merged-chr11-97123645-15,97123447,97123898
left,Gata3,chr2,Gata3,Merged-chr2-9848534-4,9848470,9848620
within,Gata3,chr2,Gata3,Merged-chr2-9860283-4,9860290,9860440
right,Tbx21,chr11,Tbx21,Merged-chr11-97133494-13,97133352,97134005
within,Gata3,chr2,Gata3,Merged-chr2-9872839-11,9872722,9873003
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44581743-42,44581590,44582131
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44562997-28,44562659,44563272
within,Il21,chr3,Il21,Merged-chr3-37228325-3,37228250,37228489
left,Tbx21,chr11,Tbx21,Merged-chr11-97093646-1,97093534,97093684
right,Tbx21,chr11,Tbx21,Merged-chr11-97125077-5,97124868,97125190
within,Tcf7,chr11,Tcf7,Merged-chr11-52255300-1,52255179,52255422
within,Cd200,chr16,Cd200,Merged-chr16-45382344-5,45382222,45382372
within,Selplg,chr5,Selplg,Merged-chr5-113825707-48,113825562,113825818
left,Tcf7,chr11,Tcf7,Merged-chr11-52232101-58,52231893,52232340
within,Tcf7,chr11,Tcf7,Merged-chr11-52265909-50,52265809,52266042
within,Tcf7,chr11,Tcf7,Merged-chr11-52268561-57,52268411,52268662
within,Gata3,chr2,Gata3,Merged-chr2-9867507-76,9867389,9867654
within,Cd200,chr16,Cd200,Merged-chr16-45408712-82,45408447,45408948
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44605079-132,44604368,44604518
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44605079-132,44604954,44605298
within,Tcf7,chr11,Tcf7,Merged-chr11-52275171-95,52273909,52274311
within,Tcf7,chr11,Tcf7,Merged-chr11-52275171-95,52274841,52275548
within,Cxcr5,chr9,Cxcr5,Merged-chr9-44533307-45,44533183,44533463
within,Selplg,chr5,Selplg,Merged-chr5-113830533-46,113830357,113830663
left,Tcf7,chr11,Tcf7,Merged-chr11-52250819-11,52249723,52250669
within,Cxcr5,chr9,Cxcr5,Merged-chr9-44549007-18,44548843,44549098
left,Tbx21,chr11,Tbx21,Merged-chr11-97096321-4,97096199,97096495
within,Gata3,chr2,Gata3,Merged-chr2-9871528-52,9871370,9871720
left,Cxcr5,chr9,Cxcr5,Merged-chr9-44502159-10,44501978,44502295
right,Il21,chr3,Il21,Merged-chr3-37232872-35,37232760,37232955
left,Cxcr5,chr9,Cxcr5,Merged-chr9-44510535-66,44510056,44510679
within,Cd200,chr16,Cd200,Merged-chr16-45383833-2,45383769,45383919
right,Tcf7,chr11,Tcf7,Merged-chr11-52284254-21,52284124,52284398
left,Tbx21,chr11,Tbx21,Merged-chr11-97091838-4,97091678,97092069
within,Cxcr5,chr9,Cxcr5,Merged-chr9-44517678-51,44517593,44517816
within,Tcf7,chr11,Tcf7,Merged-chr11-52262204-8,52262009,52262305
within,Tbx21,chr11,Tbx21,Merged-chr11-97109349-15,97109102,97109920
right,Tbx21,chr11,Tbx21,Merged-chr11-97143541-12,97143396,97143691
