"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Merged-chr10-10224805-34",5.02054682311047,1.64302055061718,0.634830141289447,2.5881262463057,0.00964996061072471,0.0931901748007681
"Merged-chr10-10307543-35",6.7140629570112,1.436543164758,0.470460330396396,3.05348415571535,0.00226200666462895,0.0367111829743072
"Merged-chr10-107872809-21",5.71792205185342,2.690355339785,0.806127522178425,3.33738182330602,0.000845716781537234,0.0193622344414945
"Merged-chr10-107941228-1",3.8974970776129,1.68180640979249,0.812416799891476,2.07012756262198,0.0384404003958305,0.220759796958922
"Merged-chr10-107941661-64",7.35480515260788,1.20227648091444,0.500978938821537,2.39985434066865,0.0164015969342475,0.130632087653613
"Merged-chr10-108119748-35",9.03839460264881,1.65206882948804,0.460867501377132,3.58469370166358,0.000337474025414904,0.0107509894040926
"Merged-chr10-111165558-4",24.4049052670455,0.725291664157828,0.282185116799447,2.57026902192472,0.0101619566859191,0.0961311476593973
"Merged-chr10-111213770-2",11.6502390623579,1.4334972417217,0.445751007037639,3.21591475754233,0.00130029448932213,0.0255727292167299
"Merged-chr10-111214043-6",4.84844545878871,2.20741372224741,0.701485386513526,3.14677078765467,0.00165084319830414,0.0298538215970561
"Merged-chr10-111635766-22",5.2503561072901,3.27914427405664,0.909565189176191,3.60517785099782,0.000311939227582445,0.0102778474853572
"Merged-chr10-112000662-33",15.2543171604792,0.933806127494401,0.361968611892102,2.57979862566856,0.00988579437592728,0.0944597274227706
"Merged-chr10-112001683-11",6.83012370960317,1.99406356919237,0.581044767010973,3.43185875238201,0.000599459684879084,0.0156266891661796
"Merged-chr10-116396494-9",2.94319783119454,2.11432218749108,0.897075892258126,2.35690447791312,0.0184279864661325,0.139833928568447
"Merged-chr10-116568854-16",1.96777301384959,3.2389017615712,1.39563144292287,2.32074289956378,0.0203007239111225,0.148255429138287
"Merged-chr10-116674597-17",2.93453044150966,2.33213472806535,0.994184056736158,2.34577763771589,0.0189874314145549,0.142425118957729
"Merged-chr10-117095336-21",1.62484176987377,3.70792998519835,1.54406406764958,2.40140941226789,0.0163320522633933,0.130401591543997
"Merged-chr10-117398373-42",7.24617963756046,1.476656695095,0.52290310200899,2.82395856789088,0.00474345162610655,0.0597033786481898
"Merged-chr10-117665862-11",1.83175923192886,3.28872933212876,1.51806797493252,2.16639135166194,0.0302812942666907,0.1895551756041
"Merged-chr10-117804433-75",5.04144244218986,1.76482089434529,0.707479363295782,2.49451925512555,0.0126127883109617,0.109777691560606
"Merged-chr10-117856410-16",2.79980251515216,2.17437239334829,0.908365303103941,2.3937202201783,0.0166784656489393,0.131502858612771
"Merged-chr10-117860508-7",3.04607074448204,2.16755899631671,0.905167633172849,2.39464925266809,0.0166362710488644,0.131458001482938
"Merged-chr10-117861044-50",9.63329071183781,1.88239258419019,0.484375854613747,3.88622299451994,0.000101815985598438,0.00489884867913574
"Merged-chr10-117864419-6",4.75328422724756,1.74811656458346,0.855092324995913,2.04436002228392,0.0409179936476675,0.228376656971849
"Merged-chr10-117864903-52",5.92051960646261,3.28547208256774,1.08779357894028,3.02030839873904,0.00252517420523537,0.0394779124129146
"Merged-chr10-117894550-44",3.43205320318473,1.42213389308872,0.714906454492409,1.98925871231426,0.0466726543765784,0.247694996959916
"Merged-chr10-117897934-3",4.64966145488431,1.8765582514302,0.680968971756741,2.75571770412551,0.00585635170433435,0.0680942515919767
"Merged-chr10-117898542-54",5.99804110016588,2.15582385969785,0.640757459834734,3.36449279927835,0.00076684485259036,0.0182639615117563
"Merged-chr10-117910212-105",6.96990625507322,1.19157393400821,0.516948444018751,2.30501503156665,0.0211657315778131,0.151975042789347
"Merged-chr10-117918051-10",5.67495846243029,1.85427683094581,0.61837861051191,2.99861088243462,0.00271213446763327,0.0412407599216667
"Merged-chr10-117919673-15",2.97158486263343,5.12159266219143,1.28248638263439,3.99348697307105,6.51086573710357e-05,0.0036364650015755
"Merged-chr10-117925903-63",7.20673673295453,1.70245673609425,0.514734536142892,3.30744610387216,0.000941508270088649,0.0206732014410095
"Merged-chr10-117938782-19",1.8656251005981,3.58863984400815,1.39230159703642,2.57748741482934,0.00995215055141161,0.0948372738364218
"Merged-chr10-117943938-11",2.46858973266305,3.10236838417658,1.3518129759254,2.29496863798989,0.0217349216755465,0.154510538563167
"Merged-chr10-117959672-9",1.54762925476271,2.82193636015139,1.42111788563604,1.98571588513109,0.0470648801535381,0.248788434817919
"Merged-chr10-117970017-9",3.89778339544813,5.22307501023335,1.24305382270872,4.20180921760235,2.64790247606629e-05,0.00207021180880339
"Merged-chr10-117975710-27",5.29031938240256,2.81787900880495,0.803681606751653,3.50621313855165,0.000454531088537612,0.0129833106838948
"Merged-chr10-118007304-63",9.08087690802636,1.03196194878426,0.448908640196151,2.29882398417046,0.0215149363051715,0.153625450641574
"Merged-chr10-118050458-52",9.00251083720597,0.993000677585605,0.430049297478196,2.30903918087659,0.020941407149353,0.150963176890103
"Merged-chr10-118096400-51",6.8361039378043,1.844792356904,0.536477207426915,3.43871525456246,0.00058448166011593,0.0153537102942834
"Merged-chr10-118404667-11",2.3425614776352,3.31623088155098,1.18865999607317,2.78989020620396,0.00527259183070946,0.0637600052235543
"Merged-chr10-118407091-36",7.04837868963884,0.98150390599222,0.457140135201264,2.14705257843986,0.0317890959995248,0.19569771575943
"Merged-chr10-118441059-64",10.3889884513917,0.914062199410307,0.390574018632885,2.34030466903501,0.0192680144748791,0.143933608773333
"Merged-chr10-118446344-23",4.1218356531801,1.75580941726884,0.725142433634102,2.42133039776679,0.0154638151495691,0.125943555245851
"Merged-chr10-118529914-14",3.71041276696406,5.91616307021176,1.2498375052956,4.73354579706944,2.20631152632998e-06,0.000400614992287183
"Merged-chr10-118541342-6",1.56300985813356,5.29479429341404,1.61698657655272,3.27448252829786,0.00105855684867132,0.0222511086092904
"Merged-chr10-118550430-27",5.42455486403004,1.57173930113683,0.619273500615435,2.53803739313055,0.0111476072859252,0.101758017881697
"Merged-chr10-118599644-70",5.58771124464358,1.7613246024449,0.659448548870758,2.67090526692491,0.00756469927814411,0.0798001988258441
"Merged-chr10-118628235-24",4.32116301557377,2.05400552586461,0.671213743189271,3.06013627805803,0.00221236299348714,0.0361634371864202
"Merged-chr10-118884259-20",6.81117453970741,1.63996974889555,0.564485025909028,2.90524933988212,0.00366960642198958,0.050548064870607
"Merged-chr10-119031155-35",3.68398183644007,2.2371978396324,0.964497569891153,2.31954740941947,0.0203653736251804,0.148548487154178
"Merged-chr10-120193454-50",17.830267622513,0.613606263453466,0.310480741120067,1.9763102253617,0.048119652201861,0.251828208753921
