"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr10",100701688,100702341,654,"*","Merged-chr10-100702034-18","Distal Intergenic",10,100592386,100618391,26006,1,"66605","uc007gxz.1",109302,"ENSMUSG00000056912","1700017N19Rik","RIKEN cDNA 1700017N19 gene"
"2","chr18",5592475,5593523,1049,"*","Merged-chr18-5592886-93","Promoter (<=1kb)",18,5566664,5592437,25774,2,"791318","uc008dyw.1",-38,"ENSMUSG00000063087","Gm10125","predicted gene 10125"
"3","chr1",160308868,160309495,628,"*","Merged-chr1-160309184-36","Promoter (<=1kb)",1,160256572,160309115,52544,2,"29809","uc007dei.2",0,"ENSMUSG00000026721","Rabgap1l","RAB GTPase activating protein 1-like"
"4","chr3",130901371,130901795,425,"*","Merged-chr3-130901613-29","Distal Intergenic",3,130726827,130730398,3572,2,"68436","uc008rje.3",-170973,"ENSMUSG00000062006","Rpl34","ribosomal protein L34"
"5","chr10",18407198,18407783,586,"*","Merged-chr10-18407539-30","Promoter (<=1kb)",10,18407638,18421140,13503,1,"215819","uc007emg.1",0,"ENSMUSG00000039835","Nhsl1","NHS-like 1"
"6","chr16",94254526,94254910,385,"*","Merged-chr16-94254694-8","Intron (uc008aag.1/110948, intron 4 of 9)",16,94129306,94287926,158621,2,"110948","uc008aag.1",33016,"ENSMUSG00000040820","Hlcs","holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)"
"7","chr18",46092330,46093028,699,"*","Merged-chr18-46092706-65","Distal Intergenic",18,45683487,46045260,361774,2,"107003","uc029tmq.1",-47070,NA,"A330093E20Rik","RIKEN cDNA A330093E20 gene"
"8","chr10",13966402,13967085,684,"*","Merged-chr10-13966604-35","Promoter (<=1kb)",10,13966379,14151378,185000,1,"15273","uc007elj.1",23,"ENSMUSG00000015501","Hivep2","human immunodeficiency virus type I enhancer binding protein 2"
"9","chr7",58568699,58569257,559,"*","Merged-chr7-58568960-29","Distal Intergenic",7,58658202,58829426,171225,1,"11982","uc009hef.2",-88945,"ENSMUSG00000025324","Atp10a","ATPase, class V, type 10A"
"10","chr2",113829041,113829239,199,"*","Merged-chr2-113829139-1","Promoter (<=1kb)",2,113776313,113829091,52779,2,"20394","uc008lpq.1",0,"ENSMUSG00000023236","Scg5","secretogranin V"
"11","chr12",28845758,28846410,653,"*","Merged-chr12-28846079-30","Intron (uc007ngb.2/380752, intron 4 of 8)",12,28751828,28867491,115664,1,"380752","uc007ngb.2",93930,"ENSMUSG00000036613","Eipr1","EARP complex and GARP complex interacting protein 1"
"12","chr8",22712448,22712824,377,"*","Merged-chr8-22712617-10","Distal Intergenic",8,22702455,22706583,4129,2,"16150","uc009ldv.2",-5865,"ENSMUSG00000031537","Ikbkb","inhibitor of kappaB kinase beta"
"13","chr14",53369761,53370259,499,"*","Merged-chr14-53369975-12","Exon (uc007trz.2/uc007trz.2, exon 1 of 2)",14,52489935,52495695,5761,2,"57269","uc011zko.1",-874066,"ENSMUSG00000059887","Olfr1507","olfactory receptor 1507"
"14","chr3",20222284,20223440,1157,"*","Merged-chr3-20223062-62","Promoter (<=1kb)",3,20222290,20222359,70,2,"102465609","uc033hsl.1",0,"ENSMUSG00000099105","Mir7007","microRNA 7007"
"15","chr16",92927789,92928528,740,"*","Merged-chr16-92928152-19","Distal Intergenic",16,92601466,92826074,224609,2,"12394","uc007zzk.3",-101715,"ENSMUSG00000022952","Runx1","runt related transcription factor 1"
"16","chr14",122011765,122012360,596,"*","Merged-chr14-122012077-50","Intron (uc007vao.1/68889, intron 8 of 8)",14,122034674,122038422,3749,1,"223262","uc007var.1",-22314,"ENSMUSG00000071229","Timm8a2","translocase of inner mitochondrial membrane 8A2"
"17","chr3",59702311,59703351,1041,"*","Merged-chr3-59702829-32","Distal Intergenic",3,59729786,59752397,22612,1,"433597","uc012cpz.1",-26435,"ENSMUSG00000090527","Gm5538","predicted gene 5538"
"18","chr7",16907870,16908762,893,"*","Merged-chr7-16908180-25","Promoter (1-2kb)",7,16906490,16910905,4416,1,"19222","uc009fim.2",1380,"ENSMUSG00000043017","Ptgir","prostaglandin I receptor (IP)"
"19","chr14",11161865,11162394,530,"*","Merged-chr14-11162101-49","Promoter (<=1kb)",14,9550094,11162035,1611942,2,"14198","uc007sfk.2",0,"ENSMUSG00000060579","Fhit","fragile histidine triad gene"
"20","chr4",93520329,93521338,1010,"*","Merged-chr4-93520768-27","Distal Intergenic",4,93334148,93335511,1364,2,"69136","uc008tou.1",-184818,"ENSMUSG00000054000","Tusc1","tumor suppressor candidate 1"
"21","chr14",40924566,40924920,355,"*","Merged-chr14-40924730-17","Intron (uc007tcg.2/52588, intron 2 of 8)",14,40906427,40948209,41783,2,"52588","uc007tcg.2",23289,"ENSMUSG00000037824","Tspan14","tetraspanin 14"
"22","chr11",23782062,23782436,375,"*","Merged-chr11-23782249-9","Distal Intergenic",11,23741729,23770970,29242,2,"19696","uc007ifo.1",-11092,"ENSMUSG00000020275","Rel","reticuloendotheliosis oncogene"
"23","chr5",23434889,23435087,199,"*","Merged-chr5-23434987-1","Promoter (<=1kb)",5,23434429,23504229,69801,1,"69188","uc008wqa.2",460,"ENSMUSG00000029004","Kmt2e","lysine (K)-specific methyltransferase 2E"
"24","chr9",96696204,96696635,432,"*","Merged-chr9-96696442-50","Intron (uc009rcp.1/245007, intron 2 of 2)",9,96685423,96719445,34023,2,"245007","uc009rcp.1",22810,"ENSMUSG00000040433","Zbtb38","zinc finger and BTB domain containing 38"
"25","chr3",108880196,108881000,805,"*","Merged-chr3-108880577-55","Promoter (<=1kb)",3,108869320,108881779,12460,2,"320181","uc008qzw.1",779,"ENSMUSG00000045326","Fndc7","fibronectin type III domain containing 7"
"26","chr2",53051058,53051828,771,"*","Merged-chr2-53051556-37","Exon (uc008jrh.1/71409, exon 5 of 27)",2,53108252,53134202,25951,1,"71409","uc008jri.1",-56424,"ENSMUSG00000036053","Fmnl2","formin-like 2"
"27","chr15",80538140,80538417,278,"*","Merged-chr15-80538280-3","Intron (uc011zwh.1/383075, intron 1 of 5)",15,80452240,80560470,108231,2,"383075","uc011zwh.1",22053,"ENSMUSG00000050439","Enthd1","ENTH domain containing 1"
"28","chr14",15099901,15100391,491,"*","Merged-chr14-15100120-43","Distal Intergenic",14,14865222,14971658,106437,1,"674895","uc007sgs.2",234679,"ENSMUSG00000042567","Nek10","NIMA (never in mitosis gene a)- related kinase 10"
