"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr11",79460385,79460583,199,"*","Merged-chr11-79460483-1","Intron (uc007kkl.1/18015, intron 30 of 57)",11,79448125,79473475,25351,1,"18015","uc011yam.1",12260,"ENSMUSG00000020716","Nf1","neurofibromin 1"
"2","chr12",109067697,109068398,702,"*","Merged-chr12-109068052-48","Promoter (<=1kb)",12,109032182,109068217,36036,2,"380785","uc007pal.1",0,"ENSMUSG00000040867","Begain","brain-enriched guanylate kinase-associated"
"3","chr15",80618968,80619344,377,"*","Merged-chr15-80619195-4","Promoter (4-5kb)",15,80623483,80652854,29372,1,"17444","uc007wvq.2",-4139,"ENSMUSG00000042351","Grap2","GRB2-related adaptor protein 2"
"4","chr12",3835670,3835954,285,"*","Merged-chr12-3835793-19","Intron (uc007mxa.2/13435, intron 2 of 3)",12,3859293,3862244,2952,2,"100038522","uc029rqn.1",26290,"ENSMUSG00000073242","Dnmt3aos","DNA methyltransferase 3A, opposite strand"
"5","chr5",144165713,144166238,526,"*","Merged-chr5-144166019-31","Intron (uc009alg.1/231876, intron 8 of 13)",5,144190286,144194441,4156,1,"17341","uc009alh.1",-24048,"ENSMUSG00000052271","Bhlha15","basic helix-loop-helix family, member a15"
"6","chr1",119636813,119637248,436,"*","Merged-chr1-119636990-21","Intron (uc007ciw.2/226352, intron 2 of 24)",1,119594824,119648617,53794,2,"226352","uc007cix.2",11369,"ENSMUSG00000026383","Epb41l5","erythrocyte membrane protein band 4.1 like 5"
"7","chr6",134348338,134349202,865,"*","Merged-chr6-134348726-53","Intron (uc009ekg.1/74064, intron 3 of 8)",6,134396329,134438724,42396,1,"66813","uc009ekh.1",-47127,"ENSMUSG00000030200","Bcl2l14","BCL2-like 14 (apoptosis facilitator)"
"8","chr1",155215304,155215707,404,"*","Merged-chr1-155215542-10","Intron (uc007dbe.1/uc007dbe.1, intron 6 of 6)",1,155191429,155208256,16828,1,"58244","uc007dbd.1",23875,"ENSMUSG00000026470","Stx6","syntaxin 6"
"9","chr5",113035104,113036285,1182,"*","Merged-chr5-113035514-85","Distal Intergenic",5,112960544,113015538,54995,2,"320129","uc008ytv.2",-19566,"ENSMUSG00000042249","Grk3","G protein-coupled receptor kinase 3"
"10","chr18",60501909,60502840,932,"*","Merged-chr18-60502470-34","Promoter (<=1kb)",18,60474191,60501983,27793,2,"106878","uc008fag.1",0,"ENSMUSG00000038059","Smim3","small integral membrane protein 3"
"11","chr5",115693338,115693864,527,"*","Merged-chr5-115693567-32","Intron (uc008zel.1/75665, intron 2 of 8)",5,115667254,115716559,49306,2,"75665","uc008zen.1",22695,"ENSMUSG00000041609","Bicdl1","BICD family like cargo adaptor 1"
"12","chr6",90809967,90810404,438,"*","Merged-chr6-90810191-40","Promoter (<=1kb)",6,90659598,90810123,150526,2,"232227","uc012epa.1",0,"ENSMUSG00000034312","Iqsec1","IQ motif and Sec7 domain 1"
"13","chr7",117098898,117099530,633,"*","Merged-chr7-117099224-15","Distal Intergenic",7,117380979,117635185,254207,1,"233781","uc009jjl.1",-281449,"ENSMUSG00000030657","Xylt1","xylosyltransferase 1"
"14","chr14",105482834,105483688,855,"*","Merged-chr14-105483315-60","Distal Intergenic",14,105498788,105505629,6842,1,"74864","uc007uxt.4",-15100,"ENSMUSG00000022116","4930449E01Rik","RIKEN cDNA 4930449E01 gene"
"15","chr17",8209555,8210477,923,"*","Merged-chr17-8210146-46","Distal Intergenic",17,8236043,8257141,21099,1,"12458","uc008ajd.3",-25566,"ENSMUSG00000040899","Ccr6","chemokine (C-C motif) receptor 6"
"16","chrX",59951121,59951583,463,"*","Merged-chrX-59951386-23","Distal Intergenic",20,59999464,60030760,31297,1,"14071","uc009thw.2",-47881,"ENSMUSG00000031138","F9","coagulation factor IX"
"17","chr14",99449080,99450461,1382,"*","Merged-chr14-99449719-57","Distal Intergenic",14,99298691,99313412,14722,1,"12224","uc007uvg.2",150389,"ENSMUSG00000005148","Klf5","Kruppel-like factor 5"
