"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr13",36366164,36366796,633,"*","Merged-chr13-36366469-31","Intron (uc007qck.2/69955, intron 5 of 6)",13,36117643,36537595,419953,1,"69955","uc007qcl.2",248521,"ENSMUSG00000021420","Fars2","phenylalanine-tRNA synthetase 2 (mitochondrial)"
"2","chr10",67098452,67098777,326,"*","Merged-chr10-67098623-29","Promoter (1-2kb)",10,67009189,67096988,87800,2,"28193","uc011xfn.2",-1464,"ENSMUSG00000019873","Reep3","receptor accessory protein 3"
"3","chr5",89839375,89839573,199,"*","Merged-chr5-89839473-1","Intron (uc008yaq.2/330119, intron 3 of 21)",5,89673841,89883334,209494,2,"330119","uc008yaq.2",43761,"ENSMUSG00000043635","Adamts3","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3"
"4","chr13",51712004,51712421,418,"*","Merged-chr13-51712212-27","Intron (uc007qmn.2/20354, intron 8 of 14)",13,51701248,51734717,33470,2,"20354","uc007qmn.2",22296,"ENSMUSG00000021451","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"
"5","chr1",155215304,155215707,404,"*","Merged-chr1-155215542-10","Intron (uc007dbe.1/uc007dbe.1, intron 6 of 6)",1,155191429,155208256,16828,1,"58244","uc007dbd.1",23875,"ENSMUSG00000026470","Stx6","syntaxin 6"
"6","chr7",110824113,110824568,456,"*","Merged-chr7-110824322-44","Intron (uc009jfp.1/67150, intron 4 of 5)",7,110816535,110837529,20995,2,"67150","uc009jfp.1",12961,"ENSMUSG00000030788","Rnf141","ring finger protein 141"
"7","chr18",60501909,60502840,932,"*","Merged-chr18-60502470-34","Promoter (<=1kb)",18,60474191,60501983,27793,2,"106878","uc008fag.1",0,"ENSMUSG00000038059","Smim3","small integral membrane protein 3"
"8","chr17",8190028,8190974,947,"*","Merged-chr17-8190546-24","Intron (uc008ajb.2/75296, intron 9 of 11)",17,8165518,8196470,30953,1,"75296","uc008ajc.2",24510,"ENSMUSG00000069135","Fgfr1op","Fgfr1 oncogene partner"
"9","chr2",23005989,23006668,680,"*","Merged-chr2-23006422-36","Intron (uc008inr.2/11308, intron 1 of 9)",2,22939989,23040241,100253,2,"11308","uc008inr.2",33573,"ENSMUSG00000058835","Abi1","abl-interactor 1"
"10","chrX",59951121,59951583,463,"*","Merged-chrX-59951386-23","Distal Intergenic",20,59999464,60030760,31297,1,"14071","uc009thw.2",-47881,"ENSMUSG00000031138","F9","coagulation factor IX"
