"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr9",20765203,20765750,548,"*","Merged-chr9-20765445-35","Distal Intergenic",9,20667986,20728214,60229,2,"244723","uc009oje.1",-36989,"ENSMUSG00000032172","Olfm2","olfactomedin 2"
"2","chr14",99449080,99450461,1382,"*","Merged-chr14-99449719-57","Distal Intergenic",14,99298691,99313412,14722,1,"12224","uc007uvg.2",150389,"ENSMUSG00000005148","Klf5","Kruppel-like factor 5"
"3","chr3",83993233,83993725,493,"*","Merged-chr3-83993440-19","Intron (uc008ppp.1/229473, intron 3 of 34)",3,83898287,83960797,62511,2,"229473","uc008ppo.1",-32436,"ENSMUSG00000033767","Tmem131l","transmembrane 131 like"
"4","chr11",74839109,74839307,199,"*","Merged-chr11-74839207-1","Intron (uc011xzb.1/17428, intron 4 of 5)",11,74830924,74845725,14802,1,"17428","uc011xzb.1",8185,"ENSMUSG00000000282","Mnt","max binding protein"
"5","chr1",135817627,135818166,540,"*","Merged-chr1-135817909-9","Promoter (<=1kb)",1,135818598,135833341,14744,1,"16763","uc007ctt.1",-432,"ENSMUSG00000041782","Lad1","ladinin"
"6","chr18",61614252,61614892,641,"*","Merged-chr18-61614590-32","Distal Intergenic",18,61639653,61647485,7833,1,"545261","uc008fch.3",-24761,"ENSMUSG00000098098","Bvht","braveheart long non-coding RNA"
"7","chr7",80628721,80629310,590,"*","Merged-chr7-80629014-41","Intron (uc009iaz.1/70461, intron 3 of 14)",7,80636017,80644384,8368,1,"100504375","uc009iba.2",-6707,"ENSMUSG00000084821","Gm15880","predicted gene 15880"
"8","chr8",95348733,95349265,533,"*","Merged-chr8-95348986-27","Promoter (3-4kb)",8,95352296,95374293,21998,1,"17388","uc009myh.2",-3031,"ENSMUSG00000031790","Mmp15","matrix metallopeptidase 15"
"9","chr4",47716021,47716291,271,"*","Merged-chr4-47716164-4","Distal Intergenic",4,47474661,47483233,8573,1,"66212","uc008sur.1",241360,"ENSMUSG00000053317","Sec61b","Sec61 beta subunit"
"10","chr1",6453882,6454516,635,"*","Merged-chr1-6454252-50","Distal Intergenic",1,6487231,6860940,373710,1,"240690","uc007afw.1",-32715,"ENSMUSG00000033740","St18","suppression of tumorigenicity 18"
"11","chr6",71920779,71921139,361,"*","Merged-chr6-71920942-9","3' UTR",6,71912392,71955150,42759,1,"20019","uc009chw.1",8387,"ENSMUSG00000049553","Polr1a","polymerase (RNA) I polypeptide A"
"12","chr7",68298422,68298807,386,"*","Merged-chr7-68298573-21","Intron (uc009hjf.3/434197, intron 1 of 8)",7,68266339,68276594,10256,2,"100504026","uc029wgk.1",-21828,"ENSMUSG00000086628","Gm16157","predicted gene 16157"
"13","chr4",148487296,148487825,530,"*","Merged-chr4-148487604-13","Intron (uc008vur.2/56717, intron 25 of 57)",4,148495280,148500462,5183,2,"654812","uc008vus.1",12637,"ENSMUSG00000028989","Angptl7","angiopoietin-like 7"
"14","chr2",136917742,136918114,373,"*","Merged-chr2-136917960-10","Intron (uc008mou.1/74243, intron 2 of 5)",2,136905543,137069778,164236,1,"74243","uc008moy.3",12199,"ENSMUSG00000027281","Slx4ip","SLX4 interacting protein"
"15","chr1",143201979,143202749,771,"*","Merged-chr1-143202432-31","Distal Intergenic",1,143640697,143649937,9241,1,"26878","uc007cwy.2",-437948,"ENSMUSG00000033849","B3galt2","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2"
