Motif	Num	Protection_Score_DKO	Protection_Score_Prdm1KO	Protection_Diff_DKO_Prdm1KO	TC_DKO	TC_Prdm1KO	TC_Diff_DKO_Prdm1KO	TF_Activity	Z_score	P_values
MA0740.1.KLF14	372	0.2569449342165455	0.20552010513355295	-0.05142482908299256	0.72047851314959	0.6142083740905747	-0.10627013905901528	-0.15769496814200784	-1.4450443722765287	0.14844542245411385
MA0496.2.MAFK	226	-0.043728110400684216	-0.0872035749923604	-0.04347546459167618	0.47451501055196493	0.512267306297488	0.037752295745523023	-0.005723168846153155	0.42963364966173884	0.6674621553775328
MA0591.1.Bach1::Mafk	326	0.02636604192355525	0.02479210102592663	-0.00157394089762862	0.5490275237574016	0.5692780826245353	0.020250558867133672	0.018676617969505052	0.7306220191831442	0.4650100587116167
MA0690.1.TBX21	124	0.24612620014427006	0.05754562943739483	-0.18858057070687523	0.45374110554644487	0.43301256915101766	-0.02072853639542721	-0.20930910710230244	-2.0817407355390465	0.03736615764123193
MA0659.1.MAFG	90	-0.013079849493381257	-0.07305554670480693	-0.05997569721142568	0.5076919358912407	0.5555619481970203	0.047870012305779586	-0.012105684905646091	0.35090086741635673	0.725662720711102
MA0002.2.RUNX1	400	0.11117872069374037	0.10015405763368283	-0.011024663060057532	0.5695586041236277	0.5156384779215872	-0.05392012620204045	-0.06494478926209798	-0.30090629743205527	0.763485948091386
MA0741.1.KLF16	982	0.07565534126517859	0.07941196404467954	0.003756622779500951	0.6199643958605745	0.5456806631491217	-0.07428373271145283	-0.07052710993195188	-0.3697681120560548	0.7115552767372473
MA0501.1.MAF::NFE2	306	0.0659488209750315	0.06174814139110626	-0.004200679583925247	0.500893245410318	0.531101563187609	0.03020831777729105	0.026007638193365802	0.8210552611118102	0.4116147919149301
MA0731.1.BCL6B	56	0.20437264833408153	0.1877205960282362	-0.016652052305845322	0.42930950103469734	0.4270829054302483	-0.0022265956044490443	-0.018878647910294366	0.2673516500809966	0.7891984224916497
MA0140.2.GATA1::TAL1	62	0.156362527150477	-0.0203102221543747	-0.1766727493048517	0.5196894193210154	0.5179106649365532	-0.0017787543844621778	-0.17845150368931387	-1.701090699176709	0.08892595713895253
MA1421.1.TCF7L1	316	0.25662995841444103	0.2788924381791613	0.02226247976472029	0.516632592506969	0.5436384620638204	0.02700586955685136	0.04926834932157165	1.107992338442919	0.26786512473448976
MA0768.1.LEF1	392	0.3622698839274674	0.41960254934103725	0.05733266541356985	0.49566085349753475	0.545404221857991	0.04974336836045623	0.10707603377402608	1.8210904003483743	0.06859311628013363
MA0463.1.Bcl6	116	0.28449540012128893	0.3863232830343334	0.10182788291304445	0.510483154208764	0.4932891820113892	-0.017193972197374785	0.08463391071566967	1.5442511771630871	0.12252749518937586
MA0495.2.MAFF	186	0.02109653144093722	0.015208487779883128	-0.005888043661054091	0.4636548798908241	0.5010580163156021	0.037403136424777994	0.031515092763723905	0.8889935502398736	0.37400654612571027
MA0482.1.Gata4	124	0.07383786004328091	-0.0715209965864763	-0.14535885662975723	0.47444988866908194	0.47345342114187444	-0.0009964675272075008	-0.14635532415696473	-1.3051619634752751	0.19183770305088033
MA1107.1.KLF9	804	-0.20416929246509202	-0.1418446596251351	0.06232463283995693	0.5320827945703811	0.4868476944575716	-0.04523510011280951	0.017089532727147416	0.7110442170081613	0.4770568358336442
MA1104.1.GATA6	124	0.14767572008656188	0.12331206308013187	-0.024363657006430006	0.44325159144522785	0.48131059515000363	0.03805900370477577	0.013695346698345767	0.6691745676386949	0.5033841275578643
MA0036.3.GATA2	122	0.09220221774022815	0.037600071693286184	-0.05460214604694196	0.49678600060279593	0.5113609750286907	0.014574974425894782	-0.04002717162104718	0.00646987608945794	0.9948378217721306
