"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Merged-chr10-100488141-2",2.51095433088979,-3.655844561321,1.36748061120069,-2.67341601144243,0.00750830748546345,0.171579681267713
"Merged-chr10-100696169-14",2.44193852069865,-1.92393871082015,1.09971574117128,-1.74948728911619,0.080206824066283,0.589825744435732
"Merged-chr10-108446364-45",3.44874621629983,-1.8374689318469,0.765532406842705,-2.40024970258959,0.0163838912554164,0.262288044197764
"Merged-chr10-110952029-21",3.47022428321849,-3.36925938655933,0.958671573908765,-3.51450849097563,0.000440568587001134,0.0369306975949701
"Merged-chr10-111222847-1",2.39674137441873,-1.83302098316847,0.962562262552703,-1.90431419813543,0.0568692761958999,0.501878408789388
"Merged-chr10-111562842-26",4.04146488830615,-1.67779961403467,0.820190192383408,-2.04562262462456,0.0407935137395914,0.423218593761361
"Merged-chr10-111576182-36",13.0215095971396,-0.911778728271332,0.358708334270541,-2.54183870616082,0.0110271047133629,0.210714943724022
"Merged-chr10-111715073-1",1.85782793926273,-2.3687115939323,1.20693973686251,-1.96257652440035,0.0496954007113667,NA
"Merged-chr10-111715471-15",2.54152467646481,-2.33279183469571,0.940760730214358,-2.47968666184033,0.0131497882104352,0.233531052736422
"Merged-chr10-111719810-23",5.14814346900965,-2.22723049814793,0.642953973246342,-3.46405900083705,0.000532089792138357,0.040870437268716
"Merged-chr10-111924366-28",8.1394801296509,-1.40776466723828,0.45926859602405,-3.06523171718137,0.00217501414027173,0.0885876027768284
"Merged-chr10-112278323-19",4.91794783199613,-1.62759562199864,0.616050645242572,-2.64198347094948,0.00824220781670833,0.181351833137339
"Merged-chr10-11229693-10",1.75420587915035,-2.82128182106375,1.36433782531387,-2.06787627574182,0.038651658820985,NA
"Merged-chr10-115381729-5",6.08418856710952,-2.76746070919699,0.690694270536776,-4.00678104227829,6.15518748133393e-05,0.0137427871995424
"Merged-chr10-116914032-56",10.5332680538421,-0.941684838383973,0.431081884368153,-2.18446859525128,0.0289278325157858,0.356697103974791
"Merged-chr10-116930621-65",9.92227392914091,-0.807426389647446,0.424006794308531,-1.90427700802341,0.0568741169992848,0.501878408789388
"Merged-chr10-116935056-24",2.06663776573129,-2.6826353346238,1.28050998769716,-2.09497415904439,0.0361732896639935,0.399040954336514
"Merged-chr10-116949218-6",3.33751561152819,-1.41721697263597,0.805271222229887,-1.7599250209284,0.0784205203195376,0.583482598935475
"Merged-chr10-117111602-47",1.84207994979,-2.35168409936325,1.3169573057751,-1.785695017637,0.0741486525306859,NA
"Merged-chr10-117118585-40",7.90392498359313,-0.998995968776396,0.463243906758505,-2.15652263138603,0.0310428785529166,0.370345262164839
"Merged-chr10-117377577-5",2.65872103398066,-2.09038644212004,1.05000322799615,-1.99083811019266,0.0464986880805898,0.454379701490251
"Merged-chr10-117504785-9",1.07275653256318,-4.14255636242628,2.19384848906868,-1.88826000658999,0.058991053541416,NA
"Merged-chr10-117859986-12",3.64180779324323,-2.1691536727346,1.010736738719,-2.14611143499518,0.0318640891806628,0.374601247472491
"Merged-chr10-118057722-24",3.13614561438531,-1.48508964475126,0.764253140337916,-1.94319076542443,0.0519931134425211,0.479427135938154
"Merged-chr10-118090052-13",1.37472974866837,-4.47444683099917,1.78225635809765,-2.51055175686124,0.0120542650149316,NA
"Merged-chr10-118166257-15",7.25576747838596,-3.19499814476751,0.803469774460502,-3.97650073011499,6.99367842825747e-05,0.0143486969086416
"Merged-chr10-118194882-1",2.92221974558344,-1.923527178302,0.963616344427255,-1.99615457897332,0.0459170997214143,0.450959862641152
"Merged-chr10-118195259-48",6.52891727898993,-1.5570791938413,0.553292182579003,-2.81420783243936,0.00488976037629004,0.137131111305706
"Merged-chr10-118310957-20",3.04881894868403,-1.75388911442466,0.788285893802123,-2.2249403778687,0.0260852409278521,0.336796963876087
"Merged-chr10-118714396-52",7.7040624872835,-0.764553800417368,0.446710974330836,-1.71151783670113,0.0869855613556848,0.611513463945931
"Merged-chr10-118882775-60",15.1137122405077,-0.565708562613156,0.342675635261263,-1.65085726676146,0.0987677233948946,0.648356626916943
"Merged-chr10-120375574-17",1.29590531756691,-4.54953767033249,1.74807836661932,-2.60259365781811,0.00925215401522062,NA
"Merged-chr10-120625660-31",4.03184843171482,-1.46294242450595,0.794567754213084,-1.84118020993037,0.0655951544603965,0.538506517260166
"Merged-chr10-120646351-10",1.39883247169777,-3.42791345422275,1.68739715731223,-2.03147992715769,0.0422063337366983,NA
"Merged-chr10-121282719-28",4.00124569513717,-1.39638246867509,0.735529596514807,-1.89847216929357,0.0576339105620449,0.50555242908824
"Merged-chr10-121300859-24",6.44450319699342,-1.39001521523736,0.487550120717503,-2.85102014371721,0.00435792085745231,0.128119854411532
"Merged-chr10-121506554-7",4.2915821844504,-1.56470047763358,0.826742880009974,-1.89260834954479,0.0584099725740262,0.508145222647441
"Merged-chr10-121506841-15",12.240650698258,-0.749522206597304,0.383028944427375,-1.95682915743569,0.0503675577852651,0.472550610339382
