"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr6",108170118,108170573,456,"*","Merged-chr6-108170388-8","Intron (uc009ddf.2/58911, intron 3 of 8)",6,108107021,108185583,78563,2,"58911","uc009ddf.2",15010,"ENSMUSG00000030101","Sumf1","sulfatase modifying factor 1"
"2","chr4",7751188,7751697,510,"*","Merged-chr4-7751417-13","Distal Intergenic",4,7560688,7573801,13114,1,"71510","uc029upo.1",190500,"ENSMUSG00000086070","8430436N08Rik","RIKEN cDNA 8430436N08 gene"
"3","chr1",121240984,121241884,901,"*","Merged-chr1-121241343-38","Distal Intergenic",1,121304353,121312325,7973,2,"72999","uc011wqv.1",70441,"ENSMUSG00000003721","Insig2","insulin induced gene 2"
"4","chr9",118715845,118716420,576,"*","Merged-chr9-118716150-51","Promoter (4-5kb)",9,118711692,118901003,189312,1,"104099","uc009rzx.2",4153,"ENSMUSG00000039115","Itga9","integrin alpha 9"
"5","chr1",86580352,86580763,412,"*","Merged-chr1-86580596-17","Promoter (1-2kb)",1,86543015,86582501,39487,2,"18582","uc007bvq.1",1738,"ENSMUSG00000026239","Pde6d","phosphodiesterase 6D, cGMP-specific, rod, delta"
"6","chr1",120073443,120074096,654,"*","Merged-chr1-120073802-51","Promoter (<=1kb)",1,120067377,120073780,6404,2,"170706","uc007cjd.1",0,"ENSMUSG00000050777","Tmem37","transmembrane protein 37"
"7","chr8",34654768,34655097,330,"*","Merged-chr8-34654936-23","Distal Intergenic",8,34589420,34640316,50897,2,"330734","uc029wsg.1",-14452,"ENSMUSG00000109819","B930018H19Rik","RIKEN cDNA B930018H19 gene"
"8","chr7",24617787,24618104,318,"*","Merged-chr7-24617959-10","Promoter (<=1kb)",7,24618986,24626720,7735,1,"232970","uc009fqd.1",-882,"ENSMUSG00000074277","Phldb3","pleckstrin homology like domain, family B, member 3"
"9","chr5",141045045,141045368,324,"*","Merged-chr5-141045198-6","Distal Intergenic",5,140872999,141000596,127598,2,"108723","uc009aik.2",-44449,"ENSMUSG00000036526","Card11","caspase recruitment domain family, member 11"
"10","chr3",88664081,88664468,388,"*","Merged-chr3-88664296-18","Distal Intergenic",3,88651898,88653142,1245,2,"242093","uc008pwc.1",-10939,"ENSMUSG00000049741","Rxfp4","relaxin family peptide receptor 4"
"11","chr8",107505166,107505728,563,"*","Merged-chr8-107505522-28","Intron (uc009nht.1/66894, intron 5 of 6)",8,107483332,107546152,62821,1,"66894","uc009nhw.2",21834,"ENSMUSG00000031930","Wwp2","WW domain containing E3 ubiquitin protein ligase 2"
"12","chr12",11300736,11301154,419,"*","Merged-chr12-11300955-23","Promoter (<=1kb)",12,11299887,11299944,58,1,"102465775","uc033gcs.1",849,"ENSMUSG00000098879","Mir7675","microRNA 7675"
"13","chr11",57951250,57952407,1158,"*","Merged-chr11-57951726-64","Distal Intergenic",11,58009064,58062034,52971,1,"73158","uc007jah.3",-56657,"ENSMUSG00000037331","Larp1","La ribonucleoprotein domain family, member 1"
