"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr4",128980970,128981575,606,"*","Merged-chr4-128981305-55","Distal Intergenic",4,128993224,129008723,15500,1,"11637","uc008uvt.2",-11649,"ENSMUSG00000028792","Ak2","adenylate kinase 2"
"2","chr3",152149431,152149811,381,"*","Merged-chr3-152149620-22","Intron (uc008rsp.1/54120, intron 1 of 5)",3,152093841,152165900,72060,2,"54120","uc008rsp.1",16089,"ENSMUSG00000039131","Gipc2","GIPC PDZ domain containing family, member 2"
"3","chr2",32714895,32715475,581,"*","Merged-chr2-32715137-51","Promoter (1-2kb)",2,32712900,32712972,73,2,"100628606","uc029twr.1",-1923,"ENSMUSG00000105841","Mir3960","microRNA 3960"
"4","chr1",164079116,164079621,506,"*","Merged-chr1-164079439-12","Intron (uc007dhy.2/20343, intron 8 of 8)",1,164063053,164080785,17733,1,"20343","uc011wuw.1",16063,"ENSMUSG00000026581","Sell","selectin, lymphocyte"
"5","chr11",53810224,53810647,424,"*","Merged-chr11-53810428-22","Intron (uc007ixa.1/622459, intron 3 of 3)",11,53812961,53850110,37150,2,"622459","uc007ixb.1",39463,"ENSMUSG00000081769","Gm12216","predicted gene 12216"
"6","chr11",70622257,70622712,456,"*","Merged-chr11-70622499-26","Promoter (3-4kb)",11,70614883,70619194,4312,2,"11448","uc007jvo.1",-3063,"ENSMUSG00000014609","Chrne","cholinergic receptor, nicotinic, epsilon polypeptide"
"7","chr5",107524316,107524950,635,"*","Merged-chr5-107524666-44","Intron (uc008ymj.2/76421, intron 1 of 5)",5,107534711,107548377,13667,1,"76421","uc008ymk.1",-9761,"ENSMUSG00000089798","1700028K03Rik","RIKEN cDNA 1700028K03 gene"
"8","chr1",121240984,121241884,901,"*","Merged-chr1-121241343-38","Distal Intergenic",1,121304353,121312325,7973,2,"72999","uc011wqv.1",70441,"ENSMUSG00000003721","Insig2","insulin induced gene 2"
"9","chr1",74364269,74364658,390,"*","Merged-chr1-74364458-13","Promoter (1-2kb)",1,74362442,74369321,6880,1,"241112","uc011wna.1",1827,"ENSMUSG00000073650","Catip","ciliogenesis associated TTC17 interacting protein"
"10","chr9",118715845,118716420,576,"*","Merged-chr9-118716150-51","Promoter (4-5kb)",9,118711692,118901003,189312,1,"104099","uc009rzx.2",4153,"ENSMUSG00000039115","Itga9","integrin alpha 9"
"11","chr7",4098872,4099180,309,"*","Merged-chr7-4099020-5","Promoter (2-3kb)",7,4074125,4102056,27932,2,"77323","uc012ewo.1",2876,"ENSMUSG00000086155","9430041J12Rik","RIKEN cDNA 9430041J12 gene"
"12","chr5",97001501,97001944,444,"*","Merged-chr5-97001719-9","Promoter (3-4kb)",5,96997689,97091048,93360,1,"140780","uc008yfp.1",3812,"ENSMUSG00000034663","Bmp2k","BMP2 inducible kinase"
"13","chr8",95020452,95020960,509,"*","Merged-chr8-95020727-36","Promoter (2-3kb)",8,95017692,95045250,27559,1,"54672","uc009mxp.3",2760,"ENSMUSG00000060470","Adgrg3","adhesion G protein-coupled receptor G3"
"14","chr1",86580352,86580763,412,"*","Merged-chr1-86580596-17","Promoter (1-2kb)",1,86543015,86582501,39487,2,"18582","uc007bvq.1",1738,"ENSMUSG00000026239","Pde6d","phosphodiesterase 6D, cGMP-specific, rod, delta"
"15","chr7",110203441,110204181,741,"*","Merged-chr7-110203728-41","Distal Intergenic",7,110221703,110265079,43377,1,"20947","uc009jez.2",-17522,"ENSMUSG00000031015","Swap70","SWA-70 protein"
"16","chr4",21936323,21936977,655,"*","Merged-chr4-21936632-21","Promoter (4-5kb)",4,21931326,22001461,70136,1,"76132","uc008sdn.2",4997,"ENSMUSG00000028246","Faxc","failed axon connections homolog"
"17","chr17",83847864,83848803,940,"*","Merged-chr17-83848354-36","Promoter (1-2kb)",17,83837173,83846790,9618,2,"107766","uc008dsl.1",-1074,"ENSMUSG00000000673","Haao","3-hydroxyanthranilate 3,4-dioxygenase"
"18","chr5",141045045,141045368,324,"*","Merged-chr5-141045198-6","Distal Intergenic",5,140872999,141000596,127598,2,"108723","uc009aik.2",-44449,"ENSMUSG00000036526","Card11","caspase recruitment domain family, member 11"
"19","chr5",96200243,96200658,416,"*","Merged-chr5-96200420-10","Distal Intergenic",5,96210115,96239684,29570,1,"94061","uc008yfh.1",-9457,"ENSMUSG00000029486","Mrpl1","mitochondrial ribosomal protein L1"
"20","chr1",60702661,60703177,517,"*","Merged-chr1-60702865-19","Distal Intergenic",1,60746388,60764626,18239,1,"12487","uc007bev.2",-43211,"ENSMUSG00000026012","Cd28","CD28 antigen"
"21","chr11",115366084,115366736,653,"*","Merged-chr11-115366369-13","Promoter (<=1kb)",11,115347709,115367719,20011,2,"217310","uc007mhg.1",983,"ENSMUSG00000034586","Hid1","HID1 domain containing"
"22","chr6",129608310,129608921,612,"*","Merged-chr6-129608600-43","Downstream (1-2kb)",6,129610323,129622769,12447,2,"27007","uc009egf.2",13848,"ENSMUSG00000030149","Klrk1","killer cell lectin-like receptor subfamily K, member 1"
"23","chr3",88664081,88664468,388,"*","Merged-chr3-88664296-18","Distal Intergenic",3,88651898,88653142,1245,2,"242093","uc008pwc.1",-10939,"ENSMUSG00000049741","Rxfp4","relaxin family peptide receptor 4"
"24","chr8",107505166,107505728,563,"*","Merged-chr8-107505522-28","Intron (uc009nht.1/66894, intron 5 of 6)",8,107483332,107546152,62821,1,"66894","uc009nhw.2",21834,"ENSMUSG00000031930","Wwp2","WW domain containing E3 ubiquitin protein ligase 2"
"25","chr10",19594341,19594860,520,"*","Merged-chr10-19594652-16","Promoter (2-3kb)",10,19591958,19610225,18268,1,"15979","uc007eng.1",2383,"ENSMUSG00000020009","Ifngr1","interferon gamma receptor 1"
"26","chr11",115338757,115339058,302,"*","Merged-chr11-115338922-7","Promoter (4-5kb)",11,115334734,115346926,12193,1,"69602","uc007mhf.1",4023,"ENSMUSG00000018862","Otop3","otopetrin 3"
"27","chr12",11300736,11301154,419,"*","Merged-chr12-11300955-23","Promoter (<=1kb)",12,11299887,11299944,58,1,"102465775","uc033gcs.1",849,"ENSMUSG00000098879","Mir7675","microRNA 7675"
"28","chr11",57951250,57952407,1158,"*","Merged-chr11-57951726-64","Distal Intergenic",11,58009064,58062034,52971,1,"73158","uc007jah.3",-56657,"ENSMUSG00000037331","Larp1","La ribonucleoprotein domain family, member 1"
"29","chr6",140722089,140723175,1087,"*","Merged-chr6-140722560-90","Distal Intergenic",6,140626885,140655481,28597,1,"11569","uc057byq.1",95204,"ENSMUSG00000030232","Aebp2","AE binding protein 2"
"30","chr5",62574233,62574755,523,"*","Merged-chr5-62574565-45","Distal Intergenic",5,62602445,62612374,9930,2,"212285","uc008xlz.3",37619,"ENSMUSG00000037999","Arap2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
"31","chr4",11683976,11684571,596,"*","Merged-chr4-11684265-15","Distal Intergenic",4,11704447,11714993,10547,1,"14579","uc008rzv.2",-19876,"ENSMUSG00000028214","Gem","GTP binding protein (gene overexpressed in skeletal muscle)"
"32","chr14",67951151,67951766,616,"*","Merged-chr14-67951518-44","Distal Intergenic",14,67815570,67933572,118003,2,"68813","uc007ulm.1",-17579,"ENSMUSG00000044447","Dock5","dedicator of cytokinesis 5"
