"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr4",128980970,128981575,606,"*","Merged-chr4-128981305-55","Distal Intergenic",4,128993224,129008723,15500,1,"11637","uc008uvt.2",-11649,"ENSMUSG00000028792","Ak2","adenylate kinase 2"
"2","chr2",32714895,32715475,581,"*","Merged-chr2-32715137-51","Promoter (1-2kb)",2,32712900,32712972,73,2,"100628606","uc029twr.1",-1923,"ENSMUSG00000105841","Mir3960","microRNA 3960"
"3","chr11",53810224,53810647,424,"*","Merged-chr11-53810428-22","Intron (uc007ixa.1/622459, intron 3 of 3)",11,53812961,53850110,37150,2,"622459","uc007ixb.1",39463,"ENSMUSG00000081769","Gm12216","predicted gene 12216"
"4","chr1",121240984,121241884,901,"*","Merged-chr1-121241343-38","Distal Intergenic",1,121304353,121312325,7973,2,"72999","uc011wqv.1",70441,"ENSMUSG00000003721","Insig2","insulin induced gene 2"
"5","chr1",74364269,74364658,390,"*","Merged-chr1-74364458-13","Promoter (1-2kb)",1,74362442,74369321,6880,1,"241112","uc011wna.1",1827,"ENSMUSG00000073650","Catip","ciliogenesis associated TTC17 interacting protein"
"6","chr9",118715845,118716420,576,"*","Merged-chr9-118716150-51","Promoter (4-5kb)",9,118711692,118901003,189312,1,"104099","uc009rzx.2",4153,"ENSMUSG00000039115","Itga9","integrin alpha 9"
"7","chr5",97001501,97001944,444,"*","Merged-chr5-97001719-9","Promoter (3-4kb)",5,96997689,97091048,93360,1,"140780","uc008yfp.1",3812,"ENSMUSG00000034663","Bmp2k","BMP2 inducible kinase"
"8","chr3",37605711,37606231,521,"*","Merged-chr3-37605967-27","Promoter (3-4kb)",3,37609891,37615276,5386,1,"75947","uc056zru.1",-3660,"ENSMUSG00000085677","4930594O21Rik","RIKEN cDNA 4930594O21 gene"
"9","chr7",110203441,110204181,741,"*","Merged-chr7-110203728-41","Distal Intergenic",7,110221703,110265079,43377,1,"20947","uc009jez.2",-17522,"ENSMUSG00000031015","Swap70","SWA-70 protein"
"10","chr4",21936323,21936977,655,"*","Merged-chr4-21936632-21","Promoter (4-5kb)",4,21931326,22001461,70136,1,"76132","uc008sdn.2",4997,"ENSMUSG00000028246","Faxc","failed axon connections homolog"
"11","chr5",141045045,141045368,324,"*","Merged-chr5-141045198-6","Distal Intergenic",5,140872999,141000596,127598,2,"108723","uc009aik.2",-44449,"ENSMUSG00000036526","Card11","caspase recruitment domain family, member 11"
"12","chr11",115366084,115366736,653,"*","Merged-chr11-115366369-13","Promoter (<=1kb)",11,115347709,115367719,20011,2,"217310","uc007mhg.1",983,"ENSMUSG00000034586","Hid1","HID1 domain containing"
"13","chr11",117326929,117327971,1043,"*","Merged-chr11-117327383-50","Promoter (3-4kb)",11,117331715,117362325,30611,1,"53860","uc007mnf.2",-3744,"ENSMUSG00000059248","Sept9","septin 9"
"14","chr6",129608310,129608921,612,"*","Merged-chr6-129608600-43","Downstream (1-2kb)",6,129610323,129622769,12447,2,"27007","uc009egf.2",13848,"ENSMUSG00000030149","Klrk1","killer cell lectin-like receptor subfamily K, member 1"
"15","chr8",107505166,107505728,563,"*","Merged-chr8-107505522-28","Intron (uc009nht.1/66894, intron 5 of 6)",8,107483332,107546152,62821,1,"66894","uc009nhw.2",21834,"ENSMUSG00000031930","Wwp2","WW domain containing E3 ubiquitin protein ligase 2"
"16","chr12",11300736,11301154,419,"*","Merged-chr12-11300955-23","Promoter (<=1kb)",12,11299887,11299944,58,1,"102465775","uc033gcs.1",849,"ENSMUSG00000098879","Mir7675","microRNA 7675"
"17","chr13",19517887,19518632,746,"*","Merged-chr13-19518295-27","Distal Intergenic",13,19465769,19504367,38599,2,"319466","uc007ppd.1",-13520,"ENSMUSG00000114189","9330199G10Rik","RIKEN cDNA 9330199G10 gene"
"18","chr11",57951250,57952407,1158,"*","Merged-chr11-57951726-64","Distal Intergenic",11,58009064,58062034,52971,1,"73158","uc007jah.3",-56657,"ENSMUSG00000037331","Larp1","La ribonucleoprotein domain family, member 1"
"19","chr12",117579123,117579589,467,"*","Merged-chr12-117579368-17","Intron (uc007pib.2/217944, intron 5 of 27)",12,117533939,117658403,124465,1,"217944","uc007pic.1",45184,"ENSMUSG00000041992","Rapgef5","Rap guanine nucleotide exchange factor (GEF) 5"
"20","chr5",62574233,62574755,523,"*","Merged-chr5-62574565-45","Distal Intergenic",5,62602445,62612374,9930,2,"212285","uc008xlz.3",37619,"ENSMUSG00000037999","Arap2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
"21","chr8",106642744,106643496,753,"*","Merged-chr8-106643215-49","Intron (uc009ngi.2/12550, intron 2 of 15)",8,106603350,106670247,66898,1,"12550","uc009ngi.2",39394,"ENSMUSG00000000303","Cdh1","cadherin 1"
"22","chr7",142353801,142354512,712,"*","Merged-chr7-142354183-49","Intron (uc009kmt.1/320802, intron 2 of 3)",7,142326110,142372259,46150,2,"320802","uc009kmt.1",17747,"ENSMUSG00000045777","Ifitm10","interferon induced transmembrane protein 10"
"23","chr11",87751503,87751999,497,"*","Merged-chr11-87751770-19","Promoter (4-5kb)",11,87756864,87756927,64,1,"387160","uc011yca.1",-4865,"ENSMUSG00000105196","Mir142","microRNA 142"
"24","chr8",69938563,69939032,470,"*","Merged-chr8-69938793-24","Intron (uc009lyf.2/234366, intron 2 of 12)",8,69907069,69974383,67315,2,"234366","uc009lyf.2",35351,"ENSMUSG00000036180","Gatad2a","GATA zinc finger domain containing 2A"
"25","chr16",11461557,11462009,453,"*","Merged-chr16-11461779-30","Intron (uc029swd.1/74478, intron 13 of 20)",16,11447308,11661555,214248,1,"74478","uc007yfk.1",14249,"ENSMUSG00000071669","Snx29","sorting nexin 29"
"26","chr2",25170307,25170804,498,"*","Merged-chr2-25170502-21","Distal Intergenic",2,25180758,25183339,2582,1,"67122","uc008iqk.2",-9954,"ENSMUSG00000078202","Nrarp","Notch-regulated ankyrin repeat protein"
"27","chr10",41536729,41537125,397,"*","Merged-chr10-41536893-12","Downstream (1-2kb)",10,41519500,41531042,11543,1,"53599","uc007exv.1",17229,"ENSMUSG00000019818","Cd164","CD164 antigen"
"28","chr3",21910977,21911404,428,"*","Merged-chr3-21911228-38","Distal Intergenic",3,22076652,22216594,139943,1,"81004","uc008osw.1",-165248,"ENSMUSG00000027630","Tbl1xr1","transducin (beta)-like 1X-linked receptor 1"
"29","chr13",115099405,115099657,253,"*","Merged-chr13-115099527-3","Promoter (2-3kb)",13,115088355,115101964,13610,2,"105083","uc007ryd.2",2307,"ENSMUSG00000042275","Pelo","pelota mRNA surveillance and ribosome rescue factor"
"30","chr10",116396350,116396665,316,"*","Merged-chr10-116396494-9","Distal Intergenic",10,116418121,116421235,3115,1,"67342","uc007hbx.1",-21456,"ENSMUSG00000020164","Kcnmb4os1","potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 1"
"31","chr14",121422628,121423262,635,"*","Merged-chr14-121422910-45","Distal Intergenic",14,121286341,121379230,92890,2,"223255","uc007vac.1",-43398,"ENSMUSG00000063410","Stk24","serine/threonine kinase 24"
"32","chr10",76542762,76543301,540,"*","Merged-chr10-76543066-52","Intron (uc007fuq.2/16987, intron 11 of 21)",10,76531605,76557139,25535,1,"16987","uc011xha.2",11157,"ENSMUSG00000033105","Lss","lanosterol synthase"
"33","chr10",19494455,19494986,532,"*","Merged-chr10-19494707-34","Intron (uc007enf.1/102635880, intron 2 of 3)",10,19486715,19507311,20597,1,"102635880","uc007enf.1",7740,"ENSMUSG00000110902","Gm33104","predicted gene, 33104"
"34","chr11",51577518,51577993,476,"*","Merged-chr11-51577778-26","Intron (uc033fvk.1/237759, intron 27 of 28)",11,51584757,51592828,8072,1,"72947","uc007itw.1",-6764,"ENSMUSG00000020359","Phykpl","5-phosphohydroxy-L-lysine phospholyase"
"35","chr2",157138158,157138587,430,"*","Merged-chr2-157138383-30","Promoter (2-3kb)",2,157119564,157135222,15659,2,"56045","uc008nop.1",-2936,"ENSMUSG00000027639","Samhd1","SAM domain and HD domain, 1"
"36","chr8",78624035,78624293,259,"*","Merged-chr8-78624163-9","Intron (uc012ggh.2/76775, intron 5 of 10)",8,78509328,78734012,224685,1,"76775","uc012ggk.2",114707,"ENSMUSG00000031684","Slc10a7","solute carrier family 10 (sodium/bile acid cotransporter family), member 7"
"37","chr3",135440178,135440595,418,"*","Merged-chr3-135440382-31","Promoter (1-2kb)",3,135439167,135467178,28012,1,"66105","uc008rlq.1",1011,"ENSMUSG00000078578","Ube2d3","ubiquitin-conjugating enzyme E2D 3"
