"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr2",6547176,6547898,723,"*","Merged-chr2-6547586-22","Exon (uc008ign.3/14007, exon 6 of 6)",2,6539694,6592800,53107,2,"14007","uc008ign.3",44902,"ENSMUSG00000002107","Celf2","CUGBP, Elav-like family member 2"
"2","chr13",51712004,51712421,418,"*","Merged-chr13-51712212-27","Intron (uc007qmn.2/20354, intron 8 of 14)",13,51701248,51734717,33470,2,"20354","uc007qmn.2",22296,"ENSMUSG00000021451","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"
"3","chr1",192752683,192753709,1027,"*","Merged-chr1-192753229-57","Intron (uc007edp.2/226861, intron 2 of 11)",1,192512828,192771219,258392,2,"226861","uc007edp.2",17510,"ENSMUSG00000037375","Hhat","hedgehog acyltransferase"
"4","chr1",60913250,60913688,439,"*","Merged-chr1-60913471-46","Promoter (4-5kb)",1,60909025,60915832,6808,1,"12477","uc007bfa.2",4225,"ENSMUSG00000026011","Ctla4","cytotoxic T-lymphocyte-associated protein 4"
"5","chr5",113035104,113036285,1182,"*","Merged-chr5-113035514-85","Distal Intergenic",5,112960544,113015538,54995,2,"320129","uc008ytv.2",-19566,"ENSMUSG00000042249","Grk3","G protein-coupled receptor kinase 3"
"6","chr16",52107877,52108270,394,"*","Merged-chr16-52108040-37","Intron (uc007zle.2/208650, intron 3 of 17)",16,52032217,52208047,175831,1,"208650","uc007zlh.2",75660,"ENSMUSG00000022637","Cblb","Casitas B-lineage lymphoma b"
"7","chr9",46045988,46046283,296,"*","Merged-chr9-46046149-4","Intron (uc009pgz.2/70661, intron 1 of 24)",9,46012820,46224194,211375,1,"70661","uc009pgz.2",33168,"ENSMUSG00000034135","Sik3","SIK family kinase 3"
"8","chr7",144531737,144532403,667,"*","Merged-chr7-144532110-14","Intron (uc012fxz.1/233977, intron 2 of 31)",7,144476755,144513377,36623,2,"233977","uc009kqk.2",-18360,"ENSMUSG00000037519","Ppfia1","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"
"9","chr16",44293978,44294365,388,"*","Merged-chr16-44294172-8","Intron (uc007zhd.1/320007, intron 3 of 24)",16,44240180,44332838,92659,2,"320007","uc007zhd.1",38473,"ENSMUSG00000022696","Sidt1","SID1 transmembrane family, member 1"
"10","chr1",128770720,128771143,424,"*","Merged-chr1-128770934-28","Distal Intergenic",1,128588199,128592299,4101,2,"12767","uc007clt.1",-178421,"ENSMUSG00000045382","Cxcr4","chemokine (C-X-C motif) receptor 4"
"11","chr7",114356428,114356784,357,"*","Merged-chr7-114356592-29","Intron (uc009jia.2/71045, intron 1 of 3)",7,114315479,114415161,99683,2,"71045","uc009jia.2",58377,"ENSMUSG00000087475","4933406I18Rik","RIKEN cDNA 4933406I18 gene"
"12","chr15",80735320,80735774,455,"*","Merged-chr15-80735548-45","Intron (uc007wvt.1/213988, intron 1 of 24)",15,80711313,80941086,229774,1,"213988","uc007wvt.1",24007,"ENSMUSG00000047888","Tnrc6b","trinucleotide repeat containing 6b"
"13","chr14",121146943,121147696,754,"*","Merged-chr14-121147378-58","Intron (uc007vaa.1/223254, intron 2 of 26)",14,121035574,121283726,248153,1,"223254","uc007vaa.1",111369,"ENSMUSG00000025555","Farp1","FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)"
