"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr17",73151413,73152154,742,"*","Merged-chr17-73151770-42","Intron (uc008dnh.3/225010, intron 1 of 5)",17,73107985,73243368,135384,1,"225010","uc012axa.2",43428,"ENSMUSG00000054469","Lclat1","lysocardiolipin acyltransferase 1"
"2","chr19",12004730,12004928,199,"*","Merged-chr19-12004828-1","Distal Intergenic",19,11977016,11994114,17099,1,"76303","uc008gtk.1",27714,"ENSMUSG00000024687","Osbp","oxysterol binding protein"
"3","chr6",144772012,144772601,590,"*","Merged-chr6-144772237-32","Intron (uc009eqn.1/20678, intron 1 of 13)",6,143843739,144781977,938239,2,"20678","uc009eqn.1",9376,"ENSMUSG00000041540","Sox5","SRY (sex determining region Y)-box 5"
"4","chr2",114658957,114659289,333,"*","Merged-chr2-114659130-7","Promoter (4-5kb)",2,114642075,114654928,12854,2,"66632","uc008lqn.1",-4029,"ENSMUSG00000057147","Dph6","diphthamine biosynthesis 6"
"5","chr3",135698273,135698943,671,"*","Merged-chr3-135698656-22","Distal Intergenic",3,135612026,135691547,79522,2,"18033","uc008rly.1",-6726,"ENSMUSG00000028163","Nfkb1","nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105"
"6","chr2",5003054,5003643,590,"*","Merged-chr2-5003396-19","Promoter (1-2kb)",2,4999021,5005111,6091,2,"70024","uc008ifj.1",1468,"ENSMUSG00000026669","Mcm10","minichromosome maintenance 10 replication initiation factor"
"7","chr4",53786028,53786409,382,"*","Merged-chr4-53786201-19","3' UTR",4,53779705,53786885,7181,1,"21350","uc008sxg.1",6323,"ENSMUSG00000028417","Tal2","T cell acute lymphocytic leukemia 2"
"8","chr6",51280234,51280547,314,"*","Merged-chr6-51280406-9","Distal Intergenic",6,51269812,51269910,99,2,"387166","uc012elv.1",-10324,"ENSMUSG00000065505","Mir148a","microRNA 148a"
"9","chr5",144165713,144166238,526,"*","Merged-chr5-144166019-31","Intron (uc009alg.1/231876, intron 8 of 13)",5,144190286,144194441,4156,1,"17341","uc009alh.1",-24048,"ENSMUSG00000052271","Bhlha15","basic helix-loop-helix family, member a15"
"10","chr12",110381232,110381834,603,"*","Merged-chr12-110381552-59","Distal Intergenic",12,110447179,110450997,3819,1,"26931","uc007pbj.2",-65345,"ENSMUSG00000017843","Ppp2r5c","protein phosphatase 2, regulatory subunit B', gamma"
"11","chr7",131549273,131549471,199,"*","Merged-chr7-131549371-1","Promoter (<=1kb)",7,131548773,131556582,7810,1,"15372","uc057lvl.1",500,"ENSMUSG00000050100","Hmx2","H6 homeobox 2"
"12","chr3",65650400,65650830,431,"*","Merged-chr3-65650597-39","Distal Intergenic",3,65659288,65659426,139,1,"102465905","uc033hua.1",-8458,"ENSMUSG00000098944","Mir8120","microRNA 8120"
"13","chr2",32714895,32715475,581,"*","Merged-chr2-32715137-51","Promoter (1-2kb)",2,32712900,32712972,73,2,"100628606","uc029twr.1",-1923,"ENSMUSG00000105841","Mir3960","microRNA 3960"
"14","chr11",53810224,53810647,424,"*","Merged-chr11-53810428-22","Intron (uc007ixa.1/622459, intron 3 of 3)",11,53812961,53850110,37150,2,"622459","uc007ixb.1",39463,"ENSMUSG00000081769","Gm12216","predicted gene 12216"
"15","chr13",45865669,45866056,388,"*","Merged-chr13-45865819-22","Intron (uc011yyv.3/20238, intron 2 of 7)",13,45549755,45964991,415237,2,"20238","uc011yyv.3",98935,"ENSMUSG00000046876","Atxn1","ataxin 1"
"16","chr13",44770691,44771310,620,"*","Merged-chr13-44771057-26","Intron (uc007qgr.2/16468, intron 2 of 18)",13,44731271,44921643,190373,1,"16468","uc007qgu.2",39420,"ENSMUSG00000038518","Jarid2","jumonji, AT rich interactive domain 2"
"17","chr17",8190028,8190974,947,"*","Merged-chr17-8190546-24","Intron (uc008ajb.2/75296, intron 9 of 11)",17,8165518,8196470,30953,1,"75296","uc008ajc.2",24510,"ENSMUSG00000069135","Fgfr1op","Fgfr1 oncogene partner"
"18","chr8",106948813,106949255,443,"*","Merged-chr8-106949012-29","Intron (uc009ngt.1/20650, intron 1 of 6)",8,106935750,107014192,78443,1,"20650","uc012gjx.1",13063,"ENSMUSG00000041308","Sntb2","syntrophin, basic 2"
"19","chr1",121240984,121241884,901,"*","Merged-chr1-121241343-38","Distal Intergenic",1,121304353,121312325,7973,2,"72999","uc011wqv.1",70441,"ENSMUSG00000003721","Insig2","insulin induced gene 2"
