"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr2",6547176,6547898,723,"*","Merged-chr2-6547586-22","Exon (uc008ign.3/14007, exon 6 of 6)",2,6539694,6592800,53107,2,"14007","uc008ign.3",44902,"ENSMUSG00000002107","Celf2","CUGBP, Elav-like family member 2"
"2","chr6",144772012,144772601,590,"*","Merged-chr6-144772237-32","Intron (uc009eqn.1/20678, intron 1 of 13)",6,143843739,144781977,938239,2,"20678","uc009eqn.1",9376,"ENSMUSG00000041540","Sox5","SRY (sex determining region Y)-box 5"
"3","chr2",127131271,127131737,467,"*","Merged-chr2-127131488-25","Promoter (2-3kb)",2,127103809,127133954,30146,2,"215387","uc008met.3",2217,"ENSMUSG00000034906","Ncaph","non-SMC condensin I complex, subunit H"
"4","chr6",142823138,142823571,434,"*","Merged-chr6-142823375-40","3' UTR",6,142814231,142833494,19264,1,"665037","uc009epu.1",8907,"ENSMUSG00000072683","Gm7457","predicted gene 7457"
"5","chr3",100436773,100437194,422,"*","Merged-chr3-100436966-50","Intron (uc008qqt.2/73806, intron 2 of 2)",3,100426405,100437754,11350,1,"73806","uc008qqt.2",10368,"ENSMUSG00000086923","4930406D18Rik","RIKEN cDNA 4930406D18 gene"
"6","chr10",40712918,40713542,625,"*","Merged-chr10-40713251-44","Intron (uc007exd.1/327747, intron 1 of 4)",10,40683282,40811083,127802,1,"327747","uc007exd.1",29636,"ENSMUSG00000045555","Mettl24","methyltransferase like 24"
"7","chr2",5003054,5003643,590,"*","Merged-chr2-5003396-19","Promoter (1-2kb)",2,4999021,5005111,6091,2,"70024","uc008ifj.1",1468,"ENSMUSG00000026669","Mcm10","minichromosome maintenance 10 replication initiation factor"
"8","chr4",53786028,53786409,382,"*","Merged-chr4-53786201-19","3' UTR",4,53779705,53786885,7181,1,"21350","uc008sxg.1",6323,"ENSMUSG00000028417","Tal2","T cell acute lymphocytic leukemia 2"
"9","chr19",7456902,7457936,1035,"*","Merged-chr19-7457353-46","Exon (uc008glb.2/20168, exon 3 of 9)",19,7425895,7483291,57397,2,"20168","uc008glb.2",25355,"ENSMUSG00000024758","Rtn3","reticulon 3"
"10","chr10",68137386,68137791,406,"*","Merged-chr10-68137569-23","Promoter (<=1kb)",10,68118235,68136626,18392,2,"71371","uc007fmi.1",-760,"ENSMUSG00000019947","Arid5b","AT rich interactive domain 5B (MRF1-like)"
"11","chr10",80987947,80988443,497,"*","Merged-chr10-80988141-17","Intron (uc007gfm.1/14708, intron 2 of 3)",10,80948624,81001365,52742,2,"14708","uc007gfm.1",12922,"ENSMUSG00000048240","Gng7","guanine nucleotide binding protein (G protein), gamma 7"
"12","chr1",119636813,119637248,436,"*","Merged-chr1-119636990-21","Intron (uc007ciw.2/226352, intron 2 of 24)",1,119594824,119648617,53794,2,"226352","uc007cix.2",11369,"ENSMUSG00000026383","Epb41l5","erythrocyte membrane protein band 4.1 like 5"
"13","chr13",5769675,5770071,397,"*","Merged-chr13-5769839-23","Distal Intergenic",13,5855509,5858092,2584,2,"71867","uc007pjv.1",88021,"ENSMUSG00000100625","1700016G22Rik","RIKEN cDNA 1700016G22 gene"
"14","chr6",134348338,134349202,865,"*","Merged-chr6-134348726-53","Intron (uc009ekg.1/74064, intron 3 of 8)",6,134396329,134438724,42396,1,"66813","uc009ekh.1",-47127,"ENSMUSG00000030200","Bcl2l14","BCL2-like 14 (apoptosis facilitator)"
"15","chrX",101737145,101737881,737,"*","Merged-chrX-101737471-46","Promoter (2-3kb)",20,101731535,101734147,2613,2,"12766","uc009tye.2",-2998,"ENSMUSG00000050232","Cxcr3","chemokine (C-X-C motif) receptor 3"
"16","chr7",110824113,110824568,456,"*","Merged-chr7-110824322-44","Intron (uc009jfp.1/67150, intron 4 of 5)",7,110816535,110837529,20995,2,"67150","uc009jfp.1",12961,"ENSMUSG00000030788","Rnf141","ring finger protein 141"
"17","chr2",32714895,32715475,581,"*","Merged-chr2-32715137-51","Promoter (1-2kb)",2,32712900,32712972,73,2,"100628606","uc029twr.1",-1923,"ENSMUSG00000105841","Mir3960","microRNA 3960"
"18","chr5",113035104,113036285,1182,"*","Merged-chr5-113035514-85","Distal Intergenic",5,112960544,113015538,54995,2,"320129","uc008ytv.2",-19566,"ENSMUSG00000042249","Grk3","G protein-coupled receptor kinase 3"
"19","chr5",121172863,121173453,591,"*","Merged-chr5-121173124-16","Intron (uc008zio.2/19247, intron 1 of 15)",5,121130533,121191397,60865,2,"19247","uc008zio.2",17944,"ENSMUSG00000043733","Ptpn11","protein tyrosine phosphatase, non-receptor type 11"
"20","chr11",53810224,53810647,424,"*","Merged-chr11-53810428-22","Intron (uc007ixa.1/622459, intron 3 of 3)",11,53812961,53850110,37150,2,"622459","uc007ixb.1",39463,"ENSMUSG00000081769","Gm12216","predicted gene 12216"
"21","chr2",59166881,59167452,572,"*","Merged-chr2-59167123-35","Intron (uc008jsz.1/227937, intron 1 of 14)",2,59160850,59355205,194356,1,"227937","uc008jtd.1",6031,"ENSMUSG00000026991","Pkp4","plakophilin 4"
"22","chr17",8190028,8190974,947,"*","Merged-chr17-8190546-24","Intron (uc008ajb.2/75296, intron 9 of 11)",17,8165518,8196470,30953,1,"75296","uc008ajc.2",24510,"ENSMUSG00000069135","Fgfr1op","Fgfr1 oncogene partner"
"23","chr1",131108712,131109071,360,"*","Merged-chr1-131108920-12","Distal Intergenic",1,131053700,131097843,44144,2,"17164","uc007cmv.3",-10869,"ENSMUSG00000016528","Mapkapk2","MAP kinase-activated protein kinase 2"
"24","chr5",77301468,77301964,497,"*","Merged-chr5-77301690-13","Intron (uc008xwc.2/56412, intron 4 of 6)",5,77294169,77310086,15918,2,"56412","uc008xwc.2",8122,"ENSMUSG00000036285","Noa1","nitric oxide associated 1"
