"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr10",68105140,68105683,544,"*","Merged-chr10-68105401-48","Intron (uc007fmf.1/71371, intron 5 of 6)",10,68095593,68136626,41034,2,"71371","uc007fmf.1",30943,"ENSMUSG00000019947","Arid5b","AT rich interactive domain 5B (MRF1-like)"
"2","chr15",74769031,74769544,514,"*","Merged-chr15-74769291-9","Downstream (1-2kb)",15,74762056,74763567,1512,2,"17068","uc007wfx.1",-5464,"ENSMUSG00000034634","Ly6d","lymphocyte antigen 6 complex, locus D"
"3","chr17",5885479,5885788,310,"*","Merged-chr17-5885650-6","Intron (uc008afj.1/66616, intron 1 of 17)",17,5841380,5930711,89332,1,"66616","uc008afj.1",44099,"ENSMUSG00000002365","Snx9","sorting nexin 9"
"4","chr13",5313094,5313671,578,"*","Merged-chr13-5313405-28","Distal Intergenic",13,5855509,5858092,2584,2,"71867","uc007pjv.1",544421,"ENSMUSG00000100625","1700016G22Rik","RIKEN cDNA 1700016G22 gene"
"5","chr16",45942157,45942650,494,"*","Merged-chr16-45942365-39","Promoter (2-3kb)",16,45945606,45957292,11687,1,"100503378","uc007zjd.1",-2956,"ENSMUSG00000085826","Gm15638","predicted gene 15638"
"6","chr3",81925798,81926201,404,"*","Merged-chr3-81925986-23","Distal Intergenic",3,81932601,81943001,10401,1,"229445","uc008pom.2",-6400,"ENSMUSG00000028015","Ctso","cathepsin O"
"7","chr6",28351125,28351488,364,"*","Merged-chr6-28351294-19","Intron (uc009bcn.1/627049, intron 1 of 6)",6,28239931,28397975,158045,2,"627049","uc009bcn.1",46487,"ENSMUSG00000039841","Zfp800","zinc finger protein 800"
"8","chr15",100732587,100732993,407,"*","Merged-chr15-100732818-41","Promoter (<=1kb)",15,100730505,100732737,2233,2,"619313","uc007xsd.2",0,"ENSMUSG00000116504","I730030J21Rik","RIKEN cDNA I730030J21 gene"
"9","chr14",121696461,121696659,199,"*","Merged-chr14-121696559-1","Promoter (1-2kb)",14,121542039,121698417,156379,2,"105445","uc007vah.2",1758,"ENSMUSG00000025558","Dock9","dedicator of cytokinesis 9"
"10","chr1",160308868,160309495,628,"*","Merged-chr1-160309184-36","Promoter (<=1kb)",1,160256572,160309115,52544,2,"29809","uc007dei.2",0,"ENSMUSG00000026721","Rabgap1l","RAB GTPase activating protein 1-like"
