"","seqnames","start","end","width","strand","V4","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr6",108170118,108170573,456,"*","Merged-chr6-108170388-8","Intron (uc009ddf.2/58911, intron 3 of 8)",6,108107021,108185583,78563,2,"58911","uc009ddf.2",15010,"ENSMUSG00000030101","Sumf1","sulfatase modifying factor 1"
"2","chr16",45942157,45942650,494,"*","Merged-chr16-45942365-39","Promoter (2-3kb)",16,45945606,45957292,11687,1,"100503378","uc007zjd.1",-2956,"ENSMUSG00000085826","Gm15638","predicted gene 15638"
"3","chr19",21173960,21174636,677,"*","Merged-chr19-21174384-14","Intron (uc008gyv.1/uc008gyv.1, intron 4 of 5)",19,21104710,21105538,829,1,"75354","uc008gys.2",69250,NA,"4930554I06Rik","RIKEN cDNA 4930554I06 gene"
"4","chr7",28808916,28809598,683,"*","Merged-chr7-28809284-68","Promoter (1-2kb)",7,28810890,28822266,11377,1,"15388","uc009fzz.2",-1292,"ENSMUSG00000015165","Hnrnpl","heterogeneous nuclear ribonucleoprotein L"
"5","chr18",3281765,3282016,252,"*","Merged-chr18-3281877-7","Promoter (<=1kb)",18,3266354,3281747,15394,2,"12916","uc008dxl.3",-18,"ENSMUSG00000063889","Crem","cAMP responsive element modulator"
"6","chr6",28351125,28351488,364,"*","Merged-chr6-28351294-19","Intron (uc009bcn.1/627049, intron 1 of 6)",6,28239931,28397975,158045,2,"627049","uc009bcn.1",46487,"ENSMUSG00000039841","Zfp800","zinc finger protein 800"
"7","chr6",82872124,82872675,552,"*","Merged-chr6-82872396-48","Distal Intergenic",6,82877866,82881853,3988,2,"69652","uc009clm.1",9178,"ENSMUSG00000100291","2310069B03Rik","RIKEN cDNA 2310069B03 gene"
"8","chr13",111807417,111807803,387,"*","Merged-chr13-111807584-21","Promoter (1-2kb)",13,111746433,111808983,62551,2,"26401","uc007rwa.2",1180,"ENSMUSG00000021754","Map3k1","mitogen-activated protein kinase kinase kinase 1"
"9","chr10",19594341,19594860,520,"*","Merged-chr10-19594652-16","Promoter (2-3kb)",10,19591958,19610225,18268,1,"15979","uc007eng.1",2383,"ENSMUSG00000020009","Ifngr1","interferon gamma receptor 1"
"10","chr16",23174905,23175395,491,"*","Merged-chr16-23175130-44","Promoter (<=1kb)",16,23175280,23204376,29097,1,"105246089","uc007ytl.1",0,NA,"C730014E05Rik","RIKEN cDNA C730014E05 gene"
"11","chr10",25387267,25387647,381,"*","Merged-chr10-25387454-21","Intron (uc007erk.3/13822, intron 1 of 19)",10,25398659,25484380,85722,1,"13822","uc007erm.1",-11012,"ENSMUSG00000019978","Epb41l2","erythrocyte membrane protein band 4.1 like 2"
"12","chr10",95178841,95179337,497,"*","Merged-chr10-95179066-28","Intron (uc007gwa.1/12905, intron 1 of 1)",10,95120582,95145825,25244,2,"628062","uc056yhz.1",-33016,"ENSMUSG00000112481","Gm29684","predicted gene, 29684"
"13","chr3",130901371,130901795,425,"*","Merged-chr3-130901613-29","Distal Intergenic",3,130726827,130730398,3572,2,"68436","uc008rje.3",-170973,"ENSMUSG00000062006","Rpl34","ribosomal protein L34"
"14","chr8",25611830,25612516,687,"*","Merged-chr8-25612082-39","Intron (uc057cbr.1/234135, intron 1 of 9)",8,25602284,25677972,75689,1,"234135","uc009lgm.2",9546,"ENSMUSG00000054823","Nsd3","nuclear receptor binding SET domain protein 3"
"15","chr12",88437244,88437803,560,"*","Merged-chr12-88437518-14","Intron (uc007oju.2/72113, intron 5 of 10)",12,88365314,88377323,12010,2,"71818","uc029rul.1",-59921,"ENSMUSG00000113434","3200001D21Rik","RIKEN cDNA 3200001D21 gene"
"16","chr6",71920779,71921139,361,"*","Merged-chr6-71920942-9","3' UTR",6,71912392,71955150,42759,1,"20019","uc009chw.1",8387,"ENSMUSG00000049553","Polr1a","polymerase (RNA) I polypeptide A"
"17","chr14",64378099,64378649,551,"*","Merged-chr14-64378317-14","Intron (uc007uig.2/110265, intron 1 of 5)",14,64122621,64416956,294336,2,"110265","uc007uig.2",38307,"ENSMUSG00000054733","Msra","methionine sulfoxide reductase A"
"18","chr7",58568699,58569257,559,"*","Merged-chr7-58568960-29","Distal Intergenic",7,58658202,58829426,171225,1,"11982","uc009hef.2",-88945,"ENSMUSG00000025324","Atp10a","ATPase, class V, type 10A"
"19","chr18",56469014,56469689,676,"*","Merged-chr18-56469309-53","Promoter (<=1kb)",18,56469267,56492330,23064,1,"107022","uc008eym.1",0,"ENSMUSG00000001700","Gramd3","GRAM domain containing 3"
"20","chr1",88684737,88685178,442,"*","Merged-chr1-88684968-21","Intron (uc011woz.1/uc011woz.1, intron 1 of 2)",1,88698225,88702191,3967,2,"320982","uc007byt.2",17013,"ENSMUSG00000049866","Arl4c","ADP-ribosylation factor-like 4C"
"21","chr1",162615537,162615827,291,"*","Merged-chr1-162615694-15","Distal Intergenic",1,162639150,162649694,10545,1,"17926","uc007dgm.2",-23323,"ENSMUSG00000026697","Myoc","myocilin"
"22","chr9",11513780,11514271,492,"*","Merged-chr9-11513974-36","Distal Intergenic",9,9660891,10904775,1243885,2,"244682","uc012goa.1",-609005,"ENSMUSG00000039488","Cntn5","contactin 5"
"23","chr13",73702722,73703795,1074,"*","Merged-chr13-73703187-77","Promoter (2-3kb)",13,73681157,73700695,19539,2,"74338","uc011zbs.1",-2027,"ENSMUSG00000021565","Slc6a19","solute carrier family 6 (neurotransmitter transporter), member 19"
"24","chr17",23616941,23617470,530,"*","Merged-chr17-23617236-49","Distal Intergenic",17,23605505,23611019,5515,1,"332221","uc012alv.1",11436,"ENSMUSG00000023902","Zscan10","zinc finger and SCAN domain containing 10"
"25","chr17",73869136,73869606,471,"*","Merged-chr17-73869364-53","Distal Intergenic",17,73897007,73909358,12352,2,"22436","uc008dnr.1",39752,"ENSMUSG00000024066","Xdh","xanthine dehydrogenase"
"26","chr3",20222284,20223440,1157,"*","Merged-chr3-20223062-62","Promoter (<=1kb)",3,20222290,20222359,70,2,"102465609","uc033hsl.1",0,"ENSMUSG00000099105","Mir7007","microRNA 7007"
"27","chr13",8400405,8401021,617,"*","Merged-chr13-8400702-31","Intron (uc007pkf.2/94191, intron 1 of 9)",13,8202866,8768762,565897,1,"94191","uc007pkh.2",197539,"ENSMUSG00000052551","Adarb2","adenosine deaminase, RNA-specific, B2"
"28","chr14",66196343,66196631,289,"*","Merged-chr14-66196468-7","Intron (uc011znr.1/19229, intron 1 of 29)",14,66153257,66213552,60296,2,"19229","uc011znr.1",16921,"ENSMUSG00000059456","Ptk2b","PTK2 protein tyrosine kinase 2 beta"
"29","chr6",72957795,72958070,276,"*","Merged-chr6-72957924-4","Promoter (<=1kb)",6,72957347,72958232,886,2,"19240","uc009cjf.2",162,"ENSMUSG00000079523","Tmsb10","thymosin, beta 10"
"30","chr14",115393024,115393525,502,"*","Merged-chr14-115393286-29","Intron (uc007uyi.2/103978, intron 3 of 7)",14,115396551,115409552,13002,2,"75088","uc029smz.1",16027,"ENSMUSG00000093551","4930505G20Rik","RIKEN cDNA 4930505G20 gene"
"31","chr1",54421691,54422281,591,"*","Merged-chr1-54421982-33","Intron (uc007azp.2/98488, intron 8 of 17)",1,54395877,54439026,43150,2,"98488","uc007azp.2",16745,"ENSMUSG00000041303","Gtf3c3","general transcription factor IIIC, polypeptide 3"
"32","chr18",84911731,84912185,455,"*","Merged-chr18-84911932-15","Distal Intergenic",18,84935025,84981392,46368,1,"50764","uc008fux.1",-22840,"ENSMUSG00000034391","Fbxo15","F-box protein 15"
"33","chr3",59702311,59703351,1041,"*","Merged-chr3-59702829-32","Distal Intergenic",3,59729786,59752397,22612,1,"433597","uc012cpz.1",-26435,"ENSMUSG00000090527","Gm5538","predicted gene 5538"
