"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr6",100879433,100879906,474,"*","Merged-chr6-100879682-24",0,"+",NA,"Distal Intergenic",6,100852485,100868717,16233,1,"232314","uc009dcc.1",26948,"ENSMUSG00000052144","Ppp4r2","protein phosphatase 4, regulatory subunit 2"
"2","chr8",123032799,123033196,398,"*","Merged-chr8-123033029-47",0,"+",NA,"Intron (uc009ntz.2/77087, intron 1 of 12)",8,122883822,123042284,158463,2,"77087","uc009ntz.2",9088,"ENSMUSG00000035569","Ankrd11","ankyrin repeat domain 11"
"3","chr8",88592680,88593022,343,"*","Merged-chr8-88592850-20",0,"+",NA,"3' UTR",8,88626828,88636128,9301,2,"71607","uc009mrp.1",43106,"ENSMUSG00000031662","Snx20","sorting nexin 20"
"4","chr11",97130347,97131136,790,"*","Merged-chr11-97130741-21",0,"+",NA,"Distal Intergenic",11,97098007,97115331,17325,2,"57765","uc007ldr.2",-15016,"ENSMUSG00000001444","Tbx21","T-box 21"
"5","chr2",157138157,157138587,431,"*","Merged-chr2-157138383-30",0,"+",NA,"Promoter (2-3kb)",2,157119564,157135222,15659,2,"56045","uc008nop.1",-2935,"ENSMUSG00000027639","Samhd1","SAM domain and HD domain, 1"
"6","chr2",59881441,59881765,325,"*","Merged-chr2-59881585-6",0,"+",NA,"Promoter (<=1kb)",2,59878130,59882512,4383,2,"72137","uc008jtq.1",747,"ENSMUSG00000026988","Wdsub1","WD repeat, SAM and U-box domain containing 1"
"7","chr1",88584586,88584890,305,"*","Merged-chr1-88584728-18",0,"+",NA,"Distal Intergenic",1,88551517,88562166,10650,1,"100503197","uc007bys.2",33069,"ENSMUSG00000100798","Gm19589","predicted gene, 19589"
"8","chr15",62307514,62307976,463,"*","Merged-chr15-62307715-11",0,"+",NA,"Intron (uc007vym.2/19296, intron 5 of 9)",15,62217541,62219451,1911,2,"67552","uc007vyp.1",-88063,NA,"H2afy3","H2A histone family, member Y3"
"9","chr4",133129466,133129716,251,"*","Merged-chr4-133129585-3",0,"+",NA,"Promoter (<=1kb)",4,133130633,133198330,67698,1,"242687","uc008vcf.1",-917,"ENSMUSG00000028868","Wasf2","WAS protein family, member 2"
"10","chr6",127360901,127361351,451,"*","Merged-chr6-127361114-14",0,"+",NA,"Distal Intergenic",6,127296186,127307967,11782,2,"232386","uc033ivc.1",-52934,"ENSMUSG00000107153","Gm38404","predicted gene, 38404"
