"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr13",51676831,51677336,506,"*","Merged-chr13-51677073-51",0,"+",NA,"Promoter (2-3kb)",13,51673865,51684044,10180,1,"75420","uc007qmm.2",2966,"ENSMUSG00000035139","Secisbp2","SECIS binding protein 2"
"2","chr12",85660857,85661337,481,"*","Merged-chr12-85661084-38",0,"+",NA,"Distal Intergenic",12,85686720,85709087,22368,1,"53314","uc007ohd.1",-25383,"ENSMUSG00000034266","Batf","basic leucine zipper transcription factor, ATF-like"
"3","chr12",102725533,102726152,620,"*","Merged-chr12-102725794-51",0,"+",NA,"Distal Intergenic",12,102739830,102743661,3832,2,"64113","uc011yqo.2",17509,"ENSMUSG00000096458","Moap1","modulator of apoptosis 1"
"4","chr19",17263895,17264413,519,"*","Merged-chr19-17264155-12",0,"+",NA,"Distal Intergenic",19,17326141,17339505,13365,2,"14537","uc012bjg.2",75092,"ENSMUSG00000038843","Gcnt1","glucosaminyl (N-acetyl) transferase 1, core 2"
"5","chr8",87958272,87959266,995,"*","Merged-chr8-87958879-43",0,"+",NA,"Promoter (<=1kb)",8,87661810,87959595,297786,2,"94187","uc009mqv.1",329,"ENSMUSG00000045333","Zfp423","zinc finger protein 423"
"6","chr14",9089808,9090262,455,"*","Merged-chr14-9090049-14",0,"+",NA,"Distal Intergenic",14,8666390,8673378,6989,1,"74859","uc007sfi.1",423418,"ENSMUSG00000097898","4930455B14Rik","RIKEN cDNA 4930455B14 gene"
"7","chr13",6652543,6652897,355,"*","Merged-chr13-6652733-20",0,"+",NA,"Promoter (3-4kb)",13,6619061,6648771,29711,2,"56421","uc007pkd.2",-3772,"ENSMUSG00000021196","Pfkp","phosphofructokinase, platelet"
"8","chr16",57421832,57422348,517,"*","Merged-chr16-57422160-30",0,"+",NA,"Intron (uc012agu.1/78749, intron 1 of 4)",16,57353277,57572804,219528,1,"78749","uc012agu.1",68555,"ENSMUSG00000043336","Filip1l","filamin A interacting protein 1-like"
"9","chr11",94275541,94275996,456,"*","Merged-chr11-94275707-70",0,"+",NA,"Distal Intergenic",11,94291140,94300060,8921,2,"67684","uc007kyi.1",24064,"ENSMUSG00000020863","Luc7l3","LUC7-like 3 (S. cerevisiae)"
"10","chr2",163123596,163123997,402,"*","Merged-chr2-163123770-16",0,"+",NA,"Intron (uc008nsn.1/uc008nsn.1, intron 1 of 1)",2,163087031,163089601,2571,2,"68236","uc008nsm.1",-33995,"ENSMUSG00000070708","Gtsf1l","gametocyte specific factor 1-like"
"11","chr6",17633899,17634204,306,"*","Merged-chr6-17634029-17",0,"+",NA,"Promoter (2-3kb)",6,17637098,17659609,22512,1,"12343","uc009azs.1",-2894,"ENSMUSG00000015733","Capza2","capping protein (actin filament) muscle Z-line, alpha 2"
"12","chr16",57571749,57572310,562,"*","Merged-chr16-57572005-26",0,"+",NA,"Exon (uc012agu.1/78749, exon 5 of 5)",16,57549242,57572804,23563,1,"78749","uc007znj.2",22507,"ENSMUSG00000043336","Filip1l","filamin A interacting protein 1-like"
"13","chr5",35813562,35813935,374,"*","Merged-chr5-35813752-8",0,"+",NA,"Intron (uc008xeg.2/231148, intron 6 of 19)",5,35757880,35884979,127100,1,"231148","uc033ijc.1",55682,"ENSMUSG00000029095","Ablim2","actin-binding LIM protein 2"
"14","chr3",37292651,37293070,420,"*","Merged-chr3-37292848-26",0,"+",NA,"Distal Intergenic",3,37308627,37310439,1813,2,"207175","uc008pal.1",17369,"ENSMUSG00000045031","Cetn4","centrin 4"
"15","chr2",70118614,70119177,564,"*","Merged-chr2-70118902-52",0,"+",NA,"Intron (uc008jzd.2/329421, intron 7 of 34)",2,70096298,70183266,86969,1,"329421","uc008jze.1",22316,"ENSMUSG00000042064","Myo3b","myosin IIIB"
"16","chr5",149202880,149203516,637,"*","Merged-chr5-149203183-18",0,"+",NA,"Intron (uc009apg.2/231915, intron 6 of 8)",5,149191336,149215434,24099,1,"231915","uc009apn.1",11544,"ENSMUSG00000041264","Uspl1","ubiquitin specific peptidase like 1"
"17","chr16",93392059,93392496,438,"*","Merged-chr16-93392289-32",0,"+",NA,"Distal Intergenic",16,93369720,93369816,97,1,"791074","uc012aio.1",22339,"ENSMUSG00000076457","Mir802","microRNA 802"
"18","chr6",15714984,15715512,529,"*","Merged-chr6-15715270-33",0,"+",NA,"Distal Intergenic",6,15720661,15773304,52644,1,"16543","uc009azb.2",-5149,"ENSMUSG00000041390","Mdfic","MyoD family inhibitor domain containing"
"19","chr2",69003000,69003319,320,"*","Merged-chr2-69003152-17",0,"+",NA,"Intron (uc008jxs.1/241447, intron 4 of 9)",2,69135800,69189330,53531,1,"329416","uc008jxt.3",-132481,"ENSMUSG00000034738","Nostrin","nitric oxide synthase trafficker"
"20","chr4",107652699,107653170,472,"*","Merged-chr4-107652939-20",0,"+",NA,"Distal Intergenic",4,107676290,107683577,7288,2,"56296","uc008tzx.2",30407,"ENSMUSG00000028610","Dmrtb1","DMRT-like family B with proline-rich C-terminal, 1"
"21","chr9",111495543,111496180,638,"*","Merged-chr9-111495876-23",0,"+",NA,"Distal Intergenic",9,111439081,111489611,50531,1,"245038","uc009rvv.2",56462,"ENSMUSG00000032500","Dclk3","doublecortin-like kinase 3"
"22","chr4",11090736,11091058,323,"*","Merged-chr4-11090900-12",0,"+",NA,"Distal Intergenic",4,11071393,11076205,4813,2,"76947","uc008ryy.2",-14531,"ENSMUSG00000050323","Ndufaf6","NADH:ubiquinone oxidoreductase complex assembly factor 6"
"23","chr18",75454663,75455784,1122,"*","Merged-chr18-75455371-73",0,"+",NA,"Intron (uc008fqf.3/269037, intron 3 of 4)",18,75514645,75522806,8162,1,"100038353","uc029tqc.1",-58861,"ENSMUSG00000097712","Gm10532","predicted gene 10532"
"24","chr5",20681035,20681556,522,"*","Merged-chr5-20681242-21",0,"+",NA,"Intron (uc012dsm.1/50791, intron 22 of 22)",5,20758664,20774275,15612,2,"68770","uc012dsn.1",92719,"ENSMUSG00000039987","Phtf2","putative homeodomain transcription factor 2"
"25","chr2",135862697,135863449,753,"*","Merged-chr2-135863064-49",0,"+",NA,"Intron (uc008mob.1/18798, intron 2 of 28)",2,135887691,135987902,100212,1,"18798","uc008moe.1",-24242,"ENSMUSG00000039943","Plcb4","phospholipase C, beta 4"
