"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr4",135077161,135077482,322,"*","Merged-chr4-135077339-17",0,"+",NA,"Distal Intergenic",4,135120645,135177990,57346,1,"12399","uc008vgb.1",-43163,"ENSMUSG00000070691","Runx3","runt related transcription factor 3"
"2","chr2",34976835,34977485,651,"*","Merged-chr2-34977109-71",0,"+",NA,"Distal Intergenic",2,34947536,34961772,14237,2,"22029","uc008jjm.1",-15063,"ENSMUSG00000026875","Traf1","TNF receptor-associated factor 1"
"3","chr4",143213675,143214004,330,"*","Merged-chr4-143213826-7",0,"+",NA,"Promoter (<=1kb)",4,143162056,143212709,50654,2,"110593","uc012dok.1",-966,"ENSMUSG00000057637","Prdm2","PR domain containing 2, with ZNF domain"
"4","chr3",86961003,86961437,435,"*","Merged-chr3-86961231-31",0,"+",NA,"Distal Intergenic",3,86986586,86989533,2948,1,"12480","uc029umx.2",-25149,"ENSMUSG00000041750","Cd1d2","CD1d2 antigen"
"5","chr12",107992577,107992776,200,"*","Merged-chr12-107992676-1",0,"+",NA,"Intron (uc007ozh.1/58208, intron 1 of 3)",12,107910403,108003414,93012,2,"58208","uc007ozh.1",10638,"ENSMUSG00000048251","Bcl11b","B cell leukemia/lymphoma 11B"
"6","chr10",43983759,43984247,489,"*","Merged-chr10-43984044-26",0,"+",NA,"Intron (uc007ezq.2/11630, intron 6 of 19)",10,43950307,44004846,54540,2,"11630","uc007ezq.2",20599,"ENSMUSG00000019866","Crybg1","crystallin beta-gamma domain containing 1"
"7","chrX",103616086,103616362,277,"*","Merged-chrX-103616226-5",0,"+",NA,"Promoter (<=1kb)",20,103560910,103616954,56045,2,"78878","uc009tzt.2",592,"ENSMUSG00000086370","Ftx","Ftx transcript, Xist regulator (non-protein coding)"
"8","chr11",87595464,87595785,322,"*","Merged-chr11-87595611-9",0,"+",NA,"Promoter (2-3kb)",11,87592978,87616296,23319,1,"170749","uc007kub.1",2486,"ENSMUSG00000018401","Mtmr4","myotubularin related protein 4"
"9","chr6",127150260,127150459,200,"*","Merged-chr6-127150359-1",0,"+",NA,"Promoter (<=1kb)",6,127125708,127151048,25341,2,"12444","uc009dvr.2",589,"ENSMUSG00000000184","Ccnd2","cyclin D2"
"10","chr18",60746570,60746805,236,"*","Merged-chr18-60746687-3",0,"+",NA,"Promoter (1-2kb)",18,60703737,60748420,44684,2,"15531","uc008fav.1",1615,"ENSMUSG00000054008","Ndst1","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1"
