"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr6",95552241,95552453,213,"*","Merged-chr6-95552346-2",0,"+",NA,"Intron (uc057lqx.1/20917, intron 9 of 10)",6,95566396,95655599,89204,2,"20917","uc009dab.1",103146,"ENSMUSG00000061838","Suclg2","succinate-Coenzyme A ligase, GDP-forming, beta subunit"
"2","chr13",34914624,34915155,532,"*","Merged-chr13-34914852-26",0,"+",NA,"Promoter (1-2kb)",13,34909964,34916989,7026,2,"71864","uc007qbr.1",1834,"ENSMUSG00000021414","Fam217a","family with sequence similarity 217, member A"
"3","chr11",63146591,63146990,400,"*","Merged-chr11-63146790-18",0,"+",NA,"Intron (uc056yli.1/18858, intron 3 of 4)",11,63132803,63159547,26745,1,"18858","uc056yln.1",13788,"ENSMUSG00000018217","Pmp22","peripheral myelin protein 22"
"4","chr8",87958272,87959266,995,"*","Merged-chr8-87958879-43",0,"+",NA,"Promoter (<=1kb)",8,87661810,87959595,297786,2,"94187","uc009mqv.1",329,"ENSMUSG00000045333","Zfp423","zinc finger protein 423"
"5","chr7",67353051,67353256,206,"*","Merged-chr7-67353153-2",0,"+",NA,"Intron (uc009hif.3/17258, intron 1 of 11)",7,67231163,67372858,141696,2,"17258","uc009hif.3",19602,"ENSMUSG00000030557","Mef2a","myocyte enhancer factor 2A"
"6","chr9",46025297,46025618,322,"*","Merged-chr9-46025474-7",0,"+",NA,"Intron (uc009pgz.2/70661, intron 1 of 24)",9,46012820,46224194,211375,1,"70661","uc009pgz.2",12477,"ENSMUSG00000034135","Sik3","SIK family kinase 3"
"7","chr19",24241765,24242398,634,"*","Merged-chr19-24242140-10",0,"+",NA,"Distal Intergenic",19,24094502,24225026,130525,2,"21873","uc008ham.2",-16739,"ENSMUSG00000024812","Tjp2","tight junction protein 2"
"8","chr3",138854262,138854795,534,"*","Merged-chr3-138854493-16",0,"+",NA,"Intron (uc008rnp.2/56224, intron 1 of 7)",3,138742208,138904433,162226,1,"56224","uc008rnq.2",112054,"ENSMUSG00000028152","Tspan5","tetraspanin 5"
"9","chr13",6652543,6652897,355,"*","Merged-chr13-6652733-20",0,"+",NA,"Promoter (3-4kb)",13,6619061,6648771,29711,2,"56421","uc007pkd.2",-3772,"ENSMUSG00000021196","Pfkp","phosphofructokinase, platelet"
"10","chr12",100282306,100282795,490,"*","Merged-chr12-100282510-28",0,"+",NA,"Intron (uc029rxj.1/100038713, intron 1 of 3)",12,100276609,100300908,24300,1,"100038713","uc029rxj.1",5697,"ENSMUSG00000113679","Gm10432","predicted gene 10432"
"11","chr16",57421832,57422348,517,"*","Merged-chr16-57422160-30",0,"+",NA,"Intron (uc012agu.1/78749, intron 1 of 4)",16,57353277,57572804,219528,1,"78749","uc012agu.1",68555,"ENSMUSG00000043336","Filip1l","filamin A interacting protein 1-like"
"12","chr8",125667211,125667613,403,"*","Merged-chr8-125667402-39",0,"+",NA,"Promoter (2-3kb)",8,125669818,125673365,3548,1,"74393","uc009nyi.2",-2205,"ENSMUSG00000050930","Map10","microtubule-associated protein 10"
"13","chr5",96825737,96826236,500,"*","Merged-chr5-96826004-8",0,"+",NA,"3' UTR",5,96811050,96834906,23857,1,"11745","uc008yfn.1",14687,"ENSMUSG00000029484","Anxa3","annexin A3"
"14","chr2",163123596,163123997,402,"*","Merged-chr2-163123770-16",0,"+",NA,"Intron (uc008nsn.1/uc008nsn.1, intron 1 of 1)",2,163087031,163089601,2571,2,"68236","uc008nsm.1",-33995,"ENSMUSG00000070708","Gtsf1l","gametocyte specific factor 1-like"
"15","chr19",33265097,33265673,577,"*","Merged-chr19-33265390-26",0,"+",NA,"Intron (uc008hft.3/67795, intron 4 of 6)",19,33157112,33157201,90,1,"100628575","uc056zie.1",107985,"ENSMUSG00000106278","Mir3970","microRNA 3970"
"16","chr1",153101460,153101876,417,"*","Merged-chr1-153101655-26",0,"+",NA,"Intron (uc007czq.1/226518, intron 8 of 10)",1,153122756,153186447,63692,2,"16782","uc007czr.1",84571,"ENSMUSG00000026479","Lamc2","laminin, gamma 2"
"17","chr5",35813562,35813935,374,"*","Merged-chr5-35813752-8",0,"+",NA,"Intron (uc008xeg.2/231148, intron 6 of 19)",5,35757880,35884979,127100,1,"231148","uc033ijc.1",55682,"ENSMUSG00000029095","Ablim2","actin-binding LIM protein 2"
"18","chr2",70118614,70119177,564,"*","Merged-chr2-70118902-52",0,"+",NA,"Intron (uc008jzd.2/329421, intron 7 of 34)",2,70096298,70183266,86969,1,"329421","uc008jze.1",22316,"ENSMUSG00000042064","Myo3b","myosin IIIB"
"19","chr3",123083968,123084451,484,"*","Merged-chr3-123084162-14",0,"+",NA,"Intron (uc012cxa.1/118449, intron 4 of 4)",3,123024043,123034987,10945,2,"59006","uc008rff.2",-48981,"ENSMUSG00000028116","Myoz2","myozenin 2"
"20","chr5",149202880,149203516,637,"*","Merged-chr5-149203183-18",0,"+",NA,"Intron (uc009apg.2/231915, intron 6 of 8)",5,149191336,149215434,24099,1,"231915","uc009apn.1",11544,"ENSMUSG00000041264","Uspl1","ubiquitin specific peptidase like 1"
"21","chr4",107652699,107653170,472,"*","Merged-chr4-107652939-20",0,"+",NA,"Distal Intergenic",4,107676290,107683577,7288,2,"56296","uc008tzx.2",30407,"ENSMUSG00000028610","Dmrtb1","DMRT-like family B with proline-rich C-terminal, 1"
"22","chr4",11090736,11091058,323,"*","Merged-chr4-11090900-12",0,"+",NA,"Distal Intergenic",4,11071393,11076205,4813,2,"76947","uc008ryy.2",-14531,"ENSMUSG00000050323","Ndufaf6","NADH:ubiquinone oxidoreductase complex assembly factor 6"
"23","chr1",79751768,79752819,1052,"*","Merged-chr1-79752241-78",0,"+",NA,"Intron (uc007bqu.2/69368, intron 1 of 11)",1,79702262,79761769,59508,2,"69368","uc007bqu.2",8950,"ENSMUSG00000073643","Wdfy1","WD repeat and FYVE domain containing 1"
"24","chr5",20681035,20681556,522,"*","Merged-chr5-20681242-21",0,"+",NA,"Intron (uc012dsm.1/50791, intron 22 of 22)",5,20758664,20774275,15612,2,"68770","uc012dsn.1",92719,"ENSMUSG00000039987","Phtf2","putative homeodomain transcription factor 2"
"25","chr6",148961367,148961754,388,"*","Merged-chr6-148961537-19",0,"+",NA,"Distal Intergenic",6,148921057,148946432,25376,2,"56306","uc009etr.2",-14935,"ENSMUSG00000039985","Sinhcaf","SIN3-HDAC complex associated factor"
"26","chr2",135862697,135863449,753,"*","Merged-chr2-135863064-49",0,"+",NA,"Intron (uc008mob.1/18798, intron 2 of 28)",2,135887691,135987902,100212,1,"18798","uc008moe.1",-24242,"ENSMUSG00000039943","Plcb4","phospholipase C, beta 4"
"27","chr3",81489073,81489980,908,"*","Merged-chr3-81489616-14",0,"+",NA,"Distal Intergenic",3,81802025,81805161,3137,1,"320566","uc008pol.1",-312045,"ENSMUSG00000103695","A830029E22Rik","RIKEN cDNA A830029E22 gene"
"28","chr2",150134190,150134680,491,"*","Merged-chr2-150134419-14",0,"+",NA,"Promoter (1-2kb)",2,150114407,150136678,22272,2,"104348","uc008mtx.1",1998,"ENSMUSG00000068134","Zfp120","zinc finger protein 120"
"29","chr5",109997095,109997369,275,"*","Merged-chr5-109997231-2",0,"+",NA,"Promoter (<=1kb)",5,109996527,110010411,13885,1,"69504","uc008ypn.1",568,"ENSMUSG00000066613","Zfp932","zinc finger protein 932"
"30","chr1",181352444,181352868,425,"*","Merged-chr1-181352639-14",0,"+",NA,"Promoter (<=1kb)",1,181352628,181460641,108014,1,"72978","uc007dxh.2",0,"ENSMUSG00000026514","Cnih3","cornichon family AMPA receptor auxiliary protein 3"
"31","chr6",65818204,65818829,626,"*","Merged-chr6-65818480-32",0,"+",NA,"Intron (uc009cej.1/70779, intron 2 of 2)",6,65778962,65936377,157416,1,"70779","uc012emx.1",39242,"ENSMUSG00000029913","Prdm5","PR domain containing 5"
"32","chr9",7472665,7473253,589,"*","Merged-chr9-7473003-16",0,"+",NA,"Intron (uc009ocp.1/83995, intron 7 of 10)",9,7464141,7476869,12729,1,"83995","uc009ocp.1",8524,"ENSMUSG00000043089","Mmp1a","matrix metallopeptidase 1a (interstitial collagenase)"
"33","chr15",25216315,25217417,1103,"*","Merged-chr15-25216736-38",0,"+",NA,"Intron (uc007viv.1/uc007viv.1, intron 1 of 3)",15,25363277,25413764,50488,2,"70350","uc007vix.2",196347,"ENSMUSG00000045763","Basp1","brain abundant, membrane attached signal protein 1"
"34","chr15",5144382,5144656,275,"*","Merged-chr15-5144505-4",0,"+",NA,"Promoter (<=1kb)",15,5143861,5181899,38039,1,"105787","uc007vct.1",521,"ENSMUSG00000050697","Prkaa1","protein kinase, AMP-activated, alpha 1 catalytic subunit"
"35","chr5",146861618,146861971,354,"*","Merged-chr5-146861818-11",0,"+",NA,"Distal Intergenic",5,146845416,146847726,2311,1,"68895","uc009ann.1",16202,"ENSMUSG00000029641","Rasl11a","RAS-like, family 11, member A"
"36","chr13",31567547,31568170,624,"*","Merged-chr13-31567807-41",0,"+",NA,"Exon (uc007pzl.1/71307, exon 4 of 6)",13,31558170,31560976,2807,1,"15220","uc007pzj.3",9377,"ENSMUSG00000038415","Foxq1","forkhead box Q1"
"37","chr2",65413755,65414644,890,"*","Merged-chr2-65414267-82",0,"+",NA,"Distal Intergenic",2,65364296,65364400,105,2,"102466151","uc033hnd.1",-49355,"ENSMUSG00000099184","Mir6337","microRNA 6337"
"38","chr7",4948356,4948764,409,"*","Merged-chr7-4948568-26",0,"+",NA,"Distal Intergenic",7,4957081,4964348,7268,2,"381836","uc012exa.1",15584,"ENSMUSG00000030433","Sbk2","SH3-binding domain kinase family, member 2"
"39","chr6",99485174,99485586,413,"*","Merged-chr6-99485384-21",0,"+",NA,"Intron (uc012epq.1/108655, intron 1 of 19)",6,98925342,99520993,595652,2,"108655","uc012epq.1",35407,"ENSMUSG00000030067","Foxp1","forkhead box P1"
"40","chr5",90257045,90257507,463,"*","Merged-chr5-90257254-26",0,"+",NA,"Promoter (2-3kb)",5,90227166,90254811,27646,2,"81702","uc012dyh.1",-2234,"ENSMUSG00000055204","Ankrd17","ankyrin repeat domain 17"
"41","chr14",14042375,14042773,399,"*","Merged-chr14-14042557-42",0,"+",NA,"Intron (uc007sgi.3/246103, intron 3 of 11)",14,14012491,14107302,94812,1,"246103","uc007sgi.3",29884,"ENSMUSG00000021738","Atxn7","ataxin 7"
"42","chr3",84394810,84395635,826,"*","Merged-chr3-84395228-27",0,"+",NA,"Distal Intergenic",3,84349376,84379921,30546,2,"75309","uc029umw.1",-14889,"ENSMUSG00000104004","4930565D16Rik","RIKEN cDNA 4930565D16 gene"
