"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr13",51676831,51677336,506,"*","Merged-chr13-51677073-51",0,"+",NA,"Promoter (2-3kb)",13,51673865,51684044,10180,1,"75420","uc007qmm.2",2966,"ENSMUSG00000035139","Secisbp2","SECIS binding protein 2"
"2","chr12",85660857,85661337,481,"*","Merged-chr12-85661084-38",0,"+",NA,"Distal Intergenic",12,85686720,85709087,22368,1,"53314","uc007ohd.1",-25383,"ENSMUSG00000034266","Batf","basic leucine zipper transcription factor, ATF-like"
"3","chr9",118082634,118083064,431,"*","Merged-chr9-118082833-39",0,"+",NA,"Intron (uc009rzm.3/67899, intron 2 of 3)",9,118040522,118069794,29273,1,"27215","uc033jnp.1",42112,"ENSMUSG00000039285","Azi2","5-azacytidine induced gene 2"
"4","chr12",102725533,102726152,620,"*","Merged-chr12-102725794-51",0,"+",NA,"Distal Intergenic",12,102739830,102743661,3832,2,"64113","uc011yqo.2",17509,"ENSMUSG00000096458","Moap1","modulator of apoptosis 1"
"5","chr6",100879433,100879906,474,"*","Merged-chr6-100879682-24",0,"+",NA,"Distal Intergenic",6,100852485,100868717,16233,1,"232314","uc009dcc.1",26948,"ENSMUSG00000052144","Ppp4r2","protein phosphatase 4, regulatory subunit 2"
"6","chr15",61538916,61539388,473,"*","Merged-chr15-61539170-27",0,"+",NA,"Intron (uc007vye.1/432956, intron 3 of 3)",15,61534676,61739217,204542,2,"432956","uc007vye.1",199829,"ENSMUSG00000116031","D030024E09Rik","RIKEN cDNA D030024E09 gene"
"7","chr8",123032799,123033196,398,"*","Merged-chr8-123033029-47",0,"+",NA,"Intron (uc009ntz.2/77087, intron 1 of 12)",8,122883822,123042284,158463,2,"77087","uc009ntz.2",9088,"ENSMUSG00000035569","Ankrd11","ankyrin repeat domain 11"
"8","chr19",17263895,17264413,519,"*","Merged-chr19-17264155-12",0,"+",NA,"Distal Intergenic",19,17326141,17339505,13365,2,"14537","uc012bjg.2",75092,"ENSMUSG00000038843","Gcnt1","glucosaminyl (N-acetyl) transferase 1, core 2"
"9","chr10",118050240,118050648,409,"*","Merged-chr10-118050458-52",0,"+",NA,"Distal Intergenic",10,118141787,118148139,6353,1,"17245","uc007hds.2",-91139,"ENSMUSG00000020212","Mdm1","transformed mouse 3T3 cell double minute 1"
"10","chr8",88592680,88593022,343,"*","Merged-chr8-88592850-20",0,"+",NA,"3' UTR",8,88626828,88636128,9301,2,"71607","uc009mrp.1",43106,"ENSMUSG00000031662","Snx20","sorting nexin 20"
"11","chr11",97130347,97131136,790,"*","Merged-chr11-97130741-21",0,"+",NA,"Distal Intergenic",11,97098007,97115331,17325,2,"57765","uc007ldr.2",-15016,"ENSMUSG00000001444","Tbx21","T-box 21"
"12","chr8",87958272,87959266,995,"*","Merged-chr8-87958879-43",0,"+",NA,"Promoter (<=1kb)",8,87661810,87959595,297786,2,"94187","uc009mqv.1",329,"ENSMUSG00000045333","Zfp423","zinc finger protein 423"
"13","chr9",73038851,73039061,211,"*","Merged-chr9-73038955-2",0,"+",NA,"Promoter (<=1kb)",9,73015696,73039699,24004,2,"55981","uc009qqt.1",638,"ENSMUSG00000079469","Pigb","phosphatidylinositol glycan anchor biosynthesis, class B"
"14","chr8",120319460,120319861,402,"*","Merged-chr8-120319667-36",0,"+",NA,"Distal Intergenic",8,120204434,120228230,23797,2,"434353","uc009nqy.1",-91230,"ENSMUSG00000097960","A330074K22Rik","RIKEN cDNA A330074K22 gene"
"15","chr2",9563480,9564017,538,"*","Merged-chr2-9563735-15",0,"+",NA,"Distal Intergenic",2,9857078,9878600,21523,2,"14462","uc008ihe.1",314583,"ENSMUSG00000015619","Gata3","GATA binding protein 3"
"16","chr11",94275541,94275996,456,"*","Merged-chr11-94275707-70",0,"+",NA,"Distal Intergenic",11,94291140,94300060,8921,2,"67684","uc007kyi.1",24064,"ENSMUSG00000020863","Luc7l3","LUC7-like 3 (S. cerevisiae)"
"17","chr6",17633899,17634204,306,"*","Merged-chr6-17634029-17",0,"+",NA,"Promoter (2-3kb)",6,17637098,17659609,22512,1,"12343","uc009azs.1",-2894,"ENSMUSG00000015733","Capza2","capping protein (actin filament) muscle Z-line, alpha 2"
"18","chr2",157138157,157138587,431,"*","Merged-chr2-157138383-30",0,"+",NA,"Promoter (2-3kb)",2,157119564,157135222,15659,2,"56045","uc008nop.1",-2935,"ENSMUSG00000027639","Samhd1","SAM domain and HD domain, 1"
"19","chr19",40687093,40687823,731,"*","Merged-chr19-40687495-34",0,"+",NA,"Intron (uc008hld.2/12495, intron 1 of 9)",19,40659770,40741602,81833,1,"12495","uc008hlf.2",27323,"ENSMUSG00000048120","Entpd1","ectonucleoside triphosphate diphosphohydrolase 1"
"20","chr2",164544702,164545099,398,"*","Merged-chr2-164544892-36",0,"+",NA,"Distal Intergenic",2,164550530,164559730,9201,1,"670507","uc008nvd.1",-5431,NA,"Gm14317","predicted gene 14317"
"21","chr16",57571749,57572310,562,"*","Merged-chr16-57572005-26",0,"+",NA,"Exon (uc012agu.1/78749, exon 5 of 5)",16,57549242,57572804,23563,1,"78749","uc007znj.2",22507,"ENSMUSG00000043336","Filip1l","filamin A interacting protein 1-like"
"22","chr3",138868383,138868750,368,"*","Merged-chr3-138868592-15",0,"+",NA,"Exon (uc008rnp.2/56224, exon 2 of 8)",3,138742208,138904433,162226,1,"56224","uc008rnq.2",126175,"ENSMUSG00000028152","Tspan5","tetraspanin 5"
"23","chr5",35813562,35813935,374,"*","Merged-chr5-35813752-8",0,"+",NA,"Intron (uc008xeg.2/231148, intron 6 of 19)",5,35757880,35884979,127100,1,"231148","uc033ijc.1",55682,"ENSMUSG00000029095","Ablim2","actin-binding LIM protein 2"
"24","chr3",37292651,37293070,420,"*","Merged-chr3-37292848-26",0,"+",NA,"Distal Intergenic",3,37308627,37310439,1813,2,"207175","uc008pal.1",17369,"ENSMUSG00000045031","Cetn4","centrin 4"
"25","chr16",93392059,93392496,438,"*","Merged-chr16-93392289-32",0,"+",NA,"Distal Intergenic",16,93369720,93369816,97,1,"791074","uc012aio.1",22339,"ENSMUSG00000076457","Mir802","microRNA 802"
"26","chr2",69003000,69003319,320,"*","Merged-chr2-69003152-17",0,"+",NA,"Intron (uc008jxs.1/241447, intron 4 of 9)",2,69135800,69189330,53531,1,"329416","uc008jxt.3",-132481,"ENSMUSG00000034738","Nostrin","nitric oxide synthase trafficker"
