"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr13",34914624,34915155,532,"*","Merged-chr13-34914852-26",0,"+",NA,"Promoter (1-2kb)",13,34909964,34916989,7026,2,"71864","uc007qbr.1",1834,"ENSMUSG00000021414","Fam217a","family with sequence similarity 217, member A"
"2","chr7",67353051,67353256,206,"*","Merged-chr7-67353153-2",0,"+",NA,"Intron (uc009hif.3/17258, intron 1 of 11)",7,67231163,67372858,141696,2,"17258","uc009hif.3",19602,"ENSMUSG00000030557","Mef2a","myocyte enhancer factor 2A"
"3","chr9",46025297,46025618,322,"*","Merged-chr9-46025474-7",0,"+",NA,"Intron (uc009pgz.2/70661, intron 1 of 24)",9,46012820,46224194,211375,1,"70661","uc009pgz.2",12477,"ENSMUSG00000034135","Sik3","SIK family kinase 3"
"4","chr14",9089808,9090262,455,"*","Merged-chr14-9090049-14",0,"+",NA,"Distal Intergenic",14,8666390,8673378,6989,1,"74859","uc007sfi.1",423418,"ENSMUSG00000097898","4930455B14Rik","RIKEN cDNA 4930455B14 gene"
"5","chr1",15791747,15792297,551,"*","Merged-chr1-15791984-23",0,"+",NA,"Distal Intergenic",1,15805646,15822013,16368,1,"21749","uc007ajf.2",-13349,"ENSMUSG00000025925","Terf1","telomeric repeat binding factor 1"
"6","chr16",57421832,57422348,517,"*","Merged-chr16-57422160-30",0,"+",NA,"Intron (uc012agu.1/78749, intron 1 of 4)",16,57353277,57572804,219528,1,"78749","uc012agu.1",68555,"ENSMUSG00000043336","Filip1l","filamin A interacting protein 1-like"
"7","chr8",125667211,125667613,403,"*","Merged-chr8-125667402-39",0,"+",NA,"Promoter (2-3kb)",8,125669818,125673365,3548,1,"74393","uc009nyi.2",-2205,"ENSMUSG00000050930","Map10","microtubule-associated protein 10"
"8","chr18",50112725,50113191,467,"*","Merged-chr18-50112959-34",0,"+",NA,"Distal Intergenic",18,50128201,50196270,68070,1,"15488","uc008eww.2",-15010,"ENSMUSG00000024507","Hsd17b4","hydroxysteroid (17-beta) dehydrogenase 4"
"9","chr3",123083968,123084451,484,"*","Merged-chr3-123084162-14",0,"+",NA,"Intron (uc012cxa.1/118449, intron 4 of 4)",3,123024043,123034987,10945,2,"59006","uc008rff.2",-48981,"ENSMUSG00000028116","Myoz2","myozenin 2"
"10","chr5",149202880,149203516,637,"*","Merged-chr5-149203183-18",0,"+",NA,"Intron (uc009apg.2/231915, intron 6 of 8)",5,149191336,149215434,24099,1,"231915","uc009apn.1",11544,"ENSMUSG00000041264","Uspl1","ubiquitin specific peptidase like 1"
