"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr18",34859881,34860230,350,"*","Merged-chr18-34860058-4",0,"+",NA,"Promoter (<=1kb)",18,34861207,34864956,3750,1,"13653","uc008elt.1",-977,"ENSMUSG00000038418","Egr1","early growth response 1"
"2","chr10",118050240,118050648,409,"*","Merged-chr10-118050458-52",0,"+",NA,"Distal Intergenic",10,118141787,118148139,6353,1,"17245","uc007hds.2",-91139,"ENSMUSG00000020212","Mdm1","transformed mouse 3T3 cell double minute 1"
"3","chr16",93392059,93392496,438,"*","Merged-chr16-93392289-32",0,"+",NA,"Distal Intergenic",16,93369720,93369816,97,1,"791074","uc012aio.1",22339,"ENSMUSG00000076457","Mir802","microRNA 802"
"4","chr2",69003000,69003319,320,"*","Merged-chr2-69003152-17",0,"+",NA,"Intron (uc008jxs.1/241447, intron 4 of 9)",2,69135800,69189330,53531,1,"329416","uc008jxt.3",-132481,"ENSMUSG00000034738","Nostrin","nitric oxide synthase trafficker"
"5","chr17",79603474,79603913,440,"*","Merged-chr17-79603742-19",0,"+",NA,"Distal Intergenic",17,79614900,79682152,67253,1,"381110","uc008dpy.1",-10987,"ENSMUSG00000036368","Rmdn2","regulator of microtubule dynamics 2"
"6","chr13",32966056,32966412,357,"*","Merged-chr13-32966239-7",0,"+",NA,"Promoter (<=1kb)",13,32965513,32979037,13525,1,"20708","uc011yyc.1",543,"ENSMUSG00000042842","Serpinb6b","serine (or cysteine) peptidase inhibitor, clade B, member 6b"
"7","chr4",101298248,101298869,622,"*","Merged-chr4-101298593-40",0,"+",NA,"Distal Intergenic",4,101151974,101265282,113309,2,"16451","uc008tvk.1",-32966,"ENSMUSG00000028530","Jak1","Janus kinase 1"
"8","chr8",111720151,111720542,392,"*","Merged-chr8-111720342-23",0,"+",NA,"Promoter (3-4kb)",8,111715283,111716614,1332,2,"12927","uc009nmv.1",-3537,"ENSMUSG00000031955","Bcar1","breast cancer anti-estrogen resistance 1"
"9","chr19",43809278,43809705,428,"*","Merged-chr19-43809499-23",0,"+",NA,"Intron (uc008how.1/12780, intron 11 of 31)",19,43782308,43838218,55911,1,"12780","uc008how.1",26970,"ENSMUSG00000025194","Abcc2","ATP-binding cassette, sub-family C (CFTR/MRP), member 2"
"10","chr8",121568067,121568689,623,"*","Merged-chr8-121568444-23",0,"+",NA,"Intron (uc009nrv.3/76454, intron 1 of 8)",8,121549443,121578806,29364,2,"76454","uc009nrv.3",10117,"ENSMUSG00000052934","Fbxo31","F-box protein 31"
"11","chr17",73151412,73152154,743,"*","Merged-chr17-73151770-42",0,"+",NA,"Intron (uc008dnh.3/225010, intron 1 of 5)",17,73107985,73243368,135384,1,"225010","uc012axa.2",43427,"ENSMUSG00000054469","Lclat1","lysocardiolipin acyltransferase 1"
"12","chr19",47441497,47442030,534,"*","Merged-chr19-47441747-24",0,"+",NA,"Intron (uc008huz.2/14218, intron 1 of 14)",19,47260174,47464411,204238,2,"14218","uc008huz.2",22381,"ENSMUSG00000053617","Sh3pxd2a","SH3 and PX domains 2A"
"13","chr8",124045855,124046104,250,"*","Merged-chr8-124045987-6",0,"+",NA,"Intron (uc012gmt.1/382038, intron 9 of 9)",8,124023460,124048504,25045,1,"382038","uc009nwy.1",22395,"ENSMUSG00000031976","Urb2","URB2 ribosome biogenesis 2 homolog (S. cerevisiae)"
"14","chr9",123807758,123808153,396,"*","Merged-chr9-123807942-4",0,"+",NA,"Promoter (1-2kb)",9,123806477,123811754,5278,1,"80901","uc033jnz.1",1281,"ENSMUSG00000048521","Cxcr6","chemokine (C-X-C motif) receptor 6"
"15","chr16",52470162,52470708,547,"*","Merged-chr16-52470408-42",0,"+",NA,"Distal Intergenic",16,52305264,52452997,147734,2,"11658","uc012agn.1",-17165,"ENSMUSG00000022636","Alcam","activated leukocyte cell adhesion molecule"
"16","chr10",117969871,117970187,317,"*","Merged-chr10-117970017-9",0,"+",NA,"Distal Intergenic",10,117925459,117948307,22849,1,"71067","uc029rfv.1",44412,"ENSMUSG00000112500","4933411E08Rik","RIKEN cDNA 4933411E08 gene"
"17","chr2",32164572,32164881,310,"*","Merged-chr2-32164725-10",0,"+",NA,"Intron (uc008jem.2/227723, intron 1 of 29)",2,32151148,32234537,83390,1,"227723","uc008jen.2",13424,"ENSMUSG00000039262","Prrc2b","proline-rich coiled-coil 2B"
"18","chr17",84061228,84061435,208,"*","Merged-chr17-84061332-3",0,"+",NA,"Distal Intergenic",17,84078660,84089875,11216,1,"74473","uc029tkx.1",-17225,NA,"4933433H22Rik","RIKEN cDNA 4933433H22 gene"
"19","chr13",45442929,45443492,564,"*","Merged-chr13-45443236-24",0,"+",NA,"Distal Intergenic",13,45389742,45411940,22199,1,"218203","uc007qgz.1",53187,"ENSMUSG00000038175","Mylip","myosin regulatory light chain interacting protein"
"20","chr2",153651227,153651643,417,"*","Merged-chr2-153651465-6",0,"+",NA,"Promoter (1-2kb)",2,153649449,153687730,38282,1,"13436","uc008nij.3",1778,"ENSMUSG00000027478","Dnmt3b","DNA methyltransferase 3B"
"21","chr2",114135228,114135497,270,"*","Merged-chr2-114135366-6",0,"+",NA,"Intron (uc008lqd.4/11834, intron 17 of 34)",2,114150516,114150570,55,2,"102465982","uc033hpi.1",15073,"ENSMUSG00000098464","Mir7002","microRNA 7002"
"22","chr12",25362863,25363186,324,"*","Merged-chr12-25363030-6",0,"+",NA,"Distal Intergenic",12,25129174,25132274,3101,1,"432641","uc029rrm.1",233689,NA,"Gm17746","predicted gene, 17746"
"23","chr9",120057139,120057420,282,"*","Merged-chr9-120057282-6",0,"+",NA,"Intron (uc009sbz.2/13051, intron 1 of 1)",9,120048683,120068296,19614,2,"13051","uc009sbz.2",10876,"ENSMUSG00000052336","Cx3cr1","chemokine (C-X3-C motif) receptor 1"
"24","chr10",61327965,61328314,350,"*","Merged-chr10-61328115-9",0,"+",NA,"Intron (uc011xet.1/27355, intron 17 of 18)",10,61319657,61356036,36380,2,"27355","uc011xet.1",27722,"ENSMUSG00000020092","Pald1","phosphatase domain containing, paladin 1"
"25","chr10",17511999,17512321,323,"*","Merged-chr10-17512175-6",0,"+",NA,"Distal Intergenic",10,17723228,17725674,2447,1,"17684","uc007elt.2",-210907,"ENSMUSG00000039910","Cited2","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2"
"26","chrX",50789808,50790029,222,"*","Merged-chrX-50789917-6",0,"+",NA,"Distal Intergenic",20,50841371,50893098,51728,1,"70415","uc009tdr.2",-51342,"ENSMUSG00000031112","Stk26","serine/threonine kinase 26"
"27","chr4",32131935,32132181,247,"*","Merged-chr4-32132058-6",0,"+",NA,"Distal Intergenic",4,32238950,32563367,324418,1,"12014","uc012dbf.1",-106769,"ENSMUSG00000040270","Bach2","BTB and CNC homology, basic leucine zipper transcription factor 2"
"28","chr7",43430633,43431067,435,"*","Merged-chr7-43430848-7",0,"+",NA,"Promoter (<=1kb)",7,43430101,43435991,5891,1,"233187","uc009gmp.1",532,"ENSMUSG00000093639","Lim2","lens intrinsic membrane protein 2"
"29","chr11",83605470,83605760,291,"*","Merged-chr11-83605629-6",0,"+",NA,"Intron (uc007kpk.2/100504464, intron 2 of 8)",11,83587886,83593087,5202,2,"20305","uc007kpm.1",-12383,"ENSMUSG00000018927","Ccl6","chemokine (C-C motif) ligand 6"
"30","chr19",9116416,9116657,242,"*","Merged-chr19-9116540-6",0,"+",NA,"Exon (uc008gon.1/66514, exon 5 of 7)",19,9111719,9135566,23848,2,"66514","uc008gon.1",18909,"ENSMUSG00000024654","Asrgl1","asparaginase like 1"
"31","chr6",129817582,129818091,510,"*","Merged-chr6-129817846-22",0,"+",NA,"Distal Intergenic",6,129766647,129775849,9203,2,"232415","uc009egs.1",-41733,"ENSMUSG00000071158","Gm156","predicted gene 156"
"32","chr11",117777185,117777493,309,"*","Merged-chr11-117777340-14",0,"+",NA,"Promoter (1-2kb)",11,117765985,117779048,13064,2,"217353","uc007mnm.2",1555,"ENSMUSG00000025572","Tmc6","transmembrane channel-like gene family 6"
"33","chr11",17004979,17005398,420,"*","Merged-chr11-17005179-7",0,"+",NA,"Promoter (3-4kb)",11,16971206,17008718,37513,2,"56193","uc007ibv.2",3320,"ENSMUSG00000020120","Plek","pleckstrin"
"34","chr17",86969596,86970058,463,"*","Merged-chr17-86969824-22",0,"+",NA,"Intron (uc008dum.1/104215, intron 2 of 4)",17,86963111,87000069,36959,1,"104215","uc008dum.1",6485,"ENSMUSG00000024143","Rhoq","ras homolog family member Q"
"35","chr11",103375190,103375661,472,"*","Merged-chr11-103375376-18",0,"+",NA,"Intron (uc007lug.1/353047, intron 7 of 11)",11,103359372,103363692,4321,2,"544817","uc007luf.3",-11498,"ENSMUSG00000034255","Arhgap27","Rho GTPase activating protein 27"
"36","chr5",8985554,8985905,352,"*","Merged-chr5-8985734-11",0,"+",NA,"Intron (uc008wkt.1/74114, intron 6 of 17)",5,8986181,8997042,10862,2,"74114","uc008wku.1",11137,"ENSMUSG00000003623","Crot","carnitine O-octanoyltransferase"
