"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr6",100879433,100879906,474,"*","Merged-chr6-100879682-24",0,"+",NA,"Distal Intergenic",6,100852485,100868717,16233,1,"232314","uc009dcc.1",26948,"ENSMUSG00000052144","Ppp4r2","protein phosphatase 4, regulatory subunit 2"
"2","chr8",123032799,123033196,398,"*","Merged-chr8-123033029-47",0,"+",NA,"Intron (uc009ntz.2/77087, intron 1 of 12)",8,122883822,123042284,158463,2,"77087","uc009ntz.2",9088,"ENSMUSG00000035569","Ankrd11","ankyrin repeat domain 11"
"3","chr11",97130347,97131136,790,"*","Merged-chr11-97130741-21",0,"+",NA,"Distal Intergenic",11,97098007,97115331,17325,2,"57765","uc007ldr.2",-15016,"ENSMUSG00000001444","Tbx21","T-box 21"
"4","chr2",9563480,9564017,538,"*","Merged-chr2-9563735-15",0,"+",NA,"Distal Intergenic",2,9857078,9878600,21523,2,"14462","uc008ihe.1",314583,"ENSMUSG00000015619","Gata3","GATA binding protein 3"
"5","chr2",157138157,157138587,431,"*","Merged-chr2-157138383-30",0,"+",NA,"Promoter (2-3kb)",2,157119564,157135222,15659,2,"56045","uc008nop.1",-2935,"ENSMUSG00000027639","Samhd1","SAM domain and HD domain, 1"
"6","chr16",57571749,57572310,562,"*","Merged-chr16-57572005-26",0,"+",NA,"Exon (uc012agu.1/78749, exon 5 of 5)",16,57549242,57572804,23563,1,"78749","uc007znj.2",22507,"ENSMUSG00000043336","Filip1l","filamin A interacting protein 1-like"
"7","chr15",62307514,62307976,463,"*","Merged-chr15-62307715-11",0,"+",NA,"Intron (uc007vym.2/19296, intron 5 of 9)",15,62217541,62219451,1911,2,"67552","uc007vyp.1",-88063,NA,"H2afy3","H2A histone family, member Y3"
"8","chr11",97246503,97246918,416,"*","Merged-chr11-97246717-13",0,"+",NA,"Intron (uc007ldv.3/19155, intron 4 of 22)",11,97205854,97280576,74723,2,"19155","uc007ldv.3",33658,"ENSMUSG00000001441","Npepps","aminopeptidase puromycin sensitive"
"9","chr2",52455756,52456210,455,"*","Merged-chr2-52455990-26",0,"+",NA,"Intron (uc008jra.2/12298, intron 8 of 12)",2,52397951,52424874,26924,2,"75423","uc008jqy.1",-30882,"ENSMUSG00000036093","Arl5a","ADP-ribosylation factor-like 5A"
"10","chr1",127619219,127619585,367,"*","Merged-chr1-127619429-18",0,"+",NA,"Intron (uc007cku.1/72160, intron 2 of 8)",1,127486552,127678021,191470,2,"72160","uc007cku.1",58436,"ENSMUSG00000026347","Tmem163","transmembrane protein 163"
