"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr6",95552241,95552453,213,"*","Merged-chr6-95552346-2",0,"+",NA,"Intron (uc057lqx.1/20917, intron 9 of 10)",6,95566396,95655599,89204,2,"20917","uc009dab.1",103146,"ENSMUSG00000061838","Suclg2","succinate-Coenzyme A ligase, GDP-forming, beta subunit"
"2","chr13",34914624,34915155,532,"*","Merged-chr13-34914852-26",0,"+",NA,"Promoter (1-2kb)",13,34909964,34916989,7026,2,"71864","uc007qbr.1",1834,"ENSMUSG00000021414","Fam217a","family with sequence similarity 217, member A"
"3","chr11",63146591,63146990,400,"*","Merged-chr11-63146790-18",0,"+",NA,"Intron (uc056yli.1/18858, intron 3 of 4)",11,63132803,63159547,26745,1,"18858","uc056yln.1",13788,"ENSMUSG00000018217","Pmp22","peripheral myelin protein 22"
"4","chr7",67353051,67353256,206,"*","Merged-chr7-67353153-2",0,"+",NA,"Intron (uc009hif.3/17258, intron 1 of 11)",7,67231163,67372858,141696,2,"17258","uc009hif.3",19602,"ENSMUSG00000030557","Mef2a","myocyte enhancer factor 2A"
"5","chr8",39114012,39114243,232,"*","Merged-chr8-39114127-2",0,"+",NA,"Intron (uc029wsp.1/80286, intron 4 of 5)",8,39005867,39165114,159248,1,"80286","uc029wso.2",108145,"ENSMUSG00000039530","Tusc3","tumor suppressor candidate 3"
"6","chr12",100282306,100282795,490,"*","Merged-chr12-100282510-28",0,"+",NA,"Intron (uc029rxj.1/100038713, intron 1 of 3)",12,100276609,100300908,24300,1,"100038713","uc029rxj.1",5697,"ENSMUSG00000113679","Gm10432","predicted gene 10432"
"7","chr8",125667211,125667613,403,"*","Merged-chr8-125667402-39",0,"+",NA,"Promoter (2-3kb)",8,125669818,125673365,3548,1,"74393","uc009nyi.2",-2205,"ENSMUSG00000050930","Map10","microtubule-associated protein 10"
"8","chr7",114284444,114284892,449,"*","Merged-chr7-114284648-5",0,"+",NA,"Distal Intergenic",7,114270489,114276116,5628,2,"26440","uc009jhz.1",-8328,"ENSMUSG00000030751","Psma1","proteasome (prosome, macropain) subunit, alpha type 1"
"9","chr8",33508551,33508931,381,"*","Merged-chr8-33508683-13",0,"+",NA,"Distal Intergenic",8,33517324,33585585,68262,1,"104271","uc009lka.1",-8393,"ENSMUSG00000009628","Tex15","testis expressed gene 15"
"10","chr18",34827526,34828018,493,"*","Merged-chr18-34827772-23",0,"+",NA,"Exon (uc008elp.2/277250, exon 15 of 23)",18,34840589,34847463,6875,1,"225362","uc008elr.2",-12571,"ENSMUSG00000038555","Reep2","receptor accessory protein 2"
"11","chr19",33265097,33265673,577,"*","Merged-chr19-33265390-26",0,"+",NA,"Intron (uc008hft.3/67795, intron 4 of 6)",19,33157112,33157201,90,1,"100628575","uc056zie.1",107985,"ENSMUSG00000106278","Mir3970","microRNA 3970"
"12","chr9",112207839,112208479,641,"*","Merged-chr9-112208055-25",0,"+",NA,"Intron (uc009rwb.2/74100, intron 1 of 18)",9,112116220,112217261,101042,2,"74100","uc012hbs.1",8782,"ENSMUSG00000032503","Arpp21","cyclic AMP-regulated phosphoprotein, 21"
"13","chr3",148729944,148730281,338,"*","Merged-chr3-148730095-3",0,"+",NA,"Distal Intergenic",3,148815586,148823051,7466,2,"99633","uc008rry.1",92770,"ENSMUSG00000028184","Adgrl2","adhesion G protein-coupled receptor L2"
"14","chr3",123083968,123084451,484,"*","Merged-chr3-123084162-14",0,"+",NA,"Intron (uc012cxa.1/118449, intron 4 of 4)",3,123024043,123034987,10945,2,"59006","uc008rff.2",-48981,"ENSMUSG00000028116","Myoz2","myozenin 2"
"15","chrX",17521037,17521699,663,"*","Merged-chrX-17521323-26",0,"+",NA,"Distal Intergenic",20,17555600,17571641,16042,2,"72018","uc009ssf.2",49942,"ENSMUSG00000025040","Fundc1","FUN14 domain containing 1"
"16","chr9",121602445,121602758,314,"*","Merged-chr9-121602588-5",0,"+",NA,"Intron (uc009sdj.2/75384, intron 2 of 3)",9,121587020,121614255,27236,1,"75384","uc009sdk.2",15425,"ENSMUSG00000084995","Lyzl4os","lysozyme-like 4, opposite strand"
"17","chr5",111115649,111116019,371,"*","Merged-chr5-111115813-11",0,"+",NA,"Intron (uc033ild.2/209683, intron 5 of 22)",5,111004144,111004252,109,1,"735278","uc012ebd.1",111505,"ENSMUSG00000076163","Mir701","microRNA 701"
"18","chr17",23616940,23617470,531,"*","Merged-chr17-23617236-49",0,"+",NA,"Distal Intergenic",17,23605505,23611019,5515,1,"332221","uc012alv.1",11435,"ENSMUSG00000023902","Zscan10","zinc finger and SCAN domain containing 10"
"19","chr16",23144252,23144759,508,"*","Merged-chr16-23144552-50",0,"+",NA,"Promoter (1-2kb)",16,23146536,23157968,11433,1,"11450","uc007ytk.1",-1777,"ENSMUSG00000022878","Adipoq","adiponectin, C1Q and collagen domain containing"
"20","chr6",148961367,148961754,388,"*","Merged-chr6-148961537-19",0,"+",NA,"Distal Intergenic",6,148921057,148946432,25376,2,"56306","uc009etr.2",-14935,"ENSMUSG00000039985","Sinhcaf","SIN3-HDAC complex associated factor"
"21","chr9",13973715,13974031,317,"*","Merged-chr9-13973849-7",0,"+",NA,"Distal Intergenic",9,13836703,13840062,3360,1,"72826","uc009oeh.1",137012,"ENSMUSG00000037808","Fam76b","family with sequence similarity 76, member B"
"22","chr15",36336677,36337277,601,"*","Merged-chr15-36337000-24",0,"+",NA,"Distal Intergenic",15,36265119,36283147,18029,2,"30945","uc007vmr.1",-53530,"ENSMUSG00000022280","Rnf19a","ring finger protein 19A"
"23","chr3",81489073,81489980,908,"*","Merged-chr3-81489616-14",0,"+",NA,"Distal Intergenic",3,81802025,81805161,3137,1,"320566","uc008pol.1",-312045,"ENSMUSG00000103695","A830029E22Rik","RIKEN cDNA A830029E22 gene"
"24","chr7",24608148,24608606,459,"*","Merged-chr7-24608343-34",0,"+",NA,"Promoter (2-3kb)",7,24611328,24629297,17970,1,"232970","uc009fqc.1",-2722,"ENSMUSG00000074277","Phldb3","pleckstrin homology like domain, family B, member 3"
"25","chr3",115819500,115819706,207,"*","Merged-chr3-115819602-2",0,"+",NA,"Distal Intergenic",3,115881578,115888059,6482,2,"68161","uc008rbp.3",68353,"ENSMUSG00000054426","A930005H10Rik","RIKEN cDNA A930005H10 gene"
"26","chr10",90728054,90729043,990,"*","Merged-chr10-90728710-55",0,"+",NA,"Intron (uc057kjj.1/77531, intron 17 of 25)",10,90829843,90923602,93760,1,"77531","uc007gtd.1",-100800,"ENSMUSG00000058589","Anks1b","ankyrin repeat and sterile alpha motif domain containing 1B"
"27","chr7",110796551,110796954,404,"*","Merged-chr7-110796753-46",0,"+",NA,"Intron (uc009jfl.3/11717, intron 6 of 14)",7,110772604,110812409,39806,1,"11717","uc009jfn.3",23947,"ENSMUSG00000005686","Ampd3","adenosine monophosphate deaminase 3"
"28","chr17",35194233,35194794,562,"*","Merged-chr17-35194472-47",0,"+",NA,"Promoter (<=1kb)",17,35194507,35196305,1799,1,"16994","uc008cgp.2",0,"ENSMUSG00000024399","Ltb","lymphotoxin B"
"29","chr6",65818204,65818829,626,"*","Merged-chr6-65818480-32",0,"+",NA,"Intron (uc009cej.1/70779, intron 2 of 2)",6,65778962,65936377,157416,1,"70779","uc012emx.1",39242,"ENSMUSG00000029913","Prdm5","PR domain containing 5"
"30","chr4",9770694,9771398,705,"*","Merged-chr4-9771034-56",0,"+",NA,"Promoter (<=1kb)",4,9770741,9823411,52671,1,"320152","uc008rys.1",0,NA,"4930412C18Rik","RIKEN cDNA 4930412C18 gene"
"31","chr17",21845406,21846091,686,"*","Merged-chr17-21845785-22",0,"+",NA,"Promoter (<=1kb)",17,21816876,21845759,28884,2,"75424","uc008ari.1",0,"ENSMUSG00000069743","Zfp820","zinc finger protein 820"
"32","chr3",149381219,149381470,252,"*","Merged-chr3-149381344-2",0,"+",NA,"Intron (uc008rse.1/uc008rse.1, intron 1 of 3)",3,149274737,149279980,5244,1,"381482","uc008rsd.1",106482,NA,"Gm1653","predicted gene 1653"
"33","chr13",108667104,108667450,347,"*","Merged-chr13-108667281-5",0,"+",NA,"Intron (uc007rvg.2/238871, intron 1 of 16)",13,108654105,109955969,1301865,1,"238871","uc007rvg.2",12999,"ENSMUSG00000021699","Pde4d","phosphodiesterase 4D, cAMP specific"
"34","chr15",25216315,25217417,1103,"*","Merged-chr15-25216736-38",0,"+",NA,"Intron (uc007viv.1/uc007viv.1, intron 1 of 3)",15,25363277,25413764,50488,2,"70350","uc007vix.2",196347,"ENSMUSG00000045763","Basp1","brain abundant, membrane attached signal protein 1"
"35","chr4",59336127,59336333,207,"*","Merged-chr4-59336230-3",0,"+",NA,"Intron (uc012dew.1/634731, intron 12 of 16)",4,59331957,59362980,31024,2,"634731","uc008szu.1",26647,"ENSMUSG00000038578","Susd1","sushi domain containing 1"
"36","chr7",4948356,4948764,409,"*","Merged-chr7-4948568-26",0,"+",NA,"Distal Intergenic",7,4957081,4964348,7268,2,"381836","uc012exa.1",15584,"ENSMUSG00000030433","Sbk2","SH3-binding domain kinase family, member 2"
"37","chr6",99485174,99485586,413,"*","Merged-chr6-99485384-21",0,"+",NA,"Intron (uc012epq.1/108655, intron 1 of 19)",6,98925342,99520993,595652,2,"108655","uc012epq.1",35407,"ENSMUSG00000030067","Foxp1","forkhead box P1"
"38","chr14",14042375,14042773,399,"*","Merged-chr14-14042557-42",0,"+",NA,"Intron (uc007sgi.3/246103, intron 3 of 11)",14,14012491,14107302,94812,1,"246103","uc007sgi.3",29884,"ENSMUSG00000021738","Atxn7","ataxin 7"
"39","chr2",70809949,70810269,321,"*","Merged-chr2-70810124-9",0,"+",NA,"Intron (uc008jzt.2/228012, intron 1 of 19)",2,70712407,70825480,113074,2,"228012","uc008jzt.2",15211,"ENSMUSG00000041997","Tlk1","tousled-like kinase 1"
"40","chr16",21836548,21837159,612,"*","Merged-chr16-21836791-13",0,"+",NA,"Exon (uc007yrq.1/uc007yrq.1, exon 1 of 3)",16,21794347,21809040,14694,1,"100043489","uc057kuz.1",42201,"ENSMUSG00000097290","1300002E11Rik","RIKEN cDNA 1300002E11 gene"
"41","chr7",49420894,49421579,686,"*","Merged-chr7-49421353-29",0,"+",NA,"Intron (uc057ahi.2/78286, intron 7 of 39)",7,49450760,49464929,14170,1,"78286","uc009hbl.1",-29181,"ENSMUSG00000052512","Nav2","neuron navigator 2"
"42","chr2",135824287,135824652,366,"*","Merged-chr2-135824469-2",0,"+",NA,"Intron (uc008mob.1/18798, intron 2 of 28)",2,135887691,135987902,100212,1,"18798","uc008moe.1",-63039,"ENSMUSG00000039943","Plcb4","phospholipase C, beta 4"
