"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr19",53740803,53741189,387,"*","Merged-chr19-53741018-5",0,"+",NA,"Intron (uc008hwz.2/73713, intron 1 of 13)",19,53677306,53867080,189775,1,"73713","uc008hwz.2",63497,"ENSMUSG00000043639","Rbm20","RNA binding motif protein 20"
"2","chr16",93392059,93392496,438,"*","Merged-chr16-93392289-32",0,"+",NA,"Distal Intergenic",16,93369720,93369816,97,1,"791074","uc012aio.1",22339,"ENSMUSG00000076457","Mir802","microRNA 802"
"3","chr2",69003000,69003319,320,"*","Merged-chr2-69003152-17",0,"+",NA,"Intron (uc008jxs.1/241447, intron 4 of 9)",2,69135800,69189330,53531,1,"329416","uc008jxt.3",-132481,"ENSMUSG00000034738","Nostrin","nitric oxide synthase trafficker"
"4","chr13",105066593,105067563,971,"*","Merged-chr13-105067185-59",0,"+",NA,"Distal Intergenic",13,104947153,105054930,107778,2,"52882","uc007rtp.1",-11663,"ENSMUSG00000021719","Rgs7bp","regulator of G-protein signalling 7 binding protein"
"5","chr5",122987335,122987599,265,"*","Merged-chr5-122987462-4",0,"+",NA,"Promoter (<=1kb)",5,122932467,122988499,56033,2,"30841","uc057abp.1",900,"ENSMUSG00000029475","Kdm2b","lysine (K)-specific demethylase 2B"
"6","chr8",111720151,111720542,392,"*","Merged-chr8-111720342-23",0,"+",NA,"Promoter (3-4kb)",8,111715283,111716614,1332,2,"12927","uc009nmv.1",-3537,"ENSMUSG00000031955","Bcar1","breast cancer anti-estrogen resistance 1"
"7","chr8",126539575,126540035,461,"*","Merged-chr8-126539798-23",0,"+",NA,"Distal Intergenic",8,126588296,126593436,5141,2,"270110","uc009nyw.2",53401,"ENSMUSG00000051495","Irf2bp2","interferon regulatory factor 2 binding protein 2"
"8","chr19",43809278,43809705,428,"*","Merged-chr19-43809499-23",0,"+",NA,"Intron (uc008how.1/12780, intron 11 of 31)",19,43782308,43838218,55911,1,"12780","uc008how.1",26970,"ENSMUSG00000025194","Abcc2","ATP-binding cassette, sub-family C (CFTR/MRP), member 2"
"9","chr8",121568067,121568689,623,"*","Merged-chr8-121568444-23",0,"+",NA,"Intron (uc009nrv.3/76454, intron 1 of 8)",8,121549443,121578806,29364,2,"76454","uc009nrv.3",10117,"ENSMUSG00000052934","Fbxo31","F-box protein 31"
"10","chr2",35506573,35506825,253,"*","Merged-chr2-35506691-5",0,"+",NA,"Distal Intergenic",2,35400179,35461449,61271,2,"14594","uc008jkn.3",-45124,"ENSMUSG00000035778","Ggta1","glycoprotein galactosyltransferase alpha 1, 3"
"11","chr8",124045855,124046104,250,"*","Merged-chr8-124045987-6",0,"+",NA,"Intron (uc012gmt.1/382038, intron 9 of 9)",8,124023460,124048504,25045,1,"382038","uc009nwy.1",22395,"ENSMUSG00000031976","Urb2","URB2 ribosome biogenesis 2 homolog (S. cerevisiae)"
"12","chr3",146122907,146123450,544,"*","Merged-chr3-146123164-55",0,"+",NA,"Promoter (1-2kb)",3,146121791,146140646,18856,1,"171166","uc008rqx.1",1116,"ENSMUSG00000036853","Mcoln3","mucolipin 3"
"13","chr16",52470162,52470708,547,"*","Merged-chr16-52470408-42",0,"+",NA,"Distal Intergenic",16,52305264,52452997,147734,2,"11658","uc012agn.1",-17165,"ENSMUSG00000022636","Alcam","activated leukocyte cell adhesion molecule"
"14","chr10",117969871,117970187,317,"*","Merged-chr10-117970017-9",0,"+",NA,"Distal Intergenic",10,117925459,117948307,22849,1,"71067","uc029rfv.1",44412,"ENSMUSG00000112500","4933411E08Rik","RIKEN cDNA 4933411E08 gene"
"15","chr1",97613715,97614073,359,"*","Merged-chr1-97613912-17",0,"+",NA,"Distal Intergenic",1,97643902,97661676,17775,2,"52392","uc007cfg.2",47603,"ENSMUSG00000044768","D1Ertd622e","DNA segment, Chr 1, ERATO Doi 622, expressed"
"16","chr8",46782142,46782639,498,"*","Merged-chr8-46782438-21",0,"+",NA,"Intron (uc009lqo.2/16363, intron 1 of 8)",8,46806471,46808064,1594,1,"16363","uc009lqp.1",-23832,"ENSMUSG00000031627","Irf2","interferon regulatory factor 2"
"17","chr2",151978148,151978376,229,"*","Merged-chr2-151978257-4",0,"+",NA,"Promoter (1-2kb)",2,151969396,151980219,10824,2,"73847","uc008net.2",1843,"ENSMUSG00000027459","Fam110a","family with sequence similarity 110, member A"
"18","chr3",68790613,68790867,255,"*","Merged-chr3-68790735-6",0,"+",NA,"Distal Intergenic",3,68869586,68872163,2578,1,"68725","uc012cqj.1",-78719,"ENSMUSG00000046999","1110032F04Rik","RIKEN cDNA 1110032F04 gene"
"19","chr3",100484010,100484247,238,"*","Merged-chr3-100484130-5",0,"+",NA,"Promoter (4-5kb)",3,100471536,100489192,17657,2,"74645","uc008qqu.2",4945,"ENSMUSG00000044468","Tent5c","terminal nucleotidyltransferase 5C"
"20","chr2",114135228,114135497,270,"*","Merged-chr2-114135366-6",0,"+",NA,"Intron (uc008lqd.4/11834, intron 17 of 34)",2,114150516,114150570,55,2,"102465982","uc033hpi.1",15073,"ENSMUSG00000098464","Mir7002","microRNA 7002"
"21","chr9",120057139,120057420,282,"*","Merged-chr9-120057282-6",0,"+",NA,"Intron (uc009sbz.2/13051, intron 1 of 1)",9,120048683,120068296,19614,2,"13051","uc009sbz.2",10876,"ENSMUSG00000052336","Cx3cr1","chemokine (C-X3-C motif) receptor 1"
"22","chrX",50789808,50790029,222,"*","Merged-chrX-50789917-6",0,"+",NA,"Distal Intergenic",20,50841371,50893098,51728,1,"70415","uc009tdr.2",-51342,"ENSMUSG00000031112","Stk26","serine/threonine kinase 26"
"23","chr5",143561650,143561941,292,"*","Merged-chr5-143561800-6",0,"+",NA,"Intron (uc009akm.2/67238, intron 2 of 2)",5,143548706,143564525,15820,1,"67238","uc009akn.2",12944,"ENSMUSG00000083012","Fam220a","family with sequence similarity 220, member A"
"24","chr11",83605470,83605760,291,"*","Merged-chr11-83605629-6",0,"+",NA,"Intron (uc007kpk.2/100504464, intron 2 of 8)",11,83587886,83593087,5202,2,"20305","uc007kpm.1",-12383,"ENSMUSG00000018927","Ccl6","chemokine (C-C motif) ligand 6"
"25","chr9",54647495,54647826,332,"*","Merged-chr9-54647664-7",0,"+",NA,"Intron (uc009prj.1/94180, intron 1 of 13)",9,54604997,54661885,56889,2,"94180","uc009prj.1",14059,"ENSMUSG00000032281","Acsbg1","acyl-CoA synthetase bubblegum family member 1"
"26","chr19",9116416,9116657,242,"*","Merged-chr19-9116540-6",0,"+",NA,"Exon (uc008gon.1/66514, exon 5 of 7)",19,9111719,9135566,23848,2,"66514","uc008gon.1",18909,"ENSMUSG00000024654","Asrgl1","asparaginase like 1"
"27","chr8",70341927,70342325,399,"*","Merged-chr8-70342145-6",0,"+",NA,"Exon (uc009mab.2/19704, exon 4 of 24)",8,70331522,70353273,21752,2,"19704","uc009mab.2",10948,"ENSMUSG00000058301","Upf1","UPF1 regulator of nonsense transcripts homolog (yeast)"
