"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr6",100879433,100879906,474,"*","Merged-chr6-100879682-24",0,"+",NA,"Distal Intergenic",6,100852485,100868717,16233,1,"232314","uc009dcc.1",26948,"ENSMUSG00000052144","Ppp4r2","protein phosphatase 4, regulatory subunit 2"
"2","chr11",63146591,63146990,400,"*","Merged-chr11-63146790-18",0,"+",NA,"Intron (uc056yli.1/18858, intron 3 of 4)",11,63132803,63159547,26745,1,"18858","uc056yln.1",13788,"ENSMUSG00000018217","Pmp22","peripheral myelin protein 22"
"3","chr13",6652543,6652897,355,"*","Merged-chr13-6652733-20",0,"+",NA,"Promoter (3-4kb)",13,6619061,6648771,29711,2,"56421","uc007pkd.2",-3772,"ENSMUSG00000021196","Pfkp","phosphofructokinase, platelet"
"4","chr12",100282306,100282795,490,"*","Merged-chr12-100282510-28",0,"+",NA,"Intron (uc029rxj.1/100038713, intron 1 of 3)",12,100276609,100300908,24300,1,"100038713","uc029rxj.1",5697,"ENSMUSG00000113679","Gm10432","predicted gene 10432"
"5","chr8",125667211,125667613,403,"*","Merged-chr8-125667402-39",0,"+",NA,"Promoter (2-3kb)",8,125669818,125673365,3548,1,"74393","uc009nyi.2",-2205,"ENSMUSG00000050930","Map10","microtubule-associated protein 10"
"6","chr19",33265097,33265673,577,"*","Merged-chr19-33265390-26",0,"+",NA,"Intron (uc008hft.3/67795, intron 4 of 6)",19,33157112,33157201,90,1,"100628575","uc056zie.1",107985,"ENSMUSG00000106278","Mir3970","microRNA 3970"
"7","chr7",92463317,92463833,517,"*","Merged-chr7-92463612-13",0,"+",NA,"Distal Intergenic",7,92561149,92582294,21146,1,"66365","uc009ihv.2",-97316,"ENSMUSG00000030613","Ccdc90b","coiled-coil domain containing 90B"
"8","chr3",37292651,37293070,420,"*","Merged-chr3-37292848-26",0,"+",NA,"Distal Intergenic",3,37308627,37310439,1813,2,"207175","uc008pal.1",17369,"ENSMUSG00000045031","Cetn4","centrin 4"
"9","chr2",70118614,70119177,564,"*","Merged-chr2-70118902-52",0,"+",NA,"Intron (uc008jzd.2/329421, intron 7 of 34)",2,70096298,70183266,86969,1,"329421","uc008jze.1",22316,"ENSMUSG00000042064","Myo3b","myosin IIIB"
"10","chr11",97246503,97246918,416,"*","Merged-chr11-97246717-13",0,"+",NA,"Intron (uc007ldv.3/19155, intron 4 of 22)",11,97205854,97280576,74723,2,"19155","uc007ldv.3",33658,"ENSMUSG00000001441","Npepps","aminopeptidase puromycin sensitive"
"11","chr9",121602445,121602758,314,"*","Merged-chr9-121602588-5",0,"+",NA,"Intron (uc009sdj.2/75384, intron 2 of 3)",9,121587020,121614255,27236,1,"75384","uc009sdk.2",15425,"ENSMUSG00000084995","Lyzl4os","lysozyme-like 4, opposite strand"
"12","chr16",23144252,23144759,508,"*","Merged-chr16-23144552-50",0,"+",NA,"Promoter (1-2kb)",16,23146536,23157968,11433,1,"11450","uc007ytk.1",-1777,"ENSMUSG00000022878","Adipoq","adiponectin, C1Q and collagen domain containing"
"13","chr6",148961367,148961754,388,"*","Merged-chr6-148961537-19",0,"+",NA,"Distal Intergenic",6,148921057,148946432,25376,2,"56306","uc009etr.2",-14935,"ENSMUSG00000039985","Sinhcaf","SIN3-HDAC complex associated factor"
"14","chr7",110796551,110796954,404,"*","Merged-chr7-110796753-46",0,"+",NA,"Intron (uc009jfl.3/11717, intron 6 of 14)",7,110772604,110812409,39806,1,"11717","uc009jfn.3",23947,"ENSMUSG00000005686","Ampd3","adenosine monophosphate deaminase 3"
"15","chr1",181352444,181352868,425,"*","Merged-chr1-181352639-14",0,"+",NA,"Promoter (<=1kb)",1,181352628,181460641,108014,1,"72978","uc007dxh.2",0,"ENSMUSG00000026514","Cnih3","cornichon family AMPA receptor auxiliary protein 3"
"16","chr7",4948356,4948764,409,"*","Merged-chr7-4948568-26",0,"+",NA,"Distal Intergenic",7,4957081,4964348,7268,2,"381836","uc012exa.1",15584,"ENSMUSG00000030433","Sbk2","SH3-binding domain kinase family, member 2"
"17","chr6",99485174,99485586,413,"*","Merged-chr6-99485384-21",0,"+",NA,"Intron (uc012epq.1/108655, intron 1 of 19)",6,98925342,99520993,595652,2,"108655","uc012epq.1",35407,"ENSMUSG00000030067","Foxp1","forkhead box P1"
