"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr9",73038851,73039061,211,"*","Merged-chr9-73038955-2",0,"+",NA,"Promoter (<=1kb)",9,73015696,73039699,24004,2,"55981","uc009qqt.1",638,"ENSMUSG00000079469","Pigb","phosphatidylinositol glycan anchor biosynthesis, class B"
"2","chr17",24168681,24168966,286,"*","Merged-chr17-24168826-4",0,"+",NA,"Promoter (<=1kb)",17,24163866,24169429,5564,2,"11984","uc008aup.3",463,"ENSMUSG00000024121","Atp6v0c","ATPase, H+ transporting, lysosomal V0 subunit C"
"3","chr6",129182650,129182961,312,"*","Merged-chr6-129182821-4",0,"+",NA,"Promoter (2-3kb)",6,129180615,129186535,5921,1,"93694","uc009efe.2",2035,"ENSMUSG00000030157","Clec2d","C-type lectin domain family 2, member d"
"4","chr7",110123795,110124029,235,"*","Merged-chr7-110123911-2",0,"+",NA,"Promoter (1-2kb)",7,110122059,110143299,21241,1,"22390","uc009jey.1",1736,"ENSMUSG00000031016","Wee1","WEE 1 homolog 1 (S. pombe)"
"5","chr11",46453082,46453530,449,"*","Merged-chr11-46453304-7",0,"+",NA,"Promoter (1-2kb)",11,46454931,46481255,26325,1,"171285","uc011xtp.2",-1401,"ENSMUSG00000020399","Havcr2","hepatitis A virus cellular receptor 2"
"6","chr11",95261172,95261556,385,"*","Merged-chr11-95261394-7",0,"+",NA,"Promoter (<=1kb)",11,95261529,95269262,7734,1,"93670","uc007lac.2",0,"ENSMUSG00000020872","Tac4","tachykinin 4"
"7","chr9",41968749,41969510,762,"*","Merged-chr9-41969136-22",0,"+",NA,"Intron (uc009pap.1/20660, intron 47 of 47)",9,41968489,42124289,155801,2,"20660","uc009pap.1",154779,"ENSMUSG00000049313","Sorl1","sortilin-related receptor, LDLR class A repeats-containing"
"8","chr9",45210037,45210420,384,"*","Merged-chr9-45210215-4",0,"+",NA,"Intron (uc009pfl.2/408059, intron 1 of 4)",9,45172726,45204075,31350,2,"214523","uc009pfj.1",-5962,"ENSMUSG00000032091","Tmprss4","transmembrane protease, serine 4"
"9","chr19",5815022,5815313,292,"*","Merged-chr19-5815160-4",0,"+",NA,"Distal Intergenic",19,5795690,5802671,6982,2,"72289","uc008gfj.2",-12351,"ENSMUSG00000092341","Malat1","metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)"
"10","chr3",88324858,88325408,551,"*","Merged-chr3-88325153-39",0,"+",NA,"Promoter (<=1kb)",3,88325023,88328631,3609,1,"56700","uc008pup.1",0,"ENSMUSG00000001418","Glmp","glycosylated lysosomal membrane protein"
"11","chr5",8674773,8675177,405,"*","Merged-chr5-8674986-4",0,"+",NA,"Exon (uc008wkl.1/18671, exon 4 of 28)",5,8660092,8748570,88479,1,"18671","uc008wkl.1",14681,"ENSMUSG00000040584","Abcb1a","ATP-binding cassette, sub-family B (MDR/TAP), member 1A"
"12","chr8",72135759,72136280,522,"*","Merged-chr8-72136012-43",0,"+",NA,"Promoter (<=1kb)",8,72135292,72153129,17838,1,"326618","uc009mfi.1",467,"ENSMUSG00000031799","Tpm4","tropomyosin 4"
"13","chrX",9221233,9221508,276,"*","Merged-chrX-9221370-4",0,"+",NA,"Intron (uc009spo.1/236285, intron 1 of 4)",20,9199973,9268085,68113,1,"236285","uc009spo.1",21260,"ENSMUSG00000047344","Lancl3","LanC lantibiotic synthetase component C-like 3 (bacterial)"
"14","chr19",5802715,5803753,1039,"*","Merged-chr19-5803308-79",0,"+",NA,"Promoter (<=1kb)",19,5795690,5802671,6982,2,"72289","uc008gfj.2",-44,"ENSMUSG00000092341","Malat1","metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)"
"15","chr11",49202510,49202922,413,"*","Merged-chr11-49202721-8",0,"+",NA,"Promoter (<=1kb)",11,49203327,49218816,15490,1,"22720","uc007ipv.1",-405,"ENSMUSG00000046311","Zfp62","zinc finger protein 62"
"16","chr10",127323323,127323705,383,"*","Merged-chr10-127323513-2",0,"+",NA,"Promoter (<=1kb)",10,127323727,127329943,6217,1,"216445","uc007hjb.1",-22,"ENSMUSG00000040345","Arhgap9","Rho GTPase activating protein 9"
