"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr13",51676831,51677336,506,"*","Merged-chr13-51677073-51",0,"+",NA,"Promoter (2-3kb)",13,51673865,51684044,10180,1,"75420","uc007qmm.2",2966,"ENSMUSG00000035139","Secisbp2","SECIS binding protein 2"
"2","chr1",74800336,74800898,563,"*","Merged-chr1-74800679-42",0,"+",NA,"Exon (uc007bnf.3/22409, exon 3 of 4)",1,74792019,74804176,12158,1,"22409","uc007bnf.3",8317,"ENSMUSG00000026167","Wnt10a","wingless-type MMTV integration site family, member 10A"
"3","chr12",102725533,102726152,620,"*","Merged-chr12-102725794-51",0,"+",NA,"Distal Intergenic",12,102739830,102743661,3832,2,"64113","uc011yqo.2",17509,"ENSMUSG00000096458","Moap1","modulator of apoptosis 1"
"4","chr15",61538916,61539388,473,"*","Merged-chr15-61539170-27",0,"+",NA,"Intron (uc007vye.1/432956, intron 3 of 3)",15,61534676,61739217,204542,2,"432956","uc007vye.1",199829,"ENSMUSG00000116031","D030024E09Rik","RIKEN cDNA D030024E09 gene"
"5","chr19",17263895,17264413,519,"*","Merged-chr19-17264155-12",0,"+",NA,"Distal Intergenic",19,17326141,17339505,13365,2,"14537","uc012bjg.2",75092,"ENSMUSG00000038843","Gcnt1","glucosaminyl (N-acetyl) transferase 1, core 2"
"6","chr9",73038851,73039061,211,"*","Merged-chr9-73038955-2",0,"+",NA,"Promoter (<=1kb)",9,73015696,73039699,24004,2,"55981","uc009qqt.1",638,"ENSMUSG00000079469","Pigb","phosphatidylinositol glycan anchor biosynthesis, class B"
"7","chr13",6652543,6652897,355,"*","Merged-chr13-6652733-20",0,"+",NA,"Promoter (3-4kb)",13,6619061,6648771,29711,2,"56421","uc007pkd.2",-3772,"ENSMUSG00000021196","Pfkp","phosphofructokinase, platelet"
"8","chr16",57421832,57422348,517,"*","Merged-chr16-57422160-30",0,"+",NA,"Intron (uc012agu.1/78749, intron 1 of 4)",16,57353277,57572804,219528,1,"78749","uc012agu.1",68555,"ENSMUSG00000043336","Filip1l","filamin A interacting protein 1-like"
"9","chr2",163123596,163123997,402,"*","Merged-chr2-163123770-16",0,"+",NA,"Intron (uc008nsn.1/uc008nsn.1, intron 1 of 1)",2,163087031,163089601,2571,2,"68236","uc008nsm.1",-33995,"ENSMUSG00000070708","Gtsf1l","gametocyte specific factor 1-like"
"10","chr6",17633899,17634204,306,"*","Merged-chr6-17634029-17",0,"+",NA,"Promoter (2-3kb)",6,17637098,17659609,22512,1,"12343","uc009azs.1",-2894,"ENSMUSG00000015733","Capza2","capping protein (actin filament) muscle Z-line, alpha 2"
"11","chr16",57571749,57572310,562,"*","Merged-chr16-57572005-26",0,"+",NA,"Exon (uc012agu.1/78749, exon 5 of 5)",16,57549242,57572804,23563,1,"78749","uc007znj.2",22507,"ENSMUSG00000043336","Filip1l","filamin A interacting protein 1-like"
"12","chr14",73244011,73244523,513,"*","Merged-chr14-73244258-38",0,"+",NA,"Intron (uc007upp.2/19645, intron 17 of 26)",14,73237891,73240358,2468,1,"67168","uc007upq.2",6120,"ENSMUSG00000033446","Lpar6","lysophosphatidic acid receptor 6"
"13","chr5",35813562,35813935,374,"*","Merged-chr5-35813752-8",0,"+",NA,"Intron (uc008xeg.2/231148, intron 6 of 19)",5,35757880,35884979,127100,1,"231148","uc033ijc.1",55682,"ENSMUSG00000029095","Ablim2","actin-binding LIM protein 2"
"14","chr3",37292651,37293070,420,"*","Merged-chr3-37292848-26",0,"+",NA,"Distal Intergenic",3,37308627,37310439,1813,2,"207175","uc008pal.1",17369,"ENSMUSG00000045031","Cetn4","centrin 4"
"15","chr5",149202880,149203516,637,"*","Merged-chr5-149203183-18",0,"+",NA,"Intron (uc009apg.2/231915, intron 6 of 8)",5,149191336,149215434,24099,1,"231915","uc009apn.1",11544,"ENSMUSG00000041264","Uspl1","ubiquitin specific peptidase like 1"
"16","chr16",93392059,93392496,438,"*","Merged-chr16-93392289-32",0,"+",NA,"Distal Intergenic",16,93369720,93369816,97,1,"791074","uc012aio.1",22339,"ENSMUSG00000076457","Mir802","microRNA 802"
"17","chr6",15714984,15715512,529,"*","Merged-chr6-15715270-33",0,"+",NA,"Distal Intergenic",6,15720661,15773304,52644,1,"16543","uc009azb.2",-5149,"ENSMUSG00000041390","Mdfic","MyoD family inhibitor domain containing"
"18","chr2",69003000,69003319,320,"*","Merged-chr2-69003152-17",0,"+",NA,"Intron (uc008jxs.1/241447, intron 4 of 9)",2,69135800,69189330,53531,1,"329416","uc008jxt.3",-132481,"ENSMUSG00000034738","Nostrin","nitric oxide synthase trafficker"
