"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr12",85660857,85661337,481,"*","Merged-chr12-85661084-38",0,"+",NA,"Distal Intergenic",12,85686720,85709087,22368,1,"53314","uc007ohd.1",-25383,"ENSMUSG00000034266","Batf","basic leucine zipper transcription factor, ATF-like"
"2","chr8",123032799,123033196,398,"*","Merged-chr8-123033029-47",0,"+",NA,"Intron (uc009ntz.2/77087, intron 1 of 12)",8,122883822,123042284,158463,2,"77087","uc009ntz.2",9088,"ENSMUSG00000035569","Ankrd11","ankyrin repeat domain 11"
"3","chr10",118050240,118050648,409,"*","Merged-chr10-118050458-52",0,"+",NA,"Distal Intergenic",10,118141787,118148139,6353,1,"17245","uc007hds.2",-91139,"ENSMUSG00000020212","Mdm1","transformed mouse 3T3 cell double minute 1"
"4","chr8",88592680,88593022,343,"*","Merged-chr8-88592850-20",0,"+",NA,"3' UTR",8,88626828,88636128,9301,2,"71607","uc009mrp.1",43106,"ENSMUSG00000031662","Snx20","sorting nexin 20"
"5","chr11",97130347,97131136,790,"*","Merged-chr11-97130741-21",0,"+",NA,"Distal Intergenic",11,97098007,97115331,17325,2,"57765","uc007ldr.2",-15016,"ENSMUSG00000001444","Tbx21","T-box 21"
"6","chr2",9563480,9564017,538,"*","Merged-chr2-9563735-15",0,"+",NA,"Distal Intergenic",2,9857078,9878600,21523,2,"14462","uc008ihe.1",314583,"ENSMUSG00000015619","Gata3","GATA binding protein 3"
"7","chr2",157138157,157138587,431,"*","Merged-chr2-157138383-30",0,"+",NA,"Promoter (2-3kb)",2,157119564,157135222,15659,2,"56045","uc008nop.1",-2935,"ENSMUSG00000027639","Samhd1","SAM domain and HD domain, 1"
"8","chr19",40687093,40687823,731,"*","Merged-chr19-40687495-34",0,"+",NA,"Intron (uc008hld.2/12495, intron 1 of 9)",19,40659770,40741602,81833,1,"12495","uc008hlf.2",27323,"ENSMUSG00000048120","Entpd1","ectonucleoside triphosphate diphosphohydrolase 1"
"9","chr1",88584586,88584890,305,"*","Merged-chr1-88584728-18",0,"+",NA,"Distal Intergenic",1,88551517,88562166,10650,1,"100503197","uc007bys.2",33069,"ENSMUSG00000100798","Gm19589","predicted gene, 19589"
"10","chr15",62307514,62307976,463,"*","Merged-chr15-62307715-11",0,"+",NA,"Intron (uc007vym.2/19296, intron 5 of 9)",15,62217541,62219451,1911,2,"67552","uc007vyp.1",-88063,NA,"H2afy3","H2A histone family, member Y3"
"11","chr2",52455756,52456210,455,"*","Merged-chr2-52455990-26",0,"+",NA,"Intron (uc008jra.2/12298, intron 8 of 12)",2,52397951,52424874,26924,2,"75423","uc008jqy.1",-30882,"ENSMUSG00000036093","Arl5a","ADP-ribosylation factor-like 5A"
"12","chr1",127619219,127619585,367,"*","Merged-chr1-127619429-18",0,"+",NA,"Intron (uc007cku.1/72160, intron 2 of 8)",1,127486552,127678021,191470,2,"72160","uc007cku.1",58436,"ENSMUSG00000026347","Tmem163","transmembrane protein 163"
"13","chr5",33468483,33469118,636,"*","Merged-chr5-33468852-15",0,"+",NA,"Distal Intergenic",5,33430734,33434090,3357,2,"672284","uc056zzg.1",-34393,"ENSMUSG00000029112","Nkx1-1","NK1 homeobox 1"
"14","chr19",43509292,43509697,406,"*","Merged-chr19-43509487-13",0,"+",NA,"Promoter (1-2kb)",19,43504522,43507434,2913,2,"14718","uc008hoj.1",-1858,"ENSMUSG00000025190","Got1","glutamic-oxaloacetic transaminase 1, soluble"
"15","chr17",71680847,71681287,441,"*","Merged-chr17-71681067-13",0,"+",NA,"Intron (uc008dmt.1/320159, intron 1 of 19)",17,71686701,71729669,42969,1,"320159","uc008dmu.1",-5414,"ENSMUSG00000045761","Togaram2","TOG array regulator of axonemal microtubules 2"
"16","chr2",35689882,35690358,477,"*","Merged-chr2-35690128-14",0,"+",NA,"Promoter (1-2kb)",2,35691994,35730994,39001,1,"69601","uc008jkt.2",-1636,"ENSMUSG00000026883","Dab2ip","disabled 2 interacting protein"
"17","chr8",115495948,115496471,524,"*","Merged-chr8-115496222-29",0,"+",NA,"Distal Intergenic",8,115703253,115706894,3642,2,"17132","uc009nof.1",210423,"ENSMUSG00000055435","Maf","avian musculoaponeurotic fibrosarcoma oncogene homolog"
"18","chr6",140722088,140723175,1088,"*","Merged-chr6-140722560-90",0,"+",NA,"Distal Intergenic",6,140626885,140655481,28597,1,"11569","uc057byq.1",95203,"ENSMUSG00000030232","Aebp2","AE binding protein 2"
"19","chr9",14498735,14498964,230,"*","Merged-chr9-14498849-2",0,"+",NA,"Promoter (1-2kb)",9,14462581,14500482,37902,2,"244694","uc009oen.1",1518,"ENSMUSG00000053914","Kdm4d","lysine (K)-specific demethylase 4D"
"20","chr8",114982577,114982860,284,"*","Merged-chr8-114982721-9",0,"+",NA,"Intron (uc009nod.2/80707, intron 8 of 8)",8,114439652,115352712,913061,1,"80707","uc009nod.2",542925,"ENSMUSG00000004637","Wwox","WW domain-containing oxidoreductase"
"21","chr3",135440177,135440595,419,"*","Merged-chr3-135440382-31",0,"+",NA,"Promoter (1-2kb)",3,135439167,135467178,28012,1,"66105","uc008rlq.1",1010,"ENSMUSG00000078578","Ube2d3","ubiquitin-conjugating enzyme E2D 3"
"22","chr13",33001306,33001757,452,"*","Merged-chr13-33001523-50",0,"+",NA,"Promoter (2-3kb)",13,33004541,33017955,13415,1,"20723","uc007pzz.1",-2784,"ENSMUSG00000045827","Serpinb9","serine (or cysteine) peptidase inhibitor, clade B, member 9"
"23","chr10",117975379,117975962,584,"*","Merged-chr10-117975710-27",0,"+",NA,"Distal Intergenic",10,117925459,117948307,22849,1,"71067","uc029rfv.1",49920,"ENSMUSG00000112500","4933411E08Rik","RIKEN cDNA 4933411E08 gene"
"24","chr6",108309940,108310295,356,"*","Merged-chr6-108310107-36",0,"+",NA,"Intron (uc009ddg.1/16438, intron 4 of 5)",6,108252958,108393000,140043,1,"16438","uc009ddi.1",56982,"ENSMUSG00000030102","Itpr1","inositol 1,4,5-trisphosphate receptor 1"
"25","chr11",104538229,104538558,330,"*","Merged-chr11-104538419-8",0,"+",NA,"Intron (uc007lwq.3/217232, intron 1 of 18)",11,104502524,104550620,48097,2,"217232","uc007lwq.3",12062,"ENSMUSG00000020687","Cdc27","cell division cycle 27"
"26","chr1",171628728,171629769,1042,"*","Merged-chr1-171629248-54",0,"+",NA,"Downstream (2-3kb)",1,171641840,171641900,61,2,"102465784","uc056yfc.1",12131,"ENSMUSG00000098316","Mir7683","microRNA 7683"
"27","chr12",79832675,79832946,272,"*","Merged-chr12-79832817-8",0,"+",NA,"Distal Intergenic",12,79917019,79924733,7715,2,"77290","uc007oak.1",91787,"ENSMUSG00000112765","9430078K24Rik","RIKEN cDNA 9430078K24 gene"
"28","chr15",82156323,82156898,576,"*","Merged-chr15-82156630-19",0,"+",NA,"Intron (uc007wyh.1/20788, intron 1 of 3)",15,82147269,82204960,57692,1,"20788","uc007wyi.1",9054,"ENSMUSG00000022463","Srebf2","sterol regulatory element binding factor 2"
"29","chr7",142379115,142379548,434,"*","Merged-chr7-142379334-29",0,"+",NA,"Intron (uc009kmv.1/13033, intron 5 of 8)",7,142355965,142373578,17614,2,"320802","uc057lwa.1",-5537,"ENSMUSG00000045777","Ifitm10","interferon induced transmembrane protein 10"
"30","chr16",93747241,93747774,534,"*","Merged-chr16-93747513-18",0,"+",NA,"Exon (uc007zzv.1/70028, exon 5 of 37)",16,93763158,93810588,47431,1,"70028","uc007zzx.1",-15384,"ENSMUSG00000022946","Dop1b","DOP1 leucine zipper like protein B"
"31","chr10",117665619,117666041,423,"*","Merged-chr10-117665862-11",0,"+",NA,"Intron (uc007hdi.2/70574, intron 3 of 8)",10,117675893,117687352,11460,1,"70574","uc007hdk.2",-9852,"ENSMUSG00000020183","Cpm","carboxypeptidase M"
"32","chr9",56273590,56274010,421,"*","Merged-chr9-56273762-19",0,"+",NA,"Intron (uc009psz.3/244895, intron 3 of 6)",9,56144087,56161070,16984,2,"56434","uc009psy.2",-112520,"ENSMUSG00000032324","Tspan3","tetraspanin 3"
"33","chr8",70811299,70811682,384,"*","Merged-chr8-70811512-10",0,"+",NA,"Promoter (2-3kb)",8,70808449,70821424,12976,1,"16161","uc009mbr.3",2850,"ENSMUSG00000000791","Il12rb1","interleukin 12 receptor, beta 1"
"34","chr1",88684736,88685178,443,"*","Merged-chr1-88684968-21",0,"+",NA,"Intron (uc011woz.1/uc011woz.1, intron 1 of 2)",1,88698225,88702191,3967,2,"320982","uc007byt.2",17013,"ENSMUSG00000049866","Arl4c","ADP-ribosylation factor-like 4C"
"35","chr4",135077161,135077482,322,"*","Merged-chr4-135077339-17",0,"+",NA,"Distal Intergenic",4,135120645,135177990,57346,1,"12399","uc008vgb.1",-43163,"ENSMUSG00000070691","Runx3","runt related transcription factor 3"
"36","chr5",107759143,107759537,395,"*","Merged-chr5-107759301-16",0,"+",NA,"Intron (uc008yna.1/14020, intron 7 of 7)",5,107716655,107726247,9593,2,"14581","uc008ymx.2",-32896,"ENSMUSG00000029275","Gfi1","growth factor independent 1 transcription repressor"
"37","chr2",68881984,68882400,417,"*","Merged-chr2-68882205-16",0,"+",NA,"Intron (uc008jxs.1/241447, intron 1 of 9)",2,68861557,69111290,249734,1,"241447","uc057ldf.1",20427,"ENSMUSG00000027035","Cers6","ceramide synthase 6"
"38","chr10",79691880,79692339,460,"*","Merged-chr10-79692164-17",0,"+",NA,"Promoter (1-2kb)",10,79693826,79695261,1436,1,"16904","uc056yhm.1",-1487,"ENSMUSG00000054206","Gzmm","granzyme M (lymphocyte met-ase 1)"
"39","chr7",98809429,98810052,624,"*","Merged-chr7-98809754-32",0,"+",NA,"Distal Intergenic",7,98835112,98854747,19636,1,"22411","uc009ikv.3",-25060,"ENSMUSG00000015957","Wnt11","wingless-type MMTV integration site family, member 11"
"40","chr13",32966056,32966412,357,"*","Merged-chr13-32966239-7",0,"+",NA,"Promoter (<=1kb)",13,32965513,32979037,13525,1,"20708","uc011yyc.1",543,"ENSMUSG00000042842","Serpinb6b","serine (or cysteine) peptidase inhibitor, clade B, member 6b"
"41","chr14",67911628,67912296,669,"*","Merged-chr14-67911920-26",0,"+",NA,"Intron (uc007ull.1/68813, intron 1 of 51)",14,67751928,67933572,181645,2,"68813","uc007ull.1",21276,"ENSMUSG00000044447","Dock5","dedicator of cytokinesis 5"
"42","chr4",101298248,101298869,622,"*","Merged-chr4-101298593-40",0,"+",NA,"Distal Intergenic",4,101151974,101265282,113309,2,"16451","uc008tvk.1",-32966,"ENSMUSG00000028530","Jak1","Janus kinase 1"
"43","chr11",3703481,3703864,384,"*","Merged-chr11-3703654-26",0,"+",NA,"3' UTR",11,3703731,3722227,18497,2,"74309","uc007hto.2",18363,"ENSMUSG00000020435","Osbp2","oxysterol binding protein 2"
"44","chr19",43809278,43809705,428,"*","Merged-chr19-43809499-23",0,"+",NA,"Intron (uc008how.1/12780, intron 11 of 31)",19,43782308,43838218,55911,1,"12780","uc008how.1",26970,"ENSMUSG00000025194","Abcc2","ATP-binding cassette, sub-family C (CFTR/MRP), member 2"
"45","chr2",62618790,62619258,469,"*","Merged-chr2-62619105-22",0,"+",NA,"Intron (uc008jvm.2/71586, intron 4 of 15)",2,62595793,62646255,50463,2,"71586","uc008jvm.2",26997,"ENSMUSG00000026896","Ifih1","interferon induced with helicase C domain 1"
"46","chr8",121568067,121568689,623,"*","Merged-chr8-121568444-23",0,"+",NA,"Intron (uc009nrv.3/76454, intron 1 of 8)",8,121549443,121578806,29364,2,"76454","uc009nrv.3",10117,"ENSMUSG00000052934","Fbxo31","F-box protein 31"
"47","chr11",104631332,104631666,335,"*","Merged-chr11-104631492-24",0,"+",NA,"Intron (uc011ygd.2/16416, intron 2 of 14)",11,104637387,104670473,33087,1,"16416","uc007lwx.3",-5721,"ENSMUSG00000020689","Itgb3","integrin beta 3"
"48","chr4",8834594,8835033,440,"*","Merged-chr4-8834782-18",0,"+",NA,"Intron (uc008rxz.2/320790, intron 15 of 37)",4,8856671,8868449,11779,1,"320790","uc012daj.2",-21638,"ENSMUSG00000041235","Chd7","chromodomain helicase DNA binding protein 7"
"49","chr6",108665516,108666008,493,"*","Merged-chr6-108665749-34",0,"+",NA,"Promoter (4-5kb)",6,108577036,108660934,83899,2,"75394","uc009ddk.2",-4582,"ENSMUSG00000087341","0610040F04Rik","RIKEN cDNA 0610040F04 gene"
"50","chr11",115338756,115339058,303,"*","Merged-chr11-115338922-7",0,"+",NA,"Promoter (4-5kb)",11,115334734,115346926,12193,1,"69602","uc007mhf.1",4022,"ENSMUSG00000018862","Otop3","otopetrin 3"
"51","chr7",79262405,79262902,498,"*","Merged-chr7-79262630-29",0,"+",NA,"Distal Intergenic",7,79273266,79345371,72106,1,"54608","uc012fnf.1",-10364,"ENSMUSG00000039202","Abhd2","abhydrolase domain containing 2"
"52","chr2",172390389,172390749,361,"*","Merged-chr2-172390550-32",0,"+",NA,"Promoter (3-4kb)",2,172393794,172429554,35761,1,"320664","uc008ocr.1",-3045,"ENSMUSG00000074570","Cass4","Cas scaffolding protein family member 4"
"53","chr11",106687354,106687817,464,"*","Merged-chr11-106687558-7",0,"+",NA,"Intron (uc007lze.2/18613, intron 7 of 15)",11,106654213,106715281,61069,2,"18613","uc007lze.2",27464,"ENSMUSG00000020717","Pecam1","platelet/endothelial cell adhesion molecule 1"
"54","chr14",25522381,25522732,352,"*","Merged-chr14-25522595-18",0,"+",NA,"Intron (uc007srm.2/328365, intron 2 of 10)",14,25534439,25534523,85,1,"100526533","uc011zhn.1",-11707,"ENSMUSG00000093081","Mir3075","microRNA 3075"
"55","chr11",46453082,46453530,449,"*","Merged-chr11-46453304-7",0,"+",NA,"Promoter (1-2kb)",11,46454931,46481255,26325,1,"171285","uc011xtp.2",-1401,"ENSMUSG00000020399","Havcr2","hepatitis A virus cellular receptor 2"
"56","chr11",95261172,95261556,385,"*","Merged-chr11-95261394-7",0,"+",NA,"Promoter (<=1kb)",11,95261529,95269262,7734,1,"93670","uc007lac.2",0,"ENSMUSG00000020872","Tac4","tachykinin 4"
"57","chr10",76542761,76543301,541,"*","Merged-chr10-76543066-52",0,"+",NA,"Intron (uc007fuq.2/16987, intron 11 of 21)",10,76531605,76557139,25535,1,"16987","uc011xha.2",11156,"ENSMUSG00000033105","Lss","lanosterol synthase"
"58","chr3",133506320,133506726,407,"*","Merged-chr3-133506515-24",0,"+",NA,"Intron (uc008rkq.2/214133, intron 2 of 10)",3,133463677,133488717,25041,2,"214133","uc057lgr.1",-17603,"ENSMUSG00000040943","Tet2","tet methylcytosine dioxygenase 2"
"59","chr1",51934514,51935047,534,"*","Merged-chr1-51934774-44",0,"+",NA,"Distal Intergenic",1,51862645,51915978,53334,2,"17912","uc007axv.3",-18536,"ENSMUSG00000018417","Myo1b","myosin IB"
"60","chr6",54807380,54807900,521,"*","Merged-chr6-54807598-18",0,"+",NA,"Distal Intergenic",6,54816916,54890224,73309,1,"387524","uc009cae.2",-9016,"ENSMUSG00000058446","Znrf2","zinc and ring finger 2"
"61","chr13",115099404,115099657,254,"*","Merged-chr13-115099527-3",0,"+",NA,"Promoter (2-3kb)",13,115088355,115101964,13610,2,"105083","uc007ryd.2",2307,"ENSMUSG00000042275","Pelo","pelota mRNA surveillance and ribosome rescue factor"
"62","chr6",108561076,108561391,316,"*","Merged-chr6-108561234-16",0,"+",NA,"Distal Intergenic",6,108610218,108623167,12950,2,"75394","uc009ddl.1",61776,"ENSMUSG00000087341","0610040F04Rik","RIKEN cDNA 0610040F04 gene"
"63","chr9",123807758,123808153,396,"*","Merged-chr9-123807942-4",0,"+",NA,"Promoter (1-2kb)",9,123806477,123811754,5278,1,"80901","uc033jnz.1",1281,"ENSMUSG00000048521","Cxcr6","chemokine (C-X-C motif) receptor 6"
"64","chr10",59589138,59589378,241,"*","Merged-chr10-59589264-3",0,"+",NA,"Intron (uc007fdt.3/215999, intron 1 of 7)",10,59446984,59616692,169709,2,"215999","uc007fdt.3",27314,"ENSMUSG00000009647","Mcu","mitochondrial calcium uniporter"
"65","chr14",121944206,121944510,305,"*","Merged-chr14-121944338-6",0,"+",NA,"Intron (uc007vao.1/68889, intron 4 of 8)",14,121952331,121965193,12863,2,"321019","uc007vaq.1",20683,"ENSMUSG00000051212","Gpr183","G protein-coupled receptor 183"
"66","chr2",168429159,168429366,208,"*","Merged-chr2-168429262-4",0,"+",NA,"Distal Intergenic",2,168261698,168269331,7634,2,"241794","uc008oat.1",-159828,"ENSMUSG00000074575","Kcng1","potassium voltage-gated channel, subfamily G, member 1"
"67","chr4",43970388,43970846,459,"*","Merged-chr4-43970605-19",0,"+",NA,"Exon (uc008srf.1/384009, exon 4 of 5)",4,43983504,43985533,2030,1,"442829","uc008srg.1",-12658,"ENSMUSG00000070999","Ccin","calicin"
"68","chr15",96497727,96498137,411,"*","Merged-chr15-96497899-21",0,"+",NA,"Distal Intergenic",15,96411698,96460843,49146,2,"72193","uc007xkf.1",-36884,"ENSMUSG00000033228","Scaf11","SR-related CTD-associated factor 11"
"69","chr7",75374593,75374903,311,"*","Merged-chr7-75374736-6",0,"+",NA,"Distal Intergenic",7,75114894,75309262,194369,2,"64176","uc009hwl.2",-65331,"ENSMUSG00000053025","Sv2b","synaptic vesicle glycoprotein 2 b"
"70","chr10",21204432,21205010,579,"*","Merged-chr10-21204743-52",0,"+",NA,"Distal Intergenic",10,21186944,21188617,1674,1,"102636600","uc007eok.1",17488,"ENSMUSG00000111005","Gm33619","predicted gene, 33619"
"71","chr8",94375628,94376169,542,"*","Merged-chr8-94375901-34",0,"+",NA,"Distal Intergenic",8,94386500,94395358,8859,1,"64209","uc009mwg.1",-10331,"ENSMUSG00000031770","Herpud1","homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"
"72","chr16",58543074,58543623,550,"*","Merged-chr16-58543350-40",0,"+",NA,"Distal Intergenic",16,58470541,58524246,53706,2,"54613","uc007znv.2",-18828,"ENSMUSG00000022747","St3gal6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
