"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr12",85660857,85661337,481,"*","Merged-chr12-85661084-38",0,"+",NA,"Distal Intergenic",12,85686720,85709087,22368,1,"53314","uc007ohd.1",-25383,"ENSMUSG00000034266","Batf","basic leucine zipper transcription factor, ATF-like"
"2","chr8",123032799,123033196,398,"*","Merged-chr8-123033029-47",0,"+",NA,"Intron (uc009ntz.2/77087, intron 1 of 12)",8,122883822,123042284,158463,2,"77087","uc009ntz.2",9088,"ENSMUSG00000035569","Ankrd11","ankyrin repeat domain 11"
"3","chr10",118050240,118050648,409,"*","Merged-chr10-118050458-52",0,"+",NA,"Distal Intergenic",10,118141787,118148139,6353,1,"17245","uc007hds.2",-91139,"ENSMUSG00000020212","Mdm1","transformed mouse 3T3 cell double minute 1"
"4","chr8",88592680,88593022,343,"*","Merged-chr8-88592850-20",0,"+",NA,"3' UTR",8,88626828,88636128,9301,2,"71607","uc009mrp.1",43106,"ENSMUSG00000031662","Snx20","sorting nexin 20"
"5","chr15",98830696,98830983,288,"*","Merged-chr15-98830856-7",0,"+",NA,"Promoter (<=1kb)",15,98812797,98831508,18712,2,"19082","uc007xoa.1",525,"ENSMUSG00000067713","Prkag1","protein kinase, AMP-activated, gamma 1 non-catalytic subunit"
"6","chr2",157138157,157138587,431,"*","Merged-chr2-157138383-30",0,"+",NA,"Promoter (2-3kb)",2,157119564,157135222,15659,2,"56045","uc008nop.1",-2935,"ENSMUSG00000027639","Samhd1","SAM domain and HD domain, 1"
"7","chr19",40687093,40687823,731,"*","Merged-chr19-40687495-34",0,"+",NA,"Intron (uc008hld.2/12495, intron 1 of 9)",19,40659770,40741602,81833,1,"12495","uc008hlf.2",27323,"ENSMUSG00000048120","Entpd1","ectonucleoside triphosphate diphosphohydrolase 1"
"8","chr2",164544702,164545099,398,"*","Merged-chr2-164544892-36",0,"+",NA,"Distal Intergenic",2,164550530,164559730,9201,1,"670507","uc008nvd.1",-5431,NA,"Gm14317","predicted gene 14317"
"9","chr3",146153827,146154150,324,"*","Merged-chr3-146153996-9",0,"+",NA,"Promoter (3-4kb)",3,146150174,146195512,45339,1,"68279","uc008rqz.1",3653,"ENSMUSG00000011008","Mcoln2","mucolipin 2"
"10","chr1",88584586,88584890,305,"*","Merged-chr1-88584728-18",0,"+",NA,"Distal Intergenic",1,88551517,88562166,10650,1,"100503197","uc007bys.2",33069,"ENSMUSG00000100798","Gm19589","predicted gene, 19589"
"11","chr16",93392059,93392496,438,"*","Merged-chr16-93392289-32",0,"+",NA,"Distal Intergenic",16,93369720,93369816,97,1,"791074","uc012aio.1",22339,"ENSMUSG00000076457","Mir802","microRNA 802"
"12","chr2",52455756,52456210,455,"*","Merged-chr2-52455990-26",0,"+",NA,"Intron (uc008jra.2/12298, intron 8 of 12)",2,52397951,52424874,26924,2,"75423","uc008jqy.1",-30882,"ENSMUSG00000036093","Arl5a","ADP-ribosylation factor-like 5A"
"13","chr5",33468483,33469118,636,"*","Merged-chr5-33468852-15",0,"+",NA,"Distal Intergenic",5,33430734,33434090,3357,2,"672284","uc056zzg.1",-34393,"ENSMUSG00000029112","Nkx1-1","NK1 homeobox 1"
"14","chr17",71680847,71681287,441,"*","Merged-chr17-71681067-13",0,"+",NA,"Intron (uc008dmt.1/320159, intron 1 of 19)",17,71686701,71729669,42969,1,"320159","uc008dmu.1",-5414,"ENSMUSG00000045761","Togaram2","TOG array regulator of axonemal microtubules 2"
"15","chr7",112136610,112137009,400,"*","Merged-chr7-112136797-13",0,"+",NA,"Intron (uc009jgi.1/50781, intron 3 of 6)",7,112121590,112150748,29159,2,"50781","uc009jgk.1",13739,"ENSMUSG00000030772","Dkk3","dickkopf WNT signaling pathway inhibitor 3"
"16","chr2",35689882,35690358,477,"*","Merged-chr2-35690128-14",0,"+",NA,"Promoter (1-2kb)",2,35691994,35730994,39001,1,"69601","uc008jkt.2",-1636,"ENSMUSG00000026883","Dab2ip","disabled 2 interacting protein"
"17","chr8",115495948,115496471,524,"*","Merged-chr8-115496222-29",0,"+",NA,"Distal Intergenic",8,115703253,115706894,3642,2,"17132","uc009nof.1",210423,"ENSMUSG00000055435","Maf","avian musculoaponeurotic fibrosarcoma oncogene homolog"
"18","chr6",140722088,140723175,1088,"*","Merged-chr6-140722560-90",0,"+",NA,"Distal Intergenic",6,140626885,140655481,28597,1,"11569","uc057byq.1",95203,"ENSMUSG00000030232","Aebp2","AE binding protein 2"
"19","chr9",14498735,14498964,230,"*","Merged-chr9-14498849-2",0,"+",NA,"Promoter (1-2kb)",9,14462581,14500482,37902,2,"244694","uc009oen.1",1518,"ENSMUSG00000053914","Kdm4d","lysine (K)-specific demethylase 4D"
"20","chr8",114982577,114982860,284,"*","Merged-chr8-114982721-9",0,"+",NA,"Intron (uc009nod.2/80707, intron 8 of 8)",8,114439652,115352712,913061,1,"80707","uc009nod.2",542925,"ENSMUSG00000004637","Wwox","WW domain-containing oxidoreductase"
"21","chr3",135440177,135440595,419,"*","Merged-chr3-135440382-31",0,"+",NA,"Promoter (1-2kb)",3,135439167,135467178,28012,1,"66105","uc008rlq.1",1010,"ENSMUSG00000078578","Ube2d3","ubiquitin-conjugating enzyme E2D 3"
"22","chr10",117975379,117975962,584,"*","Merged-chr10-117975710-27",0,"+",NA,"Distal Intergenic",10,117925459,117948307,22849,1,"71067","uc029rfv.1",49920,"ENSMUSG00000112500","4933411E08Rik","RIKEN cDNA 4933411E08 gene"
"23","chr6",108309940,108310295,356,"*","Merged-chr6-108310107-36",0,"+",NA,"Intron (uc009ddg.1/16438, intron 4 of 5)",6,108252958,108393000,140043,1,"16438","uc009ddi.1",56982,"ENSMUSG00000030102","Itpr1","inositol 1,4,5-trisphosphate receptor 1"
"24","chr3",101297225,101297596,372,"*","Merged-chr3-101297395-20",0,"+",NA,"Distal Intergenic",3,101275908,101287939,12032,2,"12481","uc012cuv.1",-9286,"ENSMUSG00000027863","Cd2","CD2 antigen"
"25","chr2",144010511,144011024,514,"*","Merged-chr2-144010719-154",0,"+",NA,"Promoter (<=1kb)",2,143947395,144011263,63869,2,"81910","uc008mqj.1",239,"ENSMUSG00000027422","Rrbp1","ribosome binding protein 1"
"26","chr1",171628728,171629769,1042,"*","Merged-chr1-171629248-54",0,"+",NA,"Downstream (2-3kb)",1,171641840,171641900,61,2,"102465784","uc056yfc.1",12131,"ENSMUSG00000098316","Mir7683","microRNA 7683"
"27","chr7",142460572,142461328,757,"*","Merged-chr7-142461005-80",0,"+",NA,"Promoter (<=1kb)",7,142460812,142494868,34057,1,"16985","uc009knb.3",0,"ENSMUSG00000018819","Lsp1","lymphocyte specific 1"
"28","chr12",79832675,79832946,272,"*","Merged-chr12-79832817-8",0,"+",NA,"Distal Intergenic",12,79917019,79924733,7715,2,"77290","uc007oak.1",91787,"ENSMUSG00000112765","9430078K24Rik","RIKEN cDNA 9430078K24 gene"
"29","chr14",63194559,63194940,382,"*","Merged-chr14-63194714-49",0,"+",NA,"Promoter (1-2kb)",14,63182636,63193525,10890,2,"382913","uc011zni.1",-1034,"ENSMUSG00000035121","Neil2","nei like 2 (E. coli)"
"30","chr16",45763795,45764288,494,"*","Merged-chr16-45763997-18",0,"+",NA,"Intron (uc012agi.3/208177, intron 7 of 12)",16,45729725,45742955,13231,2,"213012","uc007ziz.2",-20840,"ENSMUSG00000033157","Abhd10","abhydrolase domain containing 10"
"31","chr1",43544625,43544933,309,"*","Merged-chr1-43544775-22",0,"+",NA,"Intron (uc007avo.2/17974, intron 3 of 4)",1,43445751,43570518,124768,1,"17974","uc007avo.2",98874,"ENSMUSG00000066877","Nck2","non-catalytic region of tyrosine kinase adaptor protein 2"
"32","chr2",65413755,65414644,890,"*","Merged-chr2-65414267-82",0,"+",NA,"Distal Intergenic",2,65364296,65364400,105,2,"102466151","uc033hnd.1",-49355,"ENSMUSG00000099184","Mir6337","microRNA 6337"
"33","chr1",108038332,108038731,400,"*","Merged-chr1-108038539-17",0,"+",NA,"Distal Intergenic",1,107917259,107950947,33689,1,"319596","uc011wqh.1",121073,"ENSMUSG00000100457","D830032E09Rik","RIKEN cDNA D830032E09 gene"
"34","chr7",142379115,142379548,434,"*","Merged-chr7-142379334-29",0,"+",NA,"Intron (uc009kmv.1/13033, intron 5 of 8)",7,142355965,142373578,17614,2,"320802","uc057lwa.1",-5537,"ENSMUSG00000045777","Ifitm10","interferon induced transmembrane protein 10"
"35","chr1",34478782,34479350,569,"*","Merged-chr1-34479093-40",0,"+",NA,"Intron (uc007aou.1/uc007aou.1, intron 4 of 4)",1,34472736,34475733,2998,1,"19253","uc007aot.4",6046,"ENSMUSG00000026126","Ptpn18","protein tyrosine phosphatase, non-receptor type 18"
"36","chr16",93747241,93747774,534,"*","Merged-chr16-93747513-18",0,"+",NA,"Exon (uc007zzv.1/70028, exon 5 of 37)",16,93763158,93810588,47431,1,"70028","uc007zzx.1",-15384,"ENSMUSG00000022946","Dop1b","DOP1 leucine zipper like protein B"
"37","chr10",117665619,117666041,423,"*","Merged-chr10-117665862-11",0,"+",NA,"Intron (uc007hdi.2/70574, intron 3 of 8)",10,117675893,117687352,11460,1,"70574","uc007hdk.2",-9852,"ENSMUSG00000020183","Cpm","carboxypeptidase M"
"38","chr13",102878629,102879142,514,"*","Merged-chr13-102878910-11",0,"+",NA,"Intron (uc007rsb.3/328329, intron 4 of 28)",13,102734398,102787449,53052,2,"328329","uc007rsa.1",-91180,"ENSMUSG00000034751","Mast4","microtubule associated serine/threonine kinase family member 4"
"39","chr18",65691266,65691918,653,"*","Merged-chr18-65691617-34",0,"+",NA,"Distal Intergenic",18,65698268,65751537,53270,1,"319888","uc008ffg.1",-6350,"ENSMUSG00000046610","Oacyl","O-acyltransferase like"
"40","chr1",88684736,88685178,443,"*","Merged-chr1-88684968-21",0,"+",NA,"Intron (uc011woz.1/uc011woz.1, intron 1 of 2)",1,88698225,88702191,3967,2,"320982","uc007byt.2",17013,"ENSMUSG00000049866","Arl4c","ADP-ribosylation factor-like 4C"
"41","chr4",135077161,135077482,322,"*","Merged-chr4-135077339-17",0,"+",NA,"Distal Intergenic",4,135120645,135177990,57346,1,"12399","uc008vgb.1",-43163,"ENSMUSG00000070691","Runx3","runt related transcription factor 3"
"42","chr5",107759143,107759537,395,"*","Merged-chr5-107759301-16",0,"+",NA,"Intron (uc008yna.1/14020, intron 7 of 7)",5,107716655,107726247,9593,2,"14581","uc008ymx.2",-32896,"ENSMUSG00000029275","Gfi1","growth factor independent 1 transcription repressor"
"43","chr2",68881984,68882400,417,"*","Merged-chr2-68882205-16",0,"+",NA,"Intron (uc008jxs.1/241447, intron 1 of 9)",2,68861557,69111290,249734,1,"241447","uc057ldf.1",20427,"ENSMUSG00000027035","Cers6","ceramide synthase 6"
"44","chr10",79691880,79692339,460,"*","Merged-chr10-79692164-17",0,"+",NA,"Promoter (1-2kb)",10,79693826,79695261,1436,1,"16904","uc056yhm.1",-1487,"ENSMUSG00000054206","Gzmm","granzyme M (lymphocyte met-ase 1)"
"45","chr7",98809429,98810052,624,"*","Merged-chr7-98809754-32",0,"+",NA,"Distal Intergenic",7,98835112,98854747,19636,1,"22411","uc009ikv.3",-25060,"ENSMUSG00000015957","Wnt11","wingless-type MMTV integration site family, member 11"
"46","chr13",32966056,32966412,357,"*","Merged-chr13-32966239-7",0,"+",NA,"Promoter (<=1kb)",13,32965513,32979037,13525,1,"20708","uc011yyc.1",543,"ENSMUSG00000042842","Serpinb6b","serine (or cysteine) peptidase inhibitor, clade B, member 6b"
"47","chr14",67911628,67912296,669,"*","Merged-chr14-67911920-26",0,"+",NA,"Intron (uc007ull.1/68813, intron 1 of 51)",14,67751928,67933572,181645,2,"68813","uc007ull.1",21276,"ENSMUSG00000044447","Dock5","dedicator of cytokinesis 5"
"48","chr4",101298248,101298869,622,"*","Merged-chr4-101298593-40",0,"+",NA,"Distal Intergenic",4,101151974,101265282,113309,2,"16451","uc008tvk.1",-32966,"ENSMUSG00000028530","Jak1","Janus kinase 1"
"49","chr8",111720151,111720542,392,"*","Merged-chr8-111720342-23",0,"+",NA,"Promoter (3-4kb)",8,111715283,111716614,1332,2,"12927","uc009nmv.1",-3537,"ENSMUSG00000031955","Bcar1","breast cancer anti-estrogen resistance 1"
"50","chr19",43809278,43809705,428,"*","Merged-chr19-43809499-23",0,"+",NA,"Intron (uc008how.1/12780, intron 11 of 31)",19,43782308,43838218,55911,1,"12780","uc008how.1",26970,"ENSMUSG00000025194","Abcc2","ATP-binding cassette, sub-family C (CFTR/MRP), member 2"
"51","chr2",62618790,62619258,469,"*","Merged-chr2-62619105-22",0,"+",NA,"Intron (uc008jvm.2/71586, intron 4 of 15)",2,62595793,62646255,50463,2,"71586","uc008jvm.2",26997,"ENSMUSG00000026896","Ifih1","interferon induced with helicase C domain 1"
"52","chr8",121568067,121568689,623,"*","Merged-chr8-121568444-23",0,"+",NA,"Intron (uc009nrv.3/76454, intron 1 of 8)",8,121549443,121578806,29364,2,"76454","uc009nrv.3",10117,"ENSMUSG00000052934","Fbxo31","F-box protein 31"
"53","chr11",104631332,104631666,335,"*","Merged-chr11-104631492-24",0,"+",NA,"Intron (uc011ygd.2/16416, intron 2 of 14)",11,104637387,104670473,33087,1,"16416","uc007lwx.3",-5721,"ENSMUSG00000020689","Itgb3","integrin beta 3"
"54","chr4",8834594,8835033,440,"*","Merged-chr4-8834782-18",0,"+",NA,"Intron (uc008rxz.2/320790, intron 15 of 37)",4,8856671,8868449,11779,1,"320790","uc012daj.2",-21638,"ENSMUSG00000041235","Chd7","chromodomain helicase DNA binding protein 7"
"55","chr7",79262405,79262902,498,"*","Merged-chr7-79262630-29",0,"+",NA,"Distal Intergenic",7,79273266,79345371,72106,1,"54608","uc012fnf.1",-10364,"ENSMUSG00000039202","Abhd2","abhydrolase domain containing 2"
"56","chr2",172390389,172390749,361,"*","Merged-chr2-172390550-32",0,"+",NA,"Promoter (3-4kb)",2,172393794,172429554,35761,1,"320664","uc008ocr.1",-3045,"ENSMUSG00000074570","Cass4","Cas scaffolding protein family member 4"
"57","chr14",25522381,25522732,352,"*","Merged-chr14-25522595-18",0,"+",NA,"Intron (uc007srm.2/328365, intron 2 of 10)",14,25534439,25534523,85,1,"100526533","uc011zhn.1",-11707,"ENSMUSG00000093081","Mir3075","microRNA 3075"
"58","chr10",76542761,76543301,541,"*","Merged-chr10-76543066-52",0,"+",NA,"Intron (uc007fuq.2/16987, intron 11 of 21)",10,76531605,76557139,25535,1,"16987","uc011xha.2",11156,"ENSMUSG00000033105","Lss","lanosterol synthase"
"59","chr6",99909534,99909768,235,"*","Merged-chr6-99909650-2",0,"+",NA,"Distal Intergenic",6,99722105,99726392,4288,2,"50501","uc009dbv.1",-183142,"ENSMUSG00000030069","Prok2","prokineticin 2"
"60","chr1",192137515,192137840,326,"*","Merged-chr1-192137665-93",0,"+",NA,"Promoter (<=1kb)",1,192098546,192138040,39495,2,"214742","uc007edh.2",200,"ENSMUSG00000037395","Rcor3","REST corepressor 3"
"61","chr3",132871281,132871825,545,"*","Merged-chr3-132871536-48",0,"+",NA,"Intron (uc008rkb.1/101243624, intron 1 of 3)",3,132842202,132878596,36395,2,"101243624","uc008rkb.1",6771,"ENSMUSG00000106230","Gm29811","predicted gene, 29811"
"62","chr3",133506320,133506726,407,"*","Merged-chr3-133506515-24",0,"+",NA,"Intron (uc008rkq.2/214133, intron 2 of 10)",3,133463677,133488717,25041,2,"214133","uc057lgr.1",-17603,"ENSMUSG00000040943","Tet2","tet methylcytosine dioxygenase 2"
"63","chr1",51934514,51935047,534,"*","Merged-chr1-51934774-44",0,"+",NA,"Distal Intergenic",1,51862645,51915978,53334,2,"17912","uc007axv.3",-18536,"ENSMUSG00000018417","Myo1b","myosin IB"
"64","chr13",115099404,115099657,254,"*","Merged-chr13-115099527-3",0,"+",NA,"Promoter (2-3kb)",13,115088355,115101964,13610,2,"105083","uc007ryd.2",2307,"ENSMUSG00000042275","Pelo","pelota mRNA surveillance and ribosome rescue factor"
"65","chr2",103600373,103600827,455,"*","Merged-chr2-103600577-48",0,"+",NA,"Intron (uc008lix.1/99382, intron 1 of 16)",2,103566310,103718423,152114,1,"99382","uc008lix.1",34063,"ENSMUSG00000032724","Abtb2","ankyrin repeat and BTB (POZ) domain containing 2"
"66","chr6",108561076,108561391,316,"*","Merged-chr6-108561234-16",0,"+",NA,"Distal Intergenic",6,108610218,108623167,12950,2,"75394","uc009ddl.1",61776,"ENSMUSG00000087341","0610040F04Rik","RIKEN cDNA 0610040F04 gene"
"67","chr9",123807758,123808153,396,"*","Merged-chr9-123807942-4",0,"+",NA,"Promoter (1-2kb)",9,123806477,123811754,5278,1,"80901","uc033jnz.1",1281,"ENSMUSG00000048521","Cxcr6","chemokine (C-X-C motif) receptor 6"
"68","chr7",118739965,118740200,236,"*","Merged-chr7-118740082-2",0,"+",NA,"Promoter (<=1kb)",7,118740271,118747965,7695,1,"71517","uc009jkm.2",-71,"ENSMUSG00000030982","Vps35l","VPS35 endosomal protein sorting factor like"
"69","chr15",96497727,96498137,411,"*","Merged-chr15-96497899-21",0,"+",NA,"Distal Intergenic",15,96411698,96460843,49146,2,"72193","uc007xkf.1",-36884,"ENSMUSG00000033228","Scaf11","SR-related CTD-associated factor 11"
"70","chr16",58543074,58543623,550,"*","Merged-chr16-58543350-40",0,"+",NA,"Distal Intergenic",16,58470541,58524246,53706,2,"54613","uc007znv.2",-18828,"ENSMUSG00000022747","St3gal6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
"71","chr1",138303143,138303699,557,"*","Merged-chr1-138303413-31",0,"+",NA,"Distal Intergenic",1,138273738,138289462,15725,1,"338375","uc007cvm.1",29405,"ENSMUSG00000026394","Atp6v1g3","ATPase, H+ transporting, lysosomal V1 subunit G3"
"72","chr19",5571797,5572407,611,"*","Merged-chr19-5572133-30",0,"+",NA,"Promoter (3-4kb)",19,5568074,5571261,3188,1,"381201","uc008gdw.1",3723,"ENSMUSG00000049562","Ap5b1","adaptor-related protein complex 5, beta 1 subunit"
