"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr8",88592680,88593022,343,"*","Merged-chr8-88592850-20",0,"+",NA,"3' UTR",8,88626828,88636128,9301,2,"71607","uc009mrp.1",43106,"ENSMUSG00000031662","Snx20","sorting nexin 20"
"2","chr19",40687093,40687823,731,"*","Merged-chr19-40687495-34",0,"+",NA,"Intron (uc008hld.2/12495, intron 1 of 9)",19,40659770,40741602,81833,1,"12495","uc008hlf.2",27323,"ENSMUSG00000048120","Entpd1","ectonucleoside triphosphate diphosphohydrolase 1"
"3","chr13",32966056,32966412,357,"*","Merged-chr13-32966239-7",0,"+",NA,"Promoter (<=1kb)",13,32965513,32979037,13525,1,"20708","uc011yyc.1",543,"ENSMUSG00000042842","Serpinb6b","serine (or cysteine) peptidase inhibitor, clade B, member 6b"
"4","chr8",111720151,111720542,392,"*","Merged-chr8-111720342-23",0,"+",NA,"Promoter (3-4kb)",8,111715283,111716614,1332,2,"12927","uc009nmv.1",-3537,"ENSMUSG00000031955","Bcar1","breast cancer anti-estrogen resistance 1"
"5","chr19",43809278,43809705,428,"*","Merged-chr19-43809499-23",0,"+",NA,"Intron (uc008how.1/12780, intron 11 of 31)",19,43782308,43838218,55911,1,"12780","uc008how.1",26970,"ENSMUSG00000025194","Abcc2","ATP-binding cassette, sub-family C (CFTR/MRP), member 2"
"6","chr8",121568067,121568689,623,"*","Merged-chr8-121568444-23",0,"+",NA,"Intron (uc009nrv.3/76454, intron 1 of 8)",8,121549443,121578806,29364,2,"76454","uc009nrv.3",10117,"ENSMUSG00000052934","Fbxo31","F-box protein 31"
"7","chr2",35506573,35506825,253,"*","Merged-chr2-35506691-5",0,"+",NA,"Distal Intergenic",2,35400179,35461449,61271,2,"14594","uc008jkn.3",-45124,"ENSMUSG00000035778","Ggta1","glycoprotein galactosyltransferase alpha 1, 3"
"8","chr8",124045855,124046104,250,"*","Merged-chr8-124045987-6",0,"+",NA,"Intron (uc012gmt.1/382038, intron 9 of 9)",8,124023460,124048504,25045,1,"382038","uc009nwy.1",22395,"ENSMUSG00000031976","Urb2","URB2 ribosome biogenesis 2 homolog (S. cerevisiae)"
"9","chr13",115099404,115099657,254,"*","Merged-chr13-115099527-3",0,"+",NA,"Promoter (2-3kb)",13,115088355,115101964,13610,2,"105083","uc007ryd.2",2307,"ENSMUSG00000042275","Pelo","pelota mRNA surveillance and ribosome rescue factor"
"10","chr7",141302819,141303326,508,"*","Merged-chr7-141303065-41",0,"+",NA,"Intron (uc009kkn.2/54006, intron 10 of 11)",7,141292006,141295001,2996,1,"13491","uc009kkm.1",10813,"ENSMUSG00000025496","Drd4","dopamine receptor D4"
"11","chr16",52470162,52470708,547,"*","Merged-chr16-52470408-42",0,"+",NA,"Distal Intergenic",16,52305264,52452997,147734,2,"11658","uc012agn.1",-17165,"ENSMUSG00000022636","Alcam","activated leukocyte cell adhesion molecule"
"12","chr10",117969871,117970187,317,"*","Merged-chr10-117970017-9",0,"+",NA,"Distal Intergenic",10,117925459,117948307,22849,1,"71067","uc029rfv.1",44412,"ENSMUSG00000112500","4933411E08Rik","RIKEN cDNA 4933411E08 gene"
"13","chr10",96356977,96357672,696,"*","Merged-chr10-96357351-35",0,"+",NA,"Distal Intergenic",10,96226207,96248708,22502,1,"74881","uc033fsi.1",130770,"ENSMUSG00000112762","4930459C07Rik","RIKEN cDNA 4930459C07 gene"
"14","chr1",97613715,97614073,359,"*","Merged-chr1-97613912-17",0,"+",NA,"Distal Intergenic",1,97643902,97661676,17775,2,"52392","uc007cfg.2",47603,"ENSMUSG00000044768","D1Ertd622e","DNA segment, Chr 1, ERATO Doi 622, expressed"
"15","chr2",32164572,32164881,310,"*","Merged-chr2-32164725-10",0,"+",NA,"Intron (uc008jem.2/227723, intron 1 of 29)",2,32151148,32234537,83390,1,"227723","uc008jen.2",13424,"ENSMUSG00000039262","Prrc2b","proline-rich coiled-coil 2B"
"16","chr11",78246897,78247161,265,"*","Merged-chr11-78247027-5",0,"+",NA,"Promoter (1-2kb)",11,78245746,78255496,9751,1,"20316","uc007kiq.2",1151,"ENSMUSG00000002064","Sdf2","stromal cell derived factor 2"
"17","chr16",78545301,78545603,303,"*","Merged-chr16-78545439-4",0,"+",NA,"Intron (uc007zsr.3/67102, intron 4 of 4)",16,78560316,78564869,4554,1,"75818","uc029sye.1",-14713,"ENSMUSG00000116628","4930478L05Rik","RIKEN cDNA 4930478L05 gene"
"18","chr3",68790613,68790867,255,"*","Merged-chr3-68790735-6",0,"+",NA,"Distal Intergenic",3,68869586,68872163,2578,1,"68725","uc012cqj.1",-78719,"ENSMUSG00000046999","1110032F04Rik","RIKEN cDNA 1110032F04 gene"
"19","chr9",41078428,41078652,225,"*","Merged-chr9-41078542-5",0,"+",NA,"Intron (uc009pag.1/72828, intron 1 of 13)",9,40972798,41004628,31831,2,"54698","uc012grk.2",-73800,"ENSMUSG00000032021","Crtam","cytotoxic and regulatory T cell molecule"
"20","chr3",100484010,100484247,238,"*","Merged-chr3-100484130-5",0,"+",NA,"Promoter (4-5kb)",3,100471536,100489192,17657,2,"74645","uc008qqu.2",4945,"ENSMUSG00000044468","Tent5c","terminal nucleotidyltransferase 5C"
"21","chr7",140132289,140132624,336,"*","Merged-chr7-140132446-5",0,"+",NA,"Promoter (3-4kb)",7,140129018,140134334,5317,1,"212503","uc012fwh.1",3271,"ENSMUSG00000025464","Paox","polyamine oxidase (exo-N4-amino)"
"22","chr2",114135228,114135497,270,"*","Merged-chr2-114135366-6",0,"+",NA,"Intron (uc008lqd.4/11834, intron 17 of 34)",2,114150516,114150570,55,2,"102465982","uc033hpi.1",15073,"ENSMUSG00000098464","Mir7002","microRNA 7002"
