#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR3701--MA0037.3.GATA3	chr3	130691403	130691410	-	0.000	0.000	Merged-chr3-130691489-97
NR2927--MA0140.2.GATA1::TAL1	chr19	18608352	18608369	+	0.000	0.000	Merged-chr19-18608128-29
NR4733--MA0035.3.Gata1	chr6	67318535	67318545	-	0.000	0.000	Merged-chr6-67318701-5
NR4459--MA0037.3.GATA3	chr5	107978463	107978470	+	0.000	0.000	Merged-chr5-107978348-39
NR5738--MA0482.1.Gata4	chr9	44603337	44603347	-	0.000	0.000	Merged-chr9-44603451-46
NR1144--MA1104.1.GATA6	chr12	3427690	3427702	-	0.000	0.000	Merged-chr12-3427631-4
NR2585--MA0036.3.GATA2	chr17	64341913	64341923	-	0.000	0.000	Merged-chr17-64341836-18
NR3439--MA0482.1.Gata4	chr2	145838955	145838965	-	0.000	0.000	Merged-chr2-145838847-32
NR4648--MA0140.2.GATA1::TAL1	chr6	38810230	38810247	-	0.000	0.000	Merged-chr6-38810070-95
NR3025--MA0482.1.Gata4	chr19	57079573	57079583	-	0.000	0.000	Merged-chr19-57079445-11
NR2104--MA0766.1.GATA5	chr15	96827789	96827796	+	0.000	0.000	Merged-chr15-96827730-24
NR3552--MA0037.3.GATA3	chr3	52102689	52102696	+	0.000	0.000	Merged-chr3-52102741-168
NR2950--MA1104.1.GATA6	chr19	29418704	29418716	-	0.000	0.000	Merged-chr19-29418635-70
NR1872--MA0037.3.GATA3	chr14	79481997	79482004	-	0.000	0.000	Merged-chr14-79481875-1
NR506--MA0036.3.GATA2	chr1	187330000	187330010	-	0.000	0.000	Merged-chr1-187330018-1
NR2822--MA0036.3.GATA2	chr18	75322353	75322363	+	0.000	0.000	Merged-chr18-75322404-42
NR2602--MA1104.1.GATA6	chr17	71491182	71491194	-	0.000	0.000	Merged-chr17-71491103-50
NR3108--MA1104.1.GATA6	chr2	25111311	25111323	-	0.000	0.000	Merged-chr2-25111409-51
NR445--MA0035.3.Gata1	chr1	176877891	176877901	+	0.000	0.000	Merged-chr1-176877943-17
NR2995--MA0140.2.GATA1::TAL1	chr19	40818906	40818923	+	0.000	0.000	Merged-chr19-40819012-30
NR4167--MA0037.3.GATA3	chr4	149880064	149880071	+	0.000	0.000	Merged-chr4-149880219-52
