#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR41835--MA0741.1.KLF16	chr6	30896944	30896954	+	0.000	0.000	Merged-chr6-30896699-63
NR54210--MA0599.1.KLF5	chrX	11999165	11999174	+	0.000	0.000	Merged-chrX-11999203-45
NR13543--MA0741.1.KLF16	chr13	52915433	52915443	-	0.000	0.000	Merged-chr13-52915528-4
NR4400--MA0741.1.KLF16	chr10	61657978	61657988	+	0.000	0.000	Merged-chr10-61658061-29
NR11118--MA1107.1.KLF9	chr12	52818792	52818804	-	0.000	0.000	Merged-chr12-52818712-31
NR23141--MA0599.1.KLF5	chr17	63500695	63500704	+	0.000	0.000	Merged-chr17-63500700-6
NR52160--MA0599.1.KLF5	chr9	61377802	61377811	+	0.000	0.000	Merged-chr9-61377853-34
NR39373--MA0740.1.KLF14	chr5	110135733	110135746	+	0.000	0.000	Merged-chr5-110135830-52
NR11116--MA0740.1.KLF14	chr12	52818791	52818804	-	0.000	0.000	Merged-chr12-52818712-31
NR2515--MA0741.1.KLF16	chr1	165174213	165174223	-	0.000	0.000	Merged-chr1-165174283-37
NR32783--MA0741.1.KLF16	chr3	105704891	105704901	+	0.000	0.000	Merged-chr3-105704887-86
NR49292--MA1107.1.KLF9	chr8	70797486	70797498	-	0.000	0.000	Merged-chr8-70797670-1
NR29166--MA0740.1.KLF14	chr2	103657893	103657906	-	0.000	0.000	Merged-chr2-103657968-40
NR30251--MA0599.1.KLF5	chr2	154436447	154436456	-	0.000	0.000	Merged-chr2-154436472-72
NR21624--MA0599.1.KLF5	chr17	25861689	25861698	+	0.000	0.000	Merged-chr17-25861504-52
NR18560--MA0599.1.KLF5	chr15	89356583	89356592	+	0.000	0.000	Merged-chr15-89356530-4
NR22364--MA0493.1.Klf1	chr17	36083545	36083555	+	0.000	0.000	Merged-chr17-36083529-56
NR22576--MA0741.1.KLF16	chr17	45686294	45686304	+	0.000	0.000	Merged-chr17-45686351-100
NR12106--MA0599.1.KLF5	chr12	107141425	107141434	+	0.000	0.000	Merged-chr12-107141228-49
NR21072--MA1107.1.KLF9	chr17	3326534	3326546	-	0.000	0.000	Merged-chr17-3326553-34
NR41801--MA0599.1.KLF5	chr6	30300501	30300510	+	0.000	0.000	Merged-chr6-30300657-60
NR53559--MA0599.1.KLF5	chr9	112186621	112186630	+	0.000	0.000	Merged-chr9-112186441-37
NR42676--MA0599.1.KLF5	chr6	83033521	83033530	+	0.000	0.000	Merged-chr6-83033579-6
NR20025--MA0741.1.KLF16	chr16	38462986	38462996	-	0.000	0.000	Merged-chr16-38463059-10
NR41150--MA0741.1.KLF16	chr5	144190117	144190127	+	0.000	0.000	Merged-chr5-144190229-35
NR47221--MA0599.1.KLF5	chr7	115838954	115838963	+	0.000	0.000	Merged-chr7-115839058-11
NR24664--MA1107.1.KLF9	chr18	61459400	61459412	+	0.000	0.000	Merged-chr18-61459524-23
NR18071--MA0741.1.KLF16	chr15	80192526	80192536	+	0.000	0.000	Merged-chr15-80192413-58
NR28344--MA0741.1.KLF16	chr2	57116811	57116821	-	0.000	0.000	Merged-chr2-57116903-105
NR45108--MA0493.1.Klf1	chr7	24413742	24413752	+	0.000	0.000	Merged-chr7-24413787-50
NR54382--MA0740.1.KLF14	chrX	36598144	36598157	+	0.000	0.000	Merged-chrX-36598230-66
NR49601--MA1107.1.KLF9	chr8	83724885	83724897	+	0.000	0.000	Merged-chr8-83724964-34
NR49264--MA0741.1.KLF16	chr8	70594292	70594302	+	0.000	0.000	Merged-chr8-70594498-62
NR18137--MA0741.1.KLF16	chr15	80930419	80930429	-	0.000	0.000	Merged-chr15-80930587-88
NR45367--MA1107.1.KLF9	chr7	27508261	27508273	-	0.000	0.000	Merged-chr7-27508351-96
NR34320--MA0741.1.KLF16	chr4	41348063	41348073	+	0.000	0.000	Merged-chr4-41348000-22
NR1356--MA0039.3.KLF4	chr1	98589913	98589923	+	0.000	0.000	Merged-chr1-98589738-39
NR48077--MA1107.1.KLF9	chr7	141194992	141195004	-	0.000	0.000	Merged-chr7-141194974-27
NR26258--MA0493.1.Klf1	chr19	36919697	36919707	+	0.000	0.000	Merged-chr19-36919663-6
NR15375--MA0493.1.Klf1	chr14	34771913	34771923	+	0.000	0.000	Merged-chr14-34772136-36
NR44384--MA0039.3.KLF4	chr6	144329630	144329640	+	0.000	0.000	Merged-chr6-144329601-7
NR24952--MA0740.1.KLF14	chr18	74294917	74294930	+	0.000	0.000	Merged-chr18-74294799-40
NR29644--MA0493.1.Klf1	chr2	126252425	126252435	+	0.000	0.000	Merged-chr2-126252361-10
NR52003--MA0493.1.Klf1	chr9	56103300	56103310	-	0.000	0.000	Merged-chr9-56103358-24
NR16052--MA0742.1.Klf12	chr14	70074964	70074978	-	0.000	0.000	Merged-chr14-70074999-77
NR47780--MA0493.1.Klf1	chr7	132772647	132772657	-	0.000	0.000	Merged-chr7-132772585-7
NR45872--MA0740.1.KLF14	chr7	44970606	44970619	+	0.000	0.000	Merged-chr7-44970453-42
NR45304--MA0741.1.KLF16	chr7	27258728	27258738	-	0.000	0.000	Merged-chr7-27258672-61
NR11015--MA1107.1.KLF9	chr12	35686463	35686475	+	0.000	0.000	Merged-chr12-35686484-17
NR2904--MA0742.1.Klf12	chr1	177441989	177442003	+	0.000	0.000	Merged-chr1-177442185-139
NR40779--MA0742.1.Klf12	chr5	137741613	137741627	-	0.000	0.000	Merged-chr5-137741418-73
