#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR1259--MA0463.1.Bcl6	chr4	149868786	149868799	-	0.000	0.000	Merged-chr4-149868944-10
NR189--MA0731.1.BCL6B	chr10	68908444	68908460	-	0.000	0.000	Merged-chr10-68908384-20
NR1049--MA0463.1.Bcl6	chr3	9656703	9656716	+	0.000	0.000	Merged-chr3-9656637-3
NR166--MA0463.1.Bcl6	chr10	28816361	28816374	+	0.000	0.000	Merged-chr10-28816240-37
NR842--MA0463.1.Bcl6	chr18	84859589	84859602	+	0.000	0.000	Merged-chr18-84859622-32
NR1630--MA0731.1.BCL6B	chr8	31176221	31176237	-	0.000	0.000	Merged-chr8-31176190-29
NR1154--MA0731.1.BCL6B	chr3	148419638	148419654	-	0.000	0.000	Merged-chr3-148419698-33
NR992--MA0731.1.BCL6B	chr2	130664268	130664284	-	0.000	0.000	Merged-chr2-130664423-57
NR1197--MA0463.1.Bcl6	chr4	88550469	88550482	+	0.000	0.000	Merged-chr4-88550447-50
NR511--MA0463.1.Bcl6	chr13	99483698	99483711	+	0.000	0.000	Merged-chr13-99483602-15
NR990--MA0463.1.Bcl6	chr2	127143236	127143249	+	0.000	0.000	Merged-chr2-127143269-68
NR744--MA0463.1.Bcl6	chr17	29304584	29304597	-	0.000	0.000	Merged-chr17-29304449-24
NR1818--MA0731.1.BCL6B	chrX	108834422	108834438	-	0.000	0.000	Merged-chrX-108834442-59
NR1542--MA0463.1.Bcl6	chr7	73771554	73771567	-	0.000	0.000	Merged-chr7-73771720-13
NR1656--MA0731.1.BCL6B	chr8	85060065	85060081	+	0.000	0.000	Merged-chr8-85060180-46
NR874--MA0463.1.Bcl6	chr19	40300200	40300213	-	0.000	0.000	Merged-chr19-40300210-18
NR1560--MA0463.1.Bcl6	chr7	96818558	96818571	-	0.000	0.000	Merged-chr7-96818578-56
NR461--MA0731.1.BCL6B	chr13	23517565	23517581	-	0.000	0.000	Merged-chr13-23517753-112
NR780--MA0463.1.Bcl6	chr17	87532847	87532860	+	0.000	0.000	Merged-chr17-87532818-24
NR1669--MA0731.1.BCL6B	chr8	106701721	106701737	-	0.000	0.000	Merged-chr8-106701568-18
NR892--MA0463.1.Bcl6	chr2	6391418	6391431	+	0.000	0.000	Merged-chr2-6391519-10
NR1426--MA0463.1.Bcl6	chr6	94690438	94690451	+	0.000	0.000	Merged-chr6-94690537-14
NR1221--MA0731.1.BCL6B	chr4	121002575	121002591	-	0.000	0.000	Merged-chr4-121002570-50
NR1659--MA0463.1.Bcl6	chr8	94330997	94331010	-	0.000	0.000	Merged-chr8-94330995-25
NR1104--MA0463.1.Bcl6	chr3	107849329	107849342	+	0.000	0.000	Merged-chr3-107849414-1
NR315--MA0463.1.Bcl6	chr11	72321044	72321057	+	0.000	0.000	Merged-chr11-72321004-18
NR1789--MA0463.1.Bcl6	chr9	117892827	117892840	-	0.000	0.000	Merged-chr9-117892877-51
NR724--MA0731.1.BCL6B	chr16	95779229	95779245	+	0.000	0.000	Merged-chr16-95779161-62
NR333--MA0463.1.Bcl6	chr11	102430374	102430387	-	0.000	0.000	Merged-chr11-102430460-50
NR27--MA0731.1.BCL6B	chr1	58652805	58652821	-	0.000	0.000	Merged-chr1-58652657-88
NR562--MA0731.1.BCL6B	chr14	60525436	60525452	-	0.000	0.000	Merged-chr14-60525311-56
NR454--MA0463.1.Bcl6	chr13	19473995	19474008	+	0.000	0.000	Merged-chr13-19474198-30
NR351--MA0463.1.Bcl6	chr11	116377272	116377285	-	0.000	0.000	Merged-chr11-116377399-54
NR942--MA0731.1.BCL6B	chr2	60323669	60323685	+	0.000	0.000	Merged-chr2-60323606-17
NR1213--MA0731.1.BCL6B	chr4	108459769	108459785	+	0.000	0.000	Merged-chr4-108459700-11
NR1364--MA0463.1.Bcl6	chr5	146897121	146897134	-	0.000	0.000	Merged-chr5-146897155-34
NR88--MA0463.1.Bcl6	chr1	155049289	155049302	-	0.000	0.000	Merged-chr1-155049212-28
NR161--MA0731.1.BCL6B	chr10	18923347	18923363	+	0.000	0.000	Merged-chr10-18923473-26
NR432--MA0731.1.BCL6B	chr12	110845130	110845146	+	0.000	0.000	Merged-chr12-110845171-33
NR1597--MA0463.1.Bcl6	chr7	128392783	128392796	-	0.000	0.000	Merged-chr7-128392760-60
NR1042--MA0463.1.Bcl6	chr2	174932834	174932847	-	0.000	0.000	Merged-chr2-174932867-47
NR468--MA0463.1.Bcl6	chr13	36814251	36814264	-	0.000	0.000	Merged-chr13-36814220-30
NR907--MA0463.1.Bcl6	chr2	19389000	19389013	+	0.000	0.000	Merged-chr2-19388892-38
NR831--MA0463.1.Bcl6	chr18	75819101	75819114	+	0.000	0.000	Merged-chr18-75819270-8
NR1056--MA0463.1.Bcl6	chr3	31145932	31145945	+	0.000	0.000	Merged-chr3-31145985-42
NR913--MA0731.1.BCL6B	chr2	25534383	25534399	-	0.000	0.000	Merged-chr2-25534396-66
NR388--MA0463.1.Bcl6	chr12	72085618	72085631	+	0.000	0.000	Merged-chr12-72085712-110
NR1750--MA0463.1.Bcl6	chr9	73150708	73150721	-	0.000	0.000	Merged-chr9-73150585-14
NR1165--MA0731.1.BCL6B	chr4	19575318	19575334	+	0.000	0.000	Merged-chr4-19575178-52
NR961--MA0463.1.Bcl6	chr2	79698395	79698408	-	0.000	0.000	Merged-chr2-79698404-21
NR809--MA0463.1.Bcl6	chr18	50024353	50024366	+	0.000	0.000	Merged-chr18-50024197-35
NR1688--MA0731.1.BCL6B	chr8	120832213	120832229	+	0.000	0.000	Merged-chr8-120832220-19
NR13--MA0463.1.Bcl6	chr1	39234948	39234961	+	0.000	0.000	Merged-chr1-39235066-45
NR715--MA0463.1.Bcl6	chr16	76901238	76901251	-	0.000	0.000	Merged-chr16-76901209-11
NR827--MA0463.1.Bcl6	chr18	73548730	73548743	+	0.000	0.000	Merged-chr18-73548790-35
NR1728--MA0463.1.Bcl6	chr9	46273043	46273056	-	0.000	0.000	Merged-chr9-46273034-67
NR873--MA0731.1.BCL6B	chr19	40300154	40300170	+	0.000	0.000	Merged-chr19-40300210-18
NR939--MA0731.1.BCL6B	chr2	59488321	59488337	+	0.000	0.000	Merged-chr2-59488284-24
NR1558--MA0731.1.BCL6B	chr7	92180950	92180966	-	0.000	0.000	Merged-chr7-92180899-29
NR1531--MA0463.1.Bcl6	chr7	49581544	49581557	-	0.000	0.000	Merged-chr7-49581640-7
NR751--MA0463.1.Bcl6	chr17	43233050	43233063	+	0.000	0.000	Merged-chr17-43233095-49
NR777--MA0731.1.BCL6B	chr17	86832839	86832855	-	0.000	0.000	Merged-chr17-86833009-31
NR33--MA0731.1.BCL6B	chr1	75142361	75142377	+	0.000	0.000	Merged-chr1-75142250-107
NR1048--MA0731.1.BCL6B	chr2	180456447	180456463	+	0.000	0.000	Merged-chr2-180456418-79
NR505--MA0463.1.Bcl6	chr13	92671874	92671887	+	0.000	0.000	Merged-chr13-92671922-24
NR1518--MA0463.1.Bcl6	chr7	29908352	29908365	-	0.000	0.000	Merged-chr7-29908489-59
NR995--MA0731.1.BCL6B	chr2	132613832	132613848	-	0.000	0.000	Merged-chr2-132613792-39
NR729--MA0463.1.Bcl6	chr17	3105108	3105121	+	0.000	0.000	Merged-chr17-3105029-21
NR918--MA0731.1.BCL6B	chr2	30131289	30131305	+	0.000	0.000	Merged-chr2-30131357-10
NR420--MA0463.1.Bcl6	chr12	100636465	100636478	+	0.000	0.000	Merged-chr12-100636391-39
NR1536--MA0463.1.Bcl6	chr7	64373942	64373955	-	0.000	0.000	Merged-chr7-64373946-61
