#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1997--MA0508.2.PRDM1	chrY	1116291	1116300	-	0.000	0.000	Merged-chrY-1116441-17
NR92--MA0508.2.PRDM1	chr1	133763290	133763299	+	0.000	0.000	Merged-chr1-133763303-37
NR1378--MA0508.2.PRDM1	chr4	136031644	136031653	+	0.000	0.000	Merged-chr4-136031447-41
NR550--MA0508.2.PRDM1	chr13	91484447	91484456	-	0.000	0.000	Merged-chr13-91484361-55
NR1235--MA0508.2.PRDM1	chr3	122245629	122245638	+	0.000	0.000	Merged-chr3-122245768-82
NR1487--MA0508.2.PRDM1	chr5	105110387	105110396	-	0.000	0.000	Merged-chr5-105110402-76
NR725--MA0508.2.PRDM1	chr15	81745152	81745161	-	0.000	0.000	Merged-chr15-81745308-45
NR1615--MA0508.2.PRDM1	chr6	136468704	136468713	-	0.000	0.000	Merged-chr6-136468663-37
NR1201--MA0508.2.PRDM1	chr3	93607911	93607920	+	0.000	0.000	Merged-chr3-93607971-30
NR943--MA0508.2.PRDM1	chr19	18591303	18591312	-	0.000	0.000	Merged-chr19-18591291-34
NR1214--MA0508.2.PRDM1	chr3	101033706	101033715	-	0.000	0.000	Merged-chr3-101033836-38
NR781--MA0508.2.PRDM1	chr16	52329570	52329579	+	0.000	0.000	Merged-chr16-52329510-16
NR433--MA0508.2.PRDM1	chr12	91713674	91713683	+	0.000	0.000	Merged-chr12-91713689-29
NR704--MA0508.2.PRDM1	chr15	61983452	61983461	+	0.000	0.000	Merged-chr15-61983458-31
NR1052--MA0508.2.PRDM1	chr2	76070715	76070724	+	0.000	0.000	Merged-chr2-76070778-23
NR1118--MA0508.2.PRDM1	chr2	152332435	152332444	-	0.000	0.000	Merged-chr2-152332475-59
NR794--MA0508.2.PRDM1	chr16	75877298	75877307	-	0.000	0.000	Merged-chr16-75877310-18
NR760--MA0508.2.PRDM1	chr16	23844821	23844830	-	0.000	0.000	Merged-chr16-23844946-41
NR555--MA0508.2.PRDM1	chr13	95891244	95891253	-	0.000	0.000	Merged-chr13-95891213-14
NR393--MA0508.2.PRDM1	chr12	52830983	52830992	-	0.000	0.000	Merged-chr12-52830906-26
NR521--MA0508.2.PRDM1	chr13	54209589	54209598	-	0.000	0.000	Merged-chr13-54209586-83
NR1206--MA0508.2.PRDM1	chr3	96764775	96764784	+	0.000	0.000	Merged-chr3-96764776-19
NR839--MA0508.2.PRDM1	chr17	29429065	29429074	+	0.000	0.000	Merged-chr17-29429080-41
NR1729--MA0508.2.PRDM1	chr7	111109668	111109677	+	0.000	0.000	Merged-chr7-111109664-29
NR901--MA0508.2.PRDM1	chr18	40308109	40308118	-	0.000	0.000	Merged-chr18-40308184-41
NR425--MA0508.2.PRDM1	chr12	87470476	87470485	-	0.000	0.000	Merged-chr12-87470490-42
NR1044--MA0508.2.PRDM1	chr2	71866729	71866738	-	0.000	0.000	Merged-chr2-71866752-47
NR948--MA0508.2.PRDM1	chr19	30924284	30924293	-	0.000	0.000	Merged-chr19-30924347-34
NR263--MA0508.2.PRDM1	chr10	100742132	100742141	+	0.000	0.000	Merged-chr10-100742220-29
NR786--MA0508.2.PRDM1	chr16	55637018	55637027	+	0.000	0.000	Merged-chr16-55636906-56
NR914--MA0508.2.PRDM1	chr18	61614597	61614606	+	0.000	0.000	Merged-chr18-61614590-32
NR1057--MA0508.2.PRDM1	chr2	84678380	84678389	-	0.000	0.000	Merged-chr2-84678253-56
NR500--MA0508.2.PRDM1	chr13	30933190	30933199	-	0.000	0.000	Merged-chr13-30933157-53
NR752--MA0508.2.PRDM1	chr16	10992745	10992754	-	0.000	0.000	Merged-chr16-10992753-110
NR1437--MA0508.2.PRDM1	chr5	38307966	38307975	-	0.000	0.000	Merged-chr5-38307807-52
