#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR9566--MA0089.1.MAFG::NFE2L1	chr8	111527429	111527434	-	0.000	0.000	Merged-chr8-111527388-53
NR10437--MA0496.2.MAFK	chrX	134757054	134757072	+	0.000	0.000	Merged-chrX-134756963-64
NR2748--MA0089.1.MAFG::NFE2L1	chr13	33001642	33001647	-	0.000	0.000	Merged-chr13-33001523-50
NR9945--MA0659.1.MAFG	chr9	57831616	57831636	-	0.000	0.000	Merged-chr9-57831644-49
NR5366--MA0117.2.Mafb	chr2	9946999	9947010	-	0.000	0.000	Merged-chr2-9946908-17
NR1251--MA0495.2.MAFF	chr10	95923490	95923510	+	0.000	0.000	Merged-chr10-95923402-19
NR7136--MA0501.1.MAF::NFE2	chr4	129987951	129987965	-	0.000	0.000	Merged-chr4-129987965-32
NR7553--MA0495.2.MAFF	chr5	74523446	74523466	-	0.000	0.000	Merged-chr5-74523613-7
NR5534--MA0089.1.MAFG::NFE2L1	chr2	62664430	62664435	-	0.000	0.000	Merged-chr2-62664337-55
NR5043--MA0089.1.MAFG::NFE2L1	chr18	80554989	80554994	-	0.000	0.000	Merged-chr18-80555147-42
NR3963--MA0496.2.MAFK	chr15	97213230	97213248	-	0.000	0.000	Merged-chr15-97213099-28
NR3401--MA0591.1.Bach1::Mafk	chr14	68044914	68044928	+	0.000	0.000	Merged-chr14-68044800-35
NR24--MA0591.1.Bach1::Mafk	chr1	14484707	14484721	-	0.000	0.000	Merged-chr1-14484636-21
NR8714--MA0496.2.MAFK	chr7	28794629	28794647	+	0.000	0.000	Merged-chr7-28794657-13
NR3723--MA0591.1.Bach1::Mafk	chr15	55906989	55907003	-	0.000	0.000	Merged-chr15-55906885-1
NR3746--MA0117.2.Mafb	chr15	59726087	59726098	+	0.000	0.000	Merged-chr15-59726056-17
NR9377--MA0089.1.MAFG::NFE2L1	chr8	68206907	68206912	-	0.000	0.000	Merged-chr8-68206925-32
NR7307--MA0495.2.MAFF	chr4	151073636	151073656	-	0.000	0.000	Merged-chr4-151073484-22
NR6550--MA0089.1.MAFG::NFE2L1	chr3	126831607	126831612	-	0.000	0.000	Merged-chr3-126831628-17
NR10340--MA0089.1.MAFG::NFE2L1	chrX	52988221	52988226	-	0.000	0.000	Merged-chrX-52988248-53
NR7210--MA0117.2.Mafb	chr4	142153734	142153745	+	0.000	0.000	Merged-chr4-142153700-30
NR4780--MA0089.1.MAFG::NFE2L1	chr18	21300401	21300406	+	0.000	0.000	Merged-chr18-21300237-62
NR3015--MA0591.1.Bach1::Mafk	chr13	96697955	96697969	-	0.000	0.000	Merged-chr13-96698036-39
NR947--MA0089.1.MAFG::NFE2L1	chr10	23812115	23812120	-	0.000	0.000	Merged-chr10-23812313-29
NR2668--MA0495.2.MAFF	chr13	8995333	8995353	-	0.000	0.000	Merged-chr13-8995380-1
NR10352--MA0496.2.MAFK	chrX	59568330	59568348	+	0.000	0.000	Merged-chrX-59568240-6
NR1911--MA0117.2.Mafb	chr11	106688382	106688393	-	0.000	0.000	Merged-chr11-106688521-67
NR1016--MA0659.1.MAFG	chr10	53344048	53344068	-	0.000	0.000	Merged-chr10-53344095-9
NR9643--MA0501.1.MAF::NFE2	chr8	121570507	121570521	-	0.000	0.000	Merged-chr8-121570466-14
NR5944--MA0659.1.MAFG	chr2	153350989	153351009	-	0.000	0.000	Merged-chr2-153350886-63
NR4498--MA0496.2.MAFK	chr17	35219832	35219850	-	0.000	0.000	Merged-chr17-35219724-57
NR1804--MA0089.1.MAFG::NFE2L1	chr11	88011852	88011857	+	0.000	0.000	Merged-chr11-88011784-26
NR5432--MA0089.1.MAFG::NFE2L1	chr2	29095933	29095938	-	0.000	0.000	Merged-chr2-29095839-33
