#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR12553--MA0493.1.Klf1	chr13	45455939	45455949	+	0.000	0.000	Merged-chr13-45455779-40
NR14809--MA0493.1.Klf1	chr14	45388914	45388924	+	0.000	0.000	Merged-chr14-45388877-116
NR28465--MA0599.1.KLF5	chr2	153492948	153492957	-	0.000	0.000	Merged-chr2-153492855-60
NR17582--MA0599.1.KLF5	chr15	85956481	85956490	+	0.000	0.000	Merged-chr15-85956414-21
NR19838--MA0599.1.KLF5	chr16	94328389	94328398	+	0.000	0.000	Merged-chr16-94328439-39
NR2218--MA1107.1.KLF9	chr1	160805401	160805413	+	0.000	0.000	Merged-chr1-160805501-20
NR34578--MA1107.1.KLF9	chr4	133056251	133056263	-	0.000	0.000	Merged-chr4-133056441-57
NR3506--MA0742.1.Klf12	chr10	14045147	14045161	-	0.000	0.000	Merged-chr10-14045187-25
NR33774--MA0742.1.Klf12	chr4	109666793	109666807	+	0.000	0.000	Merged-chr4-109666886-20
NR9137--MA0741.1.KLF16	chr11	104001251	104001261	-	0.000	0.000	Merged-chr11-104001412-21
NR13814--MA0741.1.KLF16	chr13	104937963	104937973	-	0.000	0.000	Merged-chr13-104937983-19
NR21982--MA0599.1.KLF5	chr17	72836514	72836523	-	0.000	0.000	Merged-chr17-72836512-10
NR21323--MA0740.1.KLF14	chr17	44777307	44777320	+	0.000	0.000	Merged-chr17-44777259-107
NR921--MA1107.1.KLF9	chr1	75218314	75218326	-	0.000	0.000	Merged-chr1-75218362-9
NR17224--MA0599.1.KLF5	chr15	78581589	78581598	-	0.000	0.000	Merged-chr15-78581743-66
NR49949--MA0741.1.KLF16	chr9	59656466	59656476	-	0.000	0.000	Merged-chr9-59656584-94
NR24692--MA0599.1.KLF5	chr19	33589896	33589905	+	0.000	0.000	Merged-chr19-33589955-57
NR7457--MA0741.1.KLF16	chr11	61855232	61855242	-	0.000	0.000	Merged-chr11-61855241-5
NR46243--MA0599.1.KLF5	chr8	4250695	4250704	+	0.000	0.000	Merged-chr8-4250741-13
NR55--MA0741.1.KLF16	chr1	13374259	13374269	+	0.000	0.000	Merged-chr1-13374271-35
NR47332--MA0741.1.KLF16	chr8	71665602	71665612	-	0.000	0.000	Merged-chr8-71665590-47
NR27678--MA0039.3.KLF4	chr2	119189564	119189574	+	0.000	0.000	Merged-chr2-119189381-64
NR16205--MA0741.1.KLF16	chr15	5237423	5237433	-	0.000	0.000	Merged-chr15-5237523-64
NR24404--MA0039.3.KLF4	chr19	12794890	12794900	-	0.000	0.000	Merged-chr19-12794932-16
NR50294--MA0740.1.KLF14	chr9	72662397	72662410	+	0.000	0.000	Merged-chr9-72662335-52
NR37964--MA0740.1.KLF14	chr5	117115938	117115951	+	0.000	0.000	Merged-chr5-117115821-87
