#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1809--MA0501.1.MAF::NFE2	chr11	72941083	72941097	-	0.000	0.000	Merged-chr11-72940930-27
NR79--MA0501.1.MAF::NFE2	chr1	36262321	36262335	+	0.000	0.000	Merged-chr1-36262219-41
NR1892--MA0501.1.MAF::NFE2	chr11	86369760	86369774	-	0.000	0.000	Merged-chr11-86369884-20
NR7763--MA0501.1.MAF::NFE2	chr4	89487123	89487137	+	0.000	0.000	Merged-chr4-89487235-21
NR1906--MA0089.1.MAFG::NFE2L1	chr11	89003711	89003716	+	0.000	0.000	Merged-chr11-89003713-16
NR5821--MA0495.2.MAFF	chr2	35299661	35299681	-	0.000	0.000	Merged-chr2-35299647-29
NR2334--MA0659.1.MAFG	chr12	77666582	77666602	-	0.000	0.000	Merged-chr12-77666709-12
NR8994--MA0659.1.MAFG	chr6	70714455	70714475	+	0.000	0.000	Merged-chr6-70714490-34
NR361--MA0659.1.MAFG	chr1	85652329	85652349	+	0.000	0.000	Merged-chr1-85652245-53
NR4329--MA0089.1.MAFG::NFE2L1	chr16	50736973	50736978	-	0.000	0.000	Merged-chr16-50736996-81
NR4705--MA0089.1.MAFG::NFE2L1	chr17	29494346	29494351	-	0.000	0.000	Merged-chr17-29494430-50
NR1262--MA0659.1.MAFG	chr10	79937280	79937300	+	0.000	0.000	Merged-chr10-79937148-47
NR6228--MA0659.1.MAFG	chr2	118883541	118883561	+	0.000	0.000	Merged-chr2-118883436-40
NR10456--MA0501.1.MAF::NFE2	chr8	105827422	105827436	-	0.000	0.000	Merged-chr8-105827361-75
NR2055--MA0089.1.MAFG::NFE2L1	chr11	113617867	113617872	+	0.000	0.000	Merged-chr11-113617843-27
NR241--MA0089.1.MAFG::NFE2L1	chr1	67864412	67864417	+	0.000	0.000	Merged-chr1-67864335-2
NR5130--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR9311--MA0591.1.Bach1::Mafk	chr6	127302959	127302973	+	0.000	0.000	Merged-chr6-127302896-25
NR8620--MA0496.2.MAFK	chr5	118709907	118709925	-	0.000	0.000	Merged-chr5-118710096-15
NR8247--MA0591.1.Bach1::Mafk	chr5	33521073	33521087	-	0.000	0.000	Merged-chr5-33521045-58
NR1522--MA0501.1.MAF::NFE2	chr10	123190269	123190283	+	0.000	0.000	Merged-chr10-123190347-22
NR5823--MA0659.1.MAFG	chr2	35299661	35299681	-	0.000	0.000	Merged-chr2-35299647-29
NR5345--MA0089.1.MAFG::NFE2L1	chr18	80206786	80206791	+	0.000	0.000	Merged-chr18-80206935-61
NR1309--MA0496.2.MAFK	chr10	86786283	86786301	+	0.000	0.000	Merged-chr10-86786135-22
NR4091--MA0495.2.MAFF	chr15	99715149	99715169	-	0.000	0.000	Merged-chr15-99715119-21
NR10266--MA0089.1.MAFG::NFE2L1	chr8	68277247	68277252	-	0.000	0.000	Merged-chr8-68277344-43
NR11005--MA0089.1.MAFG::NFE2L1	chr9	92265849	92265854	-	0.000	0.000	Merged-chr9-92266025-66
NR543--MA0089.1.MAFG::NFE2L1	chr1	131003551	131003556	-	0.000	0.000	Merged-chr1-131003466-39
NR18--MA0501.1.MAF::NFE2	chr1	13155550	13155564	+	0.000	0.000	Merged-chr1-13155528-52
NR7110--MA0495.2.MAFF	chr3	108124463	108124483	-	0.000	0.000	Merged-chr3-108124378-33
NR2510--MA0501.1.MAF::NFE2	chr12	107975928	107975942	+	0.000	0.000	Merged-chr12-107975799-8
NR1000--MA0496.2.MAFK	chr10	17880385	17880403	-	0.000	0.000	Merged-chr10-17880349-11
NR7658--MA0117.2.Mafb	chr4	59278554	59278565	+	0.000	0.000	Merged-chr4-59278599-46
NR10247--MA0117.2.Mafb	chr8	61480133	61480144	-	0.000	0.000	Merged-chr8-61480025-26
NR9081--MA0117.2.Mafb	chr6	90746481	90746492	+	0.000	0.000	Merged-chr6-90746372-25
NR4727--MA0495.2.MAFF	chr17	35301916	35301936	-	0.000	0.000	Merged-chr17-35301957-54
NR11371--MA0495.2.MAFF	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR4531--MA0591.1.Bach1::Mafk	chr16	95893575	95893589	+	0.000	0.000	Merged-chr16-95893684-47
NR1034--MA0659.1.MAFG	chr10	25140546	25140566	+	0.000	0.000	Merged-chr10-25140477-16
NR4853--MA0591.1.Bach1::Mafk	chr17	70797433	70797447	-	0.000	0.000	Merged-chr17-70797319-37
NR10568--MA0089.1.MAFG::NFE2L1	chr8	126536297	126536302	-	0.000	0.000	Merged-chr8-126536353-14
NR3789--MA0591.1.Bach1::Mafk	chr15	36364375	36364389	-	0.000	0.000	Merged-chr15-36364170-51
NR6314--MA0591.1.Bach1::Mafk	chr2	132874103	132874117	-	0.000	0.000	Merged-chr2-132874056-29
NR1374--MA0117.2.Mafb	chr10	96274309	96274320	-	0.000	0.000	Merged-chr10-96274144-52
NR4309--MA0501.1.MAF::NFE2	chr16	44140578	44140592	+	0.000	0.000	Merged-chr16-44140552-3
NR6398--MA0501.1.MAF::NFE2	chr2	148594863	148594877	-	0.000	0.000	Merged-chr2-148594843-2
NR2303--MA0501.1.MAF::NFE2	chr12	70713620	70713634	-	0.000	0.000	Merged-chr12-70713725-41
NR9699--MA0591.1.Bach1::Mafk	chr7	75283132	75283146	-	0.000	0.000	Merged-chr7-75283067-12
NR9502--MA0117.2.Mafb	chr7	12803791	12803802	+	0.000	0.000	Merged-chr7-12803632-59
NR9577--MA0089.1.MAFG::NFE2L1	chr7	44405675	44405680	-	0.000	0.000	Merged-chr7-44405831-50
NR8157--MA0089.1.MAFG::NFE2L1	chr5	9107393	9107398	+	0.000	0.000	Merged-chr5-9107352-33
NR659--MA0496.2.MAFK	chr1	151682937	151682955	+	0.000	0.000	Merged-chr1-151683056-48
NR6750--MA0089.1.MAFG::NFE2L1	chr3	22138113	22138118	-	0.000	0.000	Merged-chr3-22138280-48
NR1108--MA0501.1.MAF::NFE2	chr10	43330942	43330956	+	0.000	0.000	Merged-chr10-43330902-16
NR11015--MA0659.1.MAFG	chr9	92602540	92602560	-	0.000	0.000	Merged-chr9-92602445-4
NR3130--MA0501.1.MAF::NFE2	chr13	113418359	113418373	-	0.000	0.000	Merged-chr13-113418245-6
NR8244--MA0089.1.MAFG::NFE2L1	chr5	33335609	33335614	+	0.000	0.000	Merged-chr5-33335620-54
NR2342--MA0089.1.MAFG::NFE2L1	chr12	80211434	80211439	+	0.000	0.000	Merged-chr12-80211304-22
NR11355--MA0117.2.Mafb	chrX	114474311	114474322	-	0.000	0.000	Merged-chrX-114474330-36
NR2170--MA0591.1.Bach1::Mafk	chr12	25851791	25851805	-	0.000	0.000	Merged-chr12-25851772-17
NR9229--MA0501.1.MAF::NFE2	chr6	118167157	118167171	+	0.000	0.000	Merged-chr6-118167184-65
NR1992--MA0089.1.MAFG::NFE2L1	chr11	104664068	104664073	+	0.000	0.000	Merged-chr11-104664090-22
NR7003--MA0495.2.MAFF	chr3	90587051	90587071	-	0.000	0.000	Merged-chr3-90587051-129
NR10283--MA0117.2.Mafb	chr8	71324840	71324851	-	0.000	0.000	Merged-chr8-71324961-29
NR10055--MA0659.1.MAFG	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR1513--MA0089.1.MAFG::NFE2L1	chr10	122748724	122748729	-	0.000	0.000	Merged-chr10-122748643-28
NR10807--MA0117.2.Mafb	chr9	51402090	51402101	+	0.000	0.000	Merged-chr9-51401998-48
NR573--MA0591.1.Bach1::Mafk	chr1	134560540	134560554	+	0.000	0.000	Merged-chr1-134560564-90
NR5953--MA0117.2.Mafb	chr2	68435697	68435708	+	0.000	0.000	Merged-chr2-68436038-76
NR9039--MA0496.2.MAFK	chr6	83428485	83428503	+	0.000	0.000	Merged-chr6-83428521-21
NR7115--MA0495.2.MAFF	chr3	108537560	108537580	+	0.000	0.000	Merged-chr3-108537509-16
NR1070--MA0659.1.MAFG	chr10	34297734	34297754	+	0.000	0.000	Merged-chr10-34297700-62
NR3778--MA0501.1.MAF::NFE2	chr15	28081382	28081396	+	0.000	0.000	Merged-chr15-28081319-36
NR2153--MA0089.1.MAFG::NFE2L1	chr12	16049797	16049802	-	0.000	0.000	Merged-chr12-16049748-36
NR9420--MA0495.2.MAFF	chr6	142785444	142785464	+	0.000	0.000	Merged-chr6-142785520-28
NR9970--MA0496.2.MAFK	chr7	126725175	126725193	+	0.000	0.000	Merged-chr7-126725257-13
NR5010--MA0501.1.MAF::NFE2	chr18	12634787	12634801	+	0.000	0.000	Merged-chr18-12634847-43
NR2063--MA0591.1.Bach1::Mafk	chr11	115128698	115128712	+	0.000	0.000	Merged-chr11-115128624-38
NR1706--MA0659.1.MAFG	chr11	51883865	51883885	+	0.000	0.000	Merged-chr11-51883874-36
NR11341--MA0591.1.Bach1::Mafk	chrX	103616989	103617003	-	0.000	0.000	Merged-chrX-103616839-86
NR5769--MA0501.1.MAF::NFE2	chr2	26753712	26753726	-	0.000	0.000	Merged-chr2-26753671-30
NR8848--MA0089.1.MAFG::NFE2L1	chr6	29232431	29232436	-	0.000	0.000	Merged-chr6-29232345-65
NR1596--MA0496.2.MAFK	chr11	11497908	11497926	+	0.000	0.000	Merged-chr11-11498094-24
NR7117--MA0659.1.MAFG	chr3	108537560	108537580	-	0.000	0.000	Merged-chr3-108537509-16
NR2008--MA0659.1.MAFG	chr11	107443912	107443932	-	0.000	0.000	Merged-chr11-107443890-34
NR1713--MA0495.2.MAFF	chr11	53096985	53097005	-	0.000	0.000	Merged-chr11-53097142-34
NR2664--MA0501.1.MAF::NFE2	chr13	21721950	21721964	-	0.000	0.000	Merged-chr13-21721967-70
NR10364--MA0089.1.MAFG::NFE2L1	chr8	87721607	87721612	-	0.000	0.000	Merged-chr8-87721462-1
