#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1053--MA0731.1.BCL6B	chr2	154754139	154754155	-	0.000	0.000	Merged-chr2-154754253-27
NR1814--MA0463.1.Bcl6	chr9	62261251	62261264	-	0.000	0.000	Merged-chr9-62261115-16
NR1259--MA0463.1.Bcl6	chr4	97831637	97831650	-	0.000	0.000	Merged-chr4-97831633-55
NR170--MA0463.1.Bcl6	chr10	21077157	21077170	+	0.000	0.000	Merged-chr10-21077347-58
NR282--MA0463.1.Bcl6	chr11	46127033	46127046	-	0.000	0.000	Merged-chr11-46127089-49
NR870--MA0731.1.BCL6B	chr19	24271844	24271860	-	0.000	0.000	Merged-chr19-24271931-46
NR1393--MA0731.1.BCL6B	chr5	100200564	100200580	+	0.000	0.000	Merged-chr5-100200514-7
NR1664--MA0731.1.BCL6B	chr7	135652254	135652270	+	0.000	0.000	Merged-chr7-135652396-133
NR1250--MA0731.1.BCL6B	chr4	86683518	86683534	+	0.000	0.000	Merged-chr4-86683553-15
NR1179--MA0463.1.Bcl6	chr3	143426913	143426926	-	0.000	0.000	Merged-chr3-143426791-9
NR708--MA0463.1.Bcl6	chr16	57177666	57177679	+	0.000	0.000	Merged-chr16-57177558-14
NR511--MA0463.1.Bcl6	chr13	111655971	111655984	+	0.000	0.000	Merged-chr13-111655949-74
NR610--MA0731.1.BCL6B	chr15	12895527	12895543	+	0.000	0.000	Merged-chr15-12895648-51
NR591--MA0731.1.BCL6B	chr14	103719069	103719085	-	0.000	0.000	Merged-chr14-103719095-60
NR862--MA0731.1.BCL6B	chr19	5273246	5273262	-	0.000	0.000	Merged-chr19-5273188-67
NR1513--MA0731.1.BCL6B	chr6	124741126	124741142	+	0.000	0.000	Merged-chr6-124741027-92
NR1672--MA0463.1.Bcl6	chr7	141302903	141302916	-	0.000	0.000	Merged-chr7-141303065-41
NR1460--MA0731.1.BCL6B	chr6	40385738	40385754	+	0.000	0.000	Merged-chr6-40385815-18
NR1426--MA0463.1.Bcl6	chr5	130088187	130088200	-	0.000	0.000	Merged-chr5-130088239-22
NR431--MA0463.1.Bcl6	chr13	6659645	6659658	-	0.000	0.000	Merged-chr13-6659549-27
NR776--MA0463.1.Bcl6	chr17	63284479	63284492	+	0.000	0.000	Merged-chr17-63284563-27
NR1462--MA0463.1.Bcl6	chr6	43349277	43349290	+	0.000	0.000	Merged-chr6-43349235-32
NR1122--MA0463.1.Bcl6	chr3	88376308	88376321	+	0.000	0.000	Merged-chr3-88376347-33
