#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR2399--MA0037.3.GATA3	chr16	62940589	62940596	-	0.000	0.000	Merged-chr16-62940729-45
NR4210--MA0035.3.Gata1	chr5	29920599	29920609	-	0.000	0.000	Merged-chr5-29920570-23
NR195--MA0035.3.Gata1	chr1	95451121	95451131	+	0.000	0.000	Merged-chr1-95451081-31
NR4090--MA0036.3.GATA2	chr4	145312626	145312636	-	0.000	0.000	Merged-chr4-145312696-44
NR1998--MA0482.1.Gata4	chr15	5108584	5108594	+	0.000	0.000	Merged-chr15-5108448-64
NR1127--MA0482.1.Gata4	chr11	113574272	113574282	-	0.000	0.000	Merged-chr11-113574265-17
NR5885--MA0037.3.GATA3	chrX	13461670	13461677	+	0.000	0.000	Merged-chrX-13461805-52
NR5789--MA1104.1.GATA6	chr9	108832552	108832564	+	0.000	0.000	Merged-chr9-108832464-53
NR3695--MA1104.1.GATA6	chr3	133332577	133332589	-	0.000	0.000	Merged-chr3-133332565-72
NR2017--MA0037.3.GATA3	chr15	19857647	19857654	-	0.000	0.000	Merged-chr15-19857574-17
NR2391--MA0482.1.Gata4	chr16	58670210	58670220	+	0.000	0.000	Merged-chr16-58670422-58
NR4788--MA0036.3.GATA2	chr6	126849235	126849245	-	0.000	0.000	Merged-chr6-126849069-62
NR955--MA0035.3.Gata1	chr11	55131724	55131734	+	0.000	0.000	Merged-chr11-55131677-86
NR1938--MA1104.1.GATA6	chr14	74918615	74918627	+	0.000	0.000	Merged-chr14-74918775-39
NR4885--MA0140.2.GATA1::TAL1	chr6	136902663	136902680	-	0.000	0.000	Merged-chr6-136902691-26
NR4645--MA0036.3.GATA2	chr6	71831778	71831788	+	0.000	0.000	Merged-chr6-71831897-1
NR2965--MA0036.3.GATA2	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR1114--MA0140.2.GATA1::TAL1	chr11	108910991	108911008	+	0.000	0.000	Merged-chr11-108910906-74
NR3429--MA0035.3.Gata1	chr2	156882817	156882827	+	0.000	0.000	Merged-chr2-156882642-42
NR2617--MA0036.3.GATA2	chr17	49435333	49435343	+	0.000	0.000	Merged-chr17-49435295-16
NR5593--MA1104.1.GATA6	chr9	44772868	44772880	+	0.000	0.000	Merged-chr9-44772887-60
NR1524--MA0037.3.GATA3	chr13	42049139	42049146	+	0.000	0.000	Merged-chr13-42049130-34
NR716--MA0035.3.Gata1	chr10	93985592	93985602	+	0.000	0.000	Merged-chr10-93985650-27
NR5070--MA0037.3.GATA3	chr7	78583904	78583911	+	0.000	0.000	Merged-chr7-78583930-15
NR2675--MA0482.1.Gata4	chr17	71204549	71204559	+	0.000	0.000	Merged-chr17-71204716-50
NR2854--MA1104.1.GATA6	chr18	62090030	62090042	-	0.000	0.000	Merged-chr18-62089904-13
NR421--MA0482.1.Gata4	chr1	179578812	179578822	+	0.000	0.000	Merged-chr1-179578897-31
NR4350--MA0766.1.GATA5	chr5	96200474	96200481	+	0.000	0.000	Merged-chr5-96200420-10
NR600--MA1104.1.GATA6	chr10	57486992	57487004	-	0.000	0.000	Merged-chr10-57486904-2
NR968--MA0035.3.Gata1	chr11	58948839	58948849	-	0.000	0.000	Merged-chr11-58948790-70
NR2455--MA0036.3.GATA2	chr16	97949051	97949061	+	0.000	0.000	Merged-chr16-97949035-17
NR4991--MA1104.1.GATA6	chr7	27933591	27933603	+	0.000	0.000	Merged-chr7-27933719-74
NR4024--MA0037.3.GATA3	chr4	122872202	122872209	-	0.000	0.000	Merged-chr4-122872187-66
NR4940--MA0482.1.Gata4	chr6	144332168	144332178	-	0.000	0.000	Merged-chr6-144332292-25
NR5303--MA0482.1.Gata4	chr7	141049042	141049052	-	0.000	0.000	Merged-chr7-141049009-7
NR4799--MA0037.3.GATA3	chr6	128286051	128286058	+	0.000	0.000	Merged-chr6-128286104-14
NR934--MA0035.3.Gata1	chr11	51760531	51760541	-	0.000	0.000	Merged-chr11-51760433-27
NR4573--MA0482.1.Gata4	chr6	39284043	39284053	-	0.000	0.000	Merged-chr6-39284001-16
NR1232--MA1104.1.GATA6	chr12	59169865	59169877	-	0.000	0.000	Merged-chr12-59170039-43
NR4040--MA0035.3.Gata1	chr4	124769255	124769265	-	0.000	0.000	Merged-chr4-124769177-27
NR2360--MA0035.3.Gata1	chr16	45942379	45942389	-	0.000	0.000	Merged-chr16-45942365-39
NR4292--MA0035.3.Gata1	chr5	74348599	74348609	+	0.000	0.000	Merged-chr5-74348625-55
NR747--MA0766.1.GATA5	chr10	99194849	99194856	-	0.000	0.000	Merged-chr10-99194642-78
NR2587--MA0766.1.GATA5	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR323--MA0036.3.GATA2	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR1484--MA0037.3.GATA3	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR4995--MA0766.1.GATA5	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR4417--MA0037.3.GATA3	chr5	115755111	115755118	+	0.000	0.000	Merged-chr5-115755148-41
NR3021--MA0037.3.GATA3	chr19	38224181	38224188	+	0.000	0.000	Merged-chr19-38224078-67
NR3687--MA0037.3.GATA3	chr3	132886775	132886782	-	0.000	0.000	Merged-chr3-132886809-16
NR5747--MA1104.1.GATA6	chr9	95836022	95836034	-	0.000	0.000	Merged-chr9-95835913-33
NR4581--MA0766.1.GATA5	chr6	41118795	41118802	+	0.000	0.000	Merged-chr6-41118606-52
NR5178--MA0035.3.Gata1	chr7	109951589	109951599	-	0.000	0.000	Merged-chr7-109951636-55
NR1503--MA0140.2.GATA1::TAL1	chr13	24419821	24419838	-	0.000	0.000	Merged-chr13-24419838-27
NR533--MA0035.3.Gata1	chr10	21964642	21964652	+	0.000	0.000	Merged-chr10-21964511-16
NR4481--MA0140.2.GATA1::TAL1	chr5	143038559	143038576	+	0.000	0.000	Merged-chr5-143038769-30
NR5087--MA0766.1.GATA5	chr7	80782192	80782199	+	0.000	0.000	Merged-chr7-80782374-50
NR699--MA0482.1.Gata4	chr10	89747977	89747987	+	0.000	0.000	Merged-chr10-89747839-80
NR304--MA0482.1.Gata4	chr1	153847114	153847124	-	0.000	0.000	Merged-chr1-153847127-37
NR4504--MA0766.1.GATA5	chr5	148398757	148398764	+	0.000	0.000	Merged-chr5-148398705-3
NR1497--MA1104.1.GATA6	chr13	21779747	21779759	+	0.000	0.000	Merged-chr13-21779684-65
NR4576--MA0035.3.Gata1	chr6	39284044	39284054	-	0.000	0.000	Merged-chr6-39284001-16
NR1721--MA0037.3.GATA3	chr13	106998846	106998853	-	0.000	0.000	Merged-chr13-106998870-40
NR1098--MA0036.3.GATA2	chr11	108248585	108248595	+	0.000	0.000	Merged-chr11-108248558-56
NR166--MA0035.3.Gata1	chr1	91086545	91086555	-	0.000	0.000	Merged-chr1-91086368-53
NR607--MA0036.3.GATA2	chr10	58371380	58371390	-	0.000	0.000	Merged-chr10-58371559-38
NR940--MA0037.3.GATA3	chr11	52314537	52314544	+	0.000	0.000	Merged-chr11-52314367-60
NR2161--MA1104.1.GATA6	chr15	82914619	82914631	+	0.000	0.000	Merged-chr15-82914694-36
NR2065--MA0037.3.GATA3	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR275--MA0035.3.Gata1	chr1	143324680	143324690	+	0.000	0.000	Merged-chr1-143324784-2
NR3461--MA0140.2.GATA1::TAL1	chr2	163838221	163838238	-	0.000	0.000	Merged-chr2-163838287-34
NR2110--MA0482.1.Gata4	chr15	67410168	67410178	-	0.000	0.000	Merged-chr15-67410100-57
NR2362--MA0482.1.Gata4	chr16	49774803	49774813	+	0.000	0.000	Merged-chr16-49774880-113
NR4589--MA0035.3.Gata1	chr6	50146482	50146492	+	0.000	0.000	Merged-chr6-50146420-23
NR4693--MA0036.3.GATA2	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR926--MA0035.3.Gata1	chr11	48933853	48933863	+	0.000	0.000	Merged-chr11-48933681-40
NR4836--MA0482.1.Gata4	chr6	129997694	129997704	+	0.000	0.000	Merged-chr6-129997694-33
NR4560--MA0766.1.GATA5	chr6	34156300	34156307	-	0.000	0.000	Merged-chr6-34156229-28
NR334--MA1104.1.GATA6	chr1	161767270	161767282	-	0.000	0.000	Merged-chr1-161767386-1
NR512--MA0035.3.Gata1	chr10	17550175	17550185	-	0.000	0.000	Merged-chr10-17550297-37
NR4330--MA1104.1.GATA6	chr5	92327549	92327561	-	0.000	0.000	Merged-chr5-92327493-24
NR216--MA0766.1.GATA5	chr1	106738290	106738297	+	0.000	0.000	Merged-chr1-106738280-22
NR1843--MA0037.3.GATA3	chr14	40927279	40927286	+	0.000	0.000	Merged-chr14-40927194-29
NR5182--MA0140.2.GATA1::TAL1	chr7	112136764	112136781	+	0.000	0.000	Merged-chr7-112136797-13
NR187--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR2968--MA1104.1.GATA6	chr19	8019952	8019964	+	0.000	0.000	Merged-chr19-8019847-106
NR2774--MA0036.3.GATA2	chr18	13016560	13016570	+	0.000	0.000	Merged-chr18-13016580-10
NR1999--MA1104.1.GATA6	chr15	5108582	5108594	-	0.000	0.000	Merged-chr15-5108448-64
NR2732--MA0035.3.Gata1	chr17	84061870	84061880	+	0.000	0.000	Merged-chr17-84061758-18
NR3086--MA0482.1.Gata4	chr2	10581342	10581352	-	0.000	0.000	Merged-chr2-10581253-23
NR787--MA0482.1.Gata4	chr10	117418184	117418194	+	0.000	0.000	Merged-chr10-117417999-69
NR2426--MA0036.3.GATA2	chr16	84603167	84603177	-	0.000	0.000	Merged-chr16-84602933-51
NR2113--MA0035.3.Gata1	chr15	67410169	67410179	-	0.000	0.000	Merged-chr15-67410100-57
NR4834--MA0036.3.GATA2	chr6	129680525	129680535	-	0.000	0.000	Merged-chr6-129680529-50
NR2688--MA0766.1.GATA5	chr17	71681166	71681173	-	0.000	0.000	Merged-chr17-71681067-13
NR5150--MA0037.3.GATA3	chr7	100449172	100449179	-	0.000	0.000	Merged-chr7-100449076-60
NR4706--MA0482.1.Gata4	chr6	97311127	97311137	-	0.000	0.000	Merged-chr6-97311024-32
NR2392--MA1104.1.GATA6	chr16	58670208	58670220	-	0.000	0.000	Merged-chr16-58670422-58
NR1109--MA0036.3.GATA2	chr11	108911012	108911022	+	0.000	0.000	Merged-chr11-108910906-74
NR5944--MA0037.3.GATA3	chrX	140537799	140537806	-	0.000	0.000	Merged-chrX-140537922-35
