#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR20985--MA1107.1.KLF9	chr15	100443593	100443605	-	0.000	0.000	Merged-chr15-100443625-43
NR56129--MA1107.1.KLF9	chr8	116628624	116628636	+	0.000	0.000	Merged-chr8-116628459-54
NR13543--MA0741.1.KLF16	chr12	116047653	116047663	-	0.000	0.000	Merged-chr12-116047777-53
NR39010--MA0741.1.KLF16	chr4	109280621	109280631	+	0.000	0.000	Merged-chr4-109280702-95
NR13814--MA0741.1.KLF16	chr13	17805165	17805175	-	0.000	0.000	Merged-chr13-17805301-35
NR9408--MA0741.1.KLF16	chr11	79132292	79132302	-	0.000	0.000	Merged-chr11-79132078-52
NR28107--MA0599.1.KLF5	chr19	37207110	37207119	+	0.000	0.000	Merged-chr19-37206939-3
NR41204--MA0039.3.KLF4	chr5	3383619	3383629	-	0.000	0.000	Merged-chr5-3383814-54
NR26813--MA0493.1.Klf1	chr18	74962350	74962360	+	0.000	0.000	Merged-chr18-74962329-69
NR39373--MA0740.1.KLF14	chr4	120854784	120854797	+	0.000	0.000	Merged-chr4-120854918-43
NR59300--MA1107.1.KLF9	chr9	110896830	110896842	-	0.000	0.000	Merged-chr9-110896831-29
NR37616--MA0599.1.KLF5	chr4	47251199	47251208	-	0.000	0.000	Merged-chr4-47251279-48
NR46582--MA1107.1.KLF9	chr6	50560914	50560926	+	0.000	0.000	Merged-chr6-50560959-32
NR4661--MA0742.1.Klf12	chr10	40883450	40883464	+	0.000	0.000	Merged-chr10-40883582-128
NR7476--MA0599.1.KLF5	chr10	128923467	128923476	+	0.000	0.000	Merged-chr10-128923419-71
NR58462--MA0599.1.KLF5	chr9	79759889	79759898	+	0.000	0.000	Merged-chr9-79759901-55
NR35174--MA0741.1.KLF16	chr3	100969700	100969710	+	0.000	0.000	Merged-chr3-100969599-56
NR14888--MA0740.1.KLF14	chr13	64161706	64161719	+	0.000	0.000	Merged-chr13-64161873-63
NR33167--MA0599.1.KLF5	chr2	173349677	173349686	+	0.000	0.000	Merged-chr2-173349812-58
NR56339--MA0039.3.KLF4	chr8	120276576	120276586	-	0.000	0.000	Merged-chr8-120276586-37
NR17998--MA0493.1.Klf1	chr14	76177400	76177410	+	0.000	0.000	Merged-chr14-76177407-12
NR13996--MA1107.1.KLF9	chr13	30693098	30693110	+	0.000	0.000	Merged-chr13-30693070-31
NR10023--MA0741.1.KLF16	chr11	97404737	97404747	+	0.000	0.000	Merged-chr11-97404596-19
NR28666--MA0493.1.Klf1	chr19	56756564	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR6332--MA0741.1.KLF16	chr10	93083476	93083486	+	0.000	0.000	Merged-chr10-93083560-38
NR38257--MA1107.1.KLF9	chr4	83328219	83328231	+	0.000	0.000	Merged-chr4-83328065-107
NR40132--MA0039.3.KLF4	chr4	136178075	136178085	-	0.000	0.000	Merged-chr4-136177885-58
NR4381--MA0741.1.KLF16	chr10	20952522	20952532	-	0.000	0.000	Merged-chr10-20952486-81
NR52566--MA0039.3.KLF4	chr7	127091399	127091409	+	0.000	0.000	Merged-chr7-127091307-65
NR25499--MA0742.1.Klf12	chr17	88256400	88256414	-	0.000	0.000	Merged-chr17-88256193-58
NR27917--MA0599.1.KLF5	chr19	28010103	28010112	-	0.000	0.000	Merged-chr19-28009997-35
NR48978--MA0599.1.KLF5	chr6	145284481	145284490	-	0.000	0.000	Merged-chr6-145284477-26
NR5735--MA0599.1.KLF5	chr10	80539297	80539306	-	0.000	0.000	Merged-chr10-80539129-37
NR45028--MA0599.1.KLF5	chr5	139149978	139149987	+	0.000	0.000	Merged-chr5-139150117-104
NR28371--MA0599.1.KLF5	chr19	46305620	46305629	+	0.000	0.000	Merged-chr19-46305608-10
NR24306--MA1107.1.KLF9	chr17	46880156	46880168	+	0.000	0.000	Merged-chr17-46880120-39
NR43734--MA0493.1.Klf1	chr5	118478260	118478270	+	0.000	0.000	Merged-chr5-118478208-82
NR11925--MA0599.1.KLF5	chr12	44269055	44269064	+	0.000	0.000	Merged-chr12-44269200-102
NR57196--MA0657.1.KLF13	chr9	32488003	32488020	-	0.000	0.000	Merged-chr9-32487772-66
NR32851--MA0493.1.Klf1	chr2	166622662	166622672	-	0.000	0.000	Merged-chr2-166622738-30
NR31220--MA0599.1.KLF5	chr2	117120685	117120694	+	0.000	0.000	Merged-chr2-117120973-155
NR11368--MA0740.1.KLF14	chr12	3981484	3981497	+	0.000	0.000	Merged-chr12-3981650-49
NR45152--MA1107.1.KLF9	chr5	140871300	140871312	-	0.000	0.000	Merged-chr5-140871418-38
NR7011--MA0740.1.KLF14	chr10	120112990	120113003	-	0.000	0.000	Merged-chr10-120112828-89
NR44344--MA0742.1.Klf12	chr5	129908478	129908492	+	0.000	0.000	Merged-chr5-129908644-57
NR21149--MA0493.1.Klf1	chr15	103307392	103307402	-	0.000	0.000	Merged-chr15-103307357-25
NR7677--MA0740.1.KLF14	chr11	6528854	6528867	-	0.000	0.000	Merged-chr11-6528717-51
NR50151--MA0740.1.KLF14	chr7	30184140	30184153	-	0.000	0.000	Merged-chr7-30184154-42
NR52487--MA0599.1.KLF5	chr7	125603407	125603416	+	0.000	0.000	Merged-chr7-125603403-47
NR17130--MA0599.1.KLF5	chr14	46578517	46578526	+	0.000	0.000	Merged-chr14-46578431-37
NR35302--MA0741.1.KLF16	chr3	103809503	103809513	+	0.000	0.000	Merged-chr3-103809484-100
NR9503--MA0493.1.Klf1	chr11	82424780	82424790	-	0.000	0.000	Merged-chr11-82424845-7
NR50320--MA0742.1.Klf12	chr7	35333915	35333929	-	0.000	0.000	Merged-chr7-35333987-100
