#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR1576--MA0731.1.BCL6B	chr8	126582671	126582687	+	0.000	0.000	Merged-chr8-126582785-35
NR918--MA0463.1.Bcl6	chr2	129873720	129873733	+	0.000	0.000	Merged-chr2-129873690-22
NR703--MA0463.1.Bcl6	chr17	43233050	43233063	+	0.000	0.000	Merged-chr17-43233095-49
NR721--MA0463.1.Bcl6	chr17	78351777	78351790	-	0.000	0.000	Merged-chr17-78351969-128
NR1622--MA0463.1.Bcl6	chr9	63719960	63719973	+	0.000	0.000	Merged-chr9-63720041-13
NR30--MA0731.1.BCL6B	chr1	64970800	64970816	+	0.000	0.000	Merged-chr1-64970885-50
NR1568--MA0731.1.BCL6B	chr8	117127788	117127804	-	0.000	0.000	Merged-chr8-117127644-20
NR990--MA0463.1.Bcl6	chr3	51333188	51333201	+	0.000	0.000	Merged-chr3-51333364-28
NR623--MA0463.1.Bcl6	chr16	21531031	21531044	+	0.000	0.000	Merged-chr16-21531039-7
NR1547--MA0731.1.BCL6B	chr8	104239505	104239521	+	0.000	0.000	Merged-chr8-104239709-64
NR301--MA0463.1.Bcl6	chr11	78345897	78345910	+	0.000	0.000	Merged-chr11-78345997-37
NR1560--MA0463.1.Bcl6	chr8	115276586	115276599	+	0.000	0.000	Merged-chr8-115276533-28
NR984--MA0731.1.BCL6B	chr3	32438122	32438138	+	0.000	0.000	Merged-chr3-32438051-51
NR1314--MA0463.1.Bcl6	chr6	54127380	54127393	+	0.000	0.000	Merged-chr6-54127507-32
NR1220--MA0463.1.Bcl6	chr5	74704703	74704716	-	0.000	0.000	Merged-chr5-74704453-70
NR431--MA0463.1.Bcl6	chr13	23446754	23446767	-	0.000	0.000	Merged-chr13-23446723-10
NR1364--MA0731.1.BCL6B	chr6	125467491	125467507	-	0.000	0.000	Merged-chr6-125467519-12
NR1350--MA0463.1.Bcl6	chr6	120066013	120066026	-	0.000	0.000	Merged-chr6-120065938-28
NR794--MA0463.1.Bcl6	chr19	18766775	18766788	-	0.000	0.000	Merged-chr19-18766611-24
NR1480--MA0463.1.Bcl6	chr7	128724875	128724888	-	0.000	0.000	Merged-chr7-128725026-31
NR1614--MA0731.1.BCL6B	chr9	58542126	58542142	-	0.000	0.000	Merged-chr9-58542052-13
NR1346--MA0463.1.Bcl6	chr6	116264065	116264078	+	0.000	0.000	Merged-chr6-116264225-57
NR566--MA0463.1.Bcl6	chr15	36179639	36179652	+	0.000	0.000	Merged-chr15-36179511-67
NR1579--MA0463.1.Bcl6	chr8	127968324	127968337	-	0.000	0.000	Merged-chr8-127968270-33
NR584--MA0463.1.Bcl6	chr15	67398241	67398254	-	0.000	0.000	Merged-chr15-67398131-20
NR1270--MA0463.1.Bcl6	chr5	134704330	134704343	+	0.000	0.000	Merged-chr5-134704311-24
NR432--MA0731.1.BCL6B	chr13	23446754	23446770	+	0.000	0.000	Merged-chr13-23446723-10
NR1024--MA0463.1.Bcl6	chr3	108718084	108718097	+	0.000	0.000	Merged-chr3-108718262-42
