#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR2582--MA0766.1.GATA5	chr16	93454221	93454228	+	0.000	0.000	Merged-chr16-93454367-31
NR2004--MA0037.3.GATA3	chr14	57713188	57713195	+	0.000	0.000	Merged-chr14-57713043-44
NR4995--MA0482.1.Gata4	chr6	35380106	35380116	+	0.000	0.000	Merged-chr6-35380025-41
NR994--MA0766.1.GATA5	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR3088--MA0766.1.GATA5	chr18	76222284	76222291	-	0.000	0.000	Merged-chr18-76222464-24
NR4876--MA0035.3.Gata1	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR123--MA0766.1.GATA5	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR2801--MA0035.3.Gata1	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR3518--MA0140.2.GATA1::TAL1	chr2	102886846	102886863	+	0.000	0.000	Merged-chr2-102886878-67
NR2782--MA0035.3.Gata1	chr17	50136228	50136238	+	0.000	0.000	Merged-chr17-50136209-46
NR5537--MA1104.1.GATA6	chr7	90007378	90007390	+	0.000	0.000	Merged-chr7-90007418-46
NR5239--MA0035.3.Gata1	chr6	129423725	129423735	-	0.000	0.000	Merged-chr6-129423849-31
NR1240--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR2072--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR2020--MA0035.3.Gata1	chr14	64949101	64949111	+	0.000	0.000	Merged-chr14-64949115-2
NR2790--MA0036.3.GATA2	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR997--MA0036.3.GATA2	chr11	22936749	22936759	-	0.000	0.000	Merged-chr11-22936648-30
NR5119--MA0482.1.Gata4	chr6	91576116	91576126	+	0.000	0.000	Merged-chr6-91576137-19
NR2033--MA0035.3.Gata1	chr14	70341486	70341496	-	0.000	0.000	Merged-chr14-70341335-48
NR1524--MA0037.3.GATA3	chr12	102350999	102351006	-	0.000	0.000	Merged-chr12-102350976-38
NR1428--MA1104.1.GATA6	chr12	73842213	73842225	-	0.000	0.000	Merged-chr12-73842345-69
NR517--MA0140.2.GATA1::TAL1	chr1	185193578	185193595	-	0.000	0.000	Merged-chr1-185193700-43
NR2736--MA0766.1.GATA5	chr17	32349205	32349212	+	0.000	0.000	Merged-chr17-32349293-10
NR5589--MA0482.1.Gata4	chr7	110254111	110254121	+	0.000	0.000	Merged-chr7-110254224-22
NR1266--MA1104.1.GATA6	chr11	108248584	108248596	-	0.000	0.000	Merged-chr11-108248558-56
NR192--MA0766.1.GATA5	chr1	85897038	85897045	-	0.000	0.000	Merged-chr1-85896954-42
NR2784--MA0482.1.Gata4	chr17	52064892	52064902	-	0.000	0.000	Merged-chr17-52064871-36
NR4730--MA0766.1.GATA5	chr5	90603596	90603603	+	0.000	0.000	Merged-chr5-90603641-23
NR3422--MA0037.3.GATA3	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR690--MA1104.1.GATA6	chr10	40713351	40713363	+	0.000	0.000	Merged-chr10-40713251-44
NR4799--MA0037.3.GATA3	chr5	111125264	111125271	+	0.000	0.000	Merged-chr5-111125031-44
NR663--MA0035.3.Gata1	chr10	26359035	26359045	-	0.000	0.000	Merged-chr10-26358949-44
NR5478--MA0036.3.GATA2	chr7	67672916	67672926	-	0.000	0.000	Merged-chr7-67672812-28
NR6033--MA0036.3.GATA2	chr8	121907709	121907719	+	0.000	0.000	Merged-chr8-121907786-62
NR6110--MA0482.1.Gata4	chr9	15533921	15533931	+	0.000	0.000	Merged-chr9-15533893-20
NR2902--MA0035.3.Gata1	chr18	4296070	4296080	+	0.000	0.000	Merged-chr18-4296046-21
NR4351--MA0140.2.GATA1::TAL1	chr4	88046615	88046632	+	0.000	0.000	Merged-chr4-88046485-60
NR1484--MA1104.1.GATA6	chr12	90590814	90590826	-	0.000	0.000	Merged-chr12-90590731-11
NR2374--MA0140.2.GATA1::TAL1	chr16	11526680	11526697	-	0.000	0.000	Merged-chr16-11526520-43
NR3779--MA0482.1.Gata4	chr2	170221211	170221221	+	0.000	0.000	Merged-chr2-170221188-49
NR2587--MA0766.1.GATA5	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR4630--MA0140.2.GATA1::TAL1	chr5	28315796	28315813	-	0.000	0.000	Merged-chr5-28315754-44
NR400--MA0482.1.Gata4	chr1	156474261	156474271	-	0.000	0.000	Merged-chr1-156474258-59
NR3068--MA1104.1.GATA6	chr18	74780029	74780041	+	0.000	0.000	Merged-chr18-74780023-15
NR2992--MA0035.3.Gata1	chr18	54860619	54860629	-	0.000	0.000	Merged-chr18-54860804-67
NR2373--MA0035.3.Gata1	chr16	11526689	11526699	-	0.000	0.000	Merged-chr16-11526520-43
NR3448--MA1104.1.GATA6	chr2	77271995	77272007	+	0.000	0.000	Merged-chr2-77272026-8
NR2348--MA0766.1.GATA5	chr15	103154445	103154452	-	0.000	0.000	Merged-chr15-103154383-18
NR684--MA0036.3.GATA2	chr10	39613037	39613047	+	0.000	0.000	Merged-chr10-39613248-57
NR2501--MA0035.3.Gata1	chr16	55786999	55787009	+	0.000	0.000	Merged-chr16-55786859-14
NR1446--MA0482.1.Gata4	chr12	78919296	78919306	+	0.000	0.000	Merged-chr12-78919443-34
NR6113--MA0035.3.Gata1	chr9	15533920	15533930	+	0.000	0.000	Merged-chr9-15533893-20
