#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR51--MA0731.1.BCL6B	chr1	131110832	131110848	-	0.000	0.000	Merged-chr1-131110812-66
NR64--MA0731.1.BCL6B	chr1	166016681	166016697	-	0.000	0.000	Merged-chr1-166016547-30
NR631--MA0731.1.BCL6B	chr2	32037404	32037420	-	0.000	0.000	Merged-chr2-32037609-52
NR184--MA0463.1.Bcl6	chr11	46083685	46083698	+	0.000	0.000	Merged-chr11-46083791-69
NR1263--MA0731.1.BCL6B	chr9	124100408	124100424	-	0.000	0.000	Merged-chr9-124100646-41
NR1197--MA0463.1.Bcl6	chr8	128506209	128506222	+	0.000	0.000	Merged-chr8-128506100-25
NR42--MA0463.1.Bcl6	chr1	106759042	106759055	+	0.000	0.000	Merged-chr1-106758978-1
NR60--MA0463.1.Bcl6	chr1	155050360	155050373	-	0.000	0.000	Merged-chr1-155050378-11
NR968--MA0463.1.Bcl6	chr5	149427430	149427443	+	0.000	0.000	Merged-chr5-149427432-30
NR628--MA0463.1.Bcl6	chr2	26668987	26669000	+	0.000	0.000	Merged-chr2-26668948-49
NR984--MA0731.1.BCL6B	chr6	38789669	38789685	-	0.000	0.000	Merged-chr6-38789563-52
NR664--MA0463.1.Bcl6	chr2	72365411	72365424	-	0.000	0.000	Merged-chr2-72365558-19
NR1268--MA0731.1.BCL6B	chrX	38251709	38251725	-	0.000	0.000	Merged-chrX-38251634-1
NR74--MA0463.1.Bcl6	chr1	176827398	176827411	+	0.000	0.000	Merged-chr1-176827492-35
NR963--MA0731.1.BCL6B	chr5	147323704	147323720	-	0.000	0.000	Merged-chr5-147323630-31
NR203--MA0463.1.Bcl6	chr11	69073720	69073733	+	0.000	0.000	Merged-chr11-69073525-67
NR1122--MA0463.1.Bcl6	chr7	120754925	120754938	+	0.000	0.000	Merged-chr7-120754842-25
NR1234--MA0463.1.Bcl6	chr9	78443112	78443125	-	0.000	0.000	Merged-chr9-78443025-84
NR1118--MA0463.1.Bcl6	chr7	114069447	114069460	+	0.000	0.000	Merged-chr7-114069379-29
NR921--MA0731.1.BCL6B	chr5	110653362	110653378	-	0.000	0.000	Merged-chr5-110653386-72
NR716--MA0731.1.BCL6B	chr3	9924595	9924611	+	0.000	0.000	Merged-chr3-9924809-24
NR486--MA0463.1.Bcl6	chr17	12371723	12371736	-	0.000	0.000	Merged-chr17-12371893-96
