#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR964--MA0508.2.PRDM1	chr2	153445090	153445099	-	0.000	0.000	Merged-chr2-153445108-13
NR15--MA0508.2.PRDM1	chr1	37430074	37430083	-	0.000	0.000	Merged-chr1-37430109-65
NR1344--MA0508.2.PRDM1	chr6	88957961	88957970	+	0.000	0.000	Merged-chr6-88958094-9
NR1615--MA0508.2.PRDM1	chr9	57800566	57800575	+	0.000	0.000	Merged-chr9-57800660-12
NR1201--MA0508.2.PRDM1	chr5	20941595	20941604	-	0.000	0.000	Merged-chr5-20941444-45
NR563--MA0508.2.PRDM1	chr15	51990536	51990545	+	0.000	0.000	Merged-chr15-51990648-9
NR1453--MA0508.2.PRDM1	chr7	82868075	82868084	-	0.000	0.000	Merged-chr7-82867992-3
NR420--MA0508.2.PRDM1	chr13	34163153	34163162	+	0.000	0.000	Merged-chr13-34163217-77
NR1086--MA0508.2.PRDM1	chr3	146156461	146156470	-	0.000	0.000	Merged-chr3-146156447-31
NR800--MA0508.2.PRDM1	chr18	89126526	89126535	-	0.000	0.000	Merged-chr18-89126622-17
NR324--MA0508.2.PRDM1	chr12	4082868	4082877	-	0.000	0.000	Merged-chr12-4082819-61
NR781--MA0508.2.PRDM1	chr18	65395858	65395867	-	0.000	0.000	Merged-chr18-65395765-31
NR847--MA0508.2.PRDM1	chr19	53464788	53464797	-	0.000	0.000	Merged-chr19-53464901-55
NR1052--MA0508.2.PRDM1	chr3	105900414	105900423	+	0.000	0.000	Merged-chr3-105900628-63
NR890--MA0508.2.PRDM1	chr2	58194804	58194813	-	0.000	0.000	Merged-chr2-58194790-46
NR542--MA0508.2.PRDM1	chr14	121345938	121345947	-	0.000	0.000	Merged-chr14-121345907-1
NR1607--MA0508.2.PRDM1	chr9	45984926	45984935	+	0.000	0.000	Merged-chr9-45984810-70
NR1588--MA0508.2.PRDM1	chr9	21235478	21235487	+	0.000	0.000	Merged-chr9-21235513-26
NR555--MA0508.2.PRDM1	chr15	31117626	31117635	-	0.000	0.000	Merged-chr15-31117559-26
NR826--MA0508.2.PRDM1	chr19	29372000	29372009	-	0.000	0.000	Merged-chr19-29372024-45
NR393--MA0508.2.PRDM1	chr12	117995044	117995053	-	0.000	0.000	Merged-chr12-117995119-48
NR250--MA0508.2.PRDM1	chr10	128213104	128213113	+	0.000	0.000	Merged-chr10-128213111-44
NR773--MA0508.2.PRDM1	chr18	50053409	50053418	+	0.000	0.000	Merged-chr18-50053279-83
NR901--MA0508.2.PRDM1	chr2	71787615	71787624	+	0.000	0.000	Merged-chr2-71787780-1
NR1315--MA0508.2.PRDM1	chr6	50416936	50416945	+	0.000	0.000	Merged-chr6-50417055-62
NR805--MA0508.2.PRDM1	chr19	6339991	6340000	+	0.000	0.000	Merged-chr19-6340106-35
NR643--MA0508.2.PRDM1	chr16	52470507	52470516	+	0.000	0.000	Merged-chr16-52470408-42
NR895--MA0508.2.PRDM1	chr2	62648769	62648778	+	0.000	0.000	Merged-chr2-62648846-15
NR1023--MA0508.2.PRDM1	chr3	84672240	84672249	+	0.000	0.000	Merged-chr3-84672358-8
NR1689--MA0508.2.PRDM1	chrX	77509282	77509291	+	0.000	0.000	Merged-chrX-77509424-59
NR494--MA0508.2.PRDM1	chr14	15770067	15770076	+	0.000	0.000	Merged-chr14-15770075-60
NR1179--MA0508.2.PRDM1	chr4	145263865	145263874	-	0.000	0.000	Merged-chr4-145263821-10
NR417--MA0508.2.PRDM1	chr13	30792399	30792408	+	0.000	0.000	Merged-chr13-30792464-54
NR1288--MA0508.2.PRDM1	chr5	149184615	149184624	-	0.000	0.000	Merged-chr5-149184513-135
NR1049--MA0508.2.PRDM1	chr3	104641014	104641023	-	0.000	0.000	Merged-chr3-104641156-30
NR887--MA0508.2.PRDM1	chr2	52590975	52590984	+	0.000	0.000	Merged-chr2-52591094-36
NR330--MA0508.2.PRDM1	chr12	15811827	15811836	-	0.000	0.000	Merged-chr12-15811908-21
NR996--MA0508.2.PRDM1	chr3	31061378	31061387	-	0.000	0.000	Merged-chr3-31061473-66
NR853--MA0508.2.PRDM1	chr19	59930151	59930160	+	0.000	0.000	Merged-chr19-59930047-24
NR648--MA0508.2.PRDM1	chr16	59007264	59007273	-	0.000	0.000	Merged-chr16-59007299-38
NR691--MA0508.2.PRDM1	chr17	24063689	24063698	-	0.000	0.000	Merged-chr17-24063697-12
NR1028--MA0508.2.PRDM1	chr3	88771850	88771859	+	0.000	0.000	Merged-chr3-88771967-123
NR200--MA0508.2.PRDM1	chr10	75424737	75424746	+	0.000	0.000	Merged-chr10-75424715-43
NR181--MA0508.2.PRDM1	chr10	52382205	52382214	-	0.000	0.000	Merged-chr10-52382064-99
NR452--MA0508.2.PRDM1	chr13	90931348	90931357	-	0.000	0.000	Merged-chr13-90931322-30
NR26--MA0508.2.PRDM1	chr1	52388418	52388427	+	0.000	0.000	Merged-chr1-52388435-48
NR322--MA0508.2.PRDM1	chr11	121039431	121039440	-	0.000	0.000	Merged-chr11-121039238-62
NR988--MA0508.2.PRDM1	chr3	5272106	5272115	-	0.000	0.000	Merged-chr3-5272073-63
NR574--MA0508.2.PRDM1	chr15	67039754	67039763	-	0.000	0.000	Merged-chr15-67039723-60
NR845--MA0508.2.PRDM1	chr19	46517659	46517668	-	0.000	0.000	Merged-chr19-46517479-12
NR606--MA0508.2.PRDM1	chr16	4736454	4736463	-	0.000	0.000	Merged-chr16-4736414-28
