#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR51500--MA0599.1.KLF5	chrX	142385105	142385114	-	0.000	0.000	Merged-chrX-142385026-32
NR23398--MA0740.1.KLF14	chr18	77870169	77870182	-	0.000	0.000	Merged-chr18-77870219-23
NR49883--MA0741.1.KLF16	chr9	104269536	104269546	+	0.000	0.000	Merged-chr9-104269530-16
NR4400--MA0741.1.KLF16	chr10	77259168	77259178	+	0.000	0.000	Merged-chr10-77259226-56
NR24772--MA0493.1.Klf1	chr19	45807913	45807923	+	0.000	0.000	Merged-chr19-45807954-8
NR20770--MA1107.1.KLF9	chr17	34850249	34850261	+	0.000	0.000	Merged-chr17-34850379-53
NR4836--MA0039.3.KLF4	chr10	81138380	81138390	-	0.000	0.000	Merged-chr10-81138293-1
NR11592--MA0741.1.KLF16	chr12	112877592	112877602	-	0.000	0.000	Merged-chr12-112877740-16
NR35440--MA0493.1.Klf1	chr4	156197571	156197581	-	0.000	0.000	Merged-chr4-156197657-98
NR43533--MA0599.1.KLF5	chr7	89338657	89338666	-	0.000	0.000	Merged-chr7-89338758-74
NR26190--MA1107.1.KLF9	chr2	34913723	34913735	+	0.000	0.000	Merged-chr2-34913958-69
NR46243--MA0599.1.KLF5	chr8	72169419	72169428	+	0.000	0.000	Merged-chr8-72169499-55
NR35360--MA0599.1.KLF5	chr4	155734724	155734733	+	0.000	0.000	Merged-chr4-155734868-75
NR45381--MA0741.1.KLF16	chr8	22166297	22166307	-	0.000	0.000	Merged-chr8-22166326-62
NR34005--MA1107.1.KLF9	chr4	123139804	123139816	+	0.000	0.000	Merged-chr4-123139845-55
NR43729--MA1107.1.KLF9	chr7	100466652	100466664	+	0.000	0.000	Merged-chr7-100466615-10
NR14525--MA0741.1.KLF16	chr14	54605958	54605968	+	0.000	0.000	Merged-chr14-54606117-28
NR21287--MA1107.1.KLF9	chr17	51735674	51735686	+	0.000	0.000	Merged-chr17-51735735-27
NR50982--MA1107.1.KLF9	chrX	48314764	48314776	+	0.000	0.000	Merged-chrX-48314836-34
NR36633--MA0493.1.Klf1	chr5	92137821	92137831	-	0.000	0.000	Merged-chr5-92137969-78
NR35002--MA0599.1.KLF5	chr4	148638546	148638555	+	0.000	0.000	Merged-chr4-148638535-16
NR27757--MA0740.1.KLF14	chr2	128190327	128190340	-	0.000	0.000	Merged-chr2-128190126-44
NR12445--MA1107.1.KLF9	chr13	45695074	45695086	+	0.000	0.000	Merged-chr13-45695027-25
