#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR26136--MA0039.3.KLF4	chr18	76144610	76144620	+	0.000	0.000	Merged-chr18-76144619-35
NR25530--MA1107.1.KLF9	chr18	56562311	56562323	+	0.000	0.000	Merged-chr18-56562419-49
NR26141--MA0741.1.KLF16	chr18	76161053	76161063	-	0.000	0.000	Merged-chr18-76161185-59
NR55085--MA0599.1.KLF5	chr9	50528489	50528498	+	0.000	0.000	Merged-chr9-50528435-81
NR49012--MA0741.1.KLF16	chr7	55962513	55962523	+	0.000	0.000	Merged-chr7-55962435-67
NR52277--MA0741.1.KLF16	chr8	57653081	57653091	+	0.000	0.000	Merged-chr8-57652766-224
NR37410--MA0599.1.KLF5	chr4	101062077	101062086	-	0.000	0.000	Merged-chr4-101062010-28
NR41204--MA0039.3.KLF4	chr5	88676304	88676314	-	0.000	0.000	Merged-chr5-88676360-5
NR15389--MA0599.1.KLF5	chr13	112800730	112800739	-	0.000	0.000	Merged-chr13-112800923-90
NR21018--MA0039.3.KLF4	chr16	44362193	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR50938--MA0493.1.Klf1	chr7	136164718	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR38285--MA0599.1.KLF5	chr4	129619220	129619229	+	0.000	0.000	Merged-chr4-129619163-52
NR24732--MA0741.1.KLF16	chr17	87602381	87602391	+	0.000	0.000	Merged-chr17-87602344-31
NR33041--MA0493.1.Klf1	chr3	21936143	21936153	-	0.000	0.000	Merged-chr3-21936128-91
NR9528--MA0657.1.KLF13	chr11	96667186	96667203	+	0.000	0.000	Merged-chr11-96667069-36
NR28231--MA1107.1.KLF9	chr2	5003159	5003171	+	0.000	0.000	Merged-chr2-5003396-19
NR7476--MA0599.1.KLF5	chr11	5444996	5445005	+	0.000	0.000	Merged-chr11-5444767-95
NR22499--MA0599.1.KLF5	chr17	23193373	23193382	+	0.000	0.000	Merged-chr17-23193299-96
NR50463--MA0742.1.Klf12	chr7	126272963	126272977	+	0.000	0.000	Merged-chr7-126272963-1
NR12445--MA1107.1.KLF9	chr12	100106590	100106602	+	0.000	0.000	Merged-chr12-100106504-17
NR656--MA0741.1.KLF16	chr1	55363472	55363482	-	0.000	0.000	Merged-chr1-55363638-60
NR41801--MA0599.1.KLF5	chr5	110448596	110448605	+	0.000	0.000	Merged-chr5-110448541-117
NR53227--MA0740.1.KLF14	chr8	95677973	95677986	+	0.000	0.000	Merged-chr8-95678137-34
NR20501--MA0741.1.KLF16	chr16	17070120	17070130	-	0.000	0.000	Merged-chr16-17069994-85
NR927--MA0741.1.KLF16	chr1	72225999	72226009	-	0.000	0.000	Merged-chr1-72226196-93
NR29424--MA1107.1.KLF9	chr2	52742517	52742529	-	0.000	0.000	Merged-chr2-52742375-90
NR47221--MA0599.1.KLF5	chr6	145049107	145049116	+	0.000	0.000	Merged-chr6-145048990-28
NR28820--MA0741.1.KLF16	chr2	29619596	29619606	-	0.000	0.000	Merged-chr2-29619635-60
NR27711--MA0599.1.KLF5	chr19	46148487	46148496	+	0.000	0.000	Merged-chr19-46148494-21
NR36871--MA0741.1.KLF16	chr4	59003107	59003117	+	0.000	0.000	Merged-chr4-59003265-59
NR39469--MA0599.1.KLF5	chr4	149889186	149889195	-	0.000	0.000	Merged-chr4-149889246-22
NR33360--MA0742.1.Klf12	chr3	52732179	52732193	+	0.000	0.000	Merged-chr3-52732187-17
NR45108--MA0493.1.Klf1	chr6	72355424	72355434	-	0.000	0.000	Merged-chr6-72355382-57
NR56393--MA1107.1.KLF9	chr9	100460395	100460407	-	0.000	0.000	Merged-chr9-100460410-54
NR10713--MA1107.1.KLF9	chr11	117783314	117783326	-	0.000	0.000	Merged-chr11-117783374-7
NR28371--MA0599.1.KLF5	chr2	12924028	12924037	-	0.000	0.000	Merged-chr2-12924162-70
NR26052--MA0493.1.Klf1	chr18	74442353	74442363	+	0.000	0.000	Merged-chr18-74442456-61
NR11925--MA0599.1.KLF5	chr12	76890001	76890010	+	0.000	0.000	Merged-chr12-76889803-12
NR31220--MA0599.1.KLF5	chr2	132514135	132514144	+	0.000	0.000	Merged-chr2-132514193-4
NR56035--MA1107.1.KLF9	chr9	85873714	85873726	+	0.000	0.000	Merged-chr9-85873632-1
NR25857--MA1107.1.KLF9	chr18	67768644	67768656	-	0.000	0.000	Merged-chr18-67768535-29
NR42495--MA0740.1.KLF14	chr5	122949455	122949468	+	0.000	0.000	Merged-chr5-122949287-47
NR52102--MA0740.1.KLF14	chr8	46470943	46470956	-	0.000	0.000	Merged-chr8-46471112-117
NR8230--MA0599.1.KLF5	chr11	58994556	58994565	-	0.000	0.000	Merged-chr11-58994584-23
NR9996--MA0599.1.KLF5	chr11	103132290	103132299	-	0.000	0.000	Merged-chr11-103132215-1
NR42766--MA0740.1.KLF14	chr5	129787250	129787263	-	0.000	0.000	Merged-chr5-129787253-58
NR7109--MA0741.1.KLF16	chr10	127621162	127621172	-	0.000	0.000	Merged-chr10-127621046-1
NR44615--MA0742.1.Klf12	chr6	48395580	48395594	+	0.000	0.000	Merged-chr6-48395696-62
NR54322--MA0599.1.KLF5	chr8	127588643	127588652	+	0.000	0.000	Merged-chr8-127588569-23
NR1286--MA0599.1.KLF5	chr1	87185105	87185114	-	0.000	0.000	Merged-chr1-87185093-29
NR26178--MA0599.1.KLF5	chr18	77767808	77767817	+	0.000	0.000	Merged-chr18-77767671-52
NR57371--MA1107.1.KLF9	chr9	120933785	120933797	-	0.000	0.000	Merged-chr9-120933586-62
NR1071--MA0599.1.KLF5	chr1	75317619	75317628	+	0.000	0.000	Merged-chr1-75317558-106
NR23592--MA1107.1.KLF9	chr17	47171153	47171165	-	0.000	0.000	Merged-chr17-47171280-54
NR47721--MA0742.1.Klf12	chr7	16875122	16875136	-	0.000	0.000	Merged-chr7-16874886-101
NR50986--MA0742.1.Klf12	chr7	138846136	138846150	-	0.000	0.000	Merged-chr7-138846228-109
NR53479--MA0740.1.KLF14	chr8	109868510	109868523	-	0.000	0.000	Merged-chr8-109868700-77
NR43624--MA0741.1.KLF16	chr5	144358218	144358228	-	0.000	0.000	Merged-chr5-144358177-56
NR10275--MA0741.1.KLF16	chr11	109611685	109611695	+	0.000	0.000	Merged-chr11-109611660-96
NR22694--MA0742.1.Klf12	chr17	26244254	26244268	+	0.000	0.000	Merged-chr17-26244082-112,Merged-chr17-26244454-1
NR41585--MA1107.1.KLF9	chr5	105114868	105114880	-	0.000	0.000	Merged-chr5-105114898-53
NR48805--MA0740.1.KLF14	chr7	45338412	45338425	-	0.000	0.000	Merged-chr7-45338434-19
NR27236--MA0493.1.Klf1	chr19	29813037	29813047	-	0.000	0.000	Merged-chr19-29812997-45
NR35563--MA0742.1.Klf12	chr3	148419630	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR18672--MA0599.1.KLF5	chr15	66286892	66286901	+	0.000	0.000	Merged-chr15-66286791-54
NR18594--MA0741.1.KLF16	chr15	62079507	62079517	+	0.000	0.000	Merged-chr15-62079594-24
NR31195--MA0741.1.KLF16	chr2	132511666	132511676	-	0.000	0.000	Merged-chr2-132511544-14
