#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR4804--MA0766.1.GATA5	chr9	11579214	11579221	+	0.000	0.000	Merged-chr9-11579132-23
NR2582--MA0766.1.GATA5	chr19	7019382	7019389	-	0.000	0.000	Merged-chr19-7019404-60
NR3179--MA0035.3.Gata1	chr3	89183058	89183068	+	0.000	0.000	Merged-chr3-89183015-64
NR2853--MA0766.1.GATA5	chr2	78961707	78961714	+	0.000	0.000	Merged-chr2-78961805-37
NR1402--MA1104.1.GATA6	chr13	100576087	100576099	+	0.000	0.000	Merged-chr13-100576105-29
NR2648--MA0766.1.GATA5	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR1104--MA0035.3.Gata1	chr12	84773039	84773049	+	0.000	0.000	Merged-chr12-84773092-54
NR994--MA0766.1.GATA5	chr11	117599255	117599262	+	0.000	0.000	Merged-chr11-117599208-54
NR790--MA0482.1.Gata4	chr11	68436361	68436371	+	0.000	0.000	Merged-chr11-68436520-14
NR493--MA1104.1.GATA6	chr10	67101010	67101022	+	0.000	0.000	Merged-chr10-67100974-5
NR3678--MA0482.1.Gata4	chr5	52786886	52786896	-	0.000	0.000	Merged-chr5-52786683-41
NR2476--MA0036.3.GATA2	chr18	50028361	50028371	-	0.000	0.000	Merged-chr18-50028414-49
NR2134--MA0140.2.GATA1::TAL1	chr16	93977744	93977761	+	0.000	0.000	Merged-chr16-93977807-10
NR4985--MA0035.3.Gata1	chr9	100522271	100522281	-	0.000	0.000	Merged-chr9-100522209-27
NR3605--MA0037.3.GATA3	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR4637--MA0035.3.Gata1	chr8	86078050	86078060	+	0.000	0.000	Merged-chr8-86077968-1
NR551--MA0482.1.Gata4	chr10	93985593	93985603	+	0.000	0.000	Merged-chr10-93985650-27
NR4275--MA0766.1.GATA5	chr7	35742554	35742561	-	0.000	0.000	Merged-chr7-35742502-39
NR2391--MA0482.1.Gata4	chr17	83307181	83307191	-	0.000	0.000	Merged-chr17-83307130-30
NR5053--MA0482.1.Gata4	chr9	123058984	123058994	-	0.000	0.000	Merged-chr9-123058823-37
NR126--MA0036.3.GATA2	chr1	85794343	85794353	-	0.000	0.000	Merged-chr1-85794071-131
NR1763--MA0037.3.GATA3	chr15	34050464	34050471	+	0.000	0.000	Merged-chr15-34050417-28
NR2171--MA0036.3.GATA2	chr17	12513727	12513737	+	0.000	0.000	Merged-chr17-12513699-7
NR302--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR1938--MA1104.1.GATA6	chr16	3988653	3988665	+	0.000	0.000	Merged-chr16-3988637-25
NR593--MA0766.1.GATA5	chr10	108406938	108406945	+	0.000	0.000	Merged-chr10-108407108-16
NR4374--MA0036.3.GATA2	chr7	84166279	84166289	+	0.000	0.000	Merged-chr7-84166236-11
NR797--MA0140.2.GATA1::TAL1	chr11	68464313	68464330	+	0.000	0.000	Merged-chr11-68464408-16
NR3727--MA1104.1.GATA6	chr5	89036397	89036409	+	0.000	0.000	Merged-chr5-89036442-30
NR4441--MA0035.3.Gata1	chr7	112136762	112136772	+	0.000	0.000	Merged-chr7-112136797-13
NR421--MA0482.1.Gata4	chr10	39488317	39488327	-	0.000	0.000	Merged-chr10-39488240-32
NR4709--MA0037.3.GATA3	chr8	114888906	114888913	+	0.000	0.000	Merged-chr8-114888790-56
