#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR25452--MA0742.1.Klf12	chr2	35783567	35783581	-	0.000	0.000	Merged-chr2-35783526-7
NR34239--MA0599.1.KLF5	chr4	148160111	148160120	+	0.000	0.000	Merged-chr4-148160107-67
NR15263--MA0493.1.Klf1	chr14	122036026	122036036	+	0.000	0.000	Merged-chr14-122036030-34
NR20985--MA1107.1.KLF9	chr17	73174266	73174278	+	0.000	0.000	Merged-chr17-73174368-48
NR46538--MA0493.1.Klf1	chr8	120701898	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR49883--MA0741.1.KLF16	chrX	38564603	38564613	-	0.000	0.000	Merged-chrX-38564706-101
NR26141--MA0741.1.KLF16	chr2	78869016	78869026	+	0.000	0.000	Merged-chr2-78869013-115
NR49012--MA0741.1.KLF16	chr9	106453711	106453721	-	0.000	0.000	Merged-chr9-106453760-51
NR2590--MA0493.1.Klf1	chr1	178449406	178449416	+	0.000	0.000	Merged-chr1-178449320-25
NR12679--MA0599.1.KLF5	chr13	74166993	74167002	+	0.000	0.000	Merged-chr13-74166987-58
NR38140--MA0039.3.KLF4	chr5	148775430	148775440	+	0.000	0.000	Merged-chr5-148775467-22
NR32650--MA0599.1.KLF5	chr4	108833658	108833667	-	0.000	0.000	Merged-chr4-108833856-160
NR47874--MA0493.1.Klf1	chr9	59751105	59751115	-	0.000	0.000	Merged-chr9-59751057-119
NR29513--MA0039.3.KLF4	chr3	84772128	84772138	-	0.000	0.000	Merged-chr3-84772067-31
NR29523--MA0493.1.Klf1	chr3	84826192	84826202	+	0.000	0.000	Merged-chr3-84826191-13
NR18099--MA0599.1.KLF5	chr16	44358090	44358099	-	0.000	0.000	Merged-chr16-44357903-54
NR41134--MA0599.1.KLF5	chr7	16783491	16783500	-	0.000	0.000	Merged-chr7-16783425-42
NR14254--MA0741.1.KLF16	chr14	54225388	54225398	+	0.000	0.000	Merged-chr14-54225223-49
NR38070--MA0599.1.KLF5	chr5	147076375	147076384	+	0.000	0.000	Merged-chr5-147076568-5
NR37125--MA0741.1.KLF16	chr5	125177797	125177807	+	0.000	0.000	Merged-chr5-125177908-37
NR44806--MA0493.1.Klf1	chr8	36223331	36223341	+	0.000	0.000	Merged-chr8-36223290-29
