#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR189--MA0731.1.BCL6B	chr10	74823592	74823608	+	0.000	0.000	Merged-chr10-74823662-27
NR806--MA0463.1.Bcl6	chr18	89197733	89197746	-	0.000	0.000	Merged-chr18-89197638-86
NR721--MA0463.1.Bcl6	chr17	44121575	44121588	+	0.000	0.000	Merged-chr17-44121634-62
NR30--MA0731.1.BCL6B	chr1	61050350	61050366	+	0.000	0.000	Merged-chr1-61050420-56
NR1316--MA0731.1.BCL6B	chr6	70774128	70774144	-	0.000	0.000	Merged-chr6-70773985-19
NR1640--MA0463.1.Bcl6	chr9	123723168	123723181	-	0.000	0.000	Merged-chr9-123723255-25
NR860--MA0463.1.Bcl6	chr2	18609092	18609105	+	0.000	0.000	Merged-chr2-18609153-119
NR1011--MA0731.1.BCL6B	chr3	95135853	95135869	-	0.000	0.000	Merged-chr3-95135773-59
NR296--MA0463.1.Bcl6	chr11	87578496	87578509	-	0.000	0.000	Merged-chr11-87578522-34
NR990--MA0463.1.Bcl6	chr3	37753353	37753366	-	0.000	0.000	Merged-chr3-37753406-27
NR42--MA0463.1.Bcl6	chr1	82787570	82787583	+	0.000	0.000	Merged-chr1-82787603-20
NR1645--MA0463.1.Bcl6	chrX	8192845	8192858	-	0.000	0.000	Merged-chrX-8193012-57
NR628--MA0463.1.Bcl6	chr16	11475694	11475707	-	0.000	0.000	Merged-chr16-11475731-38
NR35--MA0731.1.BCL6B	chr1	69498973	69498989	+	0.000	0.000	Merged-chr1-69499196-51
NR1221--MA0731.1.BCL6B	chr5	77246026	77246042	-	0.000	0.000	Merged-chr5-77246174-83
NR1473--MA0731.1.BCL6B	chr8	25059968	25059984	-	0.000	0.000	Merged-chr8-25059963-13
NR1565--MA0463.1.Bcl6	chr9	13443678	13443691	-	0.000	0.000	Merged-chr9-13443699-54
NR91--MA0731.1.BCL6B	chr1	151613380	151613396	-	0.000	0.000	Merged-chr1-151613371-29
NR1582--MA0731.1.BCL6B	chr9	46273043	46273059	+	0.000	0.000	Merged-chr9-46273034-67
NR1462--MA0463.1.Bcl6	chr8	4779422	4779435	-	0.000	0.000	Merged-chr8-4779517-48
NR682--MA0463.1.Bcl6	chr16	89837247	89837260	-	0.000	0.000	Merged-chr16-89837217-58
NR1216--MA0463.1.Bcl6	chr5	67260764	67260777	-	0.000	0.000	Merged-chr5-67260794-69
NR548--MA0463.1.Bcl6	chr14	75845845	75845858	-	0.000	0.000	Merged-chr14-75845908-1
NR454--MA0463.1.Bcl6	chr13	51848091	51848104	+	0.000	0.000	Merged-chr13-51848114-3
NR1247--MA0731.1.BCL6B	chr5	115262033	115262049	+	0.000	0.000	Merged-chr5-115262099-11
NR1085--MA0731.1.BCL6B	chr4	41723223	41723239	+	0.000	0.000	Merged-chr4-41723185-51
NR1006--MA0463.1.Bcl6	chr3	87266741	87266754	-	0.000	0.000	Merged-chr3-87266700-20
