#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1800--MA0731.1.BCL6B	chr8	115470393	115470409	-	0.000	0.000	Merged-chr8-115470563-30
NR1814--MA0463.1.Bcl6	chr8	125681375	125681388	-	0.000	0.000	Merged-chr8-125681275-28
NR1165--MA0463.1.Bcl6	chr3	86248060	86248073	+	0.000	0.000	Merged-chr3-86247740-69
NR1071--MA0463.1.Bcl6	chr2	125866159	125866172	+	0.000	0.000	Merged-chr2-125866332-46
NR1953--MA0463.1.Bcl6	chrX	109095582	109095595	-	0.000	0.000	Merged-chrX-109095439-58
NR189--MA0731.1.BCL6B	chr10	61306331	61306347	-	0.000	0.000	Merged-chr10-61306308-35
NR1794--MA0731.1.BCL6B	chr8	107505469	107505485	-	0.000	0.000	Merged-chr8-107505522-28
NR1398--MA0463.1.Bcl6	chr5	32104359	32104372	-	0.000	0.000	Merged-chr5-32104376-51
NR1622--MA0463.1.Bcl6	chr6	144909720	144909733	+	0.000	0.000	Merged-chr6-144909826-5
NR166--MA0463.1.Bcl6	chr10	18197438	18197451	-	0.000	0.000	Merged-chr10-18197362-51
NR1045--MA0731.1.BCL6B	chr2	102940432	102940448	+	0.000	0.000	Merged-chr2-102940333-7
NR287--MA0463.1.Bcl6	chr11	14117620	14117633	+	0.000	0.000	Merged-chr11-14117736-17
NR954--MA0463.1.Bcl6	chr2	6445024	6445037	+	0.000	0.000	Merged-chr2-6444990-17
NR1568--MA0731.1.BCL6B	chr6	103296301	103296317	-	0.000	0.000	Merged-chr6-103296336-38
NR1640--MA0463.1.Bcl6	chr7	29815942	29815955	-	0.000	0.000	Merged-chr7-29816029-62
NR1524--MA0463.1.Bcl6	chr6	33675618	33675631	+	0.000	0.000	Merged-chr6-33675584-7
NR1818--MA0731.1.BCL6B	chr8	127178786	127178802	-	0.000	0.000	Merged-chr8-127178768-26
NR60--MA0463.1.Bcl6	chr1	105780191	105780204	+	0.000	0.000	Merged-chr1-105780158-1
NR968--MA0463.1.Bcl6	chr2	24745647	24745660	-	0.000	0.000	Merged-chr2-24745465-17
NR1869--MA0463.1.Bcl6	chr9	63719960	63719973	+	0.000	0.000	Merged-chr9-63720041-13
NR1099--MA0463.1.Bcl6	chr2	147012096	147012109	+	0.000	0.000	Merged-chr2-147011946-5
NR1775--MA0463.1.Bcl6	chr8	85060065	85060078	-	0.000	0.000	Merged-chr8-85060180-46
NR1202--MA0463.1.Bcl6	chr3	115888037	115888050	+	0.000	0.000	Merged-chr3-115888038-82
NR780--MA0463.1.Bcl6	chr17	30335836	30335849	+	0.000	0.000	Merged-chr17-30335946-15
NR984--MA0731.1.BCL6B	chr2	36136509	36136525	-	0.000	0.000	Merged-chr2-36136611-74
NR413--MA0463.1.Bcl6	chr12	84617495	84617508	+	0.000	0.000	Merged-chr12-84617513-53
NR1793--MA0463.1.Bcl6	chr8	107505472	107505485	+	0.000	0.000	Merged-chr8-107505522-28
NR1426--MA0463.1.Bcl6	chr5	72743045	72743058	+	0.000	0.000	Merged-chr5-72743275-18
NR431--MA0463.1.Bcl6	chr12	108765905	108765918	+	0.000	0.000	Merged-chr12-108765872-68
NR331--MA0731.1.BCL6B	chr11	72176108	72176124	+	0.000	0.000	Merged-chr11-72176027-2
NR664--MA0463.1.Bcl6	chr15	78475676	78475689	+	0.000	0.000	Merged-chr15-78475824-65
NR692--MA0731.1.BCL6B	chr16	10814859	10814875	+	0.000	0.000	Merged-chr16-10814720-1
NR963--MA0731.1.BCL6B	chr2	18938991	18939007	+	0.000	0.000	Merged-chr2-18939077-26
NR1677--MA0463.1.Bcl6	chr7	80647583	80647596	+	0.000	0.000	Merged-chr7-80647614-48
NR1919--MA0731.1.BCL6B	chr9	114780717	114780733	+	0.000	0.000	Merged-chr9-114780809-3
NR1583--MA0463.1.Bcl6	chr6	120483384	120483397	+	0.000	0.000	Merged-chr6-120483394-54
NR1480--MA0463.1.Bcl6	chr5	139161731	139161744	-	0.000	0.000	Merged-chr5-139161823-20
NR1337--MA0463.1.Bcl6	chr4	132748936	132748949	-	0.000	0.000	Merged-chr4-132748989-25
NR1122--MA0463.1.Bcl6	chr2	170355027	170355040	-	0.000	0.000	Merged-chr2-170355131-22
NR333--MA0463.1.Bcl6	chr11	76261326	76261339	+	0.000	0.000	Merged-chr11-76261435-35
NR1449--MA0463.1.Bcl6	chr5	105718531	105718544	-	0.000	0.000	Merged-chr5-105718341-55
NR454--MA0463.1.Bcl6	chr13	5286525	5286538	+	0.000	0.000	Merged-chr13-5286449-11
NR1579--MA0463.1.Bcl6	chr6	117917776	117917789	+	0.000	0.000	Merged-chr6-117917768-1
NR1364--MA0463.1.Bcl6	chr4	150799032	150799045	-	0.000	0.000	Merged-chr4-150799073-80
NR846--MA0731.1.BCL6B	chr18	12643227	12643243	-	0.000	0.000	Merged-chr18-12643158-2
NR541--MA0731.1.BCL6B	chr14	27262546	27262562	-	0.000	0.000	Merged-chr14-27262535-17
NR793--MA0731.1.BCL6B	chr17	44536559	44536575	+	0.000	0.000	Merged-chr17-44536693-17
NR141--MA0463.1.Bcl6	chr1	185193768	185193781	+	0.000	0.000	Merged-chr1-185193700-43
NR96--MA0731.1.BCL6B	chr1	151035125	151035141	-	0.000	0.000	Merged-chr1-151035173-28
NR468--MA0463.1.Bcl6	chr13	22041128	22041141	-	0.000	0.000	Merged-chr13-22041216-55
