#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR5935--MA0591.1.Bach1::Mafk	chr4	102532015	102532029	+	0.000	0.000	Merged-chr4-102531914-11
NR3444--MA0591.1.Bach1::Mafk	chr16	33769917	33769931	-	0.000	0.000	Merged-chr16-33769896-51
NR3992--MA0117.2.Mafb	chr17	72932361	72932372	+	0.000	0.000	Merged-chr17-72932443-6
NR4843--MA0495.2.MAFF	chr2	79774754	79774774	-	0.000	0.000	Merged-chr2-79774648-24
NR1789--MA0591.1.Bach1::Mafk	chr11	119083927	119083941	-	0.000	0.000	Merged-chr11-119083935-60
NR6954--MA0089.1.MAFG::NFE2L1	chr6	91440937	91440942	+	0.000	0.000	Merged-chr6-91441090-75
NR6087--MA0089.1.MAFG::NFE2L1	chr4	139337085	139337090	+	0.000	0.000	Merged-chr4-139337251-35
NR2835--MA0089.1.MAFG::NFE2L1	chr14	60129741	60129746	+	0.000	0.000	Merged-chr14-60129717-50
NR7671--MA0117.2.Mafb	chr7	128137573	128137584	+	0.000	0.000	Merged-chr7-128137611-13
NR2692--MA0659.1.MAFG	chr13	113242271	113242291	-	0.000	0.000	Merged-chr13-113242436-29
NR64--MA0501.1.MAF::NFE2	chr1	36160294	36160308	+	0.000	0.000	Merged-chr1-36160446-48
NR1696--MA0117.2.Mafb	chr11	107693436	107693447	-	0.000	0.000	Merged-chr11-107693539-25
NR3475--MA0089.1.MAFG::NFE2L1	chr16	38239768	38239773	-	0.000	0.000	Merged-chr16-38239886-27
NR7970--MA0089.1.MAFG::NFE2L1	chr8	117256637	117256642	+	0.000	0.000	Merged-chr8-117256752-70
NR3851--MA0089.1.MAFG::NFE2L1	chr17	35258391	35258396	+	0.000	0.000	Merged-chr17-35258304-47
NR5243--MA0496.2.MAFK	chr2	166719538	166719556	+	0.000	0.000	Merged-chr2-166719426-29
NR5836--MA0089.1.MAFG::NFE2L1	chr4	41314634	41314639	-	0.000	0.000	Merged-chr4-41314751-93
NR4416--MA0089.1.MAFG::NFE2L1	chr19	21144872	21144877	-	0.000	0.000	Merged-chr19-21144812-47
