#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR712--MA0508.2.PRDM1	chr16	78236891	78236900	-	0.000	0.000	Merged-chr16-78236959-38
NR693--MA0508.2.PRDM1	chr16	36602819	36602828	+	0.000	0.000	Merged-chr16-36602811-38
NR1378--MA0508.2.PRDM1	chr5	105110387	105110396	-	0.000	0.000	Merged-chr5-105110402-76
NR1758--MA0508.2.PRDM1	chr9	63738502	63738511	+	0.000	0.000	Merged-chr9-63738316-120
NR930--MA0508.2.PRDM1	chr2	5642776	5642785	-	0.000	0.000	Merged-chr2-5642867-48
NR725--MA0508.2.PRDM1	chr16	94402423	94402432	+	0.000	0.000	Merged-chr16-94402317-35
NR1344--MA0508.2.PRDM1	chr5	43355258	43355267	+	0.000	0.000	Merged-chr5-43355421-55
NR311--MA0508.2.PRDM1	chr11	94210257	94210266	+	0.000	0.000	Merged-chr11-94210319-4
NR834--MA0508.2.PRDM1	chr18	65099380	65099389	-	0.000	0.000	Merged-chr18-65099318-13
NR1248--MA0508.2.PRDM1	chr4	86748582	86748591	-	0.000	0.000	Merged-chr4-86748710-108
NR71--MA0508.2.PRDM1	chr1	143644482	143644491	+	0.000	0.000	Merged-chr1-143644426-22
NR781--MA0508.2.PRDM1	chr17	66074191	66074200	-	0.000	0.000	Merged-chr17-66074199-45
NR162--MA0508.2.PRDM1	chr10	57753280	57753289	+	0.000	0.000	Merged-chr10-57753371-62
NR704--MA0508.2.PRDM1	chr16	52147413	52147422	+	0.000	0.000	Merged-chr16-52147489-52
NR1118--MA0508.2.PRDM1	chr3	87970338	87970347	+	0.000	0.000	Merged-chr3-87970386-8
NR890--MA0508.2.PRDM1	chr19	18766571	18766580	+	0.000	0.000	Merged-chr19-18766611-24
NR271--MA0508.2.PRDM1	chr11	46474288	46474297	-	0.000	0.000	Merged-chr11-46474391-31
NR1227--MA0508.2.PRDM1	chr4	53845552	53845561	+	0.000	0.000	Merged-chr4-53845434-14
NR1336--MA0508.2.PRDM1	chr5	30155984	30155993	-	0.000	0.000	Merged-chr5-30156013-4
NR760--MA0508.2.PRDM1	chr17	33824544	33824553	+	0.000	0.000	Merged-chr17-33824550-48
NR664--MA0508.2.PRDM1	chr16	5537856	5537865	+	0.000	0.000	Merged-chr16-5537838-3
NR521--MA0508.2.PRDM1	chr13	115131546	115131555	+	0.000	0.000	Merged-chr13-115131589-24
NR1458--MA0508.2.PRDM1	chr6	72900502	72900511	+	0.000	0.000	Merged-chr6-72900407-12
NR154--MA0508.2.PRDM1	chr10	44381545	44381554	-	0.000	0.000	Merged-chr10-44381463-1
NR425--MA0508.2.PRDM1	chr12	113488058	113488067	-	0.000	0.000	Merged-chr12-113487885-37
NR1044--MA0508.2.PRDM1	chr2	150667384	150667393	+	0.000	0.000	Merged-chr2-150667676-130
