#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR170--MA0508.2.PRDM1	chr10	12842776	12842785	+	0.000	0.000	Merged-chr10-12842715-46
NR92--MA0508.2.PRDM1	chr1	143919249	143919258	+	0.000	0.000	Merged-chr1-143919214-54
NR693--MA0508.2.PRDM1	chr15	96700369	96700378	+	0.000	0.000	Merged-chr15-96700302-2
NR834--MA0508.2.PRDM1	chr17	86034403	86034412	+	0.000	0.000	Merged-chr17-86034509-12
NR1453--MA0508.2.PRDM1	chr5	149203209	149203218	-	0.000	0.000	Merged-chr5-149203183-18
NR324--MA0508.2.PRDM1	chr11	79790477	79790486	+	0.000	0.000	Merged-chr11-79790505-24
NR781--MA0508.2.PRDM1	chr17	18558898	18558907	+	0.000	0.000	Merged-chr17-18558777-104
NR847--MA0508.2.PRDM1	chr18	6251972	6251981	-	0.000	0.000	Merged-chr18-6251929-22
NR1323--MA0508.2.PRDM1	chr4	131860988	131860997	-	0.000	0.000	Merged-chr4-131861030-31
NR890--MA0508.2.PRDM1	chr18	67449278	67449287	-	0.000	0.000	Merged-chr18-67449102-80
NR813--MA0508.2.PRDM1	chr17	55712430	55712439	+	0.000	0.000	Merged-chr17-55712492-56
NR380--MA0508.2.PRDM1	chr12	32017854	32017863	+	0.000	0.000	Merged-chr12-32017895-23
NR922--MA0508.2.PRDM1	chr19	16172897	16172906	-	0.000	0.000	Merged-chr19-16172957-13
NR717--MA0508.2.PRDM1	chr16	24840133	24840142	-	0.000	0.000	Merged-chr16-24840158-23
NR303--MA0508.2.PRDM1	chr11	53128858	53128867	+	0.000	0.000	Merged-chr11-53128879-36
NR969--MA0508.2.PRDM1	chr19	59930102	59930111	+	0.000	0.000	Merged-chr19-59930047-24
NR1349--MA0508.2.PRDM1	chr5	15507080	15507089	-	0.000	0.000	Merged-chr5-15507269-16
NR250--MA0508.2.PRDM1	chr10	108088446	108088455	-	0.000	0.000	Merged-chr10-108088368-3
NR839--MA0508.2.PRDM1	chr17	88042613	88042622	+	0.000	0.000	Merged-chr17-88042729-54
NR76--MA0508.2.PRDM1	chr1	130999816	130999825	+	0.000	0.000	Merged-chr1-130999778-14
NR1153--MA0508.2.PRDM1	chr3	59277872	59277881	-	0.000	0.000	Merged-chr3-59277984-20
NR1219--MA0508.2.PRDM1	chr3	130749379	130749388	+	0.000	0.000	Merged-chr3-130749369-18
NR991--MA0508.2.PRDM1	chr2	24776356	24776365	+	0.000	0.000	Merged-chr2-24776490-30
NR1689--MA0508.2.PRDM1	chr8	13992566	13992575	+	0.000	0.000	Merged-chr8-13992764-55
NR55--MA0508.2.PRDM1	chr1	97768984	97768993	+	0.000	0.000	Merged-chr1-97769161-2
NR590--MA0508.2.PRDM1	chr14	62837515	62837524	-	0.000	0.000	Merged-chr14-62837590-93
NR494--MA0508.2.PRDM1	chr13	74861745	74861754	-	0.000	0.000	Merged-chr13-74861692-20
NR351--MA0508.2.PRDM1	chr11	108036975	108036984	-	0.000	0.000	Merged-chr11-108036756-13
NR1036--MA0508.2.PRDM1	chr2	69043581	69043590	-	0.000	0.000	Merged-chr2-69043604-35
NR731--MA0508.2.PRDM1	chr16	37094561	37094570	-	0.000	0.000	Merged-chr16-37094405-73
NR983--MA0508.2.PRDM1	chr2	14312636	14312645	+	0.000	0.000	Merged-chr2-14312633-23
NR887--MA0508.2.PRDM1	chr18	65415185	65415194	+	0.000	0.000	Merged-chr18-65415308-81
NR539--MA0508.2.PRDM1	chr13	111656019	111656028	+	0.000	0.000	Merged-chr13-111655949-74
NR1429--MA0508.2.PRDM1	chr5	120116547	120116556	-	0.000	0.000	Merged-chr5-120116585-62
NR601--MA0508.2.PRDM1	chr14	73124064	73124073	+	0.000	0.000	Merged-chr14-73124034-46
NR853--MA0508.2.PRDM1	chr18	13787159	13787168	+	0.000	0.000	Merged-chr18-13787099-71
NR614--MA0508.2.PRDM1	chr14	87079923	87079932	+	0.000	0.000	Merged-chr14-87079950-39
NR200--MA0508.2.PRDM1	chr10	44381545	44381554	-	0.000	0.000	Merged-chr10-44381463-1
NR866--MA0508.2.PRDM1	chr18	38584875	38584884	+	0.000	0.000	Merged-chr18-38584729-14
NR723--MA0508.2.PRDM1	chr16	30550527	30550536	-	0.000	0.000	Merged-chr16-30550510-54
NR247--MA0508.2.PRDM1	chr10	98776467	98776476	+	0.000	0.000	Merged-chr10-98776574-38
NR518--MA0508.2.PRDM1	chr13	95063624	95063633	+	0.000	0.000	Merged-chr13-95063599-48
NR1389--MA0508.2.PRDM1	chr5	75316208	75316217	+	0.000	0.000	Merged-chr5-75316093-21
NR290--MA0508.2.PRDM1	chr11	20064304	20064313	-	0.000	0.000	Merged-chr11-20064139-6
NR561--MA0508.2.PRDM1	chr14	27562754	27562763	+	0.000	0.000	Merged-chr14-27562668-44
NR213--MA0508.2.PRDM1	chr10	62508046	62508055	+	0.000	0.000	Merged-chr10-62508148-1
NR194--MA0508.2.PRDM1	chr10	39600359	39600368	+	0.000	0.000	Merged-chr10-39600436-54
NR322--MA0508.2.PRDM1	chr11	79076583	79076592	+	0.000	0.000	Merged-chr11-79076715-52
NR988--MA0508.2.PRDM1	chr2	18989001	18989010	+	0.000	0.000	Merged-chr2-18989067-34
NR845--MA0508.2.PRDM1	chr18	4921493	4921502	+	0.000	0.000	Merged-chr18-4921642-111
NR606--MA0508.2.PRDM1	chr14	76188298	76188307	+	0.000	0.000	Merged-chr14-76188312-28
