#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1720--MA0463.1.Bcl6	chr6	48676210	48676223	+	0.000	0.000	Merged-chr6-48676195-68
NR479--MA0463.1.Bcl6	chr12	112862135	112862148	+	0.000	0.000	Merged-chr12-112862043-16
NR2022--MA0463.1.Bcl6	chr8	69832490	69832503	+	0.000	0.000	Merged-chr8-69832557-54
NR2040--MA0463.1.Bcl6	chr8	94532953	94532966	-	0.000	0.000	Merged-chr8-94533073-46
NR1295--MA0463.1.Bcl6	chr3	70104374	70104387	-	0.000	0.000	Merged-chr3-70104405-79
NR1425--MA0731.1.BCL6B	chr4	34886750	34886766	-	0.000	0.000	Merged-chr4-34886762-57
NR184--MA0463.1.Bcl6	chr1	192537039	192537052	-	0.000	0.000	Merged-chr1-192537162-38
NR1430--MA0463.1.Bcl6	chr4	40781446	40781459	-	0.000	0.000	Merged-chr4-40781341-5
NR1663--MA0463.1.Bcl6	chr5	122614497	122614510	+	0.000	0.000	Merged-chr5-122614417-50
NR1887--MA0463.1.Bcl6	chr7	78569320	78569333	-	0.000	0.000	Merged-chr7-78569115-35
NR758--MA0463.1.Bcl6	chr15	66854859	66854872	-	0.000	0.000	Merged-chr15-66854970-48
NR1016--MA0731.1.BCL6B	chr18	62179950	62179966	-	0.000	0.000	Merged-chr18-62179910-61
NR74--MA0463.1.Bcl6	chr1	91062562	91062575	+	0.000	0.000	Merged-chr1-91062639-48
NR418--MA0463.1.Bcl6	chr12	28834409	28834422	-	0.000	0.000	Merged-chr12-28834463-43
NR1789--MA0463.1.Bcl6	chr6	119479228	119479241	-	0.000	0.000	Merged-chr6-119479144-6
NR1449--MA0463.1.Bcl6	chr4	58121350	58121363	-	0.000	0.000	Merged-chr4-58121225-3
NR678--MA0463.1.Bcl6	chr14	75057230	75057243	+	0.000	0.000	Merged-chr14-75057148-36
NR703--MA0731.1.BCL6B	chr14	103550684	103550700	+	0.000	0.000	Merged-chr14-103550672-31
NR1322--MA0731.1.BCL6B	chr3	104788593	104788609	-	0.000	0.000	Merged-chr3-104788845-60
NR1118--MA0463.1.Bcl6	chr2	38926702	38926715	-	0.000	0.000	Merged-chr2-38926558-133
NR1239--MA0463.1.Bcl6	chr2	163111862	163111875	-	0.000	0.000	Merged-chr2-163112057-15
NR2114--MA0463.1.Bcl6	chr9	50527997	50528010	-	0.000	0.000	Merged-chr9-50528064-1
NR1369--MA0463.1.Bcl6	chr3	138841020	138841033	-	0.000	0.000	Merged-chr3-138840850-1
NR1619--MA0731.1.BCL6B	chr5	77170705	77170721	-	0.000	0.000	Merged-chr5-77170742-14
NR813--MA0463.1.Bcl6	chr16	21412734	21412747	-	0.000	0.000	Merged-chr16-21412806-39
NR424--MA0731.1.BCL6B	chr12	35799455	35799471	+	0.000	0.000	Merged-chr12-35799508-49
NR925--MA0463.1.Bcl6	chr17	50415852	50415865	+	0.000	0.000	Merged-chr17-50415738-49
