#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1356--MA0002.2.RUNX1	chr11	74908052	74908062	+	0.000	0.000	Merged-chr11-74908000-16
NR6049--MA0511.2.RUNX2	chr5	72941144	72941152	-	0.000	0.000	Merged-chr5-72941102-35
NR1978--MA0511.2.RUNX2	chr13	29756208	29756216	+	0.000	0.000	Merged-chr13-29756237-14
NR5444--MA0002.2.RUNX1	chr4	34881095	34881105	-	0.000	0.000	Merged-chr4-34881201-30
NR1879--MA0002.2.RUNX1	chr12	116620054	116620064	+	0.000	0.000	Merged-chr12-116620074-47
NR7253--MA0684.1.RUNX3	chr7	99536408	99536417	+	0.000	0.000	Merged-chr7-99536356-6
NR5030--MA0002.2.RUNX1	chr3	84022995	84023005	-	0.000	0.000	Merged-chr3-84022944-34
NR3959--MA0684.1.RUNX3	chr18	75541214	75541223	+	0.000	0.000	Merged-chr18-75541168-25
NR5381--MA0511.2.RUNX2	chr3	157572239	157572247	+	0.000	0.000	Merged-chr3-157572162-49
NR1465--MA0002.2.RUNX1	chr11	102317762	102317772	+	0.000	0.000	Merged-chr11-102317551-136
NR3767--MA0511.2.RUNX2	chr18	14717391	14717399	+	0.000	0.000	Merged-chr18-14717418-17
NR161--MA0002.2.RUNX1	chr1	62829800	62829810	+	0.000	0.000	Merged-chr1-62829921-36
NR5304--MA0511.2.RUNX2	chr3	142674815	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR7756--MA0002.2.RUNX1	chr8	94240484	94240494	-	0.000	0.000	Merged-chr8-94240399-13
NR3131--MA0684.1.RUNX3	chr16	26041497	26041506	+	0.000	0.000	Merged-chr16-26041610-31
NR684--MA0002.2.RUNX1	chr10	10224779	10224789	-	0.000	0.000	Merged-chr10-10224805-34
NR2179--MA0511.2.RUNX2	chr13	91484404	91484412	-	0.000	0.000	Merged-chr13-91484361-55
NR7712--MA0511.2.RUNX2	chr8	83594296	83594304	-	0.000	0.000	Merged-chr8-83594488-70
NR1246--MA0684.1.RUNX3	chr11	51760387	51760396	+	0.000	0.000	Merged-chr11-51760433-27
NR3525--MA0002.2.RUNX1	chr17	46870519	46870529	-	0.000	0.000	Merged-chr17-46870796-80
NR3049--MA0002.2.RUNX1	chr16	3988644	3988654	-	0.000	0.000	Merged-chr16-3988637-25
NR2795--MA0002.2.RUNX1	chr15	41846724	41846734	+	0.000	0.000	Merged-chr15-41846585-48
NR3383--MA0684.1.RUNX3	chr17	12779675	12779684	+	0.000	0.000	Merged-chr17-12779645-43
NR5457--MA0002.2.RUNX1	chr4	41503063	41503073	-	0.000	0.000	Merged-chr4-41503192-32
NR3449--MA0684.1.RUNX3	chr17	29304535	29304544	+	0.000	0.000	Merged-chr17-29304449-24
NR892--MA0511.2.RUNX2	chr10	75146224	75146232	-	0.000	0.000	Merged-chr10-75146347-53
NR5043--MA0002.2.RUNX1	chr3	84749373	84749383	-	0.000	0.000	Merged-chr3-84749364-32
NR1749--MA0002.2.RUNX1	chr12	87470305	87470315	+	0.000	0.000	Merged-chr12-87470490-42
NR1163--MA0511.2.RUNX2	chr11	10276429	10276437	-	0.000	0.000	Merged-chr11-10276392-45
NR3763--MA0684.1.RUNX3	chr18	12643081	12643090	+	0.000	0.000	Merged-chr18-12643158-2
NR1878--MA0684.1.RUNX3	chr12	116000042	116000051	+	0.000	0.000	Merged-chr12-116000112-33
NR7202--MA0511.2.RUNX2	chr7	83660503	83660511	-	0.000	0.000	Merged-chr7-83660655-125
NR445--MA0002.2.RUNX1	chr1	153238161	153238171	+	0.000	0.000	Merged-chr1-153238219-13
NR5251--MA0511.2.RUNX2	chr3	133328656	133328664	-	0.000	0.000	Merged-chr3-133328719-18
NR7646--MA0684.1.RUNX3	chr8	68212467	68212476	-	0.000	0.000	Merged-chr8-68212337-24
NR2761--MA0002.2.RUNX1	chr15	36562967	36562977	-	0.000	0.000	Merged-chr15-36562926-39
NR8086--MA0684.1.RUNX3	chr9	61225167	61225176	+	0.000	0.000	Merged-chr9-61225287-14
NR1858--MA0002.2.RUNX1	chr12	115258013	115258023	-	0.000	0.000	Merged-chr12-115257987-63
NR5347--MA0684.1.RUNX3	chr3	148465711	148465720	-	0.000	0.000	Merged-chr3-148465597-36
NR4550--MA0002.2.RUNX1	chr2	107006053	107006063	+	0.000	0.000	Merged-chr2-107005967-12
NR2936--MA0002.2.RUNX1	chr15	84178915	84178925	-	0.000	0.000	Merged-chr15-84178956-9
NR6630--MA0684.1.RUNX3	chr6	86548166	86548175	-	0.000	0.000	Merged-chr6-86548021-53
NR7341--MA0684.1.RUNX3	chr7	117433803	117433812	+	0.000	0.000	Merged-chr7-117433722-72
NR5949--MA0511.2.RUNX2	chr5	23387127	23387135	+	0.000	0.000	Merged-chr5-23387051-61
NR2079--MA0684.1.RUNX3	chr13	52828328	52828337	+	0.000	0.000	Merged-chr13-52828332-16
NR1381--MA0511.2.RUNX2	chr11	80323508	80323516	+	0.000	0.000	Merged-chr11-80323459-26
NR7407--MA0684.1.RUNX3	chr7	128105589	128105598	+	0.000	0.000	Merged-chr7-128105500-13
NR3028--MA0002.2.RUNX1	chr15	101453528	101453538	+	0.000	0.000	Merged-chr15-101453520-15
NR4930--MA0002.2.RUNX1	chr3	51128997	51129007	+	0.000	0.000	Merged-chr3-51128926-47
NR6961--MA0511.2.RUNX2	chr6	146776792	146776800	-	0.000	0.000	Merged-chr6-146776808-33
NR2774--MA0002.2.RUNX1	chr15	37461457	37461467	-	0.000	0.000	Merged-chr15-37461428-38
NR1304--MA0511.2.RUNX2	chr11	61564313	61564321	+	0.000	0.000	Merged-chr11-61564144-31
NR6591--MA0002.2.RUNX1	chr6	70824772	70824782	-	0.000	0.000	Merged-chr6-70824909-77
NR4311--MA0002.2.RUNX1	chr2	30112733	30112743	+	0.000	0.000	Merged-chr2-30112786-18
NR2360--MA0002.2.RUNX1	chr14	20503199	20503209	-	0.000	0.000	Merged-chr14-20503247-33
NR2631--MA0002.2.RUNX1	chr14	103666853	103666863	+	0.000	0.000	Merged-chr14-103667035-88
NR3014--MA0684.1.RUNX3	chr15	100461457	100461466	-	0.000	0.000	Merged-chr15-100461368-57
NR567--MA0002.2.RUNX1	chr1	179493151	179493161	-	0.000	0.000	Merged-chr1-179493163-27
NR1142--MA0511.2.RUNX2	chr10	128270429	128270437	-	0.000	0.000	Merged-chr10-128270552-51
NR7576--MA0511.2.RUNX2	chr8	34216033	34216041	+	0.000	0.000	Merged-chr8-34216280-115
NR5230--MA0511.2.RUNX2	chr3	129613936	129613944	-	0.000	0.000	Merged-chr3-129613875-22
NR1394--MA0511.2.RUNX2	chr11	83079953	83079961	+	0.000	0.000	Merged-chr11-83079974-51
NR3123--MA0684.1.RUNX3	chr16	24629543	24629552	-	0.000	0.000	Merged-chr16-24629525-45
NR1714--MA0684.1.RUNX3	chr12	80069270	80069279	-	0.000	0.000	Merged-chr12-80069261-23
NR7704--MA0511.2.RUNX2	chr8	81704155	81704163	-	0.000	0.000	Merged-chr8-81703996-53
NR947--MA0002.2.RUNX1	chr10	81510338	81510348	+	0.000	0.000	Merged-chr10-81510447-46
NR1509--MA0684.1.RUNX3	chr11	113174071	113174080	+	0.000	0.000	Merged-chr11-113174221-33
NR6352--MA0002.2.RUNX1	chr5	144126109	144126119	-	0.000	0.000	Merged-chr5-144126158-36
NR7211--MA0684.1.RUNX3	chr7	84386627	84386636	+	0.000	0.000	Merged-chr7-84386751-45
NR3597--MA0511.2.RUNX2	chr17	65885039	65885047	+	0.000	0.000	Merged-chr17-65885183-87
NR5383--MA0002.2.RUNX1	chr3	157803385	157803395	+	0.000	0.000	Merged-chr3-157803404-34
NR3375--MA0684.1.RUNX3	chr17	12205920	12205929	-	0.000	0.000	Merged-chr17-12205812-57
NR804--MA0002.2.RUNX1	chr10	53348547	53348557	+	0.000	0.000	Merged-chr10-53348557-41
NR5134--MA0511.2.RUNX2	chr3	107631520	107631528	-	0.000	0.000	Merged-chr3-107631473-90
NR6875--MA0002.2.RUNX1	chr6	136468538	136468548	-	0.000	0.000	Merged-chr6-136468663-37
NR2521--MA0684.1.RUNX3	chr14	67887047	67887056	+	0.000	0.000	Merged-chr14-67887091-21
NR7586--MA0002.2.RUNX1	chr8	35628485	35628495	+	0.000	0.000	Merged-chr8-35628375-52
NR2373--MA0002.2.RUNX1	chr14	23465320	23465330	-	0.000	0.000	Merged-chr14-23465360-30
NR391--MA0684.1.RUNX3	chr1	136685579	136685588	-	0.000	0.000	Merged-chr1-136685597-75
NR5849--MA0684.1.RUNX3	chr4	150921506	150921515	+	0.000	0.000	Merged-chr4-150921425-28
NR2915--MA0002.2.RUNX1	chr15	80572480	80572490	+	0.000	0.000	Merged-chr15-80572443-63
NR3503--MA0684.1.RUNX3	chr17	44256760	44256769	-	0.000	0.000	Merged-chr17-44256797-30
NR5035--MA0002.2.RUNX1	chr3	84069505	84069515	+	0.000	0.000	Merged-chr3-84069466-34
NR3027--MA0684.1.RUNX3	chr15	100750453	100750462	+	0.000	0.000	Merged-chr15-100750259-57
NR3084--MA0002.2.RUNX1	chr16	13409816	13409826	-	0.000	0.000	Merged-chr16-13409957-27
NR6461--MA0002.2.RUNX1	chr6	31126562	31126572	-	0.000	0.000	Merged-chr6-31126464-93
NR8048--MA0511.2.RUNX2	chr9	53786873	53786881	+	0.000	0.000	Merged-chr9-53786922-72
NR8319--MA0511.2.RUNX2	chr9	116369244	116369252	-	0.000	0.000	Merged-chr9-116369265-54
NR2501--MA0002.2.RUNX1	chr14	65330856	65330866	+	0.000	0.000	Merged-chr14-65330788-23
NR1426--MA0511.2.RUNX2	chr11	94591604	94591612	+	0.000	0.000	Merged-chr11-94591721-35
NR5287--MA0002.2.RUNX1	chr3	137800438	137800448	-	0.000	0.000	Merged-chr3-137800561-20
NR708--MA0002.2.RUNX1	chr10	19104783	19104793	-	0.000	0.000	Merged-chr10-19104955-55
NR7572--MA0684.1.RUNX3	chr8	33308266	33308275	+	0.000	0.000	Merged-chr8-33308213-19
