#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR5248--MA0495.2.MAFF	chr2	118667985	118668005	+	0.000	0.000	Merged-chr2-118668058-11
NR6376--MA0089.1.MAFG::NFE2L1	chr4	83234360	83234365	-	0.000	0.000	Merged-chr4-83234214-31
NR430--MA0089.1.MAFG::NFE2L1	chr1	138955193	138955198	+	0.000	0.000	Merged-chr1-138955036-38
NR2428--MA0659.1.MAFG	chr13	37783912	37783932	-	0.000	0.000	Merged-chr13-37783892-22
NR2459--MA0089.1.MAFG::NFE2L1	chr13	45912087	45912092	+	0.000	0.000	Merged-chr13-45912065-13
NR1226--MA0117.2.Mafb	chr10	99448051	99448062	+	0.000	0.000	Merged-chr10-99448196-17
NR5821--MA0495.2.MAFF	chr3	84046619	84046639	-	0.000	0.000	Merged-chr3-84046424-40
NR326--MA0501.1.MAF::NFE2	chr1	120073870	120073884	-	0.000	0.000	Merged-chr1-120073802-51
NR319--MA0495.2.MAFF	chr1	120073870	120073890	-	0.000	0.000	Merged-chr1-120073802-51
NR869--MA0496.2.MAFK	chr10	21504635	21504653	+	0.000	0.000	Merged-chr10-21504659-28
NR7392--MA0089.1.MAFG::NFE2L1	chr5	148715044	148715049	-	0.000	0.000	Merged-chr5-148715169-40
NR8633--MA0591.1.Bach1::Mafk	chr8	70808317	70808331	-	0.000	0.000	Merged-chr8-70808420-14
NR3401--MA0591.1.Bach1::Mafk	chr15	64191472	64191486	+	0.000	0.000	Merged-chr15-64191593-19
NR5749--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR4329--MA0089.1.MAFG::NFE2L1	chr18	23734842	23734847	-	0.000	0.000	Merged-chr18-23734973-16
NR3475--MA0089.1.MAFG::NFE2L1	chr15	80562585	80562590	-	0.000	0.000	Merged-chr15-80562627-18
NR7970--MA0089.1.MAFG::NFE2L1	chr7	3693596	3693601	+	0.000	0.000	Merged-chr7-3693587-203
NR5551--MA0591.1.Bach1::Mafk	chr2	167004601	167004615	+	0.000	0.000	Merged-chr2-167004660-28
NR3851--MA0089.1.MAFG::NFE2L1	chr16	76346308	76346313	-	0.000	0.000	Merged-chr16-76346185-17
NR8912--MA0501.1.MAF::NFE2	chr9	20961733	20961747	+	0.000	0.000	Merged-chr9-20961726-34
NR1522--MA0501.1.MAF::NFE2	chr11	54214891	54214905	+	0.000	0.000	Merged-chr11-54214861-56
NR3015--MA0591.1.Bach1::Mafk	chr14	64440770	64440784	-	0.000	0.000	Merged-chr14-64440768-77
NR2429--MA0501.1.MAF::NFE2	chr13	37783918	37783932	+	0.000	0.000	Merged-chr13-37783892-22
NR2983--MA0591.1.Bach1::Mafk	chr14	56284450	56284464	+	0.000	0.000	Merged-chr14-56284559-51
NR8259--MA0089.1.MAFG::NFE2L1	chr7	101555538	101555543	+	0.000	0.000	Merged-chr7-101555691-65
NR5830--MA0591.1.Bach1::Mafk	chr3	84220944	84220958	+	0.000	0.000	Merged-chr3-84220800-59
NR3188--MA0591.1.Bach1::Mafk	chr14	121313385	121313399	-	0.000	0.000	Merged-chr14-121313397-5
NR5432--MA0089.1.MAFG::NFE2L1	chr2	150362521	150362526	+	0.000	0.000	Merged-chr2-150362676-64
NR7290--MA0089.1.MAFG::NFE2L1	chr5	129501376	129501381	-	0.000	0.000	Merged-chr5-129501358-95
NR1694--MA0496.2.MAFK	chr11	95834502	95834520	-	0.000	0.000	Merged-chr11-95834511-50
NR5766--MA0591.1.Bach1::Mafk	chr3	59081060	59081074	+	0.000	0.000	Merged-chr3-59081244-57
NR7517--MA0089.1.MAFG::NFE2L1	chr6	54775837	54775842	-	0.000	0.000	Merged-chr6-54775842-27
NR8878--MA0659.1.MAFG	chr8	128519540	128519560	-	0.000	0.000	Merged-chr8-128519566-39
NR8433--MA0501.1.MAF::NFE2	chr7	128119806	128119820	-	0.000	0.000	Merged-chr7-128119873-66
NR7461--MA0117.2.Mafb	chr6	34869689	34869700	+	0.000	0.000	Merged-chr6-34869594-48
NR441--MA0089.1.MAFG::NFE2L1	chr1	144086333	144086338	+	0.000	0.000	Merged-chr1-144086303-34
NR2982--MA0501.1.MAF::NFE2	chr14	55913540	55913554	+	0.000	0.000	Merged-chr14-55913661-13
NR3762--MA0089.1.MAFG::NFE2L1	chr16	46001705	46001710	+	0.000	0.000	Merged-chr16-46001866-55
NR5841--MA0117.2.Mafb	chr3	84772208	84772219	-	0.000	0.000	Merged-chr3-84772067-31
NR1992--MA0089.1.MAFG::NFE2L1	chr12	52818837	52818842	-	0.000	0.000	Merged-chr12-52818712-31
NR8459--MA0089.1.MAFG::NFE2L1	chr7	132772572	132772577	+	0.000	0.000	Merged-chr7-132772585-7
NR5121--MA0501.1.MAF::NFE2	chr2	84938408	84938422	+	0.000	0.000	Merged-chr2-84938594-55
NR4212--MA0089.1.MAFG::NFE2L1	chr17	78362465	78362470	+	0.000	0.000	Merged-chr17-78362512-60
NR3086--MA0501.1.MAF::NFE2	chr14	77783766	77783780	-	0.000	0.000	Merged-chr14-77783619-20
